MissileId	MissileName	MoveKind	Speed	DmgRangeType	DmgRange	DmgInterval	LifeTime	IsDmgVanish	CanRepeatDmg	MissileResID	CollResID	DmgRangeSpeed	IsDrag	PosOffsetLenght	IsNoChangeDir	MissRate	CollSoundID	FlySoundID	VanishSoundID	ColFollowTarget	AcceSpeed	CollBrigth	CollBrigthFrame	IsIgnoreBarrier	AutoExplode	VanishResID	MissileHeight	HeightSpeed	EnemyResID	IsRepresent	IsChildInheritDir	MissileParam1	MissileParam2	MissileParam3	MissileParam1Des	MissileParam2Des	MissileParam3Des	IsChildInheritPowerAdd	IsNotHeightSpeed	InheritPos	IgnoreDmgRange
129	箭術	1	100	1	5		10			129	3403										30			1																	
130	箭無虛發	2	50	1	3		30	1		130	4130			100																											
131	箭無虛發_子	0	0	1	20		3				3401			100								1000	3	1																	
132	連環箭	1	100	1	5	1	12	1		132	3401																														
133	鐵騎突襲	1	100	1	4		30			132	3403			100										1																	
134	萬箭齊發	0	0	1	60		3																	1																	
135	萬箭齊發_子	0	0	1	6	6	25			135	3401				1							1000	3	1																	
136	焚星落羽	1	60	0	3		15		1					-100																											
137	焚星落羽_子1	1	20	0	3		10		1																																
138	焚星落羽_子2	0	0	0	10		25			138																															
139	焚星落羽_子3	0	0	0	6		150	1		139																															
140	槍法	0	0	0	9		6				3501			120								1000	3	1																	
141	遣散	1	60	1	5		10			401											30			1																	
142	橫掃千軍	0	0	0	20		5				3027											1000	3																		
144	長槍貫日_子	1	120	0	6		6				3027			110								1000	3	0																	
146	撕咬	0	0	0	5		3				146											1000	3																		
147	潛土突刺	0	0	1	10		10				3401											1000	3																		
148	狼王地裂	1	180	1	5		3														30			1																	
150	瞬身撕咬_子1	0	0	0	5		2	1			3022																														
151	瞬身撕咬_子2	0	0	0	0		25			6508																															
152	潛土突刺_效果	0	0	0	3		30			1827														1																	
153	角擊	0	0	0	5		10				342												3																		
154	漩渦	0	0	1	20	15	61		1	154	3025		1										3																		
156	寒冰沖頂_子	0	0	1	16		3				342			50									3	1																	
157	撕咬	0	0	0	5		10				146												3																		
160	甩尾	1	60	1	7		20			160	3027			80							10			1																	
162	風刃舞	0	0	1	25		5				3027												3																		
163	影風斬	1	60	1	5		20			163														1																	
164	龍卷呼嘯	1	30	1	5		60			62				80										1																	
165	天火烈爪	0	0	0	9		6				165			120									3	1																	
166	NPC近身單體3_刀光金	0	0	0	1		3				166																														
167	NPC近身單體3_刀光水	0	0	0	1		3				167																														
168	NPC近身單體3_刀光火	0	0	0	1		3				168																														
169	NPC近身單體3_刀光木	0	0	0	1		3				169																														
170	NPC近身單體3_刀光土	0	0	0	1		3				170																														
171	狼王地裂_效果	0	0	0	6		30			148				250										1																	
172	影風斬_子1	1	60	0	8		20																	1																	
173	影風斬_子2	0	0	1	5		20			173														1																	
174	NPC近身單體_地	0	0	0	1		3				3024																														
175	NPC近身單體_水	0	0	0	1		3				3025																														
176	NPC近身單體_火	0	0	0	1		3				3026																														
177	NPC近身單體_風	0	0	0	1		3				3027																														
178	群體刀光重擊	0	0	1	10		20			178				0																											
179	群體刀光重擊_子	0	0	1	10		3							0																											
180	群體重擊	0	0	1	10		3				180																														
181	自爆	0	0	1	8		3																																		
182	弓箭	1	120	0	3		9			182	3401										10			1																	
183	焚星落羽_子4	0	0	0	10		25			4139																															
184	焚星落羽_子5	0	0	0	10		3																																		
187	烈焰奔襲_傷害	1	140	0	12		6				3026			110										0																	
188	烈焰奔襲_效果	0	0	0	6		20			52				0										1																	
196	交叉刀光_金	1	70	0	5		14			196	166													1																	
201	天王錘法	0	0	0	8		3				3024			100			6201					1000	3	1																	
202	驚雷訣	0	0	0	8		3				3024			100			6201					1000	3	1																	
203	降龍訣	0	0	0	9		3				3024			110			6201					1000	3	1																	
204	破天訣	0	0	0	10		3				3024			120			6201					1000	3	1																	
207	野蠻衝撞_子	0	0	0	12		3				3024											1000	3	1																	
208	霸王怒吼	0	0	1	26		3				3024											1000	3	1																	
211	血戰八方_子1	0	0	1	17		3				3024											1000	3	1																	
214	日月山河碎	0	0	0	32		70				3024													1						1											
215	日月山河碎_子	0	0	0	64		50	1			3024											1000	3	1																	
223	氣蓋八荒_子	0	0	0	2		3	1			3024																														
246	氣蓋八荒	0	0	0	64		2																																		
247	氣蓋八荒_隊友	0	0	0	64		2																																		
251	力拔山河	0	0	0	30		3	1																																	
252	力拔山河_子	0	0	0	30		2	1			3024											1000	3																		
261	少林棍法	0	0	0	9		3				3261			120			5805					1000	3	1																	
262	少林棍法2	0	0	0	9		3				3261			120			5805					1000	3	1																	
263	少林棍法3	0	0	1	20		3				3263						5805					1000	3	1																	
264	少林棍法4	0	0	1	20		3				3263						5805					1000	3	1																	
266	降龍棍	1	180	0	5		4				3024	1										1000	3	1																	
268	大力金剛指	1	180	0	5		5				3268											1000	3	1																	
272	十二擒龍手	0	0	1	26		3				3024											1000	3	1																	
274	羅漢陣_子	0	0	1	18		3				3024						5810					1000	3	1																	
275	羅漢陣_特效	0	0	1	10		15			275												1000	3	1																	
283	日月山河碎	0	0	0	32		70				3024													1						1											
284	日月山河碎_子	0	0	0	64		50	1			3024											1000	3	1																	
286	降龍棍_特效1	0	0	0	5		30			286				50								1000	3	1																	
287	降龍棍_特效2	0	0	0	5		30			287				250								1000	3	1																	
288	降龍棍_特效3	0	0	0	5		30			288				500								1000	3	1																	
290	金剛怒目_特效	0	0	1	20		30			281														1																	
297	十二擒龍手秘笈_子	0	0	1	26		3				3024													1																	
299	羅漢金身_子	2	200	1	5		2	1																																	
301	峨嵋劍法	1	120	0	5		5			3301	341						5305				10	1000	3	1																	
302	峨嵋劍法2	1	120	0	5		5			3302	341						5305				10	1000	3	1																	
303	峨嵋劍法3	1	120	0	5		5			3303	342						5305				10	1000	3	1																	
304	峨嵋劍法4	1	120	0	5		5			3304	342						5305				10	1000	3	1																	
305	峨嵋劍法4_子	1	120	0	6		5			3304											10			1																	
306	慈航普度	0	0	0	8		40			306																															
308	白露凝霜	2	50	1	5		30		1	308	3308						5309					1000	3	1																	
310	江海凝波	1	30	1	14		30			310				180										1						1											
311	江海凝波_子	1	30	1	14		30				3025			80			5311					1000	3	1																	
312	天舞寶輪	0	0	1	24	15	90		1	313	3312													1					6312												
313	天舞寶輪_子1	0	0	1	24		3				3313						5313					1000	3	1																	
319	綿裡藏針_子2	0	0	1	20		3				3025													1																	
321	玄冰無息_子	0	0	1	12		3				3025													1																	
322	玄冰無息_特效	0	0	1	12		15			1837														1																	
324	劍法進階_傷害	1	120	0	8		5				342						5305				10	1000	3	1																	
326	六道輪回_子1	0	0	0	1		2																																		
327	六道輪回_子2	0	0	0	1		2																																		
336	六道輪回_虛弱	0	0	0	1		2																																		
337	六道輪回_混亂	0	0	0	1		2																																		
338	六道輪回_沉默	0	0	0	1		2																																		
339	六道輪回_遲緩	0	0	0	1		2																																		
340	六道輪回_冰凍	0	0	0	1		2																																		
341	佛心慈佑	0	0	0	64		2																																		
342	佛心慈佑_隊友	0	0	0	64		2																																		
345	冰心雲裳	0	0	0	64		2																																		
346	冰魄紅蓮劫	0	0	0	64		15				3025	1										1000	3																		
348	冰魄紅蓮劫_效果1	0	0	0	6		15			349				150										1						1											
349	冰魄紅蓮劫_效果2	0	0	0	6		15			348				270										1						1											
350	冰魄紅蓮劫_效果3	0	0	0	6		15			348				390										1						1											
351	冰魄紅蓮劫_效果4	0	0	0	6		15			347				510										1						1											
352	冰魄紅蓮劫_效果5	0	0	0	6		15			346				630										1						1											
353	冰魄紅蓮劫_效果6	0	0	0	6		15			346				750										1						1											
354	冰魄紅蓮劫_效果7	0	0	0	6		20			346				750										1						1											
355	冰魄紅蓮劫_效果8	0	0	0	6		20			346				850										1						1											
362	天舞寶輪_子2	0	0	1	24	7	150		1																																
364	綿裡藏針_特效	0	0	1	20		30			364												1000	3	1																	
401	桃花箭術1	1	150	0	5		6			401	3401						5405				30	1000	3	1																	
402	桃花箭術2	1	150	0	5		6			402	3402						5405				30	1000	3	1																	
403	桃花箭術3	1	150	0	5		6			402	3402						5405				30	1000	3	1																	
404	桃花箭術4	1	150	0	5		6			403	3403						5405				30	1000	3	1																	
407	飛火流星	1	80	0	6		10				3407	1					5408					1000	3	1																	
408	飛火流星_效果	1	60	0	6		13			407				200							60			1						1											
410	九曜連珠	0		1	15	10	26		1	410																				1											
411	九曜連珠_子	0	0	1	15	3	16		1		3026						5411					1000	3																		
412	穿雲破月	1	20	0	15		11			412										1	20			1						1											
435	穿雲破月_主效果	0	0	0	15		11			435										1				1						1											
436	穿雲破月_輔效果1	1	20	0	15		11			436				-100						1	20			1						1											
437	穿雲破月_輔效果2	0	0	0	15		11			437										1				1						1											
438	穿雲破月_傷害	1	20	0	15		11				3412						5413			1	20	1000	3	1																	
415	碧落黃泉	0	0	0	64		2																																		
416	碧落黃泉_隊友	0	0	0	64		2																																		
418	風雲變幻_子	0	0	1	2		2	1																																	
421	百步穿楊_傷害	1	150	0	8		6				3403						5405				30	1000	3	1																	
422	百步穿楊_3子彈特效	1	150	0	8		6			403											30			1																	
424	隕星泣血_子	2	60	0	3		15		1	401	3026													1																	
427	落花焚星焱	1	60	0	3		11		1					-100										1						1											
428	落花焚星焱_子1	1	20	0	3		10		1															1						1											
429	落花焚星焱_落箭	0	0	0	10		6			428														1						1											
430	落花焚星焱_傷害	0	0	0	64	5	31		1		3026													1																	
431	落花焚星焱_地裂	0	0	0	10		23		1	3428														1						1											
444	逆轉九陰_子1	0	0	1	20		3				3026											1000	3	1																	
445	逆轉九陰_特效	0	0	1	20		30			444												1000	3	1																	
465	月落星沉_前2式傷害	1	150	0	5		6				3401										30			1																	
466	月落星沉_後2式傷害	1	150	0	5		6				3401										30			1																	
501	逍遙槍法1	0	0	0	9		6				3501			120			5505					1000	3	1																	
502	逍遥枪法2	0	0	0	9		6				3502			120			5505					1000	3	1																	
503	逍遥枪法3	0	0	0	10		6				3503			130			5505					1000	3	1																	
504	逍遥枪法4	0	0	0	11		6				3504			140			5505					1000	3	1																	
506	鬥轉星移	0	0	0	5		12				506									1		1000	3	1																	
508	七探蛇盤_子1	0	0	0	5		2	1														1000	3	1																	
528	七探蛇盘_子2	0	0	0	0		25			507														1						1											
529	七探蛇盘_子3	0	0	0	0		25			6508														1						1											
511	白虹貫日_子1	1	140	0	12		6				3027			110								1000	3																		
513	風捲殘雲	0	0	1	25		5				3027											1000	3	1																	
518	驚雷破天_子	0	0	0	3		10				1314													1																	
520	悲酥清風_子	0	0	0	5		10																																		
526	鬥轉星移_子	0	0	0	5		12													1				1																	
527	寰宇逍遙遊	0	0	0	64		5				3027											1000	3	1																	
535	寰宇逍遙遊_傷害	0	0	0	64		5				3027											1000	3	1																	
534	逍遙槍法3-擊退	0	0	0	10		6				3503			130								1000	3	1																	
601	武當劍法	0	0	0	8		3				3601						5605			1		1000	3	1																	
602	武當劍法2	0	0	0	8		3				3602						5605			1		1000	3	1																	
603	武当剑法3	0	0	0	8		3				3603						5605			1		1000	3	1																	
604	武当剑法4	0	0	0	8		3				3604						5605			1		1000	3	1																	
605	武當劍法_特效	0	0	0	8		25			601										1				1						1											
606	武當劍法2_特效	0	0	0	8		25			602										1				1						1											
607	武当剑法3_特效	0	0	0	8		25													1				1						1											
608	武当剑法4_特效	0	0	0	8		25			604										1				1						1											
609	劍飛驚天	0	0	1	15		45			609														1						1											
610	劍飛驚天_子	0	0	1	15		5				3603											1000	3	1																	
611	人劍合一	0	0	0	10		7			611														1						1											
612	人劍合一_子	1	120	0	10		8			611	3603										20	1000	3	1																	
615	天地無極	0	0	1	15		5				3615											1000	3	1																	
616	天地無極_子	0	0	1	20		5				3615											1000	3	1																	
641	天地無極_特效1	0	0	1	15		15			615														1						1											
642	天地无极_特效2	0	0	1	20		35			616														1						1											
622	兩儀劍法_子1	0	0	1	15		45		1	609														1																	
623	两仪剑法_子2	0	0	1	15		5				3603													1																	
625	劍氣縱橫_子	2	70	1	4		15	1		1485	3601										15			1																	
631	萬劍封天訣	1	60	0	3		11		1					-100										1																	
632	萬劍封天訣_子1	1	20	0	3		10		1															1																	
633	萬劍封天訣_落劍	0	0	0	10		15			633														1																	
634	萬劍封天訣_傷害	0	0	0	64	9	19		1		3603											1000	3	1																	
635	萬劍封天訣_地裂	0	0	0	10		23		1	635														1																	
645	真武七截	0	0	0	64		2																																		
646	真武七截_隊友	0	0	0	64		2																																		
701	天忍刺殺術	0	0	0	9		3				3701			120			5705					1000	3	1																	
702	天忍刺殺術2	0	0	0	9		3				3701			120			5705					1000	3	1																	
703	天忍刺杀术3	0	0	0	10		3				3703			130			5705					1000	3	1																	
704	天忍刺杀术4	0	0	0	11		3				3703			140			5705					1000	3	1																	
705	魔焰在天	3	0	1	20	7	225		1															1																	
707	魔焰在天_子2	2	50	0	10	1	15	1		707	3707							5708				1000	3	1																	
708	死亡迴旋	6	135	1	1		16			708				150							1			1		3710						1			類型為迴旋子彈時，填1，子彈回來時跟隨玩家						
709	死亡迴旋_子1	6	135	1	8		16				3701			100							1	1000	3	1								1			類型為迴旋子彈時，填1，子彈回來時跟隨玩家						
714	血月之影_普攻1	0	0	0	8		3				3701			100			5705					1000	3	1																	
715	血月之影_普攻2	0	0	0	8		3				3701			100			5705					1000	3	1																	
716	血月之影_普攻3	0	0	0	9		3				3703			110			5705					1000	3	1																	
717	血月之影_普攻4	0	0	0	10		3				3703			120			5705					1000	3	1																	
722	攝魂亂心	0	0	1	20		74			722														1																	
723	攝魂亂心_子1	0	0	1	20		5				3026		1									1000	3	1																	
738	攝魂亂心_子2	0	0	1	20		10			3722														1																	
725	魔焰七殺_子1	0	0	1	15	10	26			410																															
726	魔焰七殺_子2	0	0	1	15		3				3026																														
740	千魔影幻殺_傷害	0	0	0	64		3				3740											1000	3	1																	
771	飛鴻無跡_子	0	0	1	5		3	1																																	
801	翠煙禦傘訣	1	120	0	5		6			3801	6801						5905				10	1000	3	1																	
802	翠煙禦傘訣2	1	120	0	5		6			3802	6801						5905				10	1000	3	1																	
803	翠煙禦傘訣3	1	120	0	5		6			3803	6803						5905				10	1000	3	1																	
804	翠煙禦傘訣4	1	120	0	5		6			3804	6803						5905				10	1000	3	1																	
806	璿璣羅舞	1	100	1	9		7			806				100										1																	
807	璿璣羅舞_子1	0	0	1	16	12	70		1	807	342			500								1000	3	1					6807												
808	雨打梨花	0	0	1	18		70			808														1																	
809	雨打梨花_特效2	0	0	1	18		45			814														1																	
814	雨打梨花_特效3	0	0	1	18		70																	1					1454												
816	冰蹤無影	2	40	1	5		30	1		816	817						5911					1000	3	1																	
817	冰蹤無影_子	0	0	1	15		3										5911					1000	3	1																	
818	雪影	0	0	0	64		2																																		
819	雪影_隊友	0	0	0	64		2																																		
823	護體寒冰_子2	0	0	1	5		3				3025													1																	
826	冰肌玉骨_子2	0	0	1	20		3				3025													1																	
828	璿璣羅舞_子2	1	100	1	9	1	6		1		342											1000	3	1																	
829	雨打梨花傷害1	0	0	1	18		3				342											1000	3	1																	
830	雨打梨花傷害2	0	0	1	18		3				342											1000	3	1																	
831	雨打梨花傷害3	0	0	1	18		3				342											1000	3	1																	
832	熊貓-爪子	0	0	0	1		3				1899																														
834	熊貓沖頂_子	0	0	1	12		3				3834			50									3	1																	
837	翠煙怒氣	0	0	0	64		3				6801													1																	
839	冰肌玉骨_子3	0	0	1	20		30			839														1																	
869	中級·十裡冰封_子	0	0	1	15		3										5911					1000	3	1																	
870	十裡冰封_變大特效	0	0	1	15		25			870																															
871	中級·十裡冰封_解冰特效	0	0	1	15		25			364																															
901	揮砍術	0	0	0	1		3				166																														
902	冰錐術	1	70	0	5		30	1		2560	3025			50																											
903	飛鏢術	1	70	0	3		8	1		1394	3027																														
904	火球術	1	70	0	5		10	1		1835	3412																														
905	雷光術	1	70	0	3		16	1		106	3024																														
906	破天斬	0	0	0	1		3				166																														
907	冰封指	1	70	0	5		30	1		2560	3025			50																											
908	袖裡箭	1	70	0	3		8	1		1394	3027																														
909	烈焰指	1	70	0	5		10	1		1835	3412																														
910	怒雷指	1	70	0	3		16	1		106	3024																														
911	半月斬	0	0	0	15		3				4305			120										1																	
912	驚濤駭浪	1	30	1	14		30			310				180																1											
913	驚濤駭浪_子	1	30	1	14		30				3025			80			5311					1000	3																		
914	穿心刺	0	0	0	14		3				3024													1																	
915	穿心刺_效果	0	0	0	14		20			1827														1																	
916	推山填海	0	0	0	6	8	81		1	52					1																										
917	九天狂雷	2	100	1	6		25				1314																														
918	九天狂雷_傷害	0	0	1	6		3																																		
919	九天狂雷_地裂效果	0	0	1	6		25			1318																															
921	治癒術	0	0	0	8		40			306																															
923	群體治癒術	0	0	0	64		5				306																														
925	百草仙露	0	0	0	64		5				306																														
928	群體毒瘴	0	0	0	64		5																																		
931	群體金剛	0	0	0	64		5																																		
934	群體明王	0	0	0	64		5																																		
940	蓄力箭	1	100	1	5		7				3403										30			1																	
941	蓄力箭_效果	1	100	1	5		7			132											30			1																	
942	巨石	0	0	1	8		8			942														1		24															
943	巨石_傷害	0	0	1	8		3				3024													1																	
944	投擲	1	60	0	3		16	1		54	3024																														
945	飛羽	1	60	0	3		16	1		54	3024																														
946	振翅	1	60	0	8		15			62														1																	
947	撞擊	1	60	0	5		3				3059																														
948	靈犀	0	0	0	64		2																																		
949	天羅地網	1	60	0	3		16	1		949	3949																														
951	馭雷術	0	0	1	6		25			1314																															
952	馭雷術_傷害	0	0	1	6		3																																		
953	呼風術	1	25	0	6		28					1																													
954	呼風術_效果	1	30	0	6		40			62				100										1																	
956	影襲_子1	1	100	0	5		5			40	168										10																				
957	影襲_子2	0	0	0	0		25																																		
959	雙龍吐珠	1	50	0	3		16	1		959	3959																														
960	陰風蝕骨	1	50	0	4		8				3027	1																													
961	陰風蝕骨_效果	0	0	0	4		30			1548														1																	
962	追心箭	1	60	0	4		16	1		962	3962																														
963	明察秋毫	0	0	0	64		2																																		
964	琉璃散落	1	60	1	5		20	1		1570	3027			100										1																	
965	落櫻漫天	0		1	15	10	26		1	410																				1											
966	落櫻漫天_子	0	0	1	15	3	16		1		3026						5411					1000	3																		
967	風來吳山	3	0	1	20	7	141		1	2880	167																														
968	飛花落	0	0	1	6		4				3026															968															
969	飛花落_特效	0	0	1	6		15			969																															
971	尋覓彩虹	0	0	0	6		10			2696				50																											
972	尋覓彩虹_子	2	60	0	6		25	1		2696	3025			50																											
974	滄月	0	0	0	3		3				3027																														
975	鬥轉星移	0	0	0	5		12				506									1		1000	3																		
976	鬥轉星移_子	0	0	0	5		12													1																					
977	風花雪月	1	80	0	5		9	1		2641	3025			50																											
978	風雪冰天	0	0	1	14		25			1377					1									1																	
979	風雪冰天_傷害	0	0	1	14		3				3025													1																	
980	魔焰在天	3	0	1	20	7	225		1																																
982	魔焰在天_子2	2	50	0	10	1	15	1		707	3707																														
983	翠煙掌法	1	60	0	4		12			55	3025																														
984	牧野流星	0	0	1	6		4				3025															984															
985	牧野流星_特效	0	0	1	6		15			985																															
986	高山流水	0	0	0	5		3				986																														
988	雲海夢蝶	0	0	0	64		2																																		
989	爪擊	0	0	0	1		3				3022																														
990	爪擊	0	0	0	1		3				3022																														
991	揮砍	0	0	0	1		3				166																														
992	落石	0	0	1	8		8			942														1		24															
993	落石_傷害	0	0	1	8		3				3024													1																	
994	投擲	1	60	0	3		16	1		54	3024																														
996	剝及而複	0	0	0	8		5				3604									1																					
997	剝及而複_特效	0	0	0	8		25			2802										1																					
998	人劍合一	1	120	0	6		8			611	3603										20																				
999	慈航普度	0	0	0	8		40			306																															
1031	商會守衛_中程爪子	0	0	0	1		3				3022																														
1032	商會守衛_中程爆點	0	0	0	1		3				3021																														
1101	行雲訣	0	0	0	8		3				3024			100			6201					1000	3	1																	
1102	驚雷訣	0	0	0	8		3				3024			100			6201					1000	3	1																	
1103	降龍訣	0	0	0	9		3				3024			110			6201					1000	3	1																	
1104	破天訣	0	0	0	10		3				3024			120			6201					1000	3	1																	
1111	回風落雁	0	0	0	8		3				3024			100			6201					1000	3	1																	
1112	回風落雁2	0	0	0	8		3				3024			100			6201					1000	3	1																	
1113	回風落雁3	0	0	0	9		3				3024			110			6201					1000	3	1																	
1114	回風落雁4	0	0	0	10		3				3024			120			6201					1000	3	1																	
1116	斷魂刺_子	0	0	1	5		12				3024													1																	
1131	峨嵋劍法	1	100	0	5		6			3301	341						5305																								
1132	峨嵋劍法2	1	100	0	5		6			3302	341						5305																								
1133	峨嵋劍法3	1	100	0	5		6			3303	342						5305																								
1134	峨嵋劍法4	1	100	0	5		6			3304	342						5305																								
1136	江海凝波	1	30	1	14		35			310				180																											
1137	江海凝波_子	1	30	1	14		35				3025			80			5311																								
1140	峨嵋劍法	1	100	0	5		6			3301	341						5305																								
1141	峨嵋劍法2	1	100	0	5		6			3302	341						5305																								
1142	峨嵋劍法3	1	100	0	5		6			3303	342						5305																								
1143	峨嵋劍法4	1	100	0	5		6			3304	342						5305																								
1144	天舞寶輪	0	0	1	24	15	150		1	313	3312																		6312												
