SkillId		MagicDesc
367	中級·天舞寶輪	減少天舞寶輪冷卻時間[00ff00]deccdtime2/15[-]秒。[00ff00]userdesc_1011%[-]幾率造成虛弱、混亂、沉默、遲緩或冰凍，持續[00ff00]userdesc_1012/15[-]秒
369	中級·慈航普渡	減少慈航普度冷卻時間[00ff00]deccdtime2/15[-]秒。清除與免疫屬性狀態，持續[00ff00]skill_statetime1/15[-]秒
372	中級·白露凝霜	提高白露凝霜[00ff00]userdesc_1012%[-]基礎攻擊。對命中目標範圍造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_waterdamage_v1[-]點水系傷害，同時有[00ff00]state_slowall_attack1%[-]機率附帶[00ff00]state_slowall_attack2/15[-]秒的遲緩效果
374	高級·江海凝波	提高[00ff00]add_usebasedmg_p12%[-]基礎攻擊、[00ff00]add_slowall_r2%[-]造成遲緩的幾率、[00ff00]add_igdefense_v12[-]點忽閃與[00ff00]add_deadlystrike_v12[-]點會心一擊
376	高級·天舞寶輪	減少天舞寶輪冷卻時間[00ff00]deccdtime2/15[-]秒。降低[00ff00]defense_p1%[-]基礎閃避值，持續[00ff00]skill_statetime1/15[-]秒。[00ff00]userdesc_1011%[-]幾率造成虛弱、混亂、沉默、遲緩或冰凍，持續[00ff00]userdesc_1012/15[-]秒
378	高級·慈航普渡	減少慈航普度冷卻時間[00ff00]deccdtime2/15[-]秒。清除與免疫屬性狀態，回復[00ff00]體質*vitality_recover_life1%[-]點生命，持續[00ff00]skill_statetime1/15[-]秒
381	高級·白露凝霜	提高白露凝霜[00ff00]add_usebasedmg_p12%[-]基礎攻擊與[00ff00]add_deadlystrike_v12[-]點會心一擊。對命中目標範圍造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_waterdamage_v1[-]點水系傷害，同時有[00ff00]state_slowall_attack1%[-]幾率附帶[00ff00]state_slowall_attack2/15[-]秒的遲緩效果
401	桃花箭術	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害
407	飛火流星	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害，同時附帶[00ff00]state_palsy_attack2/15[-]秒的麻痹效果
406	火鳳燎原	提升[00ff00]runspeed_v1[-]點移動速度、 [00ff00]attackspeed_v1[-]點攻速，和[00ff00]defense_p1%[-]的閃避值，持續[00ff00]skill_statetime1/15[-]秒
410	九曜連珠	每次攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害，同時附帶[00ff00]state_palsy_attack2/15[-]秒的麻痹效果
409	流風回雪	永久提升[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力
412	穿雲破月	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害
443	逆轉九陰	[00ff00]userdesc_1051%[-]機率觸發周身擊退效果，觸發間隔[00ff00]userdesc_1052/15[-]秒
420	百步穿楊	提升[桃花箭術][00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害
441	輕雲蔽月	[桃花箭術]每穿透一名目標增加[00ff00]addpowerwhencol2%[-]基礎攻擊，最大增加[00ff00]addpowerwhencol3%[-]
425	浴火重生	有[00ff00]userdesc_1011%[-]機率觸發[火鳳燎原]與每[00ff00]recover_life_p2/15[-]秒回復自己[00ff00]recover_life_p1%[-]生命，持續[00ff00]skill_statetime1/15[-]秒，觸發間隔[00ff00]userdesc_1021/15[-]秒
442	鳳羽霓裳	永久提升[00ff00]lifemax_p1%[-]基礎生命上限、[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力、[00ff00]attackspeed_v1[-]點攻擊速度與[00ff00]state_palsy_attackrate1[-]點麻痹幾率
415	碧落黃泉	戰鬥狀態時提升[00ff00]deadlystrike_v1[-]點會心機率，和[00ff00]deadlystrike_damage_p1%[-]會心傷害，並共用給視野範圍內的隊友[00ff00]50%[-]的效果
417	飛火流星	[00ff00]rand_ignoreskill1%[-]機率清除[00ff00]rand_ignoreskill2[-]個增益效果，並有[00ff00]state_burn_attack1%[-]機率造成灼燒[00ff00]state_burn_attack2/15[-]秒
413	火鳳燎原	驅散免疫屬性效果與負面效果，持續[00ff00]skill_statetime1/15[-]秒
423	穿雲破月	[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害
446	九耀連珠	增加九曜連珠[00ff00]userdesc_1012%[-]基礎忽閃值、[00ff00]userdesc_1022[-]點會心一擊
447	中級·九耀連珠	提高[00ff00]userdesc_1032%[-]基礎攻擊。增加九曜連珠[00ff00]userdesc_1012%[-]基礎忽閃值、[00ff00]userdesc_1022[-]點會心一擊
448	中級·飛火流星	提高[00ff00]userdesc_1012%[-]基礎攻擊。[00ff00]rand_ignoreskill1%[-]機率清除[00ff00]rand_ignoreskill2[-]個增益效果，並有[00ff00]state_burn_attack1%[-]機率造成灼燒[00ff00]state_burn_attack2/15[-]秒
450	中級·火鳳燎原	增加火鳳燎原持續時間[00ff00]userdesc_1012/15[-]秒。驅散免疫屬性效果與負面效果，持續[00ff00]skill_statetime1/15[-]秒
452	中級·穿雲破月	穿雲破月冷卻時間減少[00ff00]deccdtime2/15[-]秒。[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害
454	高級·九耀連珠	提高[00ff00]add_usebasedmg_p12%[-]基礎攻擊與[00ff00]add_palsy_r2%[-]麻痹幾率。增加九曜連珠[00ff00]add_igdefense_p12%[-]基礎忽閃值、[00ff00]add_deadlystrike_v12[-]點會心一擊
456	高級·飛火流星	提高[00ff00]add_usebasedmg_p12%[-]基礎攻擊、[00ff00]add_igdefense_v12[-]點忽閃與[00ff00]add_deadlystrike_v12[-]點會心一擊。[00ff00]rand_ignoreskill1%[-]幾率清除[00ff00]rand_ignoreskill2[-]個增益效果，並有[00ff00]state_burn_attack1%[-]幾率造成灼燒[00ff00]state_burn_attack2/15[-]秒
458	高級·火鳳燎原	增加火鳳燎原持續時間[00ff00]add_state_time12/15[-]秒。驅散免疫屬性效果、負面效果並增加[00ff00]defense_v1[-]點閃避值，持續[00ff00]skill_statetime1/15[-]秒
460	高級·穿雲破月	提高[00ff00]add_usebasedmg_p12%[-]基礎攻擊。穿雲破月冷卻時間減少[00ff00]deccdtime2/15[-]秒。[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害
462	月落星沉	<桃花箭術>能使目標減少[00ff00]dotdamage_maxlife_p1%[-]生命值，最多不超過[00ff00]dotdamage_maxlife_p3[-]點生命值，觸發幾率[00ff00]userdesc_1021%[-]，觸發間隔[00ff00]userdesc_1011/15[-]秒
501	逍遙槍法	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_wooddamage_v1[-]點木系傷害
510	白虹貫日	對衝刺到的目標，造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_wooddamage_v1[-]點木系傷害，同時有[00ff00]state_zhican_attack1%[-]幾率附帶[00ff00]state_zhican_attack2/15[-]秒的致纏效果
507	七探蛇盤	每次攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_wooddamage_v1[-]點木系傷害
506	鬥轉星移	對拉中的目標，造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_wooddamage_v1[-]點木系傷害
509	小無相功	永久提升[00ff00]runspeed_v1[-]點移動速度和[00ff00]attackspeed_v1[-]點攻速與[00ff00]state_stun_resistrate1[-]點抗眩暈機率
513	風捲殘雲	每隔[00ff00]0.3[-]秒，對浮空狀態下的目標，造成[00ff00]dotdamage_wood1%[-]基礎攻擊 + [00ff00]dotdamage_wood2[-]點木系傷害，持續[00ff00]skill_statetime1/15[-]秒
522	三元歸一	在下一次攻擊前，每隔3秒，獲得[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力加成，最多疊加[00ff00]superposemagic1[-]倍
532	槍法進階	提升[逍遙槍法][00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_wooddamage_v1[-]點木系傷害，提高自身[00ff00]deadlystrike_v1[-]點會心機率
516	凌波微步	每隔[00ff00]ignoreattackontime1/15[-]秒忽略[00ff00]ignoreattackontime2/15[-]秒攻擊
541	逍遙禦風	有[00ff00]userdesc_1011%[-]幾率觸發，提升自己[00ff00]defense_p1%[-]基礎閃避值、[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力、[00ff00]attackspeed_v1[-]點攻擊速度、[00ff00]deadlystrike_p1%[-]基礎會心幾率值與[00ff00]runspeed_v1[-]點移動速度，持續[00ff00]skill_statetime1/15[-]秒。觸發間隔[00ff00]userdesc_1021/15[-]秒
543	唯我獨尊	永久提升[00ff00]lifemax_p1%[-]基礎生命上限、[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力、[00ff00]attackspeed_v1[-]點攻擊速度與[00ff00]state_zhican_attackrate1[-]點致纏幾率
517	七探蛇盤	[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_wooddamage_v1[-]點木系傷害
514	鬥轉星移	斗轉星移造成傷害的[00ff00]add_steallife_p2/100%[-]轉換成生命回復。斗轉星移冷卻時間減少[00ff00]deccdtime2/15[-]秒
519	風捲殘雲	造成致纏[00ff00]state_zhican_attack2/15[-]秒；全系抗性降低[00ff00]all_series_resist_v1[-]點，持續[00ff00]skill_statetime1/15[-]秒
544	白虹貫日	增加[00ff00]userdesc_1012%[-]基礎攻擊，[00ff00]userdesc_1022%[-]基礎忽閃值
545	中級·白虹貫日	增加[00ff00]userdesc_1012%[-]基礎攻擊，[00ff00]userdesc_1022%[-]基礎忽閃值，[00ff00]userdesc_1032%[-]造成致纏的幾率
546	中級·七探蛇盤	提高七探蛇盤[00ff00]userdesc_1012%[-]基礎攻擊。額外造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_wooddamage_v1[-]點木系傷害
548	中級·鬥轉星移	提高鬥轉星移[00ff00]userdesc_1012%[-]基礎攻擊。鬥轉星移造成傷害的[00ff00]add_steallife_p2/100%[-]轉換成生命回復。鬥轉星移冷卻時間減少[00ff00]deccdtime2/15[-]秒
549	中級·風捲殘雲	風捲殘雲冷卻時間減少[00ff00]deccdtime2/15[-]秒。造成致纏[00ff00]state_zhican_attack2/15[-]秒；全系抗性降低[00ff00]all_series_resist_v1[-]點，持續[00ff00]skill_statetime1/15[-]秒
552	高級·白虹貫日	增加[00ff00]add_usebasedmg_p12%[-]基礎攻擊，[00ff00]add_igdefense_p12%[-]基礎忽閃值，[00ff00]add_zhican_r2%[-]造成致纏的幾率與[00ff00]add_deadlystrike_v12[-]點會心一擊
554	高級·七探蛇盤	提高七探蛇盤[00ff00]add_usebasedmg_p12%[-]基礎攻擊、[00ff00]add_igdefense_v12[-]點忽閃與[00ff00]add_deadlystrike_v12[-]點會心一擊。額外造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_wooddamage_v1[-]點木系傷害
556	高級·鬥轉星移	提高鬥轉星移[00ff00]add_usebasedmg_p12%[-]基礎攻擊與[00ff00]add_zhican_t2/15[-]秒致纏時間。鬥轉星移造成傷害的[00ff00]add_steallife_p2/100%[-]轉換成生命回復。鬥轉星移冷卻時間減少[00ff00]deccdtime2/15[-]秒
558	高級·風捲殘雲	提高風卷[00ff00]add_usebasedmg_p12%[-]基礎攻擊。風捲殘雲冷卻時間減少[00ff00]deccdtime2/15[-]秒。造成致纏[00ff00]state_zhican_attack2/15[-]秒；全系抗性降低[00ff00]all_series_resist_v1[-]點，持續[00ff00]skill_statetime1/15[-]秒
561	悲酥清風	周圍每多一個敵人，自動提升[00ff00]all_series_resist_p1%[-]基礎全系抗性與[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力，最多疊加[00ff00]add_mult_proc_sate12[-]倍
601	武當劍法	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害
609	劍飛驚天	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害，附帶[00ff00]state_stun_attack2/15[-]秒的眩暈效果
611	人劍合一	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害，附帶[00ff00]state_stun_attack2/15[-]秒的眩暈效果
613	坐忘無我	每1點敏捷抵禦傷害[00ff00]magicshield1/100[-]點，持續[00ff00]magicshield2/15[-]秒
614	迷蹤幻影	永久提升自己[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力，[00ff00]runspeed_v1[-]移動速度與[00ff00]state_slowall_resistrate1[-]點抗遲緩機率
615	天地無極	對目標範圍造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害，附帶[00ff00]state_stun_attack2/15[-]秒的眩暈效果
617	太一真氣	每隔[00ff00]userdesc_1011/15[-]秒，清除並免疫自身受到的所有屬性效果，持續[00ff00]skill_statetime1/15[-]秒
619	高級劍法	提升[武當劍法][00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害
621	劍飛驚天	[00ff00]userdesc_1021%[-]的概率，[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害
624	坐忘無我	每把飛劍造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害，並有[00ff00]state_stun_attack1%[-]機率附帶[00ff00]state_stun_attack2/15[-]秒的眩暈效果
626	天地無極	降低[00ff00]defense_v1[-]點閃避值與[00ff00]all_series_resist_v1[-]點全系抗性，持續[00ff00]userdesc_1011/15[-]秒
630	玄天心法	觸發機率[00ff00]userdesc_1011%[-]，觸發間隔[00ff00]userdesc_1021/15[-]秒
645	真武七截	提升自己[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力，提升隊友[00ff00]userdesc_1061%[-]基礎攻擊力
644	太極無意	永久提升[00ff00]lifemax_p1%[-]基礎生命上限、[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力、[00ff00]attackspeed_v1[-]點攻擊速度與[00ff00]state_stun_attackrate1[-]點眩暈幾率
647	人劍合一	遠距離傷害放大[00ff00]userdesc_1012%[-]，眩暈時間放大[00ff00]userdesc_1022%[-]
648	中級·人劍合一	冷卻時間減少[00ff00]deccdtime2/15[-]秒。遠距離傷害放大[00ff00]userdesc_1012%[-]，眩暈時間放大[00ff00]userdesc_1022%[-]。
649	中級·劍飛驚天	提高劍飛驚天[00ff00]userdesc_1012%[-]基礎攻擊。[00ff00]userdesc_1031%[-]的觸發概率，[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害
652	中級·坐忘無我	每1點敏捷增加抵禦傷害[00ff00]userdesc_1012/100[-]點。每把飛劍造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害，並有[00ff00]state_stun_attack1%[-]機率附帶[00ff00]state_stun_attack2/15[-]秒的眩暈效果
654	中級·天地無極	冷卻時間減少[00ff00]deccdtime2/15[-]秒。降低[00ff00]defense_v1[-]點閃避值與[00ff00]all_series_resist_v1[-]點全系抗性，持續[00ff00]userdesc_1011/15[-]秒
656	高級·人劍合一	提高[00ff00]add_usebasedmg_p12%[-]基礎攻擊。冷卻時間減少[00ff00]deccdtime2/15[-]秒。遠距離傷害放大[00ff00]add_adddmgbydist2%[-]，眩暈時間放大[00ff00]add_addstuntimedist2%[-]。
658	高級·劍飛驚天	提高劍飛驚天[00ff00]add_usebasedmg_p12%[-]基礎攻擊、[00ff00]add_igdefense_v12[-]點忽閃與[00ff00]add_deadlystrike_v12[-]點會心一擊。[00ff00]userdesc_1031%[-]的觸發概率，[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害
661	高級·坐忘無我	每1點敏捷增加抵禦傷害[00ff00]add_shield2/100[-]點。每把飛劍造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_earthdamage_v1[-]點土系傷害，並有[00ff00]state_stun_attack1%[-]幾率附帶[00ff00]state_stun_attack2/15[-]秒的眩暈效果。增加飛劍[00ff00]add_stun_t2/15[-]秒眩暈的時間
663	高級·天地無極	[00ff00]add_usebasedmg_p12%[-]基礎攻擊。冷卻時間減少[00ff00]deccdtime2/15[-]秒。降低[00ff00]defense_v1[-]點閃避值與[00ff00]all_series_resist_v1[-]點全系抗性，持續[00ff00]userdesc_1011/15[-]秒
665	七星訣	提升[00ff00]all_series_resist_p1%[-]基礎全系抗性，[00ff00]recover_life_v1[-]點生命回復
701	天忍刺殺術	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害
