SkillId	SkillName	Property	SkillType	MeleeForm	StartPosType	Icon	IconAtlas	WaitTime	ChildID	MissileForm	ChildCount	MSGenerate	MSGenerateParam	FlySkillId	FlyEventInterval	FlyActEventId	FlyActId	Relation	TimePerCast	IsUseAR	Series	CastActionId	ActionEventID	ActionFrontPer	ActionBackPer	StateEffectId	SkillStyle	StatePriority	StateType	StateTime	StartSkillID	HitSkillID	VanishedSkillId	EventSkillLevel	AttackRadius	ClassName	MaxUsePoint	UsePointRecover	Param1	Param1Des	Param2	Param2Des	Param3	Param3Des	Param4	Param4Des	Param5	Param5Des	Param6	Param6Des	CostType	CostValue	FactionLimit	ReqLevel	IsLinkSubSkill	IsAura	Desc	SelectorRange	SelectorType	CollisionSkillId	TargetSelf	DeathActEventID	AttackAnger	CastSoundID	AcceSpeedInfo1	AcceSpeedInfo2	AcceSpeedInfo3	InitSpeed	CastEffectRestId	IsMelee	NotChangeActFrame	NotChangeDir	CanDoSkillPri	UseLimitType	IgnoreObstacleJump	IsActPerFrame	IsPeaceCanUse	IsNotJumpObstacle	IsIgnoreInvincible
121	狂劍訣_子2	歷代名將	5		2	SkillUsual		10	121		1							enemy	0	1		16	121				attack_normal			0					1000	npc_20boss2_3																		1																1									
122	金蛇劍法	歷代名將	5		2	SkillUsual			122		1							enemy	0	1		16	122				attack_normal			0					300	npc_20boss2_4																		1																1									
123	金蛇劍法_子1	歷代名將	5		2	SkillUsual			123		1							enemy	0	1		16	123				attack_normal			0					300	npc_20boss2_4																		1																1									
124	金蛇劍法_子2	歷代名將	5		2	SkillUsual			124		1							enemy	0	1		16	124				attack_normal			0					300	npc_20boss2_4																		1																1									
125	神行百變	歷代名將	1	4		SkillUsual					5					126	16	enemy	0	1							attack_normal			0					1500	empty			250	距離NPC多少釐米	2	對同個目標重複攻擊的最大次數	1	結束的動作ID	127	結束動作的事件	1000	以目標點為中心，直徑cm						1														200		1									
126	神行百變_子1	歷代名將	5		2	SkillUsual			126		1							enemy	0	1		16	126				attack_normal			0					1000	npc_20boss2_5																		1																1									
127	神行百變_子2	歷代名將	5		2	SkillUsual			127		1							enemy	0	1		1	127				attack_normal			0					1000	empty																		1																1									
129	箭術	歷代名將	5		2	SkillUsual			129		1							enemy	30	1		17	129				npc_attack_fire			0					700	npc_20boss3_1																		1																									
130	箭無虛發	歷代名將	5		2	SkillUsual			130		1							enemy	0	1		17	130				npc_attack_fire			0			131		600	npc_20boss3_2																		1																									
131	箭無虛發_子	歷代名將	5		1	SkillUsual			131		1							enemy	0	1		16	131				npc_attack_fire			0					600	npc_20boss3_2_child																		1																									
132	連環箭	歷代名將	5		2	SkillUsual			132	1	3	2	3					enemy	0	1		16	132				npc_attack_fire			0					600	npc_20boss3_3																		1																									
133	鐵騎突襲	歷代名將	5		2	SkillUsual			133	7	5							enemy	0	1		17	133				npc_attack_fire			0					600	npc_20boss3_4			95															1																									
134	萬箭齊發	歷代名將	5		2	SkillUsual			134		1							enemy	0	1		16	134				npc_attack_fire			0		135			800	empty																		1							1																		
135	萬箭齊發_子	歷代名將	5		1	SkillUsual			135		1							enemy	0	1		16	135				npc_attack_fire			0					800	npc_20boss3_5																		1																									
136	焚星落羽	歷代名將	5		2	SkillUsual			136	3	6	3	6	137	5			enemy	0	1		16	136				npc_attack_fire			0					1000	empty			3															1																									
137	焚星落羽_子1	歷代名將	5		0	SkillUsual			137	3	1	3	5					enemy	0	1		16	1				npc_attack_fire			0			138		1000	empty																		1																									
138	焚星落羽_子2	歷代名將	5		0	SkillUsual			138		1							enemy	0	1		16	1				npc_attack_fire			0	139				1000	empty																		1																									
139	焚星落羽_子3	歷代名將	5		0	SkillUsual			139		1							enemy	0	1		16	1				npc_attack_fire			0			183		1000	empty																		1																									
140	槍法	歷代名將	5		2	SkillUsual			140		1							enemy	0	1		16	140				npc_attack_wood			0					250	npc_20boss4_1																		1																1									
141	遣散	歷代名將	5		2	SkillUsual			141	7	2							enemy	0	1		16	141				npc_attack_wood			0					700	npc_20boss4_2			100															1																1									
142	橫掃千軍	歷代名將	5		2	SkillUsual			142		1							enemy	0	1		24	142				npc_attack_wood			0					1000	npc_20boss4_3																		1																1									
143	長槍貫日	歷代名將	1	2		SkillUsual		6										enemy	0	1		2	143				npc_attack_wood			0					600	npc_20boss4_4			13				500											1							1	80002			0|1|82	-7|83|100		80		1	1								
144	長槍貫日_子	歷代名將	5		2	SkillUsual			144		1							enemy	0	1		16	144				npc_attack_wood			0					600	npc_20boss4_4_child																		1																1									
145	聖盾護體	歷代名將	2			SkillUsual												self	0			24	145			213	npc_attack_wood			0					1000	npc_20boss4_5																		1																									
146	撕咬	野外首領	5		1	SkillUsual			146		1							enemy	30	1		16	146				npc_attack_earth			0					200	npc_20Header1_1																		1																1									
147	潛土突刺	野外首領	5		1	SkillUsual			147		1							enemy	0	1		16	147				npc_attack_earth			0					700	npc_20Header1_2																		1																1									
148	狼王地裂	野外首領	5		2	SkillUsual			148	1	1							enemy	0	1		16	148				npc_attack_earth			0	171				500	npc_20Header1_3																		1																1									
149	瞬身撕咬	野外首領	1	4		SkillUsual					3					150	17	enemy	0	1							attack_normal			0					1500	empty			250	距離NPC多少釐米	3	對同個目標重複攻擊的最大次數	7	結束的動作ID	151	結束動作的事件	1000	以目標點為中心，直徑cm						1														200		1									
150	瞬身撕咬_子1	野外首領	5		1	SkillUsual			150		1							enemy	0	1		17	150				attack_normal			0					1000	npc_20Header1_4																		1																1									
151	瞬身撕咬_子2	野外首領	5		2	SkillUsual			151		1							enemy	0	1		7	151				attack_normal			0					1000	empty																		1																1									
152	潛土突刺_效果	野外首領	5		0	SkillUsual			152	6	3							enemy	0	1		16	1				attack_normal			0					600	empty			120															1																									
153	角擊	野外首領	5		1	SkillUsual			153		1							enemy	30	1		16	153				npc_attack_water			0					280	npc_20Header2_1																		1																1									
154	漩渦	野外首領	5		1	SkillUsual			154		1							enemy	0	1		16	1				npc_attack_water			0					700	npc_20Header2_2																		1																									
155	寒冰沖頂	野外首領	1	2		SkillUsual			156									enemy	0	1		2	155		10		npc_attack_water			0					750	empty			6		200													1											20|1|100			100		1									
156	寒冰沖頂_子	野外首領	5		2	SkillUsual			156		1							enemy	0	1		16	156				npc_attack_water			0					750	npc_20Header2_3																		1																1									
157	撕咬	野外首領	5		1	SkillUsual			157		1							enemy	30	1		16	157				npc_attack_fire			0					300	npc_20Header3_1																		1																1									
160	甩尾	野外首領	5		2	SkillUsual			160		1							enemy	30	1		16	160				npc_attack_wood			0					700	npc_20Header4_1																		1																									
162	風刃舞	野外首領	5		2	SkillUsual			162		1							enemy	0	1		16	162				npc_attack_wood			0					1000	npc_20Header4_2																		1																									
163	影風斬	野外首領	5		2	SkillUsual			163	7	2			173	3			enemy	0	1		16	163				npc_attack_wood			0					700	empty			150															1																									
164	龍卷呼嘯	野外首領	5		2	SkillUsual			164	1	1							enemy	0	1		16	164				npc_attack_wood			0					700	npc_20Header4_4																		1																									
165	天火烈爪	野外首領	5		2	SkillUsual			165		1							enemy	0	1		16	165				npc_attack_fire			0					250	npc_20Header3_3																		1																1									
166	NPC近身單體3_刀光金	技能通用	5		1	SkillUsual			166		1							enemy	30	1		16	6005				attack_normal			0					150	npc_normal																		1																1									
167	NPC近身單體3_刀光水	技能通用	5		1	SkillUsual			167		1							enemy	30	1		16	6005				attack_normal			0					150	npc_normal																		1																1									
168	NPC近身單體3_刀光火	技能通用	5		1	SkillUsual			168		1							enemy	30	1		16	6005				attack_normal			0					150	npc_normal																		1																1									
169	NPC近身單體3_刀光木	技能通用	5		1	SkillUsual			169		1							enemy	30	1		16	6005				attack_normal			0					150	npc_normal																		1																1									
170	NPC近身單體3_刀光土	技能通用	5		1	SkillUsual			170		1							enemy	30	1		16	6005				attack_normal			0					150	npc_normal																		1																1									
171	狼王地裂_效果	野外首領	5		2	SkillUsual			171		1							enemy	0	1		16	171				npc_attack_wood			0					600	empty			150															1																1									
172	影風斬_子1	野外首領	5		2	SkillUsual			172		1							enemy	0	1		16	1				npc_attack_wood			0					700	npc_20Header4_3			100															1																1									
173	影風斬_子2	野外首領	5			SkillUsual			173		1							enemy	0	1		16	1				npc_attack_wood			0					700	empty			100															1																1									
174	NPC近身單體_地	技能通用	5		1	SkillUsual			174		1							enemy	30	1		16	1				attack_normal			0					200	npc_normal																																		1									
175	NPC近身單體_水	技能通用	5		1	SkillUsual			175		1							enemy	30	1		16	1				attack_normal			0					200	npc_normal																																		1									
176	NPC近身單體_火	技能通用	5		1	SkillUsual			176		1							enemy	30	1		16	1				attack_normal			0					200	npc_normal																																		1									
177	NPC近身單體_風	技能通用	5		1	SkillUsual			177		1							enemy	30	1		16	1				attack_normal			0					200	npc_normal																																		1									
178	群體刀光重擊	技能通用	5		1	SkillUsual			178	3	3							enemy	30	1		16	178				attack_normal			0					200	empty																																		1									
179	群體刀光重擊_子	技能通用	5		1	SkillUsual			179		1							enemy	30	1		16	1				attack_normal			0					200	npc_heavy1																																		1									
180	群體重擊	技能通用	5		1	SkillUsual			180		1							enemy	30	1		16	1				attack_normal			0					200	npc_heavy2																																		1									
181	自爆	技能通用	5		2	SkillUsual			181		1			3	1			enemy	0			16	181				attack_normal			0					100	npc_dotlife_10_5																																		1									
182	弓箭	技能通用	5		2	TaohuaSkill_01			182		1							enemy	30	1		16	182				attack_fire			0					750	npc_normal																		1			[普通攻擊]  遠距離攻擊目標																						
183	焚星落羽_子4	歷代名將	5		0	SkillUsual			183		1							enemy	0	1		16	1				npc_attack_fire			0	184				1000	empty																		1																									
184	焚星落羽_子5	歷代名將	5		0	SkillUsual			184		1							enemy	0	1		16	1				npc_attack_fire			0					1000	npc_20boss3_6																		1																									
185	烈焰奔襲_蓄力	野外首領	5		2	SkillUsual												enemy	0	1		1	185				attack_normal			0					600	empty																		1																1									
186	烈焰奔襲	野外首領	1	2		SkillUsual		6										enemy	0	1		2	186				attack_normal			0					600	empty			1	動作最少幀		到目標點的距離	800	衝刺的長度										1							1							150		1	1								
187	烈焰奔襲_傷害	野外首領	5		2	SkillUsual			187		1							enemy	0	1		16	187				attack_normal			0					600	npc_20Header3_2																		1																1									
188	烈焰奔襲_效果	野外首領	5		2	SkillUsual			188	1	4	2	2					enemy	0	1		16	1				attack_normal			0					600	empty			200															1																1									
189	衝鋒	副本關卡	1	2		SkillUsual		4										enemy	0	1		2	189				attack_normal			0					600	empty			1	動作最少幀		到目標點的距離	750	衝刺的長度										1							1	80002			0|1|82	-7|83|100		140		1	1								
190	衝鋒_子	副本關卡	5		2	SkillUsual			1331		1							enemy	0	1		16	190				attack_normal			0					600	newrole_zzt2																		1																1									
191	飛刃	副本關卡	5		2	SkillUsual			1332		1							enemy	0	1		16	191				attack_normal			0					700	newrole_zzt3																		1																									
192	七煞地裂	副本關卡	5		2	SkillUsual			1333	1	1							enemy	30	1		17	192				attack_normal			0	193				500	newrole_zzt4																		1																1									
193	七煞地裂_效果	副本關卡	5		2	SkillUsual			1334	1	3							enemy	0	1		16	1				attack_normal			0					600	empty			200															1																1									
194	張仲天普攻	副本關卡	5		1	SkillUsual			1342		1							enemy	45	1		16	10194				attack_normal			0					300	newrole_zzt1																		1																1									
195	首領光環	技能通用	3			SkillUsual												self	0			16	1			195				-1					600	empty																																											
196	交叉刀光_金	技能通用	5		2	TaohuaSkill_01			196		1							enemy	30	1		16	196				attack_fire			0					750	npc_normal																		1																									
197	精英光環	技能通用	3			SkillUsual												self	0			1	1			195				-1					600	empty																																											
198	篝火	技能通用	2			SkillUsual												self	0			1	1			198				0					1000	empty																		1																									
199	修煉珠	技能通用	2			SkillUsual												self	0			16	1			199				0					1000	buff_xiulianzhu																		1																									
200	NPC免疫效果+		3			SkillUsual												self	0			1	1				pass			0						npc_mianyi_p																																											
