ShowType	Name	Faction	ResId	IconId	BigIconId	Desc
5	《人劍合一》秘卷	5		20085	20085	
5	《攝魂亂心》秘卷	6		20105	20105	
5	《十二擒龍手》秘卷	7		20125	20125	
5	《冰蹤無影》秘卷	8		20145	20145	
5	《九宮飛星》秘卷	9		20165	20165	
5	《雷動九天》秘卷	10		20185	20185	
5	《龍戰于野》秘卷	11		20205	20205	
5	《萬蠱蝕心》秘卷	12		20225	20225	
5	《峰插雲景》秘卷	13		20245	20245	
5	《江逐月天》秘卷	14		20265	20265	
21	【星玥】萬象更新	1		4803	4803	
21	【星玥】如穎隨行	2		4804	4804	
21	【星玥】如穎隨行	3		4804	4804	
21	【星玥】萬象更新	4		4803	4803	
21	【星玥】萬象更新	5		4803	4803	
21	【星玥】如穎隨行	6		4804	4804	
21	【星玥】萬象更新	7		4803	4803	
21	【星玥】如穎隨行	8		4804	4804	
21	【星玥】萬象更新	9		4803	4803	
21	【星玥】如穎隨行	10		4804	4804	
21	【星玥】萬象更新	11		4803	4803	
21	【星玥】如穎隨行	12		4804	4804	
21	【星玥】萬象更新	13		4803	4803	
21	【星玥】如穎隨行	14		4804	4804	
101	照夜玉獅子	1	1	1036	1036	
101	照夜玉獅子	2	1	1036	1036	
101	照夜玉獅子	3	1	1036	1036	
101	照夜玉獅子	4	1	1036	1036	
101	照夜玉獅子	5	1	1036	1036	
101	照夜玉獅子	6	1	1036	1036	
101	照夜玉獅子	7	1	1036	1036	
101	照夜玉獅子	8	1	1036	1036	
101	照夜玉獅子	9	1	1036	1036	
101	照夜玉獅子	10	1	1036	1036	
101	照夜玉獅子	11	1	1036	1036	
101	照夜玉獅子	12	1	1036	1036	
101	照夜玉獅子	13	1	1036	1036	
101	照夜玉獅子	14	1	1036	1036	
101	照夜玉獅子	15	1	1036	1036	
101	照夜玉獅子	16	1	1036	1036	
101	照夜玉獅子	17	1	1036	1036	
101	照夜玉獅子	18	1	1036	1036	
101	照夜玉獅子	19	1	1036	1036	
101	照夜玉獅子	20	1	1036	1036	
102	棗紅馬	1	2	1033	1033	
102	棗紅馬	2	2	1033	1033	
102	棗紅馬	3	2	1033	1033	
102	棗紅馬	4	2	1033	1033	
102	棗紅馬	5	2	1033	1033	
102	棗紅馬	6	2	1033	1033	
102	棗紅馬	7	2	1033	1033	
102	棗紅馬	8	2	1033	1033	
102	棗紅馬	9	2	1033	1033	
102	棗紅馬	10	2	1033	1033	
102	棗紅馬	11	2	1033	1033	
102	棗紅馬	12	2	1033	1033	
102	棗紅馬	13	2	1033	1033	
102	棗紅馬	14	2	1033	1033	
102	棗紅馬	15	2	1033	1033	
102	棗紅馬	16	2	1033	1033	
102	棗紅馬	17	2	1033	1033	
102	棗紅馬	18	2	1033	1033	
102	棗紅馬	19	2	1033	1033	
102	棗紅馬	20	2	1033	1033	
103	烏雲踏雪	1	3	1034	1034	
103	烏雲踏雪	2	3	1034	1034	
103	烏雲踏雪	3	3	1034	1034	
103	烏雲踏雪	4	3	1034	1034	
103	烏雲踏雪	5	3	1034	1034	
103	烏雲踏雪	6	3	1034	1034	
103	烏雲踏雪	7	3	1034	1034	
103	烏雲踏雪	8	3	1034	1034	
103	烏雲踏雪	9	3	1034	1034	
103	烏雲踏雪	10	3	1034	1034	
103	烏雲踏雪	11	3	1034	1034	
103	烏雲踏雪	12	3	1034	1034	
103	烏雲踏雪	13	3	1034	1034	
103	烏雲踏雪	14	3	1034	1034	
103	烏雲踏雪	15	3	1034	1034	
103	烏雲踏雪	16	3	1034	1034	
103	烏雲踏雪	17	3	1034	1034	
103	烏雲踏雪	18	3	1034	1034	
103	烏雲踏雪	19	3	1034	1034	
103	烏雲踏雪	20	3	1034	1034	
104	逐日	1	4	1035	1035	
104	逐日	2	4	1035	1035	
104	逐日	3	4	1035	1035	
104	逐日	4	4	1035	1035	
104	逐日	5	4	1035	1035	
104	逐日	6	4	1035	1035	
104	逐日	7	4	1035	1035	
104	逐日	8	4	1035	1035	
104	逐日	9	4	1035	1035	
104	逐日	10	4	1035	1035	
104	逐日	11	4	1035	1035	
104	逐日	12	4	1035	1035	
104	逐日	13	4	1035	1035	
104	逐日	14	4	1035	1035	
104	逐日	15	4	1035	1035	
104	逐日	16	4	1035	1035	
104	逐日	17	4	1035	1035	
104	逐日	18	4	1035	1035	
104	逐日	19	4	1035	1035	
104	逐日	20	4	1035	1035	
105	絕影	1	5	1037	1037	
105	絕影	2	5	1037	1037	
105	絕影	3	5	1037	1037	
105	絕影	4	5	1037	1037	
105	絕影	5	5	1037	1037	
105	絕影	6	5	1037	1037	
105	絕影	7	5	1037	1037	
105	絕影	8	5	1037	1037	
105	絕影	9	5	1037	1037	
105	絕影	10	5	1037	1037	
105	絕影	11	5	1037	1037	
105	絕影	12	5	1037	1037	
105	絕影	13	5	1037	1037	
105	絕影	14	5	1037	1037	
105	絕影	15	5	1037	1037	
105	絕影	16	5	1037	1037	
105	絕影	17	5	1037	1037	
105	絕影	18	5	1037	1037	
105	絕影	19	5	1037	1037	
105	絕影	20	5	1037	1037	
106	追星逐日	1	6	1038	1038	
106	追星逐日	2	6	1038	1038	
106	追星逐日	3	6	1038	1038	
106	追星逐日	4	6	1038	1038	
106	追星逐日	5	6	1038	1038	
106	追星逐日	6	6	1038	1038	
106	追星逐日	7	6	1038	1038	
106	追星逐日	8	6	1038	1038	
106	追星逐日	9	6	1038	1038	
106	追星逐日	10	6	1038	1038	
106	追星逐日	11	6	1038	1038	
106	追星逐日	12	6	1038	1038	
106	追星逐日	13	6	1038	1038	
106	追星逐日	14	6	1038	1038	
106	追星逐日	15	6	1038	1038	
106	追星逐日	16	6	1038	1038	
106	追星逐日	17	6	1038	1038	
106	追星逐日	18	6	1038	1038	
106	追星逐日	19	6	1038	1038	
106	追星逐日	20	6	1038	1038	
107	裡飛沙	1	7	1039	1039	
107	裡飛沙	2	7	1039	1039	
107	裡飛沙	3	7	1039	1039	
107	裡飛沙	4	7	1039	1039	
107	裡飛沙	5	7	1039	1039	
107	裡飛沙	6	7	1039	1039	
107	裡飛沙	7	7	1039	1039	
107	裡飛沙	8	7	1039	1039	
107	裡飛沙	9	7	1039	1039	
107	裡飛沙	10	7	1039	1039	
107	裡飛沙	11	7	1039	1039	
107	裡飛沙	12	7	1039	1039	
107	裡飛沙	13	7	1039	1039	
107	裡飛沙	14	7	1039	1039	
107	裡飛沙	15	7	1039	1039	
107	裡飛沙	16	7	1039	1039	
107	裡飛沙	17	7	1039	1039	
107	裡飛沙	18	7	1039	1039	
107	裡飛沙	19	7	1039	1039	
107	裡飛沙	20	7	1039	1039	
108	寒霜	1	8	3364	3364	
108	寒霜	2	8	3364	3364	
108	寒霜	3	8	3364	3364	
108	寒霜	4	8	3364	3364	
108	寒霜	5	8	3364	3364	
108	寒霜	6	8	3364	3364	
108	寒霜	7	8	3364	3364	
108	寒霜	8	8	3364	3364	
108	寒霜	9	8	3364	3364	
108	寒霜	10	8	3364	3364	
108	寒霜	11	8	3364	3364	
108	寒霜	12	8	3364	3364	
108	寒霜	13	8	3364	3364	
108	寒霜	14	8	3364	3364	
108	寒霜	15	8	3364	3364	
108	寒霜	16	8	3364	3364	
108	寒霜	17	8	3364	3364	
108	寒霜	18	8	3364	3364	
108	寒霜	19	8	3364	3364	
108	寒霜	20	8	3364	3364	
109	寒霜倩影	1	9	3365	3365	
109	寒霜倩影	2	9	3365	3365	
109	寒霜倩影	3	9	3365	3365	
109	寒霜倩影	4	9	3365	3365	
109	寒霜倩影	5	9	3365	3365	
109	寒霜倩影	6	9	3365	3365	
109	寒霜倩影	7	9	3365	3365	
109	寒霜倩影	8	9	3365	3365	
109	寒霜倩影	9	9	3365	3365	
109	寒霜倩影	10	9	3365	3365	
109	寒霜倩影	11	9	3365	3365	
109	寒霜倩影	12	9	3365	3365	
109	寒霜倩影	13	9	3365	3365	
109	寒霜倩影	14	9	3365	3365	
109	寒霜倩影	15	9	3365	3365	
109	寒霜倩影	16	9	3365	3365	
109	寒霜倩影	17	9	3365	3365	
109	寒霜倩影	18	9	3365	3365	
109	寒霜倩影	19	9	3365	3365	
109	寒霜倩影	20	9	3365	3365	
110	小黑	1	10	3366	3366	
110	小黑	2	10	3366	3366	
110	小黑	3	10	3366	3366	
110	小黑	4	10	3366	3366	
110	小黑	5	10	3366	3366	
110	小黑	6	10	3366	3366	
110	小黑	7	10	3366	3366	
110	小黑	8	10	3366	3366	
110	小黑	9	10	3366	3366	
110	小黑	10	10	3366	3366	
110	小黑	11	10	3366	3366	
110	小黑	12	10	3366	3366	
110	小黑	13	10	3366	3366	
110	小黑	14	10	3366	3366	
110	小黑	15	10	3366	3366	
110	小黑	16	10	3366	3366	
110	小黑	17	10	3366	3366	
110	小黑	18	10	3366	3366	
110	小黑	19	10	3366	3366	
110	小黑	20	10	3366	3366	
111	白羽	1	11	3367	3367	
111	白羽	2	11	3367	3367	
111	白羽	3	11	3367	3367	
111	白羽	4	11	3367	3367	
111	白羽	5	11	3367	3367	
111	白羽	6	11	3367	3367	
111	白羽	7	11	3367	3367	
111	白羽	8	11	3367	3367	
111	白羽	9	11	3367	3367	
111	白羽	10	11	3367	3367	
111	白羽	11	11	3367	3367	
111	白羽	12	11	3367	3367	
111	白羽	13	11	3367	3367	
111	白羽	14	11	3367	3367	
111	白羽	15	11	3367	3367	
111	白羽	16	11	3367	3367	
111	白羽	17	11	3367	3367	
111	白羽	18	11	3367	3367	
111	白羽	19	11	3367	3367	
111	白羽	20	11	3367	3367	
112	萬里煙雲照	1	12	3598	3598	
112	萬里煙雲照	2	12	3598	3598	
112	萬里煙雲照	3	12	3598	3598	
112	萬里煙雲照	4	12	3598	3598	
112	萬里煙雲照	5	12	3598	3598	
112	萬里煙雲照	6	12	3598	3598	
112	萬里煙雲照	7	12	3598	3598	
112	萬里煙雲照	8	12	3598	3598	
112	萬里煙雲照	9	12	3598	3598	
112	萬里煙雲照	10	12	3598	3598	
112	萬里煙雲照	11	12	3598	3598	
112	萬里煙雲照	12	12	3598	3598	
112	萬里煙雲照	13	12	3598	3598	
112	萬里煙雲照	14	12	3598	3598	
112	萬里煙雲照	15	12	3598	3598	
112	萬里煙雲照	16	12	3598	3598	
112	萬里煙雲照	17	12	3598	3598	
112	萬里煙雲照	18	12	3598	3598	
112	萬里煙雲照	19	12	3598	3598	
112	萬里煙雲照	20	12	3598	3598	
113	聖蹄	1	13	4045	4045	
113	聖蹄	2	13	4045	4045	
113	聖蹄	3	13	4045	4045	
113	聖蹄	4	13	4045	4045	
113	聖蹄	5	13	4045	4045	
113	聖蹄	6	13	4045	4045	
113	聖蹄	7	13	4045	4045	
113	聖蹄	8	13	4045	4045	
113	聖蹄	9	13	4045	4045	
113	聖蹄	10	13	4045	4045	
113	聖蹄	11	13	4045	4045	
113	聖蹄	12	13	4045	4045	
113	聖蹄	13	13	4045	4045	
113	聖蹄	14	13	4045	4045	
113	聖蹄	15	13	4045	4045	
113	聖蹄	16	13	4045	4045	
113	聖蹄	17	13	4045	4045	
113	聖蹄	18	13	4045	4045	
113	聖蹄	19	13	4045	4045	
113	聖蹄	20	13	4045	4045	
114	追風呼雷豹	1	14	4046	4046	
114	追風呼雷豹	2	14	4046	4046	
114	追風呼雷豹	3	14	4046	4046	
114	追風呼雷豹	4	14	4046	4046	
114	追風呼雷豹	5	14	4046	4046	
114	追風呼雷豹	6	14	4046	4046	
114	追風呼雷豹	7	14	4046	4046	
114	追風呼雷豹	8	14	4046	4046	
114	追風呼雷豹	9	14	4046	4046	
114	追風呼雷豹	10	14	4046	4046	
114	追風呼雷豹	11	14	4046	4046	
114	追風呼雷豹	12	14	4046	4046	
114	追風呼雷豹	13	14	4046	4046	
114	追風呼雷豹	14	14	4046	4046	
114	追風呼雷豹	15	14	4046	4046	
114	追風呼雷豹	16	14	4046	4046	
114	追風呼雷豹	17	14	4046	4046	
114	追風呼雷豹	18	14	4046	4046	
114	追風呼雷豹	19	14	4046	4046	
114	追風呼雷豹	20	14	4046	4046	
115	龍馬	1	15	4050	4050	
115	龍馬	2	15	4050	4050	
115	龍馬	3	15	4050	4050	
115	龍馬	4	15	4050	4050	
115	龍馬	5	15	4050	4050	
115	龍馬	6	15	4050	4050	
115	龍馬	7	15	4050	4050	
115	龍馬	8	15	4050	4050	
115	龍馬	9	15	4050	4050	
115	龍馬	10	15	4050	4050	
115	龍馬	11	15	4050	4050	
115	龍馬	12	15	4050	4050	
115	龍馬	13	15	4050	4050	
115	龍馬	14	15	4050	4050	
115	龍馬	15	15	4050	4050	
115	龍馬	16	15	4050	4050	
115	龍馬	17	15	4050	4050	
115	龍馬	18	15	4050	4050	
115	龍馬	19	15	4050	4050	
115	龍馬	20	15	4050	4050	
116	夢魘	1	16	4051	4051	
116	夢魘	2	16	4051	4051	
116	夢魘	3	16	4051	4051	
116	夢魘	4	16	4051	4051	
116	夢魘	5	16	4051	4051	
116	夢魘	6	16	4051	4051	
116	夢魘	7	16	4051	4051	
116	夢魘	8	16	4051	4051	
116	夢魘	9	16	4051	4051	
116	夢魘	10	16	4051	4051	
116	夢魘	11	16	4051	4051	
116	夢魘	12	16	4051	4051	
116	夢魘	13	16	4051	4051	
116	夢魘	14	16	4051	4051	
116	夢魘	15	16	4051	4051	
116	夢魘	16	16	4051	4051	
116	夢魘	17	16	4051	4051	
116	夢魘	18	16	4051	4051	
116	夢魘	19	16	4051	4051	
116	夢魘	20	16	4051	4051	
117	抱月擁星駒	1	17	4583	4583	
117	抱月擁星駒	2	17	4583	4583	
117	抱月擁星駒	3	17	4583	4583	
117	抱月擁星駒	4	17	4583	4583	
117	抱月擁星駒	5	17	4583	4583	
117	抱月擁星駒	6	17	4583	4583	
117	抱月擁星駒	7	17	4583	4583	
117	抱月擁星駒	8	17	4583	4583	
117	抱月擁星駒	9	17	4583	4583	
117	抱月擁星駒	10	17	4583	4583	
117	抱月擁星駒	11	17	4583	4583	
117	抱月擁星駒	12	17	4583	4583	
117	抱月擁星駒	13	17	4583	4583	
117	抱月擁星駒	14	17	4583	4583	
117	抱月擁星駒	15	17	4583	4583	
117	抱月擁星駒	16	17	4583	4583	
117	抱月擁星駒	17	17	4583	4583	
117	抱月擁星駒	18	17	4583	4583	
117	抱月擁星駒	19	17	4583	4583	
117	抱月擁星駒	20	17	4583	4583	
118	紫幽靈鹿	1	18	4865	4865	
118	紫幽靈鹿	2	18	4865	4865	
118	紫幽靈鹿	3	18	4865	4865	
118	紫幽靈鹿	4	18	4865	4865	
118	紫幽靈鹿	5	18	4865	4865	
118	紫幽靈鹿	6	18	4865	4865	
118	紫幽靈鹿	7	18	4865	4865	
118	紫幽靈鹿	8	18	4865	4865	
118	紫幽靈鹿	9	18	4865	4865	
118	紫幽靈鹿	10	18	4865	4865	
118	紫幽靈鹿	11	18	4865	4865	
118	紫幽靈鹿	12	18	4865	4865	
118	紫幽靈鹿	13	18	4865	4865	
118	紫幽靈鹿	14	18	4865	4865	
118	紫幽靈鹿	15	18	4865	4865	
118	紫幽靈鹿	16	18	4865	4865	
118	紫幽靈鹿	17	18	4865	4865	
118	紫幽靈鹿	18	18	4865	4865	
118	紫幽靈鹿	19	18	4865	4865	
118	紫幽靈鹿	20	18	4865	4865	
119	雲魅靈鹿	1	19	4866	4866	
119	雲魅靈鹿	2	19	4866	4866	
119	雲魅靈鹿	3	19	4866	4866	
119	雲魅靈鹿	4	19	4866	4866	
119	雲魅靈鹿	5	19	4866	4866	
119	雲魅靈鹿	6	19	4866	4866	
119	雲魅靈鹿	7	19	4866	4866	
119	雲魅靈鹿	8	19	4866	4866	
119	雲魅靈鹿	9	19	4866	4866	
119	雲魅靈鹿	10	19	4866	4866	
119	雲魅靈鹿	11	19	4866	4866	
119	雲魅靈鹿	12	19	4866	4866	
119	雲魅靈鹿	13	19	4866	4866	
119	雲魅靈鹿	14	19	4866	4866	
119	雲魅靈鹿	15	19	4866	4866	
119	雲魅靈鹿	16	19	4866	4866	
119	雲魅靈鹿	17	19	4866	4866	
119	雲魅靈鹿	18	19	4866	4866	
119	雲魅靈鹿	19	19	4866	4866	
119	雲魅靈鹿	20	19	4866	4866	
120	星芒·雲魅靈鹿	1	20	4868	4868	
120	星芒·雲魅靈鹿	2	20	4868	4868	
120	星芒·雲魅靈鹿	3	20	4868	4868	
120	星芒·雲魅靈鹿	4	20	4868	4868	
120	星芒·雲魅靈鹿	5	20	4868	4868	
120	星芒·雲魅靈鹿	6	20	4868	4868	
120	星芒·雲魅靈鹿	7	20	4868	4868	
120	星芒·雲魅靈鹿	8	20	4868	4868	
120	星芒·雲魅靈鹿	9	20	4868	4868	
120	星芒·雲魅靈鹿	10	20	4868	4868	
120	星芒·雲魅靈鹿	11	20	4868	4868	
120	星芒·雲魅靈鹿	12	20	4868	4868	
120	星芒·雲魅靈鹿	13	20	4868	4868	
120	星芒·雲魅靈鹿	14	20	4868	4868	
120	星芒·雲魅靈鹿	15	20	4868	4868	
120	星芒·雲魅靈鹿	16	20	4868	4868	
120	星芒·雲魅靈鹿	17	20	4868	4868	
120	星芒·雲魅靈鹿	18	20	4868	4868	
120	星芒·雲魅靈鹿	19	20	4868	4868	
120	星芒·雲魅靈鹿	20	20	4868	4868	
121	奔宵	1	21	1036	1036	
121	奔宵	2	21	1036	1036	
121	奔宵	3	21	1036	1036	
121	奔宵	4	21	1036	1036	
121	奔宵	5	21	1036	1036	
121	奔宵	6	21	1036	1036	
121	奔宵	7	21	1036	1036	
121	奔宵	8	21	1036	1036	
121	奔宵	9	21	1036	1036	
121	奔宵	10	21	1036	1036	
121	奔宵	11	21	1036	1036	
121	奔宵	12	21	1036	1036	
121	奔宵	13	21	1036	1036	
121	奔宵	14	21	1036	1036	
121	奔宵	15	21	1036	1036	
121	奔宵	16	21	1036	1036	
121	奔宵	17	21	1036	1036	
121	奔宵	18	21	1036	1036	
121	奔宵	19	21	1036	1036	
121	奔宵	20	21	1036	1036	
122	紅驪	1	22	1040	1040	
122	紅驪	2	22	1040	1040	
122	紅驪	3	22	1040	1040	
122	紅驪	4	22	1040	1040	
122	紅驪	5	22	1040	1040	
122	紅驪	6	22	1040	1040	
122	紅驪	7	22	1040	1040	
122	紅驪	8	22	1040	1040	
122	紅驪	9	22	1040	1040	
122	紅驪	10	22	1040	1040	
122	紅驪	11	22	1040	1040	
122	紅驪	12	22	1040	1040	
122	紅驪	13	22	1040	1040	
122	紅驪	14	22	1040	1040	
122	紅驪	15	22	1040	1040	
122	紅驪	16	22	1040	1040	
122	紅驪	17	22	1040	1040	
122	紅驪	18	22	1040	1040	
122	紅驪	19	22	1040	1040	
122	紅驪	20	22	1040	1040	
123	綠蹤	1	23	1041	1041	
123	綠蹤	2	23	1041	1041	
123	綠蹤	3	23	1041	1041	
123	綠蹤	4	23	1041	1041	
123	綠蹤	5	23	1041	1041	
123	綠蹤	6	23	1041	1041	
123	綠蹤	7	23	1041	1041	
123	綠蹤	8	23	1041	1041	
123	綠蹤	9	23	1041	1041	
123	綠蹤	10	23	1041	1041	
123	綠蹤	11	23	1041	1041	
123	綠蹤	12	23	1041	1041	
123	綠蹤	13	23	1041	1041	
123	綠蹤	14	23	1041	1041	
123	綠蹤	15	23	1041	1041	
123	綠蹤	16	23	1041	1041	
123	綠蹤	17	23	1041	1041	
123	綠蹤	18	23	1041	1041	
123	綠蹤	19	23	1041	1041	
123	綠蹤	20	23	1041	1041	
124	烏騅	1	24	1042	1042	
124	烏騅	2	24	1042	1042	
124	烏騅	3	24	1042	1042	
124	烏騅	4	24	1042	1042	
124	烏騅	5	24	1042	1042	
124	烏騅	6	24	1042	1042	
124	烏騅	7	24	1042	1042	
124	烏騅	8	24	1042	1042	
124	烏騅	9	24	1042	1042	
124	烏騅	10	24	1042	1042	
124	烏騅	11	24	1042	1042	
124	烏騅	12	24	1042	1042	
124	烏騅	13	24	1042	1042	
124	烏騅	14	24	1042	1042	
124	烏騅	15	24	1042	1042	
124	烏騅	16	24	1042	1042	
124	烏騅	17	24	1042	1042	
124	烏騅	18	24	1042	1042	
124	烏騅	19	24	1042	1042	
124	烏騅	20	24	1042	1042	
125	龍鱗鳳羽	1	25	4859	4859	
125	龍鱗鳳羽	2	25	4859	4859	
125	龍鱗鳳羽	3	25	4859	4859	
125	龍鱗鳳羽	4	25	4859	4859	
125	龍鱗鳳羽	5	25	4859	4859	
125	龍鱗鳳羽	6	25	4859	4859	
125	龍鱗鳳羽	7	25	4859	4859	
125	龍鱗鳳羽	8	25	4859	4859	
125	龍鱗鳳羽	9	25	4859	4859	
125	龍鱗鳳羽	10	25	4859	4859	
125	龍鱗鳳羽	11	25	4859	4859	
125	龍鱗鳳羽	12	25	4859	4859	
125	龍鱗鳳羽	13	25	4859	4859	
125	龍鱗鳳羽	14	25	4859	4859	
125	龍鱗鳳羽	15	25	4859	4859	
125	龍鱗鳳羽	16	25	4859	4859	
125	龍鱗鳳羽	17	25	4859	4859	
125	龍鱗鳳羽	18	25	4859	4859	
125	龍鱗鳳羽	19	25	4859	4859	
125	龍鱗鳳羽	20	25	4859	4859	
126	大天使之駒	1	26	5359	5359	
126	大天使之駒	2	26	5359	5359	
126	大天使之駒	3	26	5359	5359	
126	大天使之駒	4	26	5359	5359	
126	大天使之駒	5	26	5359	5359	
126	大天使之駒	6	26	5359	5359	
126	大天使之駒	7	26	5359	5359	
126	大天使之駒	8	26	5359	5359	
126	大天使之駒	9	26	5359	5359	
126	大天使之駒	10	26	5359	5359	
126	大天使之駒	11	26	5359	5359	
126	大天使之駒	12	26	5359	5359	
126	大天使之駒	13	26	5359	5359	
126	大天使之駒	14	26	5359	5359	
126	大天使之駒	15	26	5359	5359	
126	大天使之駒	16	26	5359	5359	
126	大天使之駒	17	26	5359	5359	
126	大天使之駒	18	26	5359	5359	
126	大天使之駒	19	26	5359	5359	
126	大天使之駒	20	26	5359	5359	
201	天王幫信物	1		2424	2424	
201	峨嵋派信物	2		2425	2425	
201	桃花島信物	3		2427	2427	
201	逍遙派信物	4		2426	2426	
201	武當派信物	5		2428	2428	
201	天忍教信物	6		2429	2429	
201	少林寺信物	7		2430	2430	
201	翠煙派信物	8		2431	2431	
201	唐門派信物	9		2432	2432	
201	崑崙派信物	10		2433	2433	
201	丐幫派信物	11		3775	3775	
201	五毒教信物	12		3776	3776	
201	藏劍山莊信物	13		3779	3779	
201	長歌門信物	14		3780	3780	
201	XX幫信物15	15		3781	3781	
201	XX幫信物16	16		3782	3782	
201	XX幫信物17	17		3783	3783	
201	XX幫信物18	18		3784	3784	
201	XX幫信物19	19		3785	3785	
201	XX幫信物20	20		3786	3786	
301	傲血丹青·薄荷綠	1	301	11001	11001	
301	青燈曳影·薄荷綠	2	311	11011	11011	
301	青玉雲歌·薄荷綠	3	321	11021	11021	
301	千葉森羅·薄荷綠	4	331	11031	11031	
301	醉月青霄·薄荷綠	5	341	11041	11041	
301	青絲綰·薄荷綠	6	351	11051	11051	
301	青竹菩提·薄荷綠	7	361	11201	11201	
301	翠玉明珠·薄荷綠	8	371	11211	11211	
301	青鱗鎮海·薄荷綠	9	381	12241	12241	
301	禦海聽濤·翡翠綠	10	391	12261	12261	
301	傲血丹青·薄荷綠	11	401	12841	12841	
301	青燈曳影·薄荷綠	12	411	12861	12861	
301	千葉森羅·橄欖綠	13	421	12881	12881	
301	青玉雲歌·翡翠綠	14	431	12901	12901	
301	醉月青霄·薄荷綠	15	441	12921	12921	
301	青絲綰·薄荷綠	16	451	12941	12941	
301	青竹菩提·薄荷綠	17	461	12961	12961	
301	翠玉明珠·薄荷綠	18	471	12981	12981	
301	青鱗鎮海·薄荷綠	19	481	13001	13001	
301	禦海聽濤·薄荷綠	20	491	13021	13021	
302	傲血丹青·海洋藍	1	302	11002	11002	
302	青燈曳影·海洋藍	2	312	11012	11012	
302	青玉雲歌·海洋藍	3	322	11022	11022	
302	千葉森羅·海洋藍	4	332	11032	11032	
302	醉月青霄·海洋藍	5	342	11042	11042	
302	青絲綰·海洋藍	6	352	11052	11052	
302	青竹菩提·海洋藍	7	362	11202	11202	
302	翠玉明珠·海洋藍	8	372	11212	11212	
302	青鱗鎮海·赤陽紅	9	382	12242	12242	
302	禦海聽濤·水晶紫	10	392	12262	12262	
302	傲血丹青·杏箋黃	11	402	12842	12842	
302	青燈曳影·綻放橙	12	412	12862	12862	
302	千葉森羅·蝴蝶藍	13	422	12882	12882	
302	青玉雲歌·赤陽紅	14	432	12902	12902	
302	醉月青霄·海洋藍	15	442	12922	12922	
302	青絲綰·海洋藍	16	452	12942	12942	
302	青竹菩提·海洋藍	17	462	12962	12962	
302	翠玉明珠·海洋藍	18	472	12982	12982	
302	青鱗鎮海·赤陽紅	19	482	13002	13002	
302	禦海聽濤·水晶紫	20	492	13022	13022	
303	傲血丹青·香墨黑	1	303	11003	11003	
303	青燈曳影·香墨黑	2	313	11013	11013	
303	青玉雲歌·香墨黑	3	323	11023	11023	
303	千葉森羅·香墨黑	4	333	11033	11033	
303	醉月青霄·香墨黑	5	343	11043	11043	
303	青絲綰·香墨黑	6	353	11053	11053	
303	青竹菩提·香墨黑	7	363	11203	11203	
303	翠玉明珠·香墨黑	8	373	11213	11213	
303	青鱗鎮海·香墨黑	9	383	12243	12243	
303	禦海聽濤·薄荷綠	10	393	12263	12263	
303	傲血丹青·蝴蝶藍	11	403	12843	12843	
303	青燈曳影·水晶紫	12	413	12863	12863	
303	千葉森羅·杏箋黃	13	423	12883	12883	
303	青玉雲歌·熏香紫	14	433	12903	12903	
