ClassParamID	Desc	Probability	Name	Item	DebtReplaceItem	OtherType	SubType	Amount	Add2Auction	TimeLimit	WorldMsg	FriendMsg	KinMsg	TeamMsg
752	武神黃金箱（60-69級）	193500	400貢獻			Contrib		400						
753	武神黃金箱（70-79級）	80000	T6稀有項鍊碎片	2096				1					13	
753	武神黃金箱（70-79級）	150000	T6傳承項鍊碎片	2099				1					13	
753	武神黃金箱（70-79級）	2000	魂石·楊瑛	2528				1			13		13	
753	武神黃金箱（70-79級）	5000	魂石·楊鐵心	1731				1			13		13	
753	武神黃金箱（70-79級）	100000	3級石頭	4323				1					13	
753	武神黃金箱（70-79級）	150000	2級石頭	4322				1						
753	武神黃金箱（70-79級）	5000	3000貢獻			Contrib		3000					13	
753	武神黃金箱（70-79級）	15000	2000貢獻			Contrib		2000						
753	武神黃金箱（70-79級）	50000	1000貢獻			Contrib		1000						
753	武神黃金箱（70-79級）	141500	600貢獻			Contrib		600						
753	武神黃金箱（70-79級）	301500	400貢獻			Contrib		400						
21780	武神黃金箱（80-89級）	65000	T7稀有項鍊碎片	2949				1					13	
21780	武神黃金箱（80-89級）	120000	T7傳承項鍊碎片	2952				1					13	
21780	武神黃金箱（80-89級）	2500	魂石·楊瑛	2528				1			13		13	
21780	武神黃金箱（80-89級）	5000	魂石·楊鐵心	1731				1			13		13	
21780	武神黃金箱（80-89級）	125000	3級石頭	4323				1					13	
21780	武神黃金箱（80-89級）	165000	2級石頭	4322				1						
21780	武神黃金箱（80-89級）	5000	3000貢獻			Contrib		3000					13	
21780	武神黃金箱（80-89級）	15000	2000貢獻			Contrib		2000						
21780	武神黃金箱（80-89級）	45000	1000貢獻			Contrib		1000						
21780	武神黃金箱（80-89級）	105400	600貢獻			Contrib		600						
21780	武神黃金箱（80-89級）	347100	400貢獻			Contrib		400						
21781	武神黃金箱（90-99級）	40000	T8稀有項鍊碎片	2950				1					13	
21781	武神黃金箱（90-99級）	80000	T8傳承項鍊碎片	2953				1					13	
21781	武神黃金箱（90-99級）	2500	魂石·楊瑛	2528				1			13		13	
21781	武神黃金箱（90-99級）	5000	魂石·楊鐵心	1731				1			13		13	
21781	武神黃金箱（90-99級）	50000	4級石頭	4324				1			13		13	
21781	武神黃金箱（90-99級）	90000	3級石頭	4323				1					13	
21781	武神黃金箱（90-99級）	100000	2級石頭	4322				1						
21781	武神黃金箱（90-99級）	5000	3000貢獻			Contrib		3000					13	
21781	武神黃金箱（90-99級）	15000	2000貢獻			Contrib		2000						
21781	武神黃金箱（90-99級）	46000	1000貢獻			Contrib		1000						
21781	武神黃金箱（90-99級）	130800	600貢獻			Contrib		600						
21781	武神黃金箱（90-99級）	435700	400貢獻			Contrib		400						
21782	武神黃金箱（99-109級）	30000	T9稀有項鍊碎片	2951				1					13	
21782	武神黃金箱（99-109級）	54000	T9傳承項鍊碎片	2954				1					13	
21782	武神黃金箱（99-109級）	3000	魂石·楊瑛	2528				1			13		13	
21782	武神黃金箱（99-109級）	5000	魂石·楊鐵心	1731				1			13		13	
21782	武神黃金箱（99-109級）	65000	4級石頭	4324				1			13		13	
21782	武神黃金箱（99-109級）	100000	3級石頭	4323				1					13	
21782	武神黃金箱（99-109級）	80000	2級石頭	4322				1						
21782	武神黃金箱（99-109級）	6000	3000貢獻			Contrib		3000					13	
21782	武神黃金箱（99-109級）	18000	2000貢獻			Contrib		2000						
21782	武神黃金箱（99-109級）	50000	1000貢獻			Contrib		1000						
21782	武神黃金箱（99-109級）	167000	600貢獻			Contrib		600						
21782	武神黃金箱（99-109級）	422000	400貢獻			Contrib		400						
21783	武神黃金箱（109-119級）	25000	T10稀有項鍊碎片	3669				1					13	
21783	武神黃金箱（109-119級）	40000	T10傳承項鍊碎片	3670				1					13	
21783	武神黃金箱（109-119級）	3000	魂石·楊瑛	2528				1			13		13	
21783	武神黃金箱（109-119級）	3000	魂石·楊鐵心	1731				1			13		13	
21783	武神黃金箱（109-119級）	25000	5級石頭	4325				1			13		13	
21783	武神黃金箱（109-119級）	37500	4級石頭	4324				1			13		13	
21783	武神黃金箱（109-119級）	50000	3級石頭	4323				1					13	
21783	武神黃金箱（109-119級）	80000	2級石頭	4322				1						
21783	武神黃金箱（109-119級）	5000	3000貢獻			Contrib		3000					13	
21783	武神黃金箱（109-119級）	15000	2000貢獻			Contrib		2000						
21783	武神黃金箱（109-119級）	50000	1000貢獻			Contrib		1000						
21783	武神黃金箱（109-119級）	130400	600貢獻			Contrib		600						
21783	武神黃金箱（109-119級）	536100	400貢獻			Contrib		400						
21784	武神黃金箱（120-129級）	25000	T11稀有項鍊碎片	5771				1					13	
21784	武神黃金箱（120-129級）	40000	T11傳承項鍊碎片	5776				1					13	
21784	武神黃金箱（120-129級）	3000	魂石·楊瑛	2528				1			13		13	
21784	武神黃金箱（120-129級）	3000	魂石·楊鐵心	1731				1			13		13	
21784	武神黃金箱（120-129級）	25000	5級石頭	4325				1			13		13	
21784	武神黃金箱（120-129級）	37500	4級石頭	4324				1			13		13	
21784	武神黃金箱（120-129級）	50000	3級石頭	4323				1					13	
21784	武神黃金箱（120-129級）	80000	2級石頭	4322				1						
21784	武神黃金箱（120-129級）	5000	3000貢獻			Contrib		3000					13	
21784	武神黃金箱（120-129級）	15000	2000貢獻			Contrib		2000						
21784	武神黃金箱（120-129級）	50000	1000貢獻			Contrib		1000						
21784	武神黃金箱（120-129級）	130400	600貢獻			Contrib		600						
21784	武神黃金箱（120-129級）	536100	400貢獻			Contrib		400						
44650	武神黃金箱（70-79級）	100000	T6稀有項鍊碎片	2096				1					13	
44650	武神黃金箱（70-79級）	150000	T6傳承項鍊碎片	2099				1					13	
44650	武神黃金箱（70-79級）	2000	魂石·楊瑛	2528				1			13		13	
44650	武神黃金箱（70-79級）	5000	魂石·楊鐵心	1731				1			13		13	
44650	武神黃金箱（70-79級）	0	3級石頭	4323				1					13	
44650	武神黃金箱（70-79級）	300000	2級石頭	4322				1						
44650	武神黃金箱（70-79級）	6000	3000貢獻			Contrib		3000					13	
44650	武神黃金箱（70-79級）	20000	2000貢獻			Contrib		2000						
44650	武神黃金箱（70-79級）	60000	1000貢獻			Contrib		1000						
44650	武神黃金箱（70-79級）	198500	600貢獻			Contrib		600						
44650	武神黃金箱（70-79級）	158500	400貢獻			Contrib		400						
44651	武神黃金箱（90-99級）	45000	T8稀有項鍊碎片	2950				1					13	
44651	武神黃金箱（90-99級）	80000	T8傳承項鍊碎片	2953				1					13	
44651	武神黃金箱（90-99級）	2500	魂石·楊瑛	2528				1			13		13	
44651	武神黃金箱（90-99級）	5000	魂石·楊鐵心	1731				1			13		13	
44651	武神黃金箱（90-99級）	0	4級石頭	4324				1			13		13	
44651	武神黃金箱（90-99級）	150000	3級石頭	4323				1					13	
44651	武神黃金箱（90-99級）	150000	2級石頭	4322				1						
44651	武神黃金箱（90-99級）	6000	3000貢獻			Contrib		3000					13	
44651	武神黃金箱（90-99級）	20000	2000貢獻			Contrib		2000						
44651	武神黃金箱（90-99級）	60000	1000貢獻			Contrib		1000						
44651	武神黃金箱（90-99級）	190800	600貢獻			Contrib		600						
44651	武神黃金箱（90-99級）	290700	400貢獻			Contrib		400						
44652	武神黃金箱（109-119級）	25000	T10稀有項鍊碎片	3669				1					13	
44652	武神黃金箱（109-119級）	40000	T10傳承項鍊碎片	3670				1					13	
44652	武神黃金箱（109-119級）	3000	魂石·楊瑛	2528				1			13		13	
44652	武神黃金箱（109-119級）	3000	魂石·楊鐵心	1731				1			13		13	
44652	武神黃金箱（109-119級）	0	5級石頭	4325				1			13		13	
44652	武神黃金箱（109-119級）	70000	4級石頭	4324				1			13		13	
44652	武神黃金箱（109-119級）	80000	3級石頭	4323				1					13	
44652	武神黃金箱（109-119級）	80000	2級石頭	4322				1						
44652	武神黃金箱（109-119級）	6000	3000貢獻			Contrib		3000					13	
44652	武神黃金箱（109-119級）	20000	2000貢獻			Contrib		2000						
44652	武神黃金箱（109-119級）	60000	1000貢獻			Contrib		1000						
44652	武神黃金箱（109-119級）	172400	600貢獻			Contrib		600						
44652	武神黃金箱（109-119級）	440600	400貢獻			Contrib		400						
754	武神白銀箱（1-39級）	357100	T2傳承項鍊	1621				1						
754	武神白銀箱（1-39級）	7900	魂石·楊鐵心	1731				1			14		14	
754	武神白銀箱（1-39級）	7200	1000貢獻			Contrib		1000					14	
754	武神白銀箱（1-39級）	18000	800貢獻			Contrib		800						
754	武神白銀箱（1-39級）	60000	500貢獻			Contrib		500						
754	武神白銀箱（1-39級）	172100	300貢獻			Contrib		300						
754	武神白銀箱（1-39級）	377700	200貢獻			Contrib		200						
760	武神白銀箱（40-49級）	178600	T3傳承項鍊	1622				1					14	
760	武神白銀箱（40-49級）	7900	魂石·楊鐵心	1731				1			14		14	
760	武神白銀箱（40-49級）	2100	1000貢獻			Contrib		1000					14	
760	武神白銀箱（40-49級）	5400	800貢獻			Contrib		800						
760	武神白銀箱（40-49級）	17400	500貢獻			Contrib		500						
760	武神白銀箱（40-49級）	58500	300貢獻			Contrib		300						
760	武神白銀箱（40-49級）	730100	200貢獻			Contrib		200						
761	武神白銀箱（50-59級）	428700	T4傳承項鍊碎片	2097				1						
761	武神白銀箱（50-59級）	8000	魂石·楊鐵心	1731				1			14		14	
761	武神白銀箱（50-59級）	9000	1000貢獻			Contrib		1000					14	
761	武神白銀箱（50-59級）	27000	800貢獻			Contrib		800						
761	武神白銀箱（50-59級）	100000	500貢獻			Contrib		500						
761	武神白銀箱（50-59級）	121400	300貢獻			Contrib		300						
761	武神白銀箱（50-59級）	305900	200貢獻			Contrib		200						
762	武神白銀箱（60-69級）	165000	T5傳承項鍊碎片	2098				1					14	
762	武神白銀箱（60-69級）	5000	魂石·楊鐵心	1731				1			14		14	
762	武神白銀箱（60-69級）	100000	2級石頭	4322				1					14	
762	武神白銀箱（60-69級）	3000	1000貢獻			Contrib		1000					14	
762	武神白銀箱（60-69級）	10000	800貢獻			Contrib		800						
762	武神白銀箱（60-69級）	30000	500貢獻			Contrib		500						
762	武神白銀箱（60-69級）	166000	300貢獻			Contrib		300						
762	武神白銀箱（60-69級）	521000	200貢獻			Contrib		200						
763	武神白銀箱（70-79級）	135000	T6傳承項鍊碎片	2099				1					14	
763	武神白銀箱（70-79級）	6000	魂石·楊鐵心	1731				1			14		14	
763	武神白銀箱（70-79級）	25000	3級石頭	4323				1					14	
763	武神白銀箱（70-79級）	50000	2級石頭	4322				1						
763	武神白銀箱（70-79級）	5000	1000貢獻			Contrib		1000					14	
763	武神白銀箱（70-79級）	15000	800貢獻			Contrib		800						
763	武神白銀箱（70-79級）	50000	500貢獻			Contrib		500						
763	武神白銀箱（70-79級）	182000	300貢獻			Contrib		300						
763	武神白銀箱（70-79級）	532000	200貢獻			Contrib		200						
21790	武神白銀箱（80-89級）	105000	T7傳承項鍊碎片	2952				1					14	
21790	武神白銀箱（80-89級）	6000	魂石·楊鐵心	1731				1			14		14	
21790	武神白銀箱（80-89級）	30000	3級石頭	4323				1					14	
21790	武神白銀箱（80-89級）	60000	2級石頭	4322				1						
21790	武神白銀箱（80-89級）	6000	1000貢獻			Contrib		1000					14	
21790	武神白銀箱（80-89級）	30000	800貢獻			Contrib		800						
21790	武神白銀箱（80-89級）	60000	500貢獻			Contrib		500						
21790	武神白銀箱（80-89級）	224000	300貢獻			Contrib		300						
21790	武神白銀箱（80-89級）	479000	200貢獻			Contrib		200						
21791	武神白銀箱（90-99級）	80000	T8傳承項鍊碎片	2953				1					14	
21791	武神白銀箱（90-99級）	6000	魂石·楊鐵心	1731				1			14		14	
21791	武神白銀箱（90-99級）	12000	4級石頭	4324				1			14		14	
21791	武神白銀箱（90-99級）	20000	3級石頭	4323				1					14	
21791	武神白銀箱（90-99級）	40000	2級石頭	4322				1						
21791	武神白銀箱（90-99級）	6000	1000貢獻			Contrib		1000					14	
21791	武神白銀箱（90-99級）	20000	800貢獻			Contrib		800						
21791	武神白銀箱（90-99級）	60000	500貢獻			Contrib		500						
21791	武神白銀箱（90-99級）	218000	300貢獻			Contrib		300						
21791	武神白銀箱（90-99級）	538000	200貢獻			Contrib		200						
21792	武神白銀箱（99-109級）	55000	T9傳承項鍊碎片	2954				1					14	
21792	武神白銀箱（99-109級）	5000	魂石·楊鐵心	1731				1			14		14	
21792	武神白銀箱（99-109級）	15000	4級石頭	4324				1			14		14	
21792	武神白銀箱（99-109級）	25000	3級石頭	4323				1					14	
21792	武神白銀箱（99-109級）	35000	2級石頭	4322				1						
21792	武神白銀箱（99-109級）	8000	1000貢獻			Contrib		1000					14	
21792	武神白銀箱（99-109級）	25000	800貢獻			Contrib		800						
21792	武神白銀箱（99-109級）	80000	500貢獻			Contrib		500						
21792	武神白銀箱（99-109級）	341000	300貢獻			Contrib		300						
21792	武神白銀箱（99-109級）	411000	200貢獻			Contrib		200						
21793	武神白銀箱（109-119級）	40000	T10傳承項鍊碎片	3670				1					14	
21793	武神白銀箱（109-119級）	4000	魂石·楊鐵心	1731				1			14		14	
21793	武神白銀箱（109-119級）	6000	5級石頭	4325				1			14		14	
21793	武神白銀箱（109-119級）	12000	4級石頭	4324				1			14		14	
21793	武神白銀箱（109-119級）	16000	3級石頭	4323				1					14	
21793	武神白銀箱（109-119級）	30000	2級石頭	4322				1						
21793	武神白銀箱（109-119級）	8000	1000貢獻			Contrib		1000					14	
21793	武神白銀箱（109-119級）	24000	800貢獻			Contrib		800						
21793	武神白銀箱（109-119級）	80000	500貢獻			Contrib		500						
21793	武神白銀箱（109-119級）	308000	300貢獻			Contrib		300						
21793	武神白銀箱（109-119級）	472000	200貢獻			Contrib		200						
21794	武神白銀箱（120-129級）	40000	T11傳承項鍊碎片	5776				1					14	
21794	武神白銀箱（120-129級）	4000	魂石·楊鐵心	1731				1			14		14	
21794	武神白銀箱（120-129級）	6000	5級石頭	4325				1			14		14	
21794	武神白銀箱（120-129級）	12000	4級石頭	4324				1			14		14	
21794	武神白銀箱（120-129級）	16000	3級石頭	4323				1					14	
21794	武神白銀箱（120-129級）	30000	2級石頭	4322				1						
21794	武神白銀箱（120-129級）	8000	1000貢獻			Contrib		1000					14	
21794	武神白銀箱（120-129級）	24000	800貢獻			Contrib		800						
21794	武神白銀箱（120-129級）	80000	500貢獻			Contrib		500						
21794	武神白銀箱（120-129級）	308000	300貢獻			Contrib		300						
21794	武神白銀箱（120-129級）	472000	200貢獻			Contrib		200						
44660	武神白銀箱（70-79級）	135000	T6傳承項鍊碎片	2099				1					14	
44660	武神白銀箱（70-79級）	6000	魂石·楊鐵心	1731				1			14		14	
44660	武神白銀箱（70-79級）	0	3級石頭	4323				1					14	
44660	武神白銀箱（70-79級）	100000	2級石頭	4322				1						
44660	武神白銀箱（70-79級）	6000	1000貢獻			Contrib		1000					14	
44660	武神白銀箱（70-79級）	18000	800貢獻			Contrib		800						
44660	武神白銀箱（70-79級）	60000	500貢獻			Contrib		500						
44660	武神白銀箱（70-79級）	176000	300貢獻			Contrib		300						
44660	武神白銀箱（70-79級）	499000	200貢獻			Contrib		200						
44661	武神白銀箱（90-99級）	80000	T8傳承項鍊碎片	2953				1					14	
44661	武神白銀箱（90-99級）	6000	魂石·楊鐵心	1731				1			14		14	
44661	武神白銀箱（90-99級）	0	4級石頭	4324				1			14		14	
44661	武神白銀箱（90-99級）	40000	3級石頭	4323				1					14	
44661	武神白銀箱（90-99級）	40000	2級石頭	4322				1						
44661	武神白銀箱（90-99級）	6000	1000貢獻			Contrib		1000					14	
44661	武神白銀箱（90-99級）	20000	800貢獻			Contrib		800						
44661	武神白銀箱（90-99級）	60000	500貢獻			Contrib		500						
44661	武神白銀箱（90-99級）	314000	300貢獻			Contrib		300						
44661	武神白銀箱（90-99級）	434000	200貢獻			Contrib		200						
44662	武神白銀箱（109-119級）	40000	T10傳承項鍊碎片	3670				1					14	
44662	武神白銀箱（109-119級）	4000	魂石·楊鐵心	1731				1			14		14	
44662	武神白銀箱（109-119級）	0	5級石頭	4325				1			14		14	
44662	武神白銀箱（109-119級）	20000	4級石頭	4324				1			14		14	
44662	武神白銀箱（109-119級）	20000	3級石頭	4323				1					14	
44662	武神白銀箱（109-119級）	30000	2級石頭	4322				1						
44662	武神白銀箱（109-119級）	10000	1000貢獻			Contrib		1000					14	
44662	武神白銀箱（109-119級）	30000	800貢獻			Contrib		800						
44662	武神白銀箱（109-119級）	100000	500貢獻			Contrib		500						
44662	武神白銀箱（109-119級）	288000	300貢獻			Contrib		300						
44662	武神白銀箱（109-119級）	458000	200貢獻			Contrib		200						
755	戰場黃金寶箱	90000	T2稀有戒指	1143				1					201	
755	戰場黃金寶箱	400000	T2傳承戒指	1629				1						
755	戰場黃金寶箱	50000	魂石·邵宏淵	1737				1					201	
755	戰場黃金寶箱	50000	魂石·白彥敬	1738				1					201	
755	戰場黃金寶箱	120000	戰場令牌	1970				1						
755	戰場黃金寶箱	10000	3000貢獻			Contrib		3000					201	
755	戰場黃金寶箱	30000	2000貢獻			Contrib		2000					201	
755	戰場黃金寶箱	45000	1000貢獻			Contrib		1000						
755	戰場黃金寶箱	75000	800貢獻			Contrib		800						
755	戰場黃金寶箱	130000	500貢獻			Contrib		500						
756	戰場黃金寶箱	30000	T3稀有戒指	1144				1			202		201	
756	戰場黃金寶箱	218000	T3傳承戒指	1630				1					201	
756	戰場黃金寶箱	50000	魂石·邵宏淵	1737				1					201	
756	戰場黃金寶箱	50000	魂石·白彥敬	1738				1					201	
756	戰場黃金寶箱	120000	戰場令牌	1970				1						
756	戰場黃金寶箱	2000	3000貢獻			Contrib		3000					201	
756	戰場黃金寶箱	6000	2000貢獻			Contrib		2000					201	
756	戰場黃金寶箱	32000	1000貢獻			Contrib		1000						
756	戰場黃金寶箱	72000	600貢獻			Contrib		600						
756	戰場黃金寶箱	420000	400貢獻			Contrib		400						
757	戰場黃金寶箱	360000	T4稀有戒指碎片	2100				1					201	
757	戰場黃金寶箱	210000	T4傳承戒指碎片	2103				1					201	
757	戰場黃金寶箱	50000	魂石·邵宏淵	1737				1					201	
757	戰場黃金寶箱	50000	魂石·白彥敬	1738				1					201	
757	戰場黃金寶箱	120000	戰場令牌	1970				1						
757	戰場黃金寶箱	20000	3000貢獻			Contrib		3000					201	
757	戰場黃金寶箱	30000	2000貢獻			Contrib		2000					201	
757	戰場黃金寶箱	60000	1000貢獻			Contrib		1000						
757	戰場黃金寶箱	100000	800貢獻			Contrib		800						
758	戰場黃金寶箱	105600	T5稀有戒指碎片	2101				1					201	
758	戰場黃金寶箱	222000	T5傳承戒指碎片	2104				1					201	
758	戰場黃金寶箱	2400	魂石·李顯忠	2535				1			202		201	
758	戰場黃金寶箱	2400	魂石·徒單克寧	2536				1			202		201	
758	戰場黃金寶箱	25000	魂石·邵宏淵	1737				1					201	
758	戰場黃金寶箱	25000	魂石·白彥敬	1738				1					201	
758	戰場黃金寶箱	120000	戰場令牌	1970				1						
758	戰場黃金寶箱	3000	3000貢獻			Contrib		3000					201	
758	戰場黃金寶箱	10000	2000貢獻			Contrib		2000					201	
758	戰場黃金寶箱	30000	1000貢獻			Contrib		1000						
758	戰場黃金寶箱	103000	800貢獻			Contrib		800						
758	戰場黃金寶箱	351600	500貢獻			Contrib		500						
759	戰場黃金寶箱	80000	T6稀有戒指碎片	2102				1					201	
759	戰場黃金寶箱	200000	T6傳承戒指碎片	2105				1					201	
759	戰場黃金寶箱	3300	魂石·李顯忠	2535				1			202		201	
759	戰場黃金寶箱	3300	魂石·徒單克寧	2536				1			202		201	
759	戰場黃金寶箱	30000	魂石·邵宏淵	1737				1					201	
759	戰場黃金寶箱	30000	魂石·白彥敬	1738				1					201	
759	戰場黃金寶箱	120000	戰場令牌	1970				1						
759	戰場黃金寶箱	3000	3000貢獻			Contrib		3000					201	
759	戰場黃金寶箱	10000	2000貢獻			Contrib		2000					201	
759	戰場黃金寶箱	30000	1000貢獻			Contrib		1000						
759	戰場黃金寶箱	89000	800貢獻			Contrib		800						
759	戰場黃金寶箱	401400	500貢獻			Contrib		500						
3008	戰場黃金寶箱(80-89)	36000	T7稀有戒指碎片	2955				1					201	
3008	戰場黃金寶箱(80-89)	72000	T7傳承戒指碎片	2958				1					201	
3008	戰場黃金寶箱(80-89)	25000	高級腳蹬碎片	3476				1			202		201	
3008	戰場黃金寶箱(80-89)	30000	中級腳蹬碎片	3475				1					201	
3008	戰場黃金寶箱(80-89)	2000	魂石·李顯忠	2535				1			202		201	
3008	戰場黃金寶箱(80-89)	2000	魂石·徒單克寧	2536				1			202		201	
3008	戰場黃金寶箱(80-89)	30000	魂石·邵宏淵	1737				1					201	
3008	戰場黃金寶箱(80-89)	30000	魂石·白彥敬	1738				1					201	
3008	戰場黃金寶箱(80-89)	120000	戰場令牌	1970				1						
3008	戰場黃金寶箱(80-89)	3000	3000貢獻			Contrib		3000					201	
3008	戰場黃金寶箱(80-89)	10000	2000貢獻			Contrib		2000					201	
3008	戰場黃金寶箱(80-89)	30000	1000貢獻			Contrib		1000						
3008	戰場黃金寶箱(80-89)	190000	800貢獻			Contrib		800						
3008	戰場黃金寶箱(80-89)	420000	500貢獻			Contrib		500						
3010	戰場黃金寶箱(90-99)	20000	T8稀有戒指碎片	2956				1					201	
3010	戰場黃金寶箱(90-99)	40000	T8傳承戒指碎片	2959				1					201	
3010	戰場黃金寶箱(90-99)	40000	高級腳蹬碎片	3476				1			202		201	
3010	戰場黃金寶箱(90-99)	50000	中級腳蹬碎片	3475				1					201	
3010	戰場黃金寶箱(90-99)	1500	魂石·李顯忠	2535				1			202		201	
3010	戰場黃金寶箱(90-99)	1500	魂石·徒單克寧	2536				1			202		201	
3010	戰場黃金寶箱(90-99)	20000	魂石·邵宏淵	1737				1					201	
3010	戰場黃金寶箱(90-99)	20000	魂石·白彥敬	1738				1					201	
3010	戰場黃金寶箱(90-99)	100000	戰場令牌	1970				1						
3010	戰場黃金寶箱(90-99)	3000	3000貢獻			Contrib		3000					201	
3010	戰場黃金寶箱(90-99)	10000	2000貢獻			Contrib		2000					201	
3010	戰場黃金寶箱(90-99)	25000	1000貢獻			Contrib		1000						
3010	戰場黃金寶箱(90-99)	120000	800貢獻			Contrib		800						
3010	戰場黃金寶箱(90-99)	549000	500貢獻			Contrib		500						
3720	戰場黃金寶箱(100-109)	15000	T9稀有戒指碎片	2957				1					201	
3720	戰場黃金寶箱(100-109)	30000	T9傳承戒指碎片	2960				1					201	
3720	戰場黃金寶箱(100-109)	45000	高級腳蹬碎片	3476				1			202		201	
3720	戰場黃金寶箱(100-109)	50000	中級腳蹬碎片	3475				1					201	
3720	戰場黃金寶箱(100-109)	1500	魂石·李顯忠	2535				1			202		201	
3720	戰場黃金寶箱(100-109)	1500	魂石·徒單克寧	2536				1			202		201	
3720	戰場黃金寶箱(100-109)	18000	魂石·邵宏淵	1737				1					201	
3720	戰場黃金寶箱(100-109)	18000	魂石·白彥敬	1738				1					201	
3720	戰場黃金寶箱(100-109)	100000	戰場令牌	1970				1						
3720	戰場黃金寶箱(100-109)	5000	3000貢獻			Contrib		3000					201	
3720	戰場黃金寶箱(100-109)	15000	2000貢獻			Contrib		2000					201	
3720	戰場黃金寶箱(100-109)	50000	1000貢獻			Contrib		1000						
3720	戰場黃金寶箱(100-109)	150000	800貢獻			Contrib		800						
3720	戰場黃金寶箱(100-109)	501000	500貢獻			Contrib		500						
3721	戰場黃金寶箱(110-119)	12000	T10稀有戒指碎片	3671				1					201	
3721	戰場黃金寶箱(110-119)	24000	T10傳承戒指碎片	3672				1					201	
3721	戰場黃金寶箱(110-119)	45000	高級腳蹬碎片	3476				1			202		201	
3721	戰場黃金寶箱(110-119)	45000	中級腳蹬碎片	3475				1					201	
3721	戰場黃金寶箱(110-119)	1500	魂石·李顯忠	2535				1			202		201	
3721	戰場黃金寶箱(110-119)	1500	魂石·徒單克寧	2536				1			202		201	
3721	戰場黃金寶箱(110-119)	18000	魂石·邵宏淵	1737				1					201	
3721	戰場黃金寶箱(110-119)	18000	魂石·白彥敬	1738				1					201	
3721	戰場黃金寶箱(110-119)	100000	戰場令牌	1970				1						
3721	戰場黃金寶箱(110-119)	5000	3000貢獻			Contrib		3000					201	
3721	戰場黃金寶箱(110-119)	14000	2000貢獻			Contrib		2000					201	
3721	戰場黃金寶箱(110-119)	51000	1000貢獻			Contrib		1000						
3721	戰場黃金寶箱(110-119)	150000	800貢獻			Contrib		800						
3721	戰場黃金寶箱(110-119)	515000	500貢獻			Contrib		500						
6002	戰場黃金寶箱(120-129)	12000	T11稀有戒指碎片	5781				1					201	
6002	戰場黃金寶箱(120-129)	24000	T11傳承戒指碎片	5786				1					201	
6002	戰場黃金寶箱(120-129)	45000	高級腳蹬碎片	3476				1			202		201	
