Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife
PunishAttack_npc2	214	武林恶徒	0	1	PunishTaskAttack		123					51	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			10															
PunishAttack_npc3	215	武林恶徒	0	1	PunishTaskAttack		123					52	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			11															
PunishAttack_npc4	216	武林恶徒	0	1	PunishTaskAttack		123					52	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			12															
PunishAttack_npc5	217	武林恶徒	0	1	PunishTaskAttack		123					53	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			13															
PunishDialog_npc1	213	武林恶徒	2	0	PunishTaskDialog		123					51	21	1					3000	3000					18			9															
PunishDialog_npc2	219	武林恶徒	2	0	PunishTaskDialog		123					51	21	1					3000	3000					18			10															
PunishDialog_npc3	218	武林恶徒	2	0	PunishTaskDialog		123					52	21	1					3000	3000					18			11															
PunishDialog_npc4	220	武林恶徒	2	0	PunishTaskDialog		123					52	21	1					3000	3000					18			12															
PunishDialog_npc5	221	武林恶徒	2	0	PunishTaskDialog		123					52	21	1					3000	3000					18	1		13															
Eagle	222	腐食鹰	0	1	FubenDeath		113					3	22	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
Red_Security	223	红缨卫	0	1	FubenDeath		118					3	21	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
Yehao	224	叶浩	0	1	FubenDeath		119					3	21	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
LeavegGateNpc	225	离开地宫	4	0			8					1							560	980				1	15																		
NextGateNpc	226	神秘入口	4	0			8					1							560	980				1	15																		
KinRobber_np1	228	盗贼	2	0	KinRobber		174					3	21	1					3000	3000					18																		
KinRobber_np2	229	盗贼	0	1	KinRobber		174					61	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18	1																	
Onehand_big	231	独臂壮汉	0	1	FubenDeath		354					205	1359	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss8.ini			1	12	2																	
Kin_Manager	266	家族总管	2	0	KinManager		107	213	313			3	21	1					3000	3000					18	1																	
NoneRes	267		0	1			358					3	1398	1					3000	3000	Setting/Npc/Ai/RangeActive.ini			1	0	1	1																
Npc_Sword	268	剑	4	0			362					1							560	980				1	15																		
WJ_dici	429	地刺	5	0			374					1							560	980				1	15																		
WJ_gunshi	430	滚石	5	0			375					1							560	980				1	15																		
WJ_jianqun	431	剑群	5	0			376					1							560	980				1	15																		
WJ_kaiguan	432	开关	5	0			377					1							560	980				1	15																		
WJ_paoche	433	炮车	5	0			378					1							560	980				1	15																		
Fb_Stone	435	宝石矿	2	0	FubenDialogEvent	2,采集中...,DigStone	389	995																								NoTurn											
Fb_Crystal	187	水晶矿	2	0	FubenDialogEvent	2,采集中...,DigCrystal	390	995																								NoTurn											
digong_gouhuo	436	篝火	4	0	GouHuoNpc	all|3000|6|3000|0|10	380																	0																			
digong_gouhuo_1	695	篝火	4	0	GouHuoNpc	all|3000|5|3000|0|6	380																	0																			
activity_dyr_gouhuo_1	2402	温暖的炉火	4	0	GouHuoNpc	teamfuben|3000|5|6000|0|12	945																	0																			
task_gouhuo	453	篝火	5	0			380																																				
zhiyin_jiantou	451	指引箭头	5	0			382																																				
zhiyin_quan	452	指引圈	5	0			383																																				
yw_commerce_npc1	454	灵猴	0	1			117				2700	3	1032	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21															
yw_commerce_npc2	455	蛮熊	0	1			116				2700	3	1031	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21															
yw_commerce_npc3	456	巨蝎	0	1			109				2700	3	1032	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21															
yw_commerce_npc4	457	灰狼	0	1			115				2700	3	1031	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21															
yw_commerce_npc5	458	金钱豹	0	1			111				2700	3	1031	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18	1		21															
guangquan	459	上升气流	5	0			361					1							560	980				1	15																		
kin_gouhuo_2	516	家族篝火火焰	5	0	GouHuoNpc	kin|10000|30|600|1|0	392																																				
XinshouFb_enemy_1	517	强盗	0	1	FubenDeath		136					92	166	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
XinshouFb_Boss_1	518	神秘人	4	0	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2					900006												
XinshouFb_Boss_2	663	神秘人	0	1	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2																	
XinshouFb_Npc_1	519	卓非凡	4	0	FubenDeath		194	218	318			91	177	1	91	1			1500	1500	Setting/Npc/Ai/Stay.ini			1	20	1																	
XinshouFb_Npc_2	520	卓非凡	0	0	FubenDeath		194	218	318			91	177	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
xs_shibing_dh	1150	重伤的宋兵	0	0	FubenDeath		477	200	300			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	3									2								
xs_nalanzhen_dh	1221	神秘少女	0	0	FubenDeath		177	13	113			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1									2								
xs_jinbing_gw	1151	金兵	0	1	FubenDeath		1127	200	300			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1									1								
xs_jinbing_jy	1158	百夫长	0	1	FubenDeath		181	200	300			93	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1									3								
xs_sishi_gw	1152	死士	0	1	FubenDeath		124	200	300			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1					900001												
xs_jiangjun_hs	1153	大将军	0	0	FubenDeath		1113	209	309			91	177	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2									2								
xs_zhuofeifan_hs	1154	卓非凡	0	0	FubenDeath		194	218	318			91	177	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2									2								
xs_shenmiren_bs	1155	神秘人	0	1	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2									4								
UseImage_1	558	神秘女子						996	997																																		
UseImage_2	559	神秘女子						998	999																																		
UseImage_3	560	天王弟子						1001	1121																																		
UseImage_4	561	峨嵋弟子						1002	1122																																		
UseImage_5	562	桃花弟子						1003	1123																																		
UseImage_6	563	逍遥弟子						1004	1124																																		
UseImage_7	1228	武当弟子						1005	1125																																		
UseImage_8	1229	天忍弟子						1006	1126																																		
Fb_Npc_muziyi	577	沐紫衣	2	0	FubenDeath		176	1	101			305	56	1	91	1			3000	3000	Setting/Npc/Ai/Stay.ini			1	20	1																	
QiYuMiJingNuQi	628	怒气	2	0	AdventureAnger	3|1000|开启中|下一波敌人即将出现，各位侠士请做好准备！	377					201												1		1																	
Wlmz_boss	634	独孤剑	0	1	FubenDeath		32	654				801	1756	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz.ini			1	20	2																	
Wlmz_boss2	1896	南宫飞云	0	1	FubenDeath		27	307				801	1759	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_ngfy.ini			1	20	2																	
Wlmz_boss3	1897	杨影枫	0	1	FubenDeath		536	225				801	1762	1	2304	1	1765	1	1500	1500	Setting/Npc/Ai/normal/wlmz_yyf.ini			1	20	2																	
Wlmz_boss4	2189	唐简	0	1	FubenDeath		1190	661				801	1785	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_tj.ini			1	20	2																	
KinNest_gouhuo	654	篝火	4	0	GouHuoNpc	all|3000|5|500|0|12	380																	0																			
KinNest_boss1	655	青龙岛主	0	1	FubenDeath		152					815	182	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2		5035															
KinNest_boss2	656	枯木岛主	0	1	FubenDeath		169					815	166	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2		5035															
KinNest_boss3	657	神秘人	0	1	FubenDeath		24					815	23	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2		5036															
DungeonSoldier_1	1307	古代毒蝎	0	1	FubenDeath		109	200	300			401	21	1	105	1			1500	1500	Setting/Npc/Ai/fuben/DungeonSoldier1.ini			1	12	1																	
DungeonSoldier_2	1308	古代毒蛛	0	1	FubenDeath		112	200	300			401	21	1	105	1			1500	1500	Setting/Npc/Ai/fuben/DungeonSoldier2.ini			1	15	1									1								
DungeonSoldier_3	1309	古代毒蜂	0	1	FubenDeath		1182	200	300			401	1689	1	105	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1									1								
DungeonLeader_1	664	神秘守护者	0	1	FubenDeath		317	200	300			405	90	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss1.ini			1	17	2									4								
KinTask_np1	672	小和尚	2	0	KinTaskNpc	673	163					3	21	1					3000	3000					18			300															
KinTask_np2	673	小和尚	0	1	KinTaskFightNpc		163					62	21	1	91	1			600	600	Setting/Npc/Ai/CommonActive.ini			1	18	1		300															
yewai_10_1	1748	泼皮	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1754	300				
yewai_10_2	1749	大刀马贼	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1755	300				
yewai_10_3	1750	鬼面刺客	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1756	300				
yewai_10_4	1751	恶霸	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1757	300				
yewai_10_5	1752	云游道士	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1758	300				
yewai_10_6	1753	东瀛女侍	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1759	300				
yewai_jy_10_1	1754	泼皮·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_2	1755	大刀马贼·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_3	1756	鬼面刺客·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_4	1757	恶霸·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_5	1758	云游道士·精英	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_6	1759	东瀛女侍·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_20_1	1010	飞龙堡弟子	0	1	FieldMapNpc		151	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1016	300				
yewai_20_2	1011	药王谷弟子	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1017	300				
yewai_20_3	1012	五色教弟子	0	1	FieldMapNpc		124	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1018	300				
yewai_20_4	1013	流氓	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1019	300				
yewai_20_5	1014	南宫家守卫	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1020	300				
yewai_20_6	1015	武林败类	0	1	FieldMapNpc		134	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1021	300				
yewai_jy_20_1	1016	飞龙堡弟子·精英	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_2	1017	药王谷弟子·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_3	1018	五色教弟子·精英	0	1	FieldMapNpc		124	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_4	1019	流氓·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_5	1020	南宫家守卫·精英	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_6	1021	武林败类·精英	0	1	FieldMapNpc		134	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_40_1	1022	女舞侍	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1028	300				
yewai_40_2	1023	大刀侍卫	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1029	300				
yewai_40_3	1024	恶人谷狂徒	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1030	300				
yewai_40_4	1025	江湖宵小	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1031	300				
yewai_40_5	1026	茅山道士	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1032	300				
yewai_40_6	1027	绿林豪客	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1033	300				
yewai_jy_40_1	1028	女舞侍·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_2	1029	大刀侍卫·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_3	1030	恶人谷狂徒·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_4	1031	江湖宵小·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_5	1032	茅山道士·精英	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_6	1033	绿林豪客·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
