TargetTemplateID	Desc	BagSort	IsShowFrag	IsHideTip	ConsumeType	ConsumeCount	ChildTemplateID1	NeedCount1	ChildTemplateID2	NeedCount2	ChildTemplateID3	NeedCount3	ChildTemplateID4	NeedCount4	ChildTemplateID5	NeedCount5	ChildTemplateID6	NeedCount6	ChildTemplateID7	NeedCount7
1200	【稀有】9阶护腕(未鉴定)	103	1				2987	10												
1210	【稀有】9阶腰带(未鉴定)	103	1				2993	10												
1220	【稀有】9阶鞋子(未鉴定)	103	1				2999	10												
3647	【传承】9阶武器(未鉴定)	104	1				2948	5												
3659	【传承】9阶衣服(未鉴定)	104	1				2984	5												
3649	【传承】朝露之链(未鉴定)	104	1				2954	5												
3651	【传承】应龙之戒(未鉴定)	104	1				2960	5												
3653	【传承】鲲鹏佩(未鉴定)	104	1				2966	5												
3655	【传承】仙缘符(未鉴定)	104	1				2972	5												
3657	【传承】9阶帽子(未鉴定)	104	1				2978	5												
3661	【传承】9阶护腕(未鉴定)	104	1				2990	5												
3663	【传承】9阶腰带(未鉴定)	104	1				2996	5												
3665	【传承】9阶鞋子(未鉴定)	104	1				3002	5												
1129	【稀有】8阶武器(未鉴定)	105	1				2944	10												
1189	【稀有】8阶衣服(未鉴定)	105	1				2980	10												
1139	【稀有】群鸟之链(未鉴定)	105	1				2950	10												
1149	【稀有】邢天之戒(未鉴定)	105	1				2956	10												
1159	【稀有】龙首佩(未鉴定)	105	1				2962	10												
1169	【稀有】清虚符(未鉴定)	105	1				2968	10												
1179	【稀有】8阶帽子(未鉴定)	105	1				2974	10												
1199	【稀有】8阶护腕(未鉴定)	105	1				2986	10												
1209	【稀有】8阶腰带(未鉴定)	105	1				2992	10												
1219	【稀有】8阶鞋子(未鉴定)	105	1				2998	10												
1619	【传承】8阶武器(未鉴定)	106	1				2947	5												
1667	【传承】8阶衣服(未鉴定)	106	1				2983	5												
1627	【传承】群鸟之链(未鉴定)	106	1				2953	5												
1635	【传承】邢天之戒(未鉴定)	106	1				2959	5												
1643	【传承】龙首佩(未鉴定)	106	1				2965	5												
1651	【传承】清虚符(未鉴定)	106	1				2971	5												
1659	【传承】8阶帽子(未鉴定)	106	1				2977	5												
1675	【传承】8阶护腕(未鉴定)	106	1				2989	5												
1683	【传承】8阶腰带(未鉴定)	106	1				2995	5												
1691	【传承】8阶鞋子(未鉴定)	106	1				3001	5												
1128	【稀有】7阶武器(未鉴定)	107	1				2943	10												
1188	【稀有】7阶衣服(未鉴定)	107	1				2979	10												
1138	【稀有】北辰之链(未鉴定)	107	1				2949	10												
1148	【稀有】苍穹之戒(未鉴定)	107	1				2955	10												
1158	【稀有】勾云佩(未鉴定)	107	1				2961	10												
1168	【稀有】天魔符(未鉴定)	107	1				2967	10												
1178	【稀有】7阶帽子(未鉴定)	107	1				2973	10												
1198	【稀有】7阶护腕(未鉴定)	107	1				2985	10												
1208	【稀有】7阶腰带(未鉴定)	107	1				2991	10												
1218	【稀有】7阶鞋子(未鉴定)	107	1				2997	10												
1618	【传承】7阶武器(未鉴定)	108	1				2946	5												
1666	【传承】7阶衣服(未鉴定)	108	1				2982	5												
1626	【传承】北辰之链(未鉴定)	108	1				2952	5												
1634	【传承】苍穹之戒(未鉴定)	108	1				2958	5												
1642	【传承】勾云佩(未鉴定)	108	1				2964	5												
1650	【传承】天魔符(未鉴定)	108	1				2970	5												
1658	【传承】7阶帽子(未鉴定)	108	1				2976	5												
1674	【传承】7阶护腕(未鉴定)	108	1				2988	5												
1682	【传承】7阶腰带(未鉴定)	108	1				2994	5												
1690	【传承】7阶鞋子(未鉴定)	108	1				3000	5												
1127	【稀有】6阶武器(未鉴定)	109	1				2090	10												
1187	【稀有】6阶衣服(未鉴定)	109	1				2126	10												
1137	【稀有】秘隐之链(未鉴定)	109	1				2096	10												
1147	【稀有】火府之戒(未鉴定)	109	1				2102	10												
1157	【稀有】雁行佩(未鉴定)	109	1				2108	10												
1167	【稀有】雷神符(未鉴定)	109	1				2114	10												
1177	【稀有】6阶帽子(未鉴定)	109	1				2120	10												
1197	【稀有】6阶护腕(未鉴定)	109	1				2132	10												
1207	【稀有】6阶腰带(未鉴定)	109	1				2138	10												
1217	【稀有】6阶鞋子(未鉴定)	109	1				2144	10												
1617	【传承】6阶武器(未鉴定)	110	1				2093	5												
1665	【传承】6阶衣服(未鉴定)	110	1				2129	5												
1625	【传承】秘隐之链(未鉴定)	110	1				2099	5												
1633	【传承】火府之戒(未鉴定)	110	1				2105	5												
1641	【传承】雁行佩(未鉴定)	110	1				2111	5												
1649	【传承】雷神符(未鉴定)	110	1				2117	5												
1657	【传承】6阶帽子(未鉴定)	110	1				2123	5												
1673	【传承】6阶护腕(未鉴定)	110	1				2135	5												
1681	【传承】6阶腰带(未鉴定)	110	1				2141	5												
1689	【传承】6阶鞋子(未鉴定)	110	1				2147	5												
1126	【稀有】5阶武器(未鉴定)	111	1				2089	10												
1186	【稀有】5阶衣服(未鉴定)	111	1				2125	10												
1136	【稀有】温润之链(未鉴定)	111	1				2095	10												
1146	【稀有】荒芜之戒(未鉴定)	111	1				2101	10												
1156	【稀有】龙鱼佩(未鉴定)	111	1				2107	10												
1166	【稀有】天罡符(未鉴定)	111	1				2113	10												
1176	【稀有】5阶帽子(未鉴定)	111	1				2119	10												
1196	【稀有】5阶护腕(未鉴定)	111	1				2131	10												
1206	【稀有】5阶腰带(未鉴定)	111	1				2137	10												
1216	【稀有】5阶鞋子(未鉴定)	111	1				2143	10												
1616	【传承】5阶武器(未鉴定)	112	1				2092	5												
1664	【传承】5阶衣服(未鉴定)	112	1				2128	5												
1624	【传承】温润之链(未鉴定)	112	1				2098	5												
1632	【传承】荒芜之戒(未鉴定)	112	1				2104	5												
1640	【传承】龙鱼佩(未鉴定)	112	1				2110	5												
1648	【传承】天罡符(未鉴定)	112	1				2116	5												
1656	【传承】5阶帽子(未鉴定)	112	1				2122	5												
1672	【传承】5阶护腕(未鉴定)	112	1				2134	5												
1680	【传承】5阶腰带(未鉴定)	112	1				2140	5												
1688	【传承】5阶鞋子(未鉴定)	112	1				2146	5												
1125	【稀有】4阶武器(未鉴定)	113	1				2088	10												
1185	【稀有】4阶衣服(未鉴定)	113	1				2124	10												
1135	【稀有】五色项链(未鉴定)	113	1				2094	10												
1145	【稀有】破军之戒(未鉴定)	113	1				2100	10												
1155	【稀有】玉蝉佩(未鉴定)	113	1				2106	10												
1165	【稀有】出云符(未鉴定)	113	1				2112	10												
1175	【稀有】4阶帽子(未鉴定)	113	1				2118	10												
1195	【稀有】4阶护腕(未鉴定)	113	1				2130	10												
1205	【稀有】4阶腰带(未鉴定)	113	1				2136	10												
1215	【稀有】4阶鞋子(未鉴定)	113	1				2142	10												
1615	【传承】4阶武器(未鉴定)	114	1				2091	5												
1663	【传承】4阶衣服(未鉴定)	114	1				2127	5												
1623	【传承】五色项链(未鉴定)	114	1				2097	5												
1631	【传承】破军之戒(未鉴定)	114	1				2103	5												
1639	【传承】玉蝉佩(未鉴定)	114	1				2109	5												
1647	【传承】出云符(未鉴定)	114	1				2115	5												
1655	【传承】4阶帽子(未鉴定)	114	1				2121	5												
1671	【传承】4阶护腕(未鉴定)	114	1				2133	5												
1679	【传承】4阶腰带(未鉴定)	114	1				2139	5												
1687	【传承】4阶鞋子(未鉴定)	114	1				2145	5												
3021	里飞沙	201	1				3395	10												
3392	红骊	202	1				3396	10												
3393	绿踪	203	1				3397	10												
3311	八家将衣服	301	1				3312	10												
1378	同伴·独孤剑	401	1				3406	10												
2253	同伴·南宫飞云	402	1				3407	10												
2254	同伴·杨影枫	403	1				3408	10												
1398	同伴·荆轲	404	1				3409	10												
2258	同伴·虞姬	405	1				3410	10												
2259	同伴·岳飞	406	1				3411	10												
1399	同伴·李广	407	1				3412	10												
1400	同伴·赵云	408	1				3413	10												
1401	同伴·李元霸	409	1				3414	10												
3449	7阶缰绳	501	1				3466	20												
3454	7阶马鞍	501	1				3473	20												
3459	7阶脚蹬	501	1				3480	20												
3448	6阶缰绳	502	1				3465	20												
3453	6阶马鞍	502	1				3472	20												
3458	6阶脚蹬	502	1				3479	20												
3447	5阶缰绳	503	1				3464	20												
3452	5阶马鞍	503	1				3471	20												
3457	5阶脚蹬	503	1				3478	20												
3446	4阶缰绳	504	1				3463	20												
3451	4阶马鞍	504	1				3470	20												
3456	4阶脚蹬	504	1				3477	20												
3445	3阶缰绳	505	1				3462	20												
3450	3阶马鞍	505	1				3469	20												
3455	3阶脚蹬	505	1				3476	20												
3416	2阶缰绳	506	1				3461	10												
3418	2阶马鞍	506	1				3468	10												
3420	2阶脚蹬	506	1				3475	10												
3415	1阶缰绳	507	1				3460	5												
3417	1阶马鞍	507	1				3467	5												
3419	1阶脚蹬	507	1				3474	5												
