TemplateId	Faction	ChooseItem	Num	TimeFrame	Level	CheckLimit	ThisNeedCount	Desc
2699		2536	1					初級魂石·徒單克寧
2699		2696	1	OpenLevel79				初級魂石·完顏洪烈
2699		2824	1	OpenLevel89				初級魂石·玄天武機
2699		2825	1	OpenLevel89				初級魂石·白起
2699		2826	1	OpenLevel89				初級魂石·李斯
2699		2848	1	OpenLevel69				初級魂石·玄因
2699		3022	1	OpenLevel89				初級魂石·雷
2699		3215	1	OpenLevel99				初級魂石·李元霸
2699		3216	1	OpenLevel99				初級魂石·趙雲
2699		3217	1	OpenLevel99				初級魂石·李廣
2699		2672	1	OpenLevel69				初級魂石·荊軻
2699		2673	1	OpenLevel69				初級魂石·虞姬
2699		2674	1	OpenLevel69				初級魂石·岳飛
2699		2668	1	OpenLevel79		1		初級魂石·獨孤劍
2699		2880	1	OpenLevel89		1		初級魂石·南宮飛雲
2699		2881	1	OpenLevel99		1		初級魂石·楊影楓
2699		3371	1	OpenLevel99				初級魂石·尹含煙
2699		3372	1	OpenLevel99		1		初級魂石·璿璣子
2699		3373	1	OpenLevel99		1		初級魂石·玄天道人
2699		3709	1	OpenLevel79				初級魂石·年獸
2699		3856	1	OpenLevel99		1		初級魂石·唐仇
2699		3854	1	OpenLevel109		1		初級魂石·黑面郎君
2699		3855	1	OpenLevel109		1		初級魂石·何人我
2699		4540	1	OpenLevel109		1		初級魂石·冰鱗蜥皇
2699		4541	1	OpenLevel109		1		初級魂石·銀鉤蠍皇
2699		4542	1	OpenLevel109		1		初級魂石·狂鬃獒皇
2699		4873	1	OpenLevel109		1		初級魂石·宋秋石
2699		4874	1	OpenLevel99		1		初級魂石·古嫣然
3179		1378	1					同伴·獨孤劍
3179		2253	1					同伴·南宮飛雲
3179		2254	1					同伴·楊影楓
3179		1398	1	OpenDay52				同伴·荊軻
3179		2258	1	OpenDay52				同伴·虞姬
3179		2259	1	OpenDay52				同伴·岳飛
3179		1399	1	OpenDay128				同伴·李廣
3179		1400	1	OpenDay128				同伴·趙雲
3179		1401	1	OpenDay128				同伴·李元霸
3179		2255	1	OpenLevel109				同伴·唐簡
3495		1175	1					稀有4階帽子
3495		1195	1					稀有4階護腕
3495		1205	1					稀有4階腰帶
3495		1215	1					稀有4階鞋子
3520		1174	1					T3稀有帽子
3520		1194	1					T3稀有護腕
3520		1204	1					T3稀有腰帶
3520		1214	1					T3稀有鞋子
3519		1175	1					T4稀有帽子
3519		1195	1					T4稀有護腕
3519		1205	1					T4稀有腰帶
3519		1215	1					T4稀有鞋子
3511		1176	1					T5稀有帽子
3511		1196	1					T5稀有護腕
3511		1206	1					T5稀有腰帶
3511		1216	1					T5稀有鞋子
3512		1177	1					T6稀有帽子
3512		1197	1					T6稀有護腕
3512		1207	1					T6稀有腰帶
3512		1217	1					T6稀有鞋子
3513		1178	1					T7稀有帽子
3513		1198	1					T7稀有護腕
3513		1208	1					T7稀有腰帶
3513		1218	1					T7稀有鞋子
3514		1179	1					T8稀有帽子
3514		1199	1					T8稀有護腕
3514		1209	1					T8稀有腰帶
3514		1219	1					T8稀有鞋子
3517		1697	1					初級魂石·殷方
3517		1709	1					初級魂石·卓非凡(唯一)
3517		1710	1					初級魂石·月明瑤
3517		1711	1					初級魂石·龍傲天
3517		1712	1					初級魂石·沫天然
3517		1719	1					初級魂石·唐瀟
3517		1721	1					初級魂石·張琳心
3517		1722	1					初級魂石·封玉書
3517		1725	1					初級魂石·何暮雪
3517		1726	1					初級魂石·趙升權
3517		1727	1					初級魂石·納蘭真
3517		1728	1					初級魂石·柴嵩
3517		1737	1					初級魂石·邵宏淵
3517		1738	1					初級魂石·白彥敬
3517		1740	1					初級魂石·雷風
3517		1741	1					初級魂石·雷同
3517		1742	1					初級魂石·唐娟娟
3517		1744	1					初級魂石·奪寶賊
3517		1760	1					初級魂石·張風
3517		1761	1					初級魂石·月眉兒
3517		1704	1					初級魂石·白眉猴王
3517		1705	1					初級魂石·大地狼王
3517		1706	1					初級魂石·寒玉鹿王
3517		1745	1					初級魂石·雙獸異獸
3517		1746	1					初級魂石·奔焰豹王
3517		1747	1					初級魂石·九尾狐王
3518		1713	1					初級魂石·少年楊影楓
3518		1729	1	OpenLevel79				初級魂石·曲霞
3518		1730	1	OpenLevel99				初級魂石·耶律辟離
3518		1731	1					初級魂石·楊鐵心
3518		1732	1					初級魂石·無想
3518		1733	1					初級魂石·柳瀟庭
3518		1734	1	OpenLevel59				初級魂石·李恬兒
3518		1735	1	OpenLevel79				初級魂石·李天目
3518		1736	1	OpenLevel59				初級魂石·完顏襄
3518		1739	1	OpenLevel69				初級魂石·耶律楚材
3518		1743	1					初級魂石·雷震天
3518		1762	1					初級魂石·天星道長
3518		1763	1					初級魂石·燕若雪
3518		1764	1					初級魂石·楊熙烈
3518		1765	1					初級魂石·上官飛龍
3518		1766	1					初級魂石·納蘭潛凜
3518		1767	1					初級魂石·方勉
3518		1768	1					初級魂石·南宮滅
3518		1769	1	OpenLevel79				初級魂石·唐影
3518		1770	1	OpenLevel79				初級魂石·秋依水
3518		2847	1	OpenLevel59				初級魂石·玄慈
3693		1471	1					獨孤劍·巨闕劍
3693		1472	1					南宮飛雲·劍中之劍
3693		1473	1					楊影楓·悲魔之刃
3693		1480	1	OpenDay52				荊軻·麒麟匕
3693		1481	1	OpenDay52				虞姬·繞梁琴
3693		1482	1	OpenDay52				岳飛·瀝泉神矛
3693		1479	1	OpenDay128				李廣·射虎弓
3693		1478	1	OpenDay128				趙雲·龍膽亮銀槍
3693		1477	1	OpenDay128				李元霸·擂鼓甕金錘
3693		1474	1	OpenLevel109				唐簡·玄雨雙星
3700		2212	1					同伴·月眉兒
3700		3764	1					同伴·楊瑛
3700		2665	1					同伴·清曉師太
3700		3765	1					同伴·祝子虛
3700		2666	1					同伴·黃暮雲
3700		3389	1					同伴·道一真人
3700		3766	1					同伴·端木睿
3700		2264	1					同伴·孟知秋
3700		2213	1					同伴·張風
3700		2217	1					同伴·南宮滅
3700		2219	1					同伴·方勉
3700		2262	1					同伴·唐影
3700		2263	1					同伴·秋依水
3700		2215	1					同伴·天星道長
3700		2214	1					同伴·燕若雪
3700		2216	1					同伴·楊熙烈
3700		2218	1					同伴·上官飛龍
3700		2220	1					同伴·納蘭潛凜
3700		1374	1	OpenDay7				同伴·高長恭
3700		1375	1	OpenDay7				同伴·哲別
3700		2236	1	OpenDay7				同伴·秦良玉
3700		1376	1	OpenDay7				同伴·袁承志
3700		1377	1	OpenDay7				同伴·鼇拜
3700		2235	1	OpenDay7				同伴·韓世忠
3700		1405	1	OpenDay116				同伴·赤睛虎皇
3700		1404	1	OpenDay116				同伴·撼天熊皇
3700		2260	1	OpenDay116				同伴·紫背鱷皇
3700		1403	1	OpenDay35				同伴·定海金剛
3700		1402	1	OpenDay35				同伴·金翅鵬皇
3700		2511	1	OpenDay35				同伴·銀角犀皇
3700		4576	1	OpenDay251				同伴·冰鱗蜥皇
3700		4577	1	OpenDay251				同伴·銀鉤蠍皇
3700		4578	1	OpenDay251				同伴·狂鬃獒皇
3701		1486	1					月眉兒·冰心仙子
3701		1487	1					楊瑛·朝陽燦金槍
3701		1488	1					清曉師太·滌塵劍
3701		1489	1					祝子虛·太霄神槍
3701		1490	1					黃暮雲·碧海潮生弓
3701		1491	1					道一真人·璿璣劍
3701		1492	1					端木睿·奪魂刃
3701		1499	1					孟知秋·滄海劍
3701		1512	1					張風·乘風劍
3701		1513	1					南宮滅·百煉手套
3701		1514	1					方勉·碎星劍
3701		1515	1					唐影·千機扇
3701		1516	1					秋依水·雲煙荷
3701		1517	1					天星道長·摘星手套
3701		1518	1					燕若雪·飄雪流雲袖
3701		1519	1					楊熙烈·凌絕劍
3701		1520	1					上官飛龍·挽月劍
3701		1521	1					納蘭潛凜·天魔劍
3701		1500	1	OpenDay7				高長恭·武陵白狼刃
3701		1501	1	OpenDay7				哲別·天鷹弩
3701		1502	1	OpenDay7				秦良玉·暴雨梨花槍
3701		1503	1	OpenDay7				袁承志·碧血劍
3701		1504	1	OpenDay7				鰲拜·斬鯊刀
3701		1505	1	OpenDay7				韓世忠·霸虎刀
3701		1506	1	OpenDay116				赤睛虎皇·白虎之爪
3701		1507	1	OpenDay116				撼天熊皇·暴君之牙
3701		1508	1	OpenDay116				紫背鱷皇·紫金之鱗
3701		1509	1	OpenDay35				定海金剛·金剛之鐲
3701		1510	1	OpenDay35				金翅鵬皇·迦樓羅之羽
3701		1511	1	OpenDay35				銀角犀皇·望月犀角
3729		3554	1					SSS同伴秦始皇
3729		3748	1					15000元寶
3752		2782	1					6階黃金衣服
3752		3743	1					50000元寶
3753		2783	1					7階黃金衣服
3753		3744	1					60000元寶
3754		2784	1					8階黃金衣服
3754		3746	1					9000元寶
3755		3631	1					9階黃金衣服
3755		3747	1					120000元寶
3756		2767	1					6階黃金項鍊
3756		3741	1					30000元寶
3757		2768	1					7階黃金項鍊
3757		2774	1					7階黃金玉佩
3757		3742	1					40000元寶
3758		2769	1					8階黃金項鍊
3758		2775	1					8階黃金玉佩
3758		3744	1					60000元寶
3759		3621	1					9階黃金項鍊
3759		3625	1					9階黃金玉佩
3759		3745	1					80000元寶
3760		2779	1					6階黃金帽子
3760		2788	1					6階黃金腰帶
3760		3739	1					15000元寶
3761		2780	1					7階黃金帽子
3761		2789	1					7階黃金腰帶
3761		3740	1					20000元寶
3762		2781	1					8階黃金帽子
3762		2790	1					8階黃金腰帶
3762		3741	1					30000元寶
3763		3629	1					9階黃金帽子
3763		3635	1					9階黃金腰帶
3763		3742	1					40000元寶
4617		4607	1					520活動線索地圖
4617		4608	1					520活動線索地圖
4617		4609	1					520活動線索地圖
4617		4610	1					520活動線索地圖
4617		4611	1					520活動線索地圖
4617		4612	1					520活動線索地圖
4617		4613	1					520活動線索地圖
4731		4302	24					府綢
4731		4307	24					銅錠
4731		4322	24					花崗岩
4731		4312	24					琉璃
4731		4317	24					羊皮
4731		4297	24					樺木
4732		4303	12					素軟緞
4732		4308	12					百煉鋼
4732		4323	12					大理石
4732		4313	12					珍珠
4732		4318	12					貂皮
4732		4298	12					核桃木
4733		4304	6					宋錦
4733		4309	6					銀錠
4733		4324	6					雨花石
4733		4314	6					岫岩玉
4733		4319	6					虎皮
4733		4299	6					香樟木
4734		4305	3					織金錦
4734		4310	3					金錠
4734		4325	3					天河石
4734		4315	3					翡翠
4734		4320	3					熊皮
4734		4300	3					紫檀木
4759		4760	1					T6時裝天王1（60天）
4759		4761	1					T6時裝峨眉1（60天）
4759		4762	1					T6時裝桃花1（60天）
4759		4763	1					T6時裝逍遙1（60天）
4759		4764	1					T6時裝武當1（60天）
4759		4765	1					T6時裝天忍1（60天）
4759		4766	1					T6時裝少林1（60天）
4759		4767	1					T6時裝翠煙1（60天）
4759		4768	1					T6時裝唐門1（60天）
4759		4769	1					T6時裝昆侖1（60天）
4759		4770	1					T6時裝丐幫1（60天）
4759		4771	1					T6時裝五毒1（60天）
4799		1173	1					T2稀有帽子
4799		1193	1					T2稀有護腕
4799		1203	1					T2稀有腰帶
4799		1213	1					T2稀有鞋子
4798		1133	1					T2稀有項鍊
4798		1143	1					T2稀有戒指
4798		1153	1					T2稀有玉佩
4798		1163	1					T2稀有護身符
4797		1134	1					T3稀有項鍊
4797		1144	1					T3稀有戒指
4797		1154	1					T3稀有玉佩
4797		1164	1					T3稀有護身符
4825		4303	64					素軟緞（3級傢俱材料）
4825		4308	64					百煉鋼
4825		4323	64					大理石
4825		4313	64					珍珠
4825		4318	64					貂皮
4825		4298	64					核桃木
4826		4304	32					宋錦（4級傢俱材料）
4826		4309	32					銀錠
4826		4324	32					雨花石
4826		4314	32					岫岩玉
4826		4319	32					虎皮
4826		4299	32					香樟木
4827		4305	16					織金錦（5級傢俱材料）
4827		4310	16					金錠
4827		4325	16					天河石
4827		4315	16					翡翠
4827		4320	16					熊皮
4827		4300	16					紫檀木
5414		5416	1					3000貢獻
5414		5419	1					3000元氣
5415		5417	1					10000貢獻
5415		5418	1					10000元氣
6120		6122	1					2500貢獻
6120		6124	1					2500元氣
6121		6123	1					8000貢獻
6121		6125	1					8000元氣
6813		6814	1					50000貢獻
6813		6815	1					50000元氣
6020		6022	1					【天王】浮光·夢羽
6020		6023	1					【峨眉】浮光·夢緣
6020		6024	1					【桃花】浮光·夢蝶
6020		6025	1					【逍遙】浮光·夢羽
6020		6026	1					【武當】浮光·夢緣
6020		6027	1					【天忍】浮光·夢羽
6020		6028	1					【少林】浮光·夢緣
6020		6029	1					【翠煙】浮光·夢蝶
6020		6030	1					【唐門】浮光·夢羽
6020		6031	1					【昆侖】浮光·夢緣
6020		6032	1					【丐幫】浮光·夢緣
6020		6033	1					【五毒】浮光·夢蝶
6020		6034	1					【藏劍】浮光·夢緣
6020		6035	1					【長歌】浮光·夢緣
6021		6036	1					【天王】浮光·夢羽
6021		6037	1					【峨眉】浮光·夢緣
6021		6038	1					【桃花】浮光·夢蝶
6021		6039	1					【逍遙】浮光·夢羽
6021		6040	1					【武當】浮光·夢緣
6021		6041	1					【天忍】浮光·夢羽
6021		6042	1					【少林】浮光·夢緣
6021		6043	1					【翠煙】浮光·夢蝶
6021		6044	1					【唐門】浮光·夢羽
6021		6045	1					【昆侖】浮光·夢緣
6021		6046	1					【丐幫】浮光·夢緣
6021		6047	1					【五毒】浮光·夢蝶
6021		6048	1					【藏劍】浮光·夢緣
6021		6049	1					【長歌】浮光·夢緣
6358		6359	1					【天王】狂客
6358		6360	1					【峨眉】狷者
6358		6361	1					【桃花】魅靈
6358		6362	1					【逍遙】邪俠
6358		6363	1					【武當】邪俠
6358		6364	1					【天忍】狷者
6358		6365	1					【少林】狂客
6358		6366	1					【翠煙】魅靈
6358		6367	1					【唐門】邪俠
6358		6368	1					【昆侖】狷者
6358		6369	1					【丐幫】狂客
6358		6370	1					【五毒】魅靈
6358		6371	1					【藏劍】邪俠
6358		6372	1					【長歌】魅靈
6091		1378	1					同伴·獨孤劍
6091		2253	1					同伴·南宮飛雲
6091		2254	1					同伴·楊影楓
6148		3554	1					同伴·秦始皇
6148		3553	1					同伴·項羽
6148		4056	1					同伴·完顏洪烈
6537		6149	1					任脈·曲骨通穴秘卷
6537		6150	1					督脈·長強通穴秘卷
6537		6276	1					沖脈·幽門通穴秘卷
6533		6188	1					20000真氣
6533		6536	1					20000元氣
6533		7070	1					20000貢獻
6534		6187	1					10000真氣
6534		5418	1					10000元氣
6534		5417	1					10000貢獻
6535		6467	1					5000真氣
6535		6538	1					5000元氣
6535		7071	1					5000貢獻
7129		6149	1					任脈·曲骨通穴秘卷
7129		6150	1					督脈·長強通穴秘卷
