TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
1476	SS6·(SS6本命武器)	PartnerWeapon_SS6	35	11476	11476		PartnerWeapon	2	SS6的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1477	李元霸·擂鼓甕金錘	PartnerWeapon_SS7	35	11477	11477		PartnerWeapon	2	李元霸的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1478	趙雲·龍膽亮銀槍	PartnerWeapon_SS8	35	11478	11478		PartnerWeapon	2	趙雲的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1479	李廣·射虎弓	PartnerWeapon_SS9	35	11479	11479		PartnerWeapon	2	李廣的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1480	荊軻·麒麟匕	PartnerWeapon_SS10	35	11480	11480		PartnerWeapon	2	荊軻的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1481	虞姬·繞梁琴	PartnerWeapon_SS11	35	11481	11481		PartnerWeapon	2	虞姬的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1482	岳飛·瀝泉神矛	PartnerWeapon_SS12	35	11482	11482		PartnerWeapon	2	嶽飛的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1483	SS13·(SS13本命武器)	PartnerWeapon_SS13	35	11483	11483		PartnerWeapon	2	SS13的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1484	SS14·(SS14本命武器)	PartnerWeapon_SS14	35	11484	11484		PartnerWeapon	2	SS14的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1485	SS15·(SS15本命武器)	PartnerWeapon_SS15	35	11485	11485		PartnerWeapon	2	SS15的本命武器，使用後提升同伴屬性並使同伴武器發光	3000000	1	1	1000	6	1	1	99999										
1486	月眉兒·冰心仙子	PartnerWeapon_S1	35	11486	11486		PartnerWeapon	2	月眉兒的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1487	楊瑛·朝陽燦金槍	PartnerWeapon_S2	35	11487	11487		PartnerWeapon	2	楊瑛的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1488	清曉師太·滌塵劍	PartnerWeapon_S3	35	11488	11488		PartnerWeapon	2	清曉師太的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1489	祝子虛·太霄神槍	PartnerWeapon_S4	35	11489	11489		PartnerWeapon	2	祝子虛的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1490	黃暮雲·碧海潮生弓	PartnerWeapon_S5	35	11490	11490		PartnerWeapon	2	黃暮雲的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1491	道一真人·璿璣劍	PartnerWeapon_S6	35	11491	11491		PartnerWeapon	2	道一真人的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1492	端木睿·奪魂刃	PartnerWeapon_S7	35	11492	11492		PartnerWeapon	2	端木睿的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1493	玄因·菩提禪杖	PartnerWeapon_S8	35	11493	11493		PartnerWeapon	2	玄因的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1494	尹含煙·（尹含煙）	PartnerWeapon_S9	35	11494	11494		PartnerWeapon	2	尹含煙的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1495	黑面郎君·五蠱奪魂	PartnerWeapon_S10	35	11495	11495		PartnerWeapon	2	黑面郎君的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1496	璿璣子·（璿璣子）	PartnerWeapon_S11	35	11496	11496		PartnerWeapon	2	璿璣子的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1497	何人我·虯龍棍	PartnerWeapon_S12	35	11497	11497		PartnerWeapon	2	何人我的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1498	唐仇·無常弩	PartnerWeapon_S13	35	11498	11498		PartnerWeapon	2	唐仇的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1499	孟知秋·滄海劍	PartnerWeapon_S14	35	11499	11499		PartnerWeapon	2	孟知秋的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1500	高長恭·武陵白狼刃	PartnerWeapon_S15	35	11500	11500		PartnerWeapon	2	高長恭的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1501	哲別·天鷹弩	PartnerWeapon_S16	35	11501	11501		PartnerWeapon	2	哲別的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1502	秦良玉·暴雨梨花槍	PartnerWeapon_S17	35	11502	11502		PartnerWeapon	2	秦良玉的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1503	袁承志·碧血劍	PartnerWeapon_S18	35	11503	11503		PartnerWeapon	2	袁承志的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1504	鰲拜·斬鯊刀	PartnerWeapon_S19	35	11504	11504		PartnerWeapon	2	鼇拜的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1505	韓世忠·霸虎刀	PartnerWeapon_S20	35	11505	11505		PartnerWeapon	2	韓世忠的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1506	赤睛虎皇·白虎之爪	PartnerWeapon_S21	35	11506	11506		PartnerWeapon	2	赤睛虎皇的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1507	撼天熊皇·暴君之牙	PartnerWeapon_S22	35	11507	11507		PartnerWeapon	2	撼天熊皇的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1508	紫背鱷皇·紫金之鱗	PartnerWeapon_S23	35	11508	11508		PartnerWeapon	2	紫背鱷皇的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1509	定海金剛·金剛之鐲	PartnerWeapon_S24	35	11509	11509		PartnerWeapon	2	定海金剛的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1510	金翅鵬皇·迦樓羅之羽	PartnerWeapon_S25	35	11510	11510		PartnerWeapon	2	金翅鵬皇的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1511	銀角犀皇·望月犀角	PartnerWeapon_S26	35	11511	11511		PartnerWeapon	2	銀角犀皇的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1512	張風·乘風劍	PartnerWeapon_S27	35	11512	11512		PartnerWeapon	2	張風的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1513	南宮滅·百煉手套	PartnerWeapon_S28	35	11513	11513		PartnerWeapon	2	南宮滅的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1514	方勉·碎星劍	PartnerWeapon_S29	35	11514	11514		PartnerWeapon	2	方勉的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1515	唐影·千機扇	PartnerWeapon_S30	35	11515	11515		PartnerWeapon	2	唐影的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1516	秋依水·雲煙荷	PartnerWeapon_S31	35	11516	11516		PartnerWeapon	2	秋依水的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1517	天星道長·摘星手套	PartnerWeapon_S32	35	11517	11517		PartnerWeapon	2	天星道長的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1518	燕若雪·飄雪流雲袖	PartnerWeapon_S33	35	11518	11518		PartnerWeapon	2	燕若雪的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1519	楊熙烈·凌絕劍	PartnerWeapon_S34	35	11519	11519		PartnerWeapon	2	楊熙烈的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1520	上官飛龍·挽月劍	PartnerWeapon_S35	35	11520	11520		PartnerWeapon	2	上官飛龍的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1521	納蘭潛凜·天魔劍	PartnerWeapon_S36	35	11521	11521		PartnerWeapon	2	納蘭潛凜的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1522	冰鱗蜥皇·幽冰爪	PartnerWeapon_S37	35	11522	11522		PartnerWeapon	2	冰鱗蜥皇的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1523	銀鉤蠍皇·碧藍金鉗	PartnerWeapon_S38	35	11523	11523		PartnerWeapon	2	銀鉤蠍皇的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1524	狂鬃獒皇·赤火鬃	PartnerWeapon_S39	35	11524	11524		PartnerWeapon	2	狂鬃獒皇的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1525	黃真伊·本命武器	PartnerWeapon_S40	35	11525	11525		PartnerWeapon	2	黃真伊的本命武器，使用後提升同伴屬性並使同伴武器發光	1000000	1	1	1000	5	1	1	99999										
1931	納蘭真·忘憂	PartnerWeapon_A1	35	11931	11931		PartnerWeapon	2	納蘭真的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1932	少年楊影楓·斷玉劍	PartnerWeapon_A2	35	11932	11932		PartnerWeapon	2	少年楊影楓的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1933	楊鐵心·素纓鏨金槍	PartnerWeapon_A3	35	11933	11933		PartnerWeapon	2	楊鐵心的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1934	無想·止水劍	PartnerWeapon_A4	35	11934	11934		PartnerWeapon	2	無想的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1935	柳瀟庭·星河槍	PartnerWeapon_A5	35	11935	11935		PartnerWeapon	2	柳瀟庭的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1936	李恬兒·赤凰弓	PartnerWeapon_A6	35	11936	11936		PartnerWeapon	2	李恬兒的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1937	李天目·天樞劍	PartnerWeapon_A7	35	11937	11937		PartnerWeapon	2	李天目的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1938	完顏襄·(完顏襄)	PartnerWeapon_A8	35	11938	11938		PartnerWeapon	2	完顏襄的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1939	玄慈·(玄慈)	PartnerWeapon_A9	35	11939	11939		PartnerWeapon	2	玄慈的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1940	尹筱雨·(尹筱雨)	PartnerWeapon_A10	35	11940	11940		PartnerWeapon	2	尹筱雨的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1941	古嫣然·(古嫣然)	PartnerWeapon_A11	35	11941	11941		PartnerWeapon	2	古嫣然的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1942	宋秋石·(宋秋石)	PartnerWeapon_A12	35	11942	11942		PartnerWeapon	2	宋秋石的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1943	石軒轅·(石軒轅)	PartnerWeapon_A13	35	11943	11943		PartnerWeapon	2	石軒轅的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1944	唐曉·(唐曉)	PartnerWeapon_A14	35	11944	11944		PartnerWeapon	2	唐曉的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1945	雙首異獸·龍龜甲	PartnerWeapon_A15	35	11945	11945		PartnerWeapon	2	雙首異獸的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1946	奔焰豹王·奔焰爪	PartnerWeapon_A16	35	11946	11946		PartnerWeapon	2	奔焰豹王的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1947	九尾狐王·天狐尾	PartnerWeapon_A17	35	11947	11947		PartnerWeapon	2	九尾狐王的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1948	唐瀟·七殺鐮	PartnerWeapon_A18	35	11948	11948		PartnerWeapon	2	唐瀟的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1949	紫軒·聽雨傘	PartnerWeapon_A19	35	11949	11949		PartnerWeapon	2	紫軒的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1950	薔薇·薔薇袖	PartnerWeapon_A20	35	11950	11950		PartnerWeapon	2	薔薇的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1951	卓非凡·絕情斷意劍	PartnerWeapon_A21	35	11951	11951		PartnerWeapon	2	卓非凡的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1952	月明瑤·浣花手套	PartnerWeapon_A22	35	11952	11952		PartnerWeapon	2	月明瑤的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1953	南宮彩虹·玉露劍	PartnerWeapon_A23	35	11953	11953		PartnerWeapon	2	南宮彩虹的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1954	張如夢·金風劍	PartnerWeapon_A24	35	11954	11954		PartnerWeapon	2	張如夢的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1955	張琳心·飛鳳劍	PartnerWeapon_A25	35	11955	11955		PartnerWeapon	2	張琳心的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1956	封玉書·翠玉槍	PartnerWeapon_A26	35	11956	11956		PartnerWeapon	2	封玉書的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1957	曲霞·紫玉蛇袖	PartnerWeapon_A27	35	11957	11957		PartnerWeapon	2	曲霞的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1958	耶律辟離·火麟爪	PartnerWeapon_A28	35	11958	11958		PartnerWeapon	2	耶律辟離的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1959	林海·秋楓劍	PartnerWeapon_A29	35	11959	11959		PartnerWeapon	2	林海的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1960	陸文龍·紋龍刀	PartnerWeapon_A30	35	11960	11960		PartnerWeapon	2	陸文龍的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1961	趙無雙·挽花劍	PartnerWeapon_A31	35	11961	11961		PartnerWeapon	2	趙無雙的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1962	無相·月牙鏟	PartnerWeapon_A32	35	11962	11962		PartnerWeapon	2	無相的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1963	趙節·貪狼戟	PartnerWeapon_A33	35	11963	11963		PartnerWeapon	2	趙節的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1964	邵騎風·流金袖	PartnerWeapon_A34	35	11964	11964		PartnerWeapon	2	邵騎風的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1965	何暮雪·輕雪飛袖	PartnerWeapon_A35	35	11965	11965		PartnerWeapon	2	何暮雪的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1966	趙升權·風雪槍	PartnerWeapon_A36	35	11966	11966		PartnerWeapon	2	趙升權的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
1967	柴嵩·墨竹扇	PartnerWeapon_A37	35	11967	11967		PartnerWeapon	2	柴嵩的本命武器，使用後提升同伴屬性並使同伴武器發光	300000	1	1	1000	4	1	1	99999										
