TemplateId	Name	Kind	ShowType	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
5782	12階稀有戒指碎片	T12_Ring_Q2_piece		34	4922		EquipMeterial	99	4922	殘缺不全的稀有戒指碎片，需要  [FFFE0D]10塊[-]才能打造成1枚[FFFE0D]12階【稀有】[-]戒指	400000	9	1	400000	6	1		999										
5783	13階稀有戒指碎片	T13_Ring_Q2_piece		34	4923		EquipMeterial	99	4923	殘缺不全的稀有戒指碎片，需要  [FFFE0D]10塊[-]才能打造成1枚[FFFE0D]13階【稀有】[-]戒指	540000	10	1	600000	6	1		999										
5784	14階稀有戒指碎片	T14_Ring_Q2_piece		34	4924		EquipMeterial	99	4924	殘缺不全的稀有戒指碎片，需要  [FFFE0D]10塊[-]才能打造成1枚[FFFE0D]14階【稀有】[-]戒指	800000	11	1	800000	6	1		999										
5785	15階稀有戒指碎片	T15_Ring_Q2_piece		34	4925		EquipMeterial	99	4925	殘缺不全的稀有戒指碎片，需要  [FFFE0D]10塊[-]才能打造成1枚[FFFE0D]15階【稀有】[-]戒指	1000000	12	1	1000000	6	1		999										
2103	4階傳承戒指碎片	T4_Ring_Q3_piece		34	24		EquipMeterial	99	24	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]4階【傳承】[-]戒指	80000	1	1	80000	4	1		999										
2104	5階傳承戒指碎片	T5_Ring_Q3_piece		34	25		EquipMeterial	99	25	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]5階【傳承】[-]戒指	180000	2	1	180000	4	1		999										
2105	6階傳承戒指碎片	T6_Ring_Q3_piece		34	26		EquipMeterial	99	26	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]6階【傳承】[-]戒指	240000	3	1	240000	4	1		999										
2958	7階傳承戒指碎片	T7_Ring_Q3_piece		34	27		EquipMeterial	99	27	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]7階【傳承】[-]戒指	320000	4	1	320000	4	1		999										
2959	8階傳承戒指碎片	T8_Ring_Q3_piece		34	28		EquipMeterial	99	28	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]8階【傳承】[-]戒指	480000	5	1	480000	4	1		999										
2960	9階傳承戒指碎片	T9_Ring_Q3_piece		34	29		EquipMeterial	99	29	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]9階【傳承】[-]戒指	720000	6	1	720000	4	1		999										
3672	10階傳承戒指碎片	T10_Ring_Q3_piece		34	30		EquipMeterial	99	30	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]10階【傳承】[-]戒指	960000	7	1	960000	4	1		999										
5786	11階傳承戒指碎片	T11_Ring_Q3_piece		34	4921		EquipMeterial	99	4921	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]11階【傳承】[-]戒指	1280000	8	1	1280000	4	1		999										
5787	12階傳承戒指碎片	T12_Ring_Q3_piece		34	4922		EquipMeterial	99	4922	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]12階【傳承】[-]戒指	320000	9	1	320000	4	1		999										
5788	13階傳承戒指碎片	T13_Ring_Q3_piece		34	4923		EquipMeterial	99	4923	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]13階【傳承】[-]戒指	480000	10	1	480000	4	1		999										
5789	14階傳承戒指碎片	T14_Ring_Q3_piece		34	4924		EquipMeterial	99	4924	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]14階【傳承】[-]戒指	720000	11	1	720000	4	1		999										
5790	15階傳承戒指碎片	T15_Ring_Q3_piece		34	4925		EquipMeterial	99	4925	殘缺不全的傳承戒指碎片，需要  [FFFE0D]5塊[-]才能打造成1枚[FFFE0D]15階【傳承】[-]戒指	960000	12	1	960000	4	1		999										
2106	4階稀有玉佩碎片	T4_Pendant_Q2_piece		34	34		EquipMeterial	99	34	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]4階【稀有】[-]玉佩	120000	1	1	120000	6	1		999										
2107	5階稀有玉佩碎片	T5_Pendant_Q2_piece		34	35		EquipMeterial	99	35	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]5階【稀有】[-]玉佩	250000	2	1	250000	6	1		999										
2108	6階稀有玉佩碎片	T6_Pendant_Q2_piece		34	36		EquipMeterial	99	36	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]6階【稀有】[-]玉佩	300000	3	1	300000	6	1		999										
2961	7階稀有玉佩碎片	T7_Pendant_Q2_piece		34	37		EquipMeterial	99	37	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]7階【稀有】[-]玉佩	400000	4	1	400000	6	1		999										
2962	8階稀有玉佩碎片	T8_Pendant_Q2_piece		34	38		EquipMeterial	99	38	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]8階【稀有】[-]玉佩	540000	5	1	600000	6	1		999										
2963	9階稀有玉佩碎片	T9_Pendant_Q2_piece		34	39		EquipMeterial	99	39	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]9階【稀有】[-]玉佩	800000	6	1	800000	6	1		999										
3673	10階稀有玉佩碎片	T10_Pendant_Q2_piece		34	40		EquipMeterial	99	40	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]10階【稀有】[-]玉佩	1000000	7	1	1000000	6	1		999										
5791	11階稀有玉佩碎片	T11_Pendant_Q2_piece		34	4931		EquipMeterial	99	4931	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]11階【稀有】[-]玉佩	1250000	8	1	1250000	6	1		999										
5792	12階稀有玉佩碎片	T12_Pendant_Q2_piece		34	4932		EquipMeterial	99	4932	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]12階【稀有】[-]玉佩	400000	9	1	400000	6	1		999										
5793	13階稀有玉佩碎片	T13_Pendant_Q2_piece		34	4933		EquipMeterial	99	4933	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]13階【稀有】[-]玉佩	540000	10	1	600000	6	1		999										
5794	14階稀有玉佩碎片	T14_Pendant_Q2_piece		34	4934		EquipMeterial	99	4934	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]14階【稀有】[-]玉佩	800000	11	1	800000	6	1		999										
5795	15階稀有玉佩碎片	T15_Pendant_Q2_piece		34	4935		EquipMeterial	99	4935	殘缺不全的稀有玉佩碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]15階【稀有】[-]玉佩	1000000	12	1	1000000	6	1		999										
2109	4階傳承玉佩碎片	T4_Pendant_Q3_piece		34	34		EquipMeterial	99	34	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]4階【傳承】[-]玉佩	80000	1	1	80000	4	1		999										
2110	5階傳承玉佩碎片	T5_Pendant_Q3_piece		34	35		EquipMeterial	99	35	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]5階【傳承】[-]玉佩	180000	2	1	180000	4	1		999										
2111	6階傳承玉佩碎片	T6_Pendant_Q3_piece		34	36		EquipMeterial	99	36	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]6階【傳承】[-]玉佩	240000	3	1	240000	4	1		999										
2964	7階傳承玉佩碎片	T7_Pendant_Q3_piece		34	37		EquipMeterial	99	37	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]7階【傳承】[-]玉佩	320000	4	1	320000	4	1		999										
2965	8階傳承玉佩碎片	T8_Pendant_Q3_piece		34	38		EquipMeterial	99	38	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]8階【傳承】[-]玉佩	480000	5	1	480000	4	1		999										
2966	9階傳承玉佩碎片	T9_Pendant_Q3_piece		34	39		EquipMeterial	99	39	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]9階【傳承】[-]玉佩	720000	6	1	720000	4	1		999										
3674	10階傳承玉佩碎片	T10_Pendant_Q3_piece		34	40		EquipMeterial	99	40	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]10階【傳承】[-]玉佩	960000	7	1	960000	4	1		999										
5796	11階傳承玉佩碎片	T11_Pendant_Q3_piece		34	4931		EquipMeterial	99	4931	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]11階【傳承】[-]玉佩	1280000	8	1	1280000	4	1		999										
5797	12階傳承玉佩碎片	T12_Pendant_Q3_piece		34	4932		EquipMeterial	99	4932	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]12階【傳承】[-]玉佩	320000	9	1	320000	4	1		999										
5798	13階傳承玉佩碎片	T13_Pendant_Q3_piece		34	4933		EquipMeterial	99	4933	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]13階【傳承】[-]玉佩	480000	10	1	480000	4	1		999										
5799	14階傳承玉佩碎片	T14_Pendant_Q3_piece		34	4934		EquipMeterial	99	4934	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]14階【傳承】[-]玉佩	720000	11	1	720000	4	1		999										
5800	15階傳承玉佩碎片	T15_Pendant_Q3_piece		34	4935		EquipMeterial	99	4935	殘缺不全的傳承玉佩碎片，需要  [FFFE0D]5塊[-]才能打造成1塊[FFFE0D]15階【傳承】[-]玉佩	960000	12	1	960000	4	1		999										
2112	4階稀有護身符碎片	T4_Amulet_Q2_piece		34	44		EquipMeterial	99	44	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]4階【稀有】[-]護身符	120000	1	1	120000	6	1		999										
2113	5階稀有護身符碎片	T5_Amulet_Q2_piece		34	45		EquipMeterial	99	45	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]5階【稀有】[-]護身符	250000	2	1	250000	6	1		999										
2114	6階稀有護身符碎片	T6_Amulet_Q2_piece		34	46		EquipMeterial	99	46	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]6階【稀有】[-]護身符	300000	3	1	300000	6	1		999										
2967	7階稀有護身符碎片	T7_Amulet_Q2_piece		34	47		EquipMeterial	99	47	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]7階【稀有】[-]護身符	400000	4	1	400000	6	1		999										
2968	8階稀有護身符碎片	T8_Amulet_Q2_piece		34	48		EquipMeterial	99	48	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]8階【稀有】[-]護身符	540000	5	1	600000	6	1		999										
2969	9階稀有護身符碎片	T9_Amulet_Q2_piece		34	49		EquipMeterial	99	49	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]9階【稀有】[-]護身符	800000	6	1	800000	6	1		999										
3675	10階稀有護身符碎片	T10_Amulet_Q2_piece		34	50		EquipMeterial	99	50	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]10階【稀有】[-]護身符	1000000	7	1	1000000	6	1		999										
5801	11階稀有護身符碎片	T11_Amulet_Q2_piece		34	4941		EquipMeterial	99	4941	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]11階【稀有】[-]護身符	1250000	8	1	1250000	6	1		999										
5802	12階稀有護身符碎片	T12_Amulet_Q2_piece		34	4942		EquipMeterial	99	4942	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]12階【稀有】[-]護身符	400000	9	1	400000	6	1		999										
5803	13階稀有護身符碎片	T13_Amulet_Q2_piece		34	4943		EquipMeterial	99	4943	殘缺不全的稀有護身符碎片，需要  [FFFE0D]10塊[-]才能打造成1塊[FFFE0D]13階【稀有】[-]護身符	540000	10	1	600000	6	1		999										
