TemplateId	Name	Kind	ShowType	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
1032	虎睛項鍊	Un_T1_Necklace_Q1		36	11		Unidentify	1	11	鑒定等級：1級\n鑒定後獲得[FFFE0D]1階[-]項鍊	10000	1	7	10000	1	1	1	999	11									
1033	冰晶項鍊	Un_T2_Necklace_Q1		36	12		Unidentify	1	12	鑒定等級：24級\n鑒定後獲得[FFFE0D]2階[-]項鍊	20000	2	7	20000	1	24	1	999	12									
1034	珊瑚項鍊	Un_T3_Necklace_Q1		36	13		Unidentify	1	13	鑒定等級：42級\n鑒定後獲得[FFFE0D]3階[-]項鍊	40000	3	7	40000	1	42	1	999	13									
1035	五色項鍊	Un_T4_Necklace_Q1		36	14		Unidentify	1	14	鑒定等級：52級\n鑒定後獲得[FFFE0D]4階[-]項鍊	80000	4	7	80000	1	52	1	999	14									
1036	溫潤之鏈	Un_T5_Necklace_Q1		36	15		Unidentify	1	15	鑒定等級：62級\n鑒定後獲得[FFFE0D]5階[-]項鍊	160000	5	7	160000	1	62	1	999	15									
1037	秘隱之鏈	Un_T6_Necklace_Q1		36	16		Unidentify	1	16	鑒定等級：72級\n鑒定後獲得[FFFE0D]6階[-]項鍊	320000	6	7	320000	1	72	1	999	16									
1038	北辰之鏈	Un_T7_Necklace_Q1		36	17		Unidentify	1	17	鑒定等級：82級\n鑒定後獲得[FFFE0D]7階[-]項鍊	640000	7	7	640000	1	82	1	999	17									
1039	群鳥之鏈	Un_T8_Necklace_Q1		36	18		Unidentify	1	18	鑒定等級：92級\n鑒定後獲得[FFFE0D]8階[-]項鍊	900000	8	7	900000	1	92	1	999	18									
1040	朝露之鏈	Un_T9_Necklace_Q1		36	19		Unidentify	1	19	鑒定等級：102級\n鑒定後獲得[FFFE0D]9階[-]項鍊	1200000	9	7	1200000	1	102	1	999	19									
1041	鴻雁之鏈	Un_T10_Necklace_Q1		36	20		Unidentify	1	20	鑒定等級：112級\n鑒定後獲得[FFFE0D]10階[-]項鍊	1600000	10	7	1600000	1	112	1	999	20									
5471	乾坤之鏈	Un_T11_Necklace_Q1		36	4911		Unidentify	1	4911	鑒定等級：122級\n鑒定後獲得[FFFE0D]11階[-]項鍊	2200000	11	7	2200000	1	122	1	999	4911									
5472	項鍊T12	Un_T12_Necklace_Q1		36	4912		Unidentify	1	4912	鑒定等級：132級\n鑒定後獲得[FFFE0D]12階[-]項鍊	20000	12	7	20000	1	132	1	999	4912									
5473	項鍊T13	Un_T13_Necklace_Q1		36	4913		Unidentify	1	4913	鑒定等級：142級\n鑒定後獲得[FFFE0D]13階[-]項鍊	40000	13	7	40000	1	142	1	999	4913									
5474	項鍊T14	Un_T14_Necklace_Q1		36	4914		Unidentify	1	4914	鑒定等級：152級\n鑒定後獲得[FFFE0D]14階[-]項鍊	80000	14	7	80000	1	152	1	999	4914									
5475	項鍊T15	Un_T15_Necklace_Q1		36	4915		Unidentify	1	4915	鑒定等級：162級\n鑒定後獲得[FFFE0D]15階[-]項鍊	160000	15	7	160000	1	162	1	999	4915									
5476	項鍊T16	Un_T16_Necklace_Q1		36	4916		Unidentify	1	4916	鑒定等級：172級\n鑒定後獲得[FFFE0D]16階[-]項鍊	320000	16	7	320000	1	172	1	999	4916									
5477	項鍊T17	Un_T17_Necklace_Q1		36	4917		Unidentify	1	4917	鑒定等級：182級\n鑒定後獲得[FFFE0D]17階[-]項鍊	640000	17	7	640000	1	182	1	999	4917									
5478	項鍊T18	Un_T18_Necklace_Q1		36	4918		Unidentify	1	4918	鑒定等級：192級\n鑒定後獲得[FFFE0D]18階[-]項鍊	900000	18	7	900000	1	192	1	999	4918									
5479	項鍊T19	Un_T19_Necklace_Q1		36	4919		Unidentify	1	4919	鑒定等級：202級\n鑒定後獲得[FFFE0D]19階[-]項鍊	1200000	19	7	1200000	1	202	1	999	4919									
5480	項鍊T20	Un_T20_Necklace_Q1		36	4920		Unidentify	1	4920	鑒定等級：212級\n鑒定後獲得[FFFE0D]20階[-]項鍊	1600000	20	7	1600000	1	212	1	999	4920									
1042	俠少之戒	Un_T1_Ring_Q1		36	21		Unidentify	1	21	鑒定等級：1級\n鑒定後獲得[FFFE0D]1階[-]戒指	10000	1	7	10000	1	1	1	999	21									
1043	分水之戒	Un_T2_Ring_Q1		36	22		Unidentify	1	22	鑒定等級：28級\n鑒定後獲得[FFFE0D]2階[-]戒指	20000	2	7	20000	1	28	1	999	22									
1044	伏斷之戒	Un_T3_Ring_Q1		36	23		Unidentify	1	23	鑒定等級：44級\n鑒定後獲得[FFFE0D]3階[-]戒指	40000	3	7	40000	1	44	1	999	23									
1045	破軍之戒	Un_T4_Ring_Q1		36	24		Unidentify	1	24	鑒定等級：54級\n鑒定後獲得[FFFE0D]4階[-]戒指	80000	4	7	80000	1	54	1	999	24									
1046	荒蕪之戒	Un_T5_Ring_Q1		36	25		Unidentify	1	25	鑒定等級：64級\n鑒定後獲得[FFFE0D]5階[-]戒指	160000	5	7	160000	1	64	1	999	25									
1047	火府之戒	Un_T6_Ring_Q1		36	26		Unidentify	1	26	鑒定等級：74級\n鑒定後獲得[FFFE0D]6階[-]戒指	320000	6	7	320000	1	74	1	999	26									
1048	蒼穹之戒	Un_T7_Ring_Q1		36	27		Unidentify	1	27	鑒定等級：84級\n鑒定後獲得[FFFE0D]7階[-]戒指	640000	7	7	640000	1	84	1	999	27									
1049	邢天之戒	Un_T8_Ring_Q1		36	28		Unidentify	1	28	鑒定等級：94級\n鑒定後獲得[FFFE0D]8階[-]戒指	900000	8	7	900000	1	94	1	999	28									
1050	應龍之戒	Un_T9_Ring_Q1		36	29		Unidentify	1	29	鑒定等級：104級\n鑒定後獲得[FFFE0D]9階[-]戒指	1200000	9	7	1200000	1	104	1	999	29									
1051	瑞祥之戒	Un_T10_Ring_Q1		36	30		Unidentify	1	30	鑒定等級：114級\n鑒定後獲得[FFFE0D]10階[-]戒指	1600000	10	7	1600000	1	114	1	999	30									
5481	白澤之戒	Un_T11_Ring_Q1		36	4921		Unidentify	1	4921	鑒定等級：124級\n鑒定後獲得[FFFE0D]11階[-]戒指	2200000	11	7	2200000	1	124	1	999	4921									
5482	戒指T12	Un_T12_Ring_Q1		36	4922		Unidentify	1	4922	鑒定等級：134級\n鑒定後獲得[FFFE0D]12階[-]戒指	20000	12	7	20000	1	134	1	999	4922									
5483	戒指T13	Un_T13_Ring_Q1		36	4923		Unidentify	1	4923	鑒定等級：144級\n鑒定後獲得[FFFE0D]13階[-]戒指	40000	13	7	40000	1	144	1	999	4923									
5484	戒指T14	Un_T14_Ring_Q1		36	4924		Unidentify	1	4924	鑒定等級：154級\n鑒定後獲得[FFFE0D]14階[-]戒指	80000	14	7	80000	1	154	1	999	4924									
5485	戒指T15	Un_T15_Ring_Q1		36	4925		Unidentify	1	4925	鑒定等級：164級\n鑒定後獲得[FFFE0D]15階[-]戒指	160000	15	7	160000	1	164	1	999	4925									
5486	戒指T16	Un_T16_Ring_Q1		36	4926		Unidentify	1	4926	鑒定等級：174級\n鑒定後獲得[FFFE0D]16階[-]戒指	320000	16	7	320000	1	174	1	999	4926									
5487	戒指T17	Un_T17_Ring_Q1		36	4927		Unidentify	1	4927	鑒定等級：184級\n鑒定後獲得[FFFE0D]17階[-]戒指	640000	17	7	640000	1	184	1	999	4927									
5488	戒指T18	Un_T18_Ring_Q1		36	4928		Unidentify	1	4928	鑒定等級：194級\n鑒定後獲得[FFFE0D]18階[-]戒指	900000	18	7	900000	1	194	1	999	4928									
5489	戒指T19	Un_T19_Ring_Q1		36	4929		Unidentify	1	4929	鑒定等級：204級\n鑒定後獲得[FFFE0D]19階[-]戒指	1200000	19	7	1200000	1	204	1	999	4929									
5490	戒指T20	Un_T20_Ring_Q1		36	4930		Unidentify	1	4930	鑒定等級：214級\n鑒定後獲得[FFFE0D]20階[-]戒指	1600000	20	7	1600000	1	214	1	999	4930									
1052	蘭花佩	Un_T1_Pendant_Q1		36	31		Unidentify	1	31	鑒定等級：1級\n鑒定後獲得[FFFE0D]1階[-]玉佩	10000	1	7	10000	1	1	1	999	31									
1053	荷葉佩	Un_T2_Pendant_Q1		36	32		Unidentify	1	32	鑒定等級：32級\n鑒定後獲得[FFFE0D]2階[-]玉佩	20000	2	7	20000	1	32	1	999	32									
1054	鹿紋佩	Un_T3_Pendant_Q1		36	33		Unidentify	1	33	鑒定等級：46級\n鑒定後獲得[FFFE0D]3階[-]玉佩	40000	3	7	40000	1	46	1	999	33									
1055	玉蟬佩	Un_T4_Pendant_Q1		36	34		Unidentify	1	34	鑒定等級：56級\n鑒定後獲得[FFFE0D]4階[-]玉佩	80000	4	7	80000	1	56	1	999	34									
1056	龍魚佩	Un_T5_Pendant_Q1		36	35		Unidentify	1	35	鑒定等級：66級\n鑒定後獲得[FFFE0D]5階[-]玉佩	160000	5	7	160000	1	66	1	999	35									
1057	雁行佩	Un_T6_Pendant_Q1		36	36		Unidentify	1	36	鑒定等級：76級\n鑒定後獲得[FFFE0D]6階[-]玉佩	320000	6	7	320000	1	76	1	999	36									
1058	勾雲佩	Un_T7_Pendant_Q1		36	37		Unidentify	1	37	鑒定等級：86級\n鑒定後獲得[FFFE0D]7階[-]玉佩	640000	7	7	640000	1	86	1	999	37									
1059	龍首佩	Un_T8_Pendant_Q1		36	38		Unidentify	1	38	鑒定等級：96級\n鑒定後獲得[FFFE0D]8階[-]玉佩	900000	8	7	900000	1	96	1	999	38									
1060	鯤鵬佩	Un_T9_Pendant_Q1		36	39		Unidentify	1	39	鑒定等級：106級\n鑒定後獲得[FFFE0D]9階[-]玉佩	1200000	9	7	1200000	1	106	1	999	39									
1061	北冥佩	Un_T10_Pendant_Q1		36	40		Unidentify	1	40	鑒定等級：116級\n鑒定後獲得[FFFE0D]10階[-]玉佩	1600000	10	7	1600000	1	116	1	999	40									
5491	天心佩	Un_T11_Pendant_Q1		36	4931		Unidentify	1	4931	鑒定等級：126級\n鑒定後獲得[FFFE0D]11階[-]玉佩	2200000	11	7	2200000	1	126	1	999	4931									
5492	玉佩T12	Un_T12_Pendant_Q1		36	4932		Unidentify	1	4932	鑒定等級：136級\n鑒定後獲得[FFFE0D]12階[-]玉佩	20000	12	7	20000	1	136	1	999	4932									
5493	玉佩T13	Un_T13_Pendant_Q1		36	4933		Unidentify	1	4933	鑒定等級：146級\n鑒定後獲得[FFFE0D]13階[-]玉佩	40000	13	7	40000	1	146	1	999	4933									
5494	玉佩T14	Un_T14_Pendant_Q1		36	4934		Unidentify	1	4934	鑒定等級：156級\n鑒定後獲得[FFFE0D]14階[-]玉佩	80000	14	7	80000	1	156	1	999	4934									
5495	玉佩T15	Un_T15_Pendant_Q1		36	4935		Unidentify	1	4935	鑒定等級：166級\n鑒定後獲得[FFFE0D]15階[-]玉佩	160000	15	7	160000	1	166	1	999	4935									
5496	玉佩T16	Un_T16_Pendant_Q1		36	4936		Unidentify	1	4936	鑒定等級：176級\n鑒定後獲得[FFFE0D]16階[-]玉佩	320000	16	7	320000	1	176	1	999	4936									
5497	玉佩T17	Un_T17_Pendant_Q1		36	4937		Unidentify	1	4937	鑒定等級：186級\n鑒定後獲得[FFFE0D]17階[-]玉佩	640000	17	7	640000	1	186	1	999	4937									
5498	玉佩T18	Un_T18_Pendant_Q1		36	4938		Unidentify	1	4938	鑒定等級：196級\n鑒定後獲得[FFFE0D]18階[-]玉佩	900000	18	7	900000	1	196	1	999	4938									
5499	玉佩T19	Un_T19_Pendant_Q1		36	4939		Unidentify	1	4939	鑒定等級：206級\n鑒定後獲得[FFFE0D]19階[-]玉佩	1200000	19	7	1200000	1	206	1	999	4939									
5500	玉佩T20	Un_T20_Pendant_Q1		36	4940		Unidentify	1	4940	鑒定等級：216級\n鑒定後獲得[FFFE0D]20階[-]玉佩	1600000	20	7	1600000	1	216	1	999	4940									
1062	玲瓏符	Un_T1_Amulet_Q1		36	41		Unidentify	1	41	鑒定等級：1級\n鑒定後獲得[FFFE0D]1階[-]護身符	10000	1	7	10000	1	1	1	999	41									
1063	百錦符	Un_T2_Amulet_Q1		36	42		Unidentify	1	42	鑒定等級：36級\n鑒定後獲得[FFFE0D]2階[-]護身符	20000	2	7	20000	1	36	1	999	42									
1064	刺魚符	Un_T3_Amulet_Q1		36	43		Unidentify	1	43	鑒定等級：48級\n鑒定後獲得[FFFE0D]3階[-]護身符	40000	3	7	40000	1	48	1	999	43									
1065	出雲符	Un_T4_Amulet_Q1		36	44		Unidentify	1	44	鑒定等級：58級\n鑒定後獲得[FFFE0D]4階[-]護身符	80000	4	7	80000	1	58	1	999	44									
1066	天罡符	Un_T5_Amulet_Q1		36	45		Unidentify	1	45	鑒定等級：68級\n鑒定後獲得[FFFE0D]5階[-]護身符	160000	5	7	160000	1	68	1	999	45									
1067	雷神符	Un_T6_Amulet_Q1		36	46		Unidentify	1	46	鑒定等級：78級\n鑒定後獲得[FFFE0D]6階[-]護身符	320000	6	7	320000	1	78	1	999	46									
1068	天魔符	Un_T7_Amulet_Q1		36	47		Unidentify	1	47	鑒定等級：88級\n鑒定後獲得[FFFE0D]7階[-]護身符	640000	7	7	640000	1	88	1	999	47									
1069	清虛符	Un_T8_Amulet_Q1		36	48		Unidentify	1	48	鑒定等級：98級\n鑒定後獲得[FFFE0D]8階[-]護身符	900000	8	7	900000	1	98	1	999	48									
1070	仙緣符	Un_T9_Amulet_Q1		36	49		Unidentify	1	49	鑒定等級：108級\n鑒定後獲得[FFFE0D]9階[-]護身符	1200000	9	7	1200000	1	108	1	999	49									
1071	紫珀符	Un_T10_Amulet_Q1		36	50		Unidentify	1	50	鑒定等級：118級\n鑒定後獲得[FFFE0D]10階[-]護身符	1600000	10	7	1600000	1	118	1	999	50									
5501	赤霄符	Un_T11_Amulet_Q1		36	4941		Unidentify	1	4941	鑒定等級：128級\n鑒定後獲得[FFFE0D]11階[-]護身符	2200000	11	7	2200000	1	128	1	999	4941									
5502	護身符T12	Un_T12_Amulet_Q1		36	4942		Unidentify	1	4942	鑒定等級：138級\n鑒定後獲得[FFFE0D]12階[-]護身符	20000	12	7	20000	1	138	1	999	4942									
5503	護身符T13	Un_T13_Amulet_Q1		36	4943		Unidentify	1	4943	鑒定等級：148級\n鑒定後獲得[FFFE0D]13階[-]護身符	40000	13	7	40000	1	148	1	999	4943									
5504	護身符T14	Un_T14_Amulet_Q1		36	4944		Unidentify	1	4944	鑒定等級：158級\n鑒定後獲得[FFFE0D]14階[-]護身符	80000	14	7	80000	1	158	1	999	4944									
5505	護身符T15	Un_T15_Amulet_Q1		36	4945		Unidentify	1	4945	鑒定等級：168級\n鑒定後獲得[FFFE0D]15階[-]護身符	160000	15	7	160000	1	168	1	999	4945									
5506	護身符T16	Un_T16_Amulet_Q1		36	4946		Unidentify	1	4946	鑒定等級：178級\n鑒定後獲得[FFFE0D]16階[-]護身符	320000	16	7	320000	1	178	1	999	4946									
5507	護身符T17	Un_T17_Amulet_Q1		36	4947		Unidentify	1	4947	鑒定等級：188級\n鑒定後獲得[FFFE0D]17階[-]護身符	640000	17	7	640000	1	188	1	999	4947									
5508	護身符T18	Un_T18_Amulet_Q1		36	4948		Unidentify	1	4948	鑒定等級：198級\n鑒定後獲得[FFFE0D]18階[-]護身符	900000	18	7	900000	1	198	1	999	4948									
5509	護身符T19	Un_T19_Amulet_Q1		36	4949		Unidentify	1	4949	鑒定等級：208級\n鑒定後獲得[FFFE0D]19階[-]護身符	1200000	19	7	1200000	1	208	1	999	4949									
5510	護身符T20	Un_T20_Amulet_Q1		36	4950		Unidentify	1	4950	鑒定等級：218級\n鑒定後獲得[FFFE0D]20階[-]護身符	1600000	20	7	1600000	1	218	1	999	4950									
1072	1階帽子	Un_T1_Helm_Q1	5101	36	10201		Unidentify	1	10201	鑒定等級：1級\n鑒定後獲得[FFFE0D]1階[-]帽子	5000	1	7	5000	1	1	1	999	51									
1073	2階帽子	Un_T2_Helm_Q1	5102	36	10202		Unidentify	1	10202	鑒定等級：22級\n鑒定後獲得[FFFE0D]2階[-]帽子	10000	2	7	10000	1	22	1	999	52									
1074	3階帽子	Un_T3_Helm_Q1	5103	36	10203		Unidentify	1	10203	鑒定等級：41級\n鑒定後獲得[FFFE0D]3階[-]帽子	20000	3	7	20000	1	41	1	999	53									
1075	4階帽子	Un_T4_Helm_Q1	5104	36	10204		Unidentify	1	10204	鑒定等級：51級\n鑒定後獲得[FFFE0D]4階[-]帽子	40000	4	7	40000	1	51	1	999	54									
1076	5階帽子	Un_T5_Helm_Q1	5105	36	10205		Unidentify	1	10205	鑒定等級：61級\n鑒定後獲得[FFFE0D]5階[-]帽子	80000	5	7	80000	1	61	1	999	55									
1077	6階帽子	Un_T6_Helm_Q1	5106	36	10206		Unidentify	1	10206	鑒定等級：71級\n鑒定後獲得[FFFE0D]6階[-]帽子	160000	6	7	160000	1	71	1	999	56									
1078	7階帽子	Un_T7_Helm_Q1	5107	36	10207		Unidentify	1	10207	鑒定等級：81級\n鑒定後獲得[FFFE0D]7階[-]帽子	320000	7	7	320000	1	81	1	999	57									
1079	8階帽子	Un_T8_Helm_Q1	5108	36	10208		Unidentify	1	10208	鑒定等級：91級\n鑒定後獲得[FFFE0D]8階[-]帽子	450000	8	7	450000	1	91	1	999	58									
1080	9階帽子	Un_T9_Helm_Q1	5109	36	10209		Unidentify	1	10209	鑒定等級：101級\n鑒定後獲得[FFFE0D]9階[-]帽子	600000	9	7	600000	1	101	1	999	59									
1081	10階帽子	Un_T10_Helm_Q1	5110	36	10210		Unidentify	1	10210	鑒定等級：111級\n鑒定後獲得[FFFE0D]10階[-]帽子	800000	10	7	800000	1	111	1	999	60									
5511	11階帽子	Un_T11_Helm_Q1	5111	36			Unidentify	1		鑒定等級：121級\n鑒定後獲得[FFFE0D]11階[-]帽子	1100000	11	7	1100000	1	121	1	999	4951									
5512	12階帽子	Un_T12_Helm_Q1	5112	36			Unidentify	1		鑒定等級：131級\n鑒定後獲得[FFFE0D]12階[-]帽子	10000	12	7	10000	1	131	1	999	4952									
5513	13階帽子	Un_T13_Helm_Q1	5113	36			Unidentify	1		鑒定等級：141級\n鑒定後獲得[FFFE0D]13階[-]帽子	20000	13	7	20000	1	141	1	999	4953									
5514	14階帽子	Un_T14_Helm_Q1	5114	36			Unidentify	1		鑒定等級：151級\n鑒定後獲得[FFFE0D]14階[-]帽子	40000	14	7	40000	1	151	1	999	4954									
5515	15階帽子	Un_T15_Helm_Q1	5115	36			Unidentify	1		鑒定等級：161級\n鑒定後獲得[FFFE0D]15階[-]帽子	80000	15	7	80000	1	161	1	999	4955									
5516	16階帽子	Un_T16_Helm_Q1	5116	36			Unidentify	1		鑒定等級：171級\n鑒定後獲得[FFFE0D]16階[-]帽子	160000	16	7	160000	1	171	1	999	4956									
5517	17階帽子	Un_T17_Helm_Q1	5117	36			Unidentify	1		鑒定等級：181級\n鑒定後獲得[FFFE0D]17階[-]帽子	320000	17	7	320000	1	181	1	999	4957									
5518	18階帽子	Un_T18_Helm_Q1	5118	36			Unidentify	1		鑒定等級：191級\n鑒定後獲得[FFFE0D]18階[-]帽子	450000	18	7	450000	1	191	1	999	4958									
5519	19階帽子	Un_T19_Helm_Q1	5119	36			Unidentify	1		鑒定等級：201級\n鑒定後獲得[FFFE0D]19階[-]帽子	600000	19	7	600000	1	201	1	999	4959									
5520	20階帽子	Un_T20_Helm_Q1	5120	36			Unidentify	1		鑒定等級：211級\n鑒定後獲得[FFFE0D]20階[-]帽子	800000	20	7	800000	1	211	1	999	4960									
1082	1階衣服	Un_T1_Armor_Q1	6101	36	10401		Unidentify	1	10401	鑒定等級：1級\n鑒定後獲得[FFFE0D]1階[-]衣服	15000	1	7	15000	1	1	1	999	61									
1083	2階衣服	Un_T2_Armor_Q1	6102	36	10402		Unidentify	1	10402	鑒定等級：30級\n鑒定後獲得[FFFE0D]2階[-]衣服	30000	2	7	30000	1	30	1	999	62									
1084	3階衣服	Un_T3_Armor_Q1	6103	36	10403		Unidentify	1	10403	鑒定等級：45級\n鑒定後獲得[FFFE0D]3階[-]衣服	60000	3	7	60000	1	45	1	999	63									
1085	4階衣服	Un_T4_Armor_Q1	6104	36	10404		Unidentify	1	10404	鑒定等級：55級\n鑒定後獲得[FFFE0D]4階[-]衣服	120000	4	7	120000	1	55	1	999	64									
1086	5階衣服	Un_T5_Armor_Q1	6105	36	10405		Unidentify	1	10405	鑒定等級：65級\n鑒定後獲得[FFFE0D]5階[-]衣服	240000	5	7	240000	1	65	1	999	65									
1087	6階衣服	Un_T6_Armor_Q1	6106	36	10406		Unidentify	1	10406	鑒定等級：75級\n鑒定後獲得[FFFE0D]6階[-]衣服	480000	6	7	480000	1	75	1	999	66									
1088	7階衣服	Un_T7_Armor_Q1	6107	36	10407		Unidentify	1	10407	鑒定等級：85級\n鑒定後獲得[FFFE0D]7階[-]衣服	960000	7	7	960000	1	85	1	999	67									
1089	8階衣服	Un_T8_Armor_Q1	6108	36	10408		Unidentify	1	10408	鑒定等級：95級\n鑒定後獲得[FFFE0D]8階[-]衣服	1350000	8	7	1350000	1	95	1	999	68									
1090	9階衣服	Un_T9_Armor_Q1	6109	36	10409		Unidentify	1	10409	鑒定等級：105級\n鑒定後獲得[FFFE0D]9階[-]衣服	1800000	9	7	1800000	1	105	1	999	69									
1091	10階衣服	Un_T10_Armor_Q1	6110	36	10410		Unidentify	1	10410	鑒定等級：115級\n鑒定後獲得[FFFE0D]10階[-]衣服	2400000	10	7	2400000	1	115	1	999	70									
5521	11階衣服	Un_T11_Armor_Q1	6311	36			Unidentify	1		鑒定等級：125級\n鑒定後獲得[FFFE0D]11階[-]衣服	3300000	11	7	3300000	1	125	1	999	4961									
5522	12階衣服	Un_T12_Armor_Q1	6312	36			Unidentify	1		鑒定等級：135級\n鑒定後獲得[FFFE0D]12階[-]衣服	30000	12	7	30000	1	135	1	999	4962									
5523	13階衣服	Un_T13_Armor_Q1	6313	36			Unidentify	1		鑒定等級：145級\n鑒定後獲得[FFFE0D]13階[-]衣服	60000	13	7	60000	1	145	1	999	4963									
5524	14階衣服	Un_T14_Armor_Q1	6314	36			Unidentify	1		鑒定等級：155級\n鑒定後獲得[FFFE0D]14階[-]衣服	120000	14	7	120000	1	155	1	999	4964									
5525	15階衣服	Un_T15_Armor_Q1	6315	36			Unidentify	1		鑒定等級：165級\n鑒定後獲得[FFFE0D]15階[-]衣服	240000	15	7	240000	1	165	1	999	4965									
5526	16階衣服	Un_T16_Armor_Q1	6316	36			Unidentify	1		鑒定等級：175級\n鑒定後獲得[FFFE0D]16階[-]衣服	480000	16	7	480000	1	175	1	999	4966									
5527	17階衣服	Un_T17_Armor_Q1	6317	36			Unidentify	1		鑒定等級：185級\n鑒定後獲得[FFFE0D]17階[-]衣服	960000	17	7	960000	1	185	1	999	4967									
5528	18階衣服	Un_T18_Armor_Q1	6318	36			Unidentify	1		鑒定等級：195級\n鑒定後獲得[FFFE0D]18階[-]衣服	1350000	18	7	1350000	1	195	1	999	4968									
5529	19階衣服	Un_T19_Armor_Q1	6319	36			Unidentify	1		鑒定等級：205級\n鑒定後獲得[FFFE0D]19階[-]衣服	1800000	19	7	1800000	1	205	1	999	4969									
5530	20階衣服	Un_T20_Armor_Q1	6320	36			Unidentify	1		鑒定等級：215級\n鑒定後獲得[FFFE0D]20階[-]衣服	2400000	20	7	2400000	1	215	1	999	4970									
