WayName	Value	Desc	Comment	Reason2	Round	kin	kinMem
LogWay_DungeonFubenOpenGateAward	74	神秘洞窟	神秘洞窟开门奖励				
LogWay_KinNest	75		家族巢穴(关闭)				
LogWay_HeroChallenge	76	英雄挑战	英雄挑战		1		
LogWay_AuctionOnDeal	77		拍卖成交				
LogWay_KinBuyGiftBox	78		家族礼盒				1
LogWay_GatherAnswer	79	家族答题	家族答题参与				
LogWay_GatherAnswerRight	80	家族答题	家族答题正确				
LogWay_TakeMailAttach	81		领取邮件附件				
LogWay_ExplorationFuben	82	探索	地图探索		1		
LogWay_MissionAward	83		副本事后抽奖	抽奖id（副本类型* 1000 + 抽奖次数）			
LogWay_DungLeaderOnAttack	84	神秘洞窟	神秘洞窟首领参与				
LogWay_DungLeaderDeath	85	神秘洞窟	神秘洞窟首领死亡				
LogWay_DecomposePartner	86		分解同伴				
LogWay_PrayGainReward	87		祈福				
LogWay_PunishTask	88	惩恶任务	惩恶任务		1		
LogWay_QunYingHui	89	群英会	群英会		1		
LogWay_RankBattleAward_Rank	90	武神殿	武神殿排名奖励				
LogWay_TakeMonthCardAward	91		领取月卡奖励				
LogWay_TakeWeekCardAward	92		领取周卡奖励				
LogWay_CommerceTaskCommitItem	93	商会任务	商会任务提交道具				
LogWay_KinTaskOnFinish	95		家族任务完成（关闭）				
LogWay_Task	96	主线任务	主线任务	任务id			
LogWay_SubTask	97	支线任务	支线任务	任务id			
LogWay_ActivityQuestion	98	答题活动	答题活动		1		
LogWay_GetLoginAwards	99		登录领奖				
LogWay_SignInAwardNormal	100		签到普通奖励				
LogWay_SignInAwardVip	101		签到【剑侠V】特权奖励				
LogWay_ComposeItem	103		道具合成				
LogWay_DebrisMerge	104		装备碎片合成				
LogWay_ShopBuy	106		商店购买	元宝流水对应道具id，道具流水对应商品id			
LogWay_StoneCombine	107		宝石合成				
LogWay_InsetGetOrg	108		宝石镶嵌替换				
LogWay_UseItem	109		使用道具				
LogWay_CangBaoTuWaBao	110	藏宝图	藏宝图挖宝		1		
LogWay_OpenCaseItem	111		钥匙宝箱				
LogWay_FinishHonorLevel	112		升级头衔				
LogWay_ComposeUse	113		道具合成消耗				
LogWay_DebrisAvoidRob	114		碎片抢夺免战				
LogWay_SweepFuben	115		副本扫荡				
LogWay_PartnerUseEquip	116		同伴使用装备				
LogWay_PartnerUseExpItem	117		同伴使用经验道具				
LogWay_StrengthenBreak	118		强化突破				
LogWay_DoStrengthen	119		强化				
LogWay_QuickCombie	121		魂石快速合成				
LogWay_OnInset	122		魂石镶嵌				
LogWay_QuickInset	123		魂石快速镶嵌				
LogWay_CommerceTask	124	商会任务	商会任务		1		
LogWay_TaskItem	125		任务消耗道具				
LogWay_CodeAward	126		礼包码领奖				
LogWay_GMGlobalMail	127		客服全局邮件				
LogWay_GMPersonMail	128		客服单人邮件				
LogWay_GMCompenMail	129		客服补偿邮件				
LogWay_GMGlobalCompenMail	130		客服全局补偿邮件				
LogWay_KinBattle_Win	131	家族战	家族战胜利				
LogWay_KinBattle_Fail	132	家族战	家族战失败				
LogWay_KinBattle_Draw	133	家族战	家族战平				
LogWay_TeamBattle	134	通天塔	通天塔		1		
LogWay_FixExpNpc	135		野外固定经验				
LogWay_Exp_Death	136		死亡扣除经验				
LogWay_ChuangGongGet	137	传功	传功接受				
LogWay_KinEscort	138	运镖	运镖				1
LogWay_Guohuo	139		篝火				
LogWay_XiuLian	140	野外修炼	野外修炼		1		
LogWay_DungeonFuben	141	神秘洞窟	神秘洞窟		1		
LogWay_Revenge	142		复仇		1		
LogWay_Wanted	143	协助通缉	通缉		1		
LogWay_BossFight	144	武林盟主	挑战武盟主打盟主				
LogWay_BossRob	145	武林盟主	挑战武盟主抢夺				
LogWay_Boss	146	武林盟主	挑战武盟主		1		
LogWay_WhiteTiger	147	白虎堂	白虎堂		1		
LogWay_NpcDropAward	148		npc掉落产出				
LogWay_GatherDrink	149	家族烤火	家族聚集饮酒				
LogWay_FirstLogin	150		第一次登陆				
LogWay_RoleLevelUp	151		角色升级				
LogWay_SkillPointBook	152		技能点书				
LogWay_IdipDoDelExpReq	153		后台手动经验变动				
LogWay_IdipDoDelItemReq	154		后台手动道具变动				
LogWay_IdipDoSendAttachMailReq	155		后台手动发送带附件系统邮件请求				
LogWay_IdipDoSendItemReq	156		邮件发送多个道具请求				
LogWay_MarketStallCostMoneyBuy	157		购买摆摊商品消耗	摆摊商品id			
LogWay_MarketStallCostItem	158		摆摊上架扣道具				
LogWay_MarketStallCancelItem	159		摆摊下架物品				
LogWay_MarketStallGetMoney	160		摆摊出售获得货币				
LogWay_MarketStallGetItem	161		摆摊购买获得道具				
LogWay_MarketUpdateItemCost	162		摆摊CD期间刷新商品列表扣钱				
LogWay_AdventureFuben	163	山贼密窟	山贼密窟		1		
LogWay_FactionBattle	164	门派竞技	门派竞技		1		
LogWay_KinBattle	165	家族战	家族战		1		1
LogWay_RankBattle	166	武神殿	武神殿		1		
LogWay_PersonalAuction	167		个人拍卖物品退回或所得				
LogWay_EntityComposeConsume	168		实体道具合成材料消耗				
LogWay_EntityComposeAdd	169		实体道具合成道具增加				
LogWay_DaoBaoZaiAward	170	高级藏宝图	高级藏宝图盗宝贼奖励				
LogWay_ValueComposeAdd	171		道具合成				
LogWay_KinTrainNpcAward	172	家族试炼	家族试炼npc掉落				
LogWay_KinTrainExChange	173	家族试炼	古铜币兑换宝箱				
LogWay_KinGather	174	家族烤火	家族聚集		1		1
LogWay_ChuangGong	175	传功	传功		1		
LogWay_LeaveKin	176		离开家族			1	
LogWay_DeleteKin	177		解散家族			1	
LogWay_DeleteKinImmediately	178		立即解散家族			1	
LogWay_DeleteKinCombine	179		合并解散家族			1	
LogWay_KinBuildingLevelUp	180		家族升级			1	
LogWay_KinAddPrestige	181		家族威望改变			1	
LogWay_KinAddContribution	182		增加家族贡献			1	
LogWay_KinTrain	183	家族试炼	家族试炼		1		1
LogWay_ReturnGold2Player	184		支付失败后元宝返还				
LogWay_SyncOuterGold	185		同步托管货币				
LogWay_IdipDoDelDiamondReq	186		后台手动元宝变动				
LogWay_IdipDoDelMoneyReq	187		后台手动钱币变动				
LogWay_KinSalary	188		家族工资(废弃)				
LogWay_RemoveInset	189		镶嵌剥离	剥离的道具id			
LogWay_OnHookFree	190		离线挂机免费领取经验				
LogWay_OnHookPay	191		离线挂机付费领取经验				
LogWay_ResetSkill	192		重设技能				
LogWay_KinRedBag	193	家族红包	家族红包				
LogWay_SendGift	194	赠送玫瑰花/幸运草	赠送玫瑰或幸运草				
LogWay_PartnerUseProtentialItem	195		使用资质丹				
LogWay_PartnerUseSkillBook	196		使用技能书				
LogWay_SendGoldFail	197		赠送元宝失败返还				
LogWay_PartnerUseWeapon	198		使用同伴本命武器				
LogWay_ChooseItem	199		选择道具				
LogWay_ExchangeBattleBox	200		战场荣誉兑换战场宝箱				
LogWay_EquipMaker	201		兵甲坊				
LogWay_PartnerReInit	202		同伴洗髓				
LogWay_AuctionGold	203		拍卖分红				
LogWay_SeriesFuben	204		江湖试炼				
LogWay_KinTrainCommon	205	家族试炼	家族试炼通用				
LogWay_OneDayCard	206		一元大礼包	nEndTimeKey			
LogWay_RandomBoss	207		藏宝图随机boss				
LogWay_IdipDoUpdateMoneyReq	208		AQ后台手动游戏币变动				
LogWay_IdipDoUpdateDiamondReq	209		AQ后台手动元宝变动				
LogWay_IdipAqDoSendMsgReq	210		AQ后台手动发邮件消息				
LogWay_SupplementAward	211		补领奖励 				
LogWay_KinAddFound	212		增加家族资金			1	
LogWay_QQVIPEveryDayReward	213		QQ会员每日奖励				
LogWay_QQSVIPEveryDayReward	214		QQ超级会员每日奖励				
LogWay_QQVIPGreenReward	215		QQ会员新手奖励				
LogWay_QQSVIPGreenReward	216		QQ超级会员新手奖励				
LogWay_IdipDoDelFriendReq	217		后台手动伙伴变动				
LogWay_IdipDoUpdatHonhrContributeReq	218		后台手动荣誉贡献变动				
LogWay_IdipDoMailSendHonhrContributeReq	219		后台手动邮件发送荣誉贡献				
LogWay_MarketStallCostMoneyUpdatePrice	220		摆摊更新上架物品手续费				
LogWay_MarketStallCostMoneyNewSell	221		摆摊新上架物品手续费				
LogWay_FriendGift	222		好友赠礼				
LogWay_MiJi	223		秘籍				
LogWay_OnHookUseBaiJuWan	224		使用白驹丸或特效白驹丸获取的经验				
LogWay_FactionMonkey	225		门派大师兄				
LogWay_KillFieldMapNpc	226	野外修炼	野外击杀精英怪				
LogWay_WhiteTigerFuben_FF	227	白虎堂	白虎堂进入首层				
LogWay_WhiteTigerFuben_OF	228	白虎堂	白虎堂进入其他层				
LogWay_WhiteTigerFuben_BOSS	229	白虎堂	白虎堂击杀boss				
LogWay_DoSendGoldMailAttachVipExp	230		邮件发送元宝同时附送对应的VIP经验请求				
LogWay_DoSendAttributeFriend	231		邮件发送具体属性的同伴请求				
LogWay_AddFriend	232		加好友成功				
LogWay_DelFriend	233		删除好友成功				
LogWay_DomainBattle	234		攻城战				
LogWay_DomainBattleMaster	235		攻城战城主奖				
LogWay_LevelRankActivity	236		等级排名奖励				
LogWay_PowerRankActivity	237		战力排名奖励				
LogWay_EquipExchage	238		装备收藏				
LogWay_ChangeColor	239		外装染色				
LogWay_ActDuanWuJie	240		端午节活动				
LogWay_KinPrestigeAutoReduce	241		家族威望衰减				
LogWay_KinSalaryProfit	242		家族管理层工资				
LogWay_KinCostFound	243		消耗家族建设资金				
LogWay_TimeOut	244		道具超时				
LogWay_IdipDoSendNoAttachToDesignPlayerMailReq	245		对指定区服全部玩家发送不带附件的邮件请求				
LogWay_FirstRechargeAward	246		首充礼包				
LogWay_IdipDoSendAttachMailToDesignPartionLevelPlayerReq	247		对指对指定区服、指定等级的玩家发送带附件的补偿邮件请求				
LogWay_ActivyRechargeCard	248		周月卡活动				
LogWay_MarketStallBuyFailSendGold	249		摆摊购买失败，返还元宝				
LogWay_ChangeKinName	250		修改家族名				
LogWay_CollectionSystem	251		卡片收集系统				
LogWay_PartnerCallPartner	252		招募同伴				
LogWay_ExchangeSeverSend	253		兑换之系统补偿				
LogWay_SummerGift	254		夏日好礼活动				
LogWay_NewPackageGift	255		换包奖励				
LogWay_ChangeFaction	256		转门派				
LogWay_EfunAttachMail	257		Efun奖励邮件				
LogWay_HSLJGuessing	258		华山论剑竞猜				
LogWay_ImperialTomb_Enter_Boss	259	秦始皇陵	进入首领房间				
LogWay_ImperialTomb_Leave	260	秦始皇陵	离开皇陵				
LogWay_TS_Report	261	师徒	汇报目标				
LogWay_Qixi	262		半周年				
LogWay_HSLJPreAward	263		华山论剑预选赛奖励				
LogWay_HSLJFinalsAward	264		华山论剑决赛奖励				
LogWay_VipAwardBoxExchange	265		vip兑换任选魂石箱				
LogWay_TS_Graduate	266	师徒	出师				
LogWay_GatherBox	267		开放等级上限庆典活动				
LogWay_Money_Debt_Add	268		货币欠款				
LogWay_Money_Debt_Cost	269		偿还货币欠款				
LogWay_RechargeSumAct	270		累计充值消费活动				
LogWay_BindPhoneReward	271		绑定手机奖励				
LogWay_InviteFriendReward	272		邀请好友奖励				
LogWay_MiJiUpgrade	273		秘籍升阶				
LogWay_MiJiTuPo	274		秘籍突破				
LogWay_RenownShop	275	名望商店	名望商店				
LogWay_GoldEquipEvo	276		黄金装备进化				
LogWay_TrainEquipAttri	277		属性养成				
LogWay_ImperialTomb_Normal_Boss	278	秦始皇陵	密室首领				
LogWay_ImperialTomb_Boss	279	秦始皇陵	首领				
LogWay_ImperialTomb_Box	280	秦始皇陵	密室宝箱				
LogWay_HSLJPreGame	281		华山论剑预选赛比赛				
LogWay_HSLJFinalsGame	282		华山论剑预决赛比赛				
LogWay_RegressionPrivilege	283		回归特权				
LogWay_ImperialTomb_Minion	284	秦始皇陵	小怪				
LogWay_ImperialTomb_Leader	285	秦始皇陵	普通首领				
LogWay_IdIpAddVipExp	286		idip增加vip经验				
LogWay_ImperialTomb_Send_Ticket	287	秦始皇陵	开放当天赠送门票				
LogWay_ZhongQiuJie	288		中秋节				
LogWay_ImperialTomb_Normal_Attend	289	秦始皇陵	挂机参与时间				
LogWay_ImperialTomb_Emperor_Attend	290	秦始皇陵	Boss参与时间				
LogWay_XiuLianXinDeBook	291	心得书	心得书				
LogWay_GoldEquipUpgrade	292		黄金装备升阶				
LogWay_SendMailGift	293	赠送礼物	赠送邮件礼物				
LogWay_JiangQuan	294	奖券	奖券道具				
LogWay_ChouJiangDay	295	抽奖	每日抽奖奖励				
LogWay_ChouJiangBig	296	大奖	大奖奖励				
LogWay_IdentifyItem	297	鉴定道具	鉴定				
LogWay_JuanZhou	298	卷轴任务	卷轴任务				
LogWay_JXSH	299	锦绣山河	锦绣山河				
LogWay_ExchangeItem	300		道具兑换				
LogWay_OnHookSpecialPay	301		没到vip等级领取特效白驹丸				
LogWay_ShanHeSheJiTu	302		山河社稷图				
LogWay_InDifferBattle	303	心魔幻境	心魔幻境				
LogWay_SendBless	304		祝福送礼				
LogWay_WeekendQuestion	305		周末活跃活动				
LogWay_WeekendQuestionAllRight	306		周末活跃活动正确阶段奖励				
LogWay_WeekendQuestionCompleted	307		周末活跃活动结束阶段奖励				
LogWay_SwornFriends	308	结拜	结拜				
LogWay_Idioms	309	有缘一线牵	有缘一线牵				
LogWay_ContinualRechargeAct	310		连续充值活动				
LogWay_ActGanEnJie	311		感恩节活动				
LogWay_ActDefend	312		守卫名侠				
LogWay_QQVIPOpenReward	313		QQ会员开通奖励				
LogWay_QQSVIPOpenReward	314		QQ超级会员开通奖励				
LogWay_ChristmasGift	315		圣诞活动				
LogWay_LiHeChuanQing	316		礼盒传情				
LogWay_InDifferBattleAward	317	心魔幻境	心魔幻境奖励				
LogWay_RechargeAllDayCardAct	318		每日礼包加码				
LogWay_SnowmanAct	319	植树节活动	植树节活动				
LogWay_SnowmanActBox	320	元旦雪人	元旦雪人箱子奖励				
LogWay_DaXueZhang	321		打雪仗				
LogWay_ChatAward	322		口令红包				
LogWay_WinterAct	323	冬至节日	冬至节日				
LogWay_RecordStone	324		铭刻石				
LogWay_HSLJNewsMail	325		华山论剑最新消息				
LogWay_DirectLevelUp	326		直升系统				
LogWay_BiWuZhaoQin	327		比武招亲				
LogWay_TS_CustomTasks	328	师徒	完成布置任务奖励				
LogWay_WishAct	329	许愿活动	许愿活动				
LogWay_TS_Dismiss	330	师徒	解除关系				
LogWay_TS_CancelDismiss	331		取消解除关系				
LogWay_FriendRecall_Renown	332	玩家召回	获得名望				
LogWay_PartnerAwareness	333		同伴觉醒				
LogWay_NewYearLoginAct	334		登录领奖活动				
LogWay_MonsterNianAct	335	年兽	年兽奖励				
LogWay_ReduceFatigueAct	336		降低疲劳活动				
LogWay_NewYearBuyGift	337		七夕国庆大礼包	nEndTimeKey			
LogWay_ChangeTitleText	338		修改自定义称号				
LogWay_RegressionPrivilege_O2N	339		回归活动中老玩家回新服得到元宝专用				
LogWay_QingRenJie	340		情人节				
LogWay_NewServerPrivilege	341		回归特权回新服活动				
LogWay_IdipDoSendAttachMailExpireReq	342		IDIP发送有时限道具				
LogWay_WomensDay	343		妇女节				
LogWay_WomanAct	344	师徒祝福	师徒祝福活动				
LogWay_BuyDirectEnhance	345		购买运营直强道具				
LogWay_ArborDayCure	346		植树节 节流				
LogWay_TreeAct	347		植树节 开源				
LogWay_FurnitureMake	348		家具打造				
LogWay_HouseLevelUp	349		升级家园				
LogWay_Muse	350		冥想				
LogWay_MakeZhenYuan	351		真元打造				
LogWay_QingMingAct	352		清明节				
LogWay_ZhenYuanSkill	353		真元技能洗练				
LogWay_HousePlant	354		家园种植				
LogWay_PlantCure	355	家园协助养护	植物养护				
LogWay_PlantCrop	356		植物收成				
LogWay_SellFurniture	357		出售家具				
LogWay_IdipDoSendItemWhiteTimeReq	358		IDIP邮件发送时效道具				
LogWay_IdipDoValueNimbusReq	359		IDIP修改元气				
LogWay_IdipDoValueRechargeReq	360		IDIP修改黎饰				
LogWay_UseEnergyContainer	361		使用元气容器				
LogWay_UseEnergyItem	362		使用元气道具				
LogWay_BuyDressMoney	363		购买黎饰				
LogWay_WulinHonor	364		武林荣誉				
LogWay_LoverRecallAct	365		往日情缘				
LogWay_GetBattleQualify	366		获取战场资格				
LogWay_BeautyPageant_Vote	367		武林第一美女投票				
LogWay_BeautyPageant_Recharge	368		武林第一美女充值送投票道具				
LogWay_BeautyPageant_SignUp	369		武林第一美女报名				
LogWay_NpcBiWuZhaoQin	370		Npc比武招亲				
LogWay_ActivityFuben	371		活动副本				
LogWay_BeautyPageant_EverydayAward	372		武林第一美女每日活跃				
LogWay_FathersDay	373		父亲节				
LogWay_WeddingFirework	374		烟花				
LogWay_WeddingTour	375		婚礼游城				
LogWay_GM	376		通过GMWEB或IDIP执行				
LogWay_WuLinDaHui	377		武林大会				
LogWay_IdipSendUnattchMail	378		发送无附件系统个人邮件				
LogWay_Wedding	379	婚礼	婚礼				
LogWay_HouseDefend	380	家园守卫	家园守卫				
LogWay_ActHonorLevelRank	381		头衔活动				
LogWay_InDifferBattleUpgrade	382		心魔进阶				
LogWay_ImperialTomb_StayTime	383	秦始皇陵	挂机时间变化				
LogWay_Marriage_ChangeTitle	384	结婚	修改称号				
LogWay_Marriage_Memorial	385		结婚纪念日				
LogWay_Marriage_Dismiss	386	离婚	离婚				
LogWay_Marriage_CashGift	387		送礼金				
LogWay_XueWeiLevelup	388		冲穴				
LogWay_Lottery_Award	389		抽奖				
LogWay_XueWeiUseProtentialItem	390		使用资质丹获得真气				
LogWay_WeddingBook	391		订婚期				
LogWay_WeddingWarnBookMail	392		婚期提醒邮件				
LogWay_WeddingOverdueBookMail	393		婚期过期邮件				
LogWay_XueWeiResetAward	394		重置穴位				
LogWay_JingMaiOpenAward	395		开启经脉系统时返还真气				
LogWay_UseZhenQiItem	396		使用真气丹				
LogWay_WeddingMarryAward	397		结婚奖励				
