IconId	Atlas	Sprite	ExtAtlas	ExtSprite	Desc1	Desc2
33	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T3_Pendant_Q1			玉佩3	
34	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T4_Pendant_Q1			玉佩4	
35	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T5_Pendant_Q1			玉佩5	
36	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T6_Pendant_Q1			玉佩6	
37	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T7_Pendant_Q1			玉佩7	
38	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T8_Pendant_Q1			玉佩8	
39	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment02.prefab	T9_Pendant_Q1			玉佩9	
40	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment02.prefab	T10_Pendant_Q1			玉佩10	
41	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T1_Amulet_Q1			护身符1	
42	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T2_Amulet_Q1			护身符2	
43	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T3_Amulet_Q1			护身符3	
44	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T4_Amulet_Q1			护身符4	
45	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T5_Amulet_Q1			护身符5	
46	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T6_Amulet_Q1			护身符6	
47	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T7_Amulet_Q1			护身符7	
48	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment.prefab	T8_Amulet_Q1			护身符8	
49	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment02.prefab	T9_Amulet_Q1			护身符9	
50	UI/Atlas/NewAtlas/JewelryEquipment/JewelryEquipment02.prefab	T10_Amulet_Q1			护身符10	
96	UI/Atlas/Item/Item/Item.prefab	Fragment_C				
97	UI/Atlas/Item/Item/Item.prefab	Fragment_B				
98	UI/Atlas/Item/Item/Item.prefab	Fragment_A				
99	UI/Atlas/Item/Item/Item.prefab	Fragment_S				
100	UI/Atlas/Item/Item/Item.prefab	GoldChest			黄金宝箱	
101	UI/Atlas/Item/Item/Item.prefab	GoldKey			黄金钥匙	
102	UI/Atlas/Item/Item/Item.prefab	GoldChest				
103	UI/Atlas/Item/Item/Item.prefab	GoldChest				
104	UI/Atlas/Item/Item/Item.prefab	GoldChest				
105	UI/Atlas/Item/Item/Item.prefab	GoldChest				
106	UI/Atlas/Item/Item/Item.prefab	GoldChest				
107	UI/Atlas/Item/Item/Item.prefab	GoldChest				
108	UI/Atlas/Item/Item/Item.prefab	GoldChest				
109	UI/Atlas/Item/Item/Item.prefab	GoldChest				
110	UI/Atlas/Item/Item/Item.prefab	GoldChest				
111	UI/Atlas/Item/Item/Item.prefab	GoldChest				
112	UI/Atlas/Item/Item/Item.prefab	GoldChest				
113	UI/Atlas/Item/Item/Item.prefab	GoldChest				
114	UI/Atlas/Item/Item/Item.prefab	GoldChest				
115	UI/Atlas/Item/Item/Item.prefab	GoldChest				
116	UI/Atlas/Item/Item/Item.prefab	GoldChest				
117	UI/Atlas/Item/Item/Item.prefab	GoldChest				
118	UI/Atlas/Item/Item/Item.prefab	GoldChest				
119	UI/Atlas/Item/Item/Item.prefab	GoldChest				
120	UI/Atlas/Item/Item/Item.prefab	GoldChest				
121	UI/Atlas/Item/Item/Item.prefab	GoldChest				
129	UI/Atlas/Common/icon.prefab	Redbottle_01				
130	UI/Atlas/Common/icon.prefab	Redbottle_02				
131	UI/Atlas/Common/icon.prefab	Bluebottle_01				
132	UI/Atlas/Common/icon.prefab	Bluebottle_02				
133	UI/Atlas/Common/icon.prefab	Amulet_01				
134	UI/Atlas/Common/icon.prefab	Amulet_02				
135	UI/Atlas/Common/icon.prefab	Jade_01				
136	UI/Atlas/Common/icon.prefab	Jade_02				
137	UI/Atlas/Common/icon.prefab	Necklace_01				
138	UI/Atlas/Common/icon.prefab	Necklace_02				
139	UI/Atlas/Common/icon.prefab	Ring_01				
140	UI/Atlas/Common/icon.prefab	Ring_02				
141	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Bow				
142	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Spear				
143	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Belt_M				
144	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Belt_W				
145	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Bracers_M				
146	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Bracers_W				
147	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Clothes_M				
148	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Clothes_W				
149	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Hat_M				
150	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Hat_W				
151	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Shoes_M				
152	UI/Atlas/NewAtlas/Icon/NewIcon.prefab	Shoes_W				
153	UI/Atlas/Item/Item/Item3.prefab	card01			挑战卡	
154	UI/Atlas/Item/Item/Item3.prefab	card02			轶事卡	
155	UI/Atlas/Item/Item/Item3.prefab	card03			秘藏卡	
156	UI/Atlas/Item/Item/Item3.prefab	collection_ljf			凌绝峰收集册	
213	UI/Atlas/Item/Item/Item.prefab	shenmikuangshi_05				
214	UI/Atlas/Item/Item/Item.prefab	shenmikuangshi_04				
215	UI/Atlas/Item/Item/Item.prefab	shenmikuangshi_03				
216	UI/Atlas/Item/Item/Item.prefab	shenmikuangshi_02				
217	UI/Atlas/Item/Item/Item.prefab	shenmikuangshi_01				
218	UI/Atlas/Item/Item/Item.prefab	shenmikuangshi_05				
219	UI/Atlas/Item/Item/Item.prefab	shenmikuangshi_05				
221	UI/Atlas/Item/Item/Item.prefab	shenmikuangshi_05				
220	UI/Atlas/Item/Item/Item.prefab	shenmikuangshi_05				
212	UI/Atlas/Item/Item/Item.prefab	crystal_1				
222	UI/Atlas/Item/Item/Item.prefab	crystal_2				
223	UI/Atlas/Item/Item/Item.prefab	crystal_3				
224	UI/Atlas/Item/Item/Item.prefab	crystal_4				
225	UI/Atlas/Item/Item/Item.prefab	crystal_5				
226	UI/Atlas/Item/Item/Item.prefab	crystal_6				
227	UI/Atlas/Item/Item/Item.prefab	crystal_7				
230	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_1				
231	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_2				
232	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_3				
233	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_4				
234	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_5				
235	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_6				
236	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_7				
237	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_8				
238	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_9				
239	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	life_stone_10				
240	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_1				
241	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_2				
242	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_3				
243	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_4				
244	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_5				
245	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_6				
246	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_7				
247	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_8				
248	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_9				
249	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	physcical_damage_stone_10				
250	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_1				
251	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_2				
252	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_3				
253	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_4				
254	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_5				
255	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_6				
256	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_7				
257	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_8				
258	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_9				
259	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	all_resist_stone_10				
260	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_1				
261	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_2				
262	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_3				
263	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_4				
264	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_5				
265	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_6				
266	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_7				
267	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_8				
268	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_9				
269	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_all_resist_stone_10				
270	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_1				
271	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_2				
272	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_3				
273	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_4				
274	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_5				
275	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_6				
276	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_7				
277	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_8				
278	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_9				
279	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	defense_stone_10				
280	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_1				
281	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_2				
282	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_3				
283	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_4				
284	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_5				
285	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_6				
286	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_7				
287	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_8				
288	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_9				
289	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	ignore_defense_stone_10				
290	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_1				
291	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_2				
292	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_3				
293	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_4				
294	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_5				
295	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_6				
296	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_7				
297	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_8				
298	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_9				
299	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	deadlystrike_stone_10				
300	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_1				
301	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_2				
302	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_3				
303	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_4				
304	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_5				
305	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_6				
306	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_7				
307	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_8				
308	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_9				
309	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	weaken_deadlystrike_stone_10				
310	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_1				
311	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_2				
312	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_3				
313	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_4				
314	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_5				
315	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_6				
316	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_7				
317	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_8				
318	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_9				
319	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	add_seriesstate_stone_10				
320	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_1				
321	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_2				
322	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_3				
323	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_4				
324	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_5				
325	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_6				
326	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_7				
327	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_8				
328	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_9				
329	UI/Atlas/NewAtlas/Icon/Gem/Gem.prefab	resist_allseriesstate_stone_10				
400	UI/Atlas/Item/Item/Item9.prefab	jm_zhenqidan			真气丹	
401	UI/Atlas/Item/Item/Item9.prefab	JM_Item_chongxue1			任脉曲骨通穴秘卷	
402	UI/Atlas/Item/Item/Item9.prefab	JM_Item_chongxue2			督脉长强通穴秘卷	
403	UI/Atlas/Item/Item/Item9.prefab	JM_Item_chongxue3			冲脉幽门通穴秘卷	
598	UI/Atlas/Item/Item/Item.prefab	Partner_SkillExp_1			初级技能书（同伴）	
599	UI/Atlas/Item/Item/Item.prefab	Partner_SkillExp_2			中级技能书（同伴）	
600	UI/Atlas/Item/Item/Item.prefab	Partner_SkillExp_3			高级技能书（同伴）	
601	UI/Atlas/Item/Item/Item.prefab	Partner_Exp_1			同伴经验药水	
736	UI/Atlas/Item/Item/Item.prefab	antique_1				
737	UI/Atlas/Item/Item/Item.prefab	antique_2				
738	UI/Atlas/Item/Item/Item.prefab	antique_3				
739	UI/Atlas/Item/Item/Item.prefab	antique_4				
740	UI/Atlas/Item/Item/Item.prefab	antique_5				
741	UI/Atlas/Item/Item/Item.prefab	antique_6				
742	UI/Atlas/Item/Item/Item.prefab	antique_7				
743	UI/Atlas/Item/Item/Item.prefab	antique_8				
744	UI/Atlas/Item/Item/Item.prefab	antique_9				
745	UI/Atlas/Item/Item/Item.prefab	antique_10				
746	UI/Atlas/Item/Item/Item.prefab	antique_11				
747	UI/Atlas/Item/Item/Item.prefab	antique_12				
764	UI/Atlas/Item/Item/Item.prefab	Xiuliandan				
769	UI/Atlas/Item/CurrencyIcon/CurrencyIcon.prefab	SaodangjuanBig			扫荡卷	
770	UI/Atlas/Item/CurrencyIcon/CurrencyIcon.prefab	ExpBig			角色经验	
771	UI/Atlas/Item/Item/Item.prefab	Fragment			装备碎片	
772	UI/Atlas/Item/Item/Item.prefab	lingjuefeng_001			凌绝峰1级令牌	
773	UI/Atlas/Item/Item/Item.prefab	lingjuefeng_002			凌绝峰2级令牌	
774	UI/Atlas/Item/Item/Item.prefab	lingjuefeng_003			凌绝峰3级令牌	
775	UI/Atlas/Item/Item/Item.prefab	lingjuefeng_004			凌绝峰4级令牌	
776	UI/Atlas/Item/Item/Item.prefab	lingjuefeng_005			凌绝峰5级令牌	
777	UI/Atlas/Item/Item/Item.prefab	Month_Card			月卡	
778	UI/Atlas/Item/Item/Item.prefab	Mianzhan01			2小时免战令	
779	UI/Atlas/Item/Item/Item.prefab	Mianzhan02			8小时免战令	
780	UI/Atlas/Item/Item/Item.prefab	Grow_Invest_Card			一本万利卡	
781	UI/Atlas/Item/Item/Item.prefab	Recharge_Card30			30元充值卡	
782	UI/Atlas/Item/Item/Item.prefab	Recharge_Card98			98元充值卡	
783	UI/Atlas/Item/Item/Item.prefab	Recharge_Card198			198元充值卡	
784	UI/Atlas/Item/Item/Item.prefab	Recharge_Card328			328元充值卡	
785	UI/Atlas/Item/Item/Item.prefab	Recharge_Card648			648元充值卡	
786	UI/Atlas/Item/Item/Item.prefab	vip_box			vip特权礼包	
787	UI/Atlas/Item/Item/Item.prefab	cangbaotu			藏宝图	
790	UI/Atlas/Item/Item/Item.prefab	chenghaoling			称号令	
791	UI/Atlas/Item/CurrencyIcon/CurrencyIcon.prefab	HerobrandBig			英雄令	
792	UI/Atlas/Item/Item/Item.prefab	old_box			古旧的宝箱	
793	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			蚩尤	
794	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			后羿	
795	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002			苏妲己	
796	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			鬼谷子	
797	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			项羽	
798	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			秦始皇	
799	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002			武则天	
800	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			吕洞宾	
801	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			张三丰	
802	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002			西施	
803	UI/Atlas/Head/Partner/Partner_Male_03.prefab	Head_boss022			独孤剑	
804	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_boss017			南宫飞云	
805	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_101			杨影枫	
806	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_boss006			玄天道人	
807	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_npc_112			虞姬	
808	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002			赵飞燕	
809	UI/Atlas/Head/Partner/Partner_Male_03.prefab	Head_npc_108			荆轲	
810	UI/Atlas/Head/Partner/Partner_Male_03.prefab	Head_npc_135			李广	
811	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_113			赵云	
812	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002			月眉儿	
813	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_npc_041			杨瑛	
814	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_pet_003			祝子虚	
815	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_npc_085			清晓师太	
816	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_pet_001			黄暮云	
817	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_116			道一真人	
818	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_122			端木睿	
819	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			玄因	
820	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			尹含烟	
1435	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			何人我	
1436	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			璇玑子	
1437	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			黑面郎君	
1438	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			唐仇	
821	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_npc_049			同伴·高长恭	
822	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_boss005			同伴·哲别	
823	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_boss009			同伴·袁承志	
824	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_boss015			同伴·鳌拜	
825	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss026			金翅鹏皇	
826	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss029			赤睛虎皇	
827	UI/Atlas/Head/Partner/Partner_Others_02.prefab	Head_boss027			撼天熊皇	
828	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss030			定海金刚	
829	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_npc_019			唐影	
830	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_130			岳飞	
831	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_110			杨熙烈	
832	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_boss011			上官飞龙	
833	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_npc_019			叶无心	
834	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_npc_056			孟知秋	
835	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_087			纳兰潜凛	
836	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_119			张风	
837	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_118			无虚大师	
1434	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002			秋依水	
1439	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_npc_129			燕若雪	
1440	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			杨再兴	
1441	UI/Atlas/Head/Partner/Partner_Male_01.prefab	Head_npc_030			韩世忠	
1447	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_107			李元霸	
838	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002			纳兰真	
1385	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_098			少年杨影枫	
839	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_pet_005			杨铁心	
840	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_pet_004			柳潇庭	
841	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002			无想	
842	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_pet_002			李恬儿	
843	UI/Atlas/Head/Partner/Partner_Male_02.prefab	Head_npc_111			天目	
844	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			完颜襄	
845	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			玄慈	
846	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002			尹筱雨	
1443	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			石轩辕	
1444	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001			秋石	
