ClassParamID	Desc	Probability	Name	Item	DebtReplaceItem	OtherType	SubType	Amount	Add2Auction	TimeLimit	WorldMsg	FriendMsg	KinMsg	TeamMsg
21790	武神白银箱（80-89级）	30000	800贡献			Contrib		800						
21790	武神白银箱（80-89级）	60000	500贡献			Contrib		500						
21790	武神白银箱（80-89级）	224000	300贡献			Contrib		300						
21790	武神白银箱（80-89级）	479000	200贡献			Contrib		200						
21791	武神白银箱（90-99级）	80000	T8传承项链碎片	2953				1					14	
21791	武神白银箱（90-99级）	6000	魂石·杨铁心	1731				1			14		14	
21791	武神白银箱（90-99级）	12000	4级石头	4324				1			14		14	
21791	武神白银箱（90-99级）	20000	3级石头	4323				1					14	
21791	武神白银箱（90-99级）	40000	2级石头	4322				1						
21791	武神白银箱（90-99级）	6000	1000贡献			Contrib		1000					14	
21791	武神白银箱（90-99级）	20000	800贡献			Contrib		800						
21791	武神白银箱（90-99级）	60000	500贡献			Contrib		500						
21791	武神白银箱（90-99级）	218000	300贡献			Contrib		300						
21791	武神白银箱（90-99级）	538000	200贡献			Contrib		200						
21792	武神白银箱（99-109级）	55000	T9传承项链碎片	2954				1					14	
21792	武神白银箱（99-109级）	5000	魂石·杨铁心	1731				1			14		14	
21792	武神白银箱（99-109级）	15000	4级石头	4324				1			14		14	
21792	武神白银箱（99-109级）	25000	3级石头	4323				1					14	
21792	武神白银箱（99-109级）	35000	2级石头	4322				1						
21792	武神白银箱（99-109级）	8000	1000贡献			Contrib		1000					14	
21792	武神白银箱（99-109级）	25000	800贡献			Contrib		800						
21792	武神白银箱（99-109级）	80000	500贡献			Contrib		500						
21792	武神白银箱（99-109级）	341000	300贡献			Contrib		300						
21792	武神白银箱（99-109级）	411000	200贡献			Contrib		200						
21793	武神白银箱（109-119级）	40000	T10传承项链碎片	3670				1					14	
21793	武神白银箱（109-119级）	4000	魂石·杨铁心	1731				1			14		14	
21793	武神白银箱（109-119级）	6000	5级石头	4325				1			14		14	
21793	武神白银箱（109-119级）	12000	4级石头	4324				1			14		14	
21793	武神白银箱（109-119级）	16000	3级石头	4323				1					14	
21793	武神白银箱（109-119级）	30000	2级石头	4322				1						
21793	武神白银箱（109-119级）	8000	1000贡献			Contrib		1000					14	
21793	武神白银箱（109-119级）	24000	800贡献			Contrib		800						
21793	武神白银箱（109-119级）	80000	500贡献			Contrib		500						
21793	武神白银箱（109-119级）	308000	300贡献			Contrib		300						
21793	武神白银箱（109-119级）	472000	200贡献			Contrib		200						
21794	武神白银箱（120-129级）	40000	T11传承项链碎片	5776				1					14	
21794	武神白银箱（120-129级）	4000	魂石·杨铁心	1731				1			14		14	
21794	武神白银箱（120-129级）	6000	5级石头	4325				1			14		14	
21794	武神白银箱（120-129级）	12000	4级石头	4324				1			14		14	
21794	武神白银箱（120-129级）	16000	3级石头	4323				1					14	
21794	武神白银箱（120-129级）	30000	2级石头	4322				1						
21794	武神白银箱（120-129级）	8000	1000贡献			Contrib		1000					14	
21794	武神白银箱（120-129级）	24000	800贡献			Contrib		800						
21794	武神白银箱（120-129级）	80000	500贡献			Contrib		500						
21794	武神白银箱（120-129级）	308000	300贡献			Contrib		300						
21794	武神白银箱（120-129级）	472000	200贡献			Contrib		200						
44660	武神白银箱（70-79级）	135000	T6传承项链碎片	2099				1					14	
44660	武神白银箱（70-79级）	6000	魂石·杨铁心	1731				1			14		14	
44660	武神白银箱（70-79级）	0	3级石头	4323				1					14	
44660	武神白银箱（70-79级）	100000	2级石头	4322				1						
44660	武神白银箱（70-79级）	6000	1000贡献			Contrib		1000					14	
44660	武神白银箱（70-79级）	18000	800贡献			Contrib		800						
44660	武神白银箱（70-79级）	60000	500贡献			Contrib		500						
44660	武神白银箱（70-79级）	176000	300贡献			Contrib		300						
44660	武神白银箱（70-79级）	499000	200贡献			Contrib		200						
44661	武神白银箱（90-99级）	80000	T8传承项链碎片	2953				1					14	
44661	武神白银箱（90-99级）	6000	魂石·杨铁心	1731				1			14		14	
44661	武神白银箱（90-99级）	0	4级石头	4324				1			14		14	
44661	武神白银箱（90-99级）	40000	3级石头	4323				1					14	
44661	武神白银箱（90-99级）	40000	2级石头	4322				1						
44661	武神白银箱（90-99级）	6000	1000贡献			Contrib		1000					14	
44661	武神白银箱（90-99级）	20000	800贡献			Contrib		800						
44661	武神白银箱（90-99级）	60000	500贡献			Contrib		500						
44661	武神白银箱（90-99级）	314000	300贡献			Contrib		300						
44661	武神白银箱（90-99级）	434000	200贡献			Contrib		200						
44662	武神白银箱（109-119级）	40000	T10传承项链碎片	3670				1					14	
44662	武神白银箱（109-119级）	4000	魂石·杨铁心	1731				1			14		14	
44662	武神白银箱（109-119级）	0	5级石头	4325				1			14		14	
44662	武神白银箱（109-119级）	20000	4级石头	4324				1			14		14	
44662	武神白银箱（109-119级）	20000	3级石头	4323				1					14	
44662	武神白银箱（109-119级）	30000	2级石头	4322				1						
44662	武神白银箱（109-119级）	10000	1000贡献			Contrib		1000					14	
44662	武神白银箱（109-119级）	30000	800贡献			Contrib		800						
44662	武神白银箱（109-119级）	100000	500贡献			Contrib		500						
44662	武神白银箱（109-119级）	288000	300贡献			Contrib		300						
44662	武神白银箱（109-119级）	458000	200贡献			Contrib		200						
755	战场黄金宝箱	90000	T2稀有戒指	1143				1					201	
755	战场黄金宝箱	400000	T2传承戒指	1629				1						
755	战场黄金宝箱	50000	魂石·邵宏渊	1737				1					201	
755	战场黄金宝箱	50000	魂石·白彦敬	1738				1					201	
755	战场黄金宝箱	120000	战场令牌	1970				1						
755	战场黄金宝箱	10000	3000贡献			Contrib		3000					201	
755	战场黄金宝箱	30000	2000贡献			Contrib		2000					201	
755	战场黄金宝箱	45000	1000贡献			Contrib		1000						
755	战场黄金宝箱	75000	800贡献			Contrib		800						
755	战场黄金宝箱	130000	500贡献			Contrib		500						
756	战场黄金宝箱	30000	T3稀有戒指	1144				1			202		201	
756	战场黄金宝箱	218000	T3传承戒指	1630				1					201	
756	战场黄金宝箱	50000	魂石·邵宏渊	1737				1					201	
756	战场黄金宝箱	50000	魂石·白彦敬	1738				1					201	
756	战场黄金宝箱	120000	战场令牌	1970				1						
756	战场黄金宝箱	2000	3000贡献			Contrib		3000					201	
756	战场黄金宝箱	6000	2000贡献			Contrib		2000					201	
756	战场黄金宝箱	32000	1000贡献			Contrib		1000						
756	战场黄金宝箱	72000	600贡献			Contrib		600						
756	战场黄金宝箱	420000	400贡献			Contrib		400						
757	战场黄金宝箱	360000	T4稀有戒指碎片	2100				1					201	
757	战场黄金宝箱	210000	T4传承戒指碎片	2103				1					201	
757	战场黄金宝箱	50000	魂石·邵宏渊	1737				1					201	
757	战场黄金宝箱	50000	魂石·白彦敬	1738				1					201	
757	战场黄金宝箱	120000	战场令牌	1970				1						
757	战场黄金宝箱	20000	3000贡献			Contrib		3000					201	
757	战场黄金宝箱	30000	2000贡献			Contrib		2000					201	
757	战场黄金宝箱	60000	1000贡献			Contrib		1000						
757	战场黄金宝箱	100000	800贡献			Contrib		800						
758	战场黄金宝箱	105600	T5稀有戒指碎片	2101				1					201	
758	战场黄金宝箱	222000	T5传承戒指碎片	2104				1					201	
758	战场黄金宝箱	2400	魂石·李显忠	2535				1			202		201	
758	战场黄金宝箱	2400	魂石·徒单克宁	2536				1			202		201	
758	战场黄金宝箱	25000	魂石·邵宏渊	1737				1					201	
758	战场黄金宝箱	25000	魂石·白彦敬	1738				1					201	
758	战场黄金宝箱	120000	战场令牌	1970				1						
758	战场黄金宝箱	3000	3000贡献			Contrib		3000					201	
758	战场黄金宝箱	10000	2000贡献			Contrib		2000					201	
758	战场黄金宝箱	30000	1000贡献			Contrib		1000						
758	战场黄金宝箱	103000	800贡献			Contrib		800						
758	战场黄金宝箱	351600	500贡献			Contrib		500						
759	战场黄金宝箱	80000	T6稀有戒指碎片	2102				1					201	
759	战场黄金宝箱	200000	T6传承戒指碎片	2105				1					201	
759	战场黄金宝箱	3300	魂石·李显忠	2535				1			202		201	
759	战场黄金宝箱	3300	魂石·徒单克宁	2536				1			202		201	
759	战场黄金宝箱	30000	魂石·邵宏渊	1737				1					201	
759	战场黄金宝箱	30000	魂石·白彦敬	1738				1					201	
759	战场黄金宝箱	120000	战场令牌	1970				1						
759	战场黄金宝箱	3000	3000贡献			Contrib		3000					201	
759	战场黄金宝箱	10000	2000贡献			Contrib		2000					201	
759	战场黄金宝箱	30000	1000贡献			Contrib		1000						
759	战场黄金宝箱	89000	800贡献			Contrib		800						
759	战场黄金宝箱	401400	500贡献			Contrib		500						
3008	战场黄金宝箱(80-89)	36000	T7稀有戒指碎片	2955				1					201	
3008	战场黄金宝箱(80-89)	72000	T7传承戒指碎片	2958				1					201	
3008	战场黄金宝箱(80-89)	25000	高级脚蹬碎片	3476				1			202		201	
3008	战场黄金宝箱(80-89)	30000	中级脚蹬碎片	3475				1					201	
3008	战场黄金宝箱(80-89)	2000	魂石·李显忠	2535				1			202		201	
3008	战场黄金宝箱(80-89)	2000	魂石·徒单克宁	2536				1			202		201	
3008	战场黄金宝箱(80-89)	30000	魂石·邵宏渊	1737				1					201	
3008	战场黄金宝箱(80-89)	30000	魂石·白彦敬	1738				1					201	
3008	战场黄金宝箱(80-89)	120000	战场令牌	1970				1						
3008	战场黄金宝箱(80-89)	3000	3000贡献			Contrib		3000					201	
3008	战场黄金宝箱(80-89)	10000	2000贡献			Contrib		2000					201	
3008	战场黄金宝箱(80-89)	30000	1000贡献			Contrib		1000						
3008	战场黄金宝箱(80-89)	190000	800贡献			Contrib		800						
3008	战场黄金宝箱(80-89)	420000	500贡献			Contrib		500						
3010	战场黄金宝箱(90-99)	20000	T8稀有戒指碎片	2956				1					201	
3010	战场黄金宝箱(90-99)	40000	T8传承戒指碎片	2959				1					201	
3010	战场黄金宝箱(90-99)	40000	高级脚蹬碎片	3476				1			202		201	
3010	战场黄金宝箱(90-99)	50000	中级脚蹬碎片	3475				1					201	
3010	战场黄金宝箱(90-99)	1500	魂石·李显忠	2535				1			202		201	
3010	战场黄金宝箱(90-99)	1500	魂石·徒单克宁	2536				1			202		201	
3010	战场黄金宝箱(90-99)	20000	魂石·邵宏渊	1737				1					201	
3010	战场黄金宝箱(90-99)	20000	魂石·白彦敬	1738				1					201	
3010	战场黄金宝箱(90-99)	100000	战场令牌	1970				1						
3010	战场黄金宝箱(90-99)	3000	3000贡献			Contrib		3000					201	
3010	战场黄金宝箱(90-99)	10000	2000贡献			Contrib		2000					201	
3010	战场黄金宝箱(90-99)	25000	1000贡献			Contrib		1000						
3010	战场黄金宝箱(90-99)	120000	800贡献			Contrib		800						
3010	战场黄金宝箱(90-99)	549000	500贡献			Contrib		500						
3720	战场黄金宝箱(100-109)	15000	T9稀有戒指碎片	2957				1					201	
3720	战场黄金宝箱(100-109)	30000	T9传承戒指碎片	2960				1					201	
3720	战场黄金宝箱(100-109)	45000	高级脚蹬碎片	3476				1			202		201	
3720	战场黄金宝箱(100-109)	50000	中级脚蹬碎片	3475				1					201	
3720	战场黄金宝箱(100-109)	1500	魂石·李显忠	2535				1			202		201	
3720	战场黄金宝箱(100-109)	1500	魂石·徒单克宁	2536				1			202		201	
3720	战场黄金宝箱(100-109)	18000	魂石·邵宏渊	1737				1					201	
3720	战场黄金宝箱(100-109)	18000	魂石·白彦敬	1738				1					201	
3720	战场黄金宝箱(100-109)	100000	战场令牌	1970				1						
3720	战场黄金宝箱(100-109)	5000	3000贡献			Contrib		3000					201	
3720	战场黄金宝箱(100-109)	15000	2000贡献			Contrib		2000					201	
3720	战场黄金宝箱(100-109)	50000	1000贡献			Contrib		1000						
3720	战场黄金宝箱(100-109)	150000	800贡献			Contrib		800						
3720	战场黄金宝箱(100-109)	501000	500贡献			Contrib		500						
3721	战场黄金宝箱(110-119)	12000	T10稀有戒指碎片	3671				1					201	
3721	战场黄金宝箱(110-119)	24000	T10传承戒指碎片	3672				1					201	
3721	战场黄金宝箱(110-119)	45000	高级脚蹬碎片	3476				1			202		201	
3721	战场黄金宝箱(110-119)	45000	中级脚蹬碎片	3475				1					201	
3721	战场黄金宝箱(110-119)	1500	魂石·李显忠	2535				1			202		201	
3721	战场黄金宝箱(110-119)	1500	魂石·徒单克宁	2536				1			202		201	
3721	战场黄金宝箱(110-119)	18000	魂石·邵宏渊	1737				1					201	
3721	战场黄金宝箱(110-119)	18000	魂石·白彦敬	1738				1					201	
3721	战场黄金宝箱(110-119)	100000	战场令牌	1970				1						
3721	战场黄金宝箱(110-119)	5000	3000贡献			Contrib		3000					201	
3721	战场黄金宝箱(110-119)	14000	2000贡献			Contrib		2000					201	
3721	战场黄金宝箱(110-119)	51000	1000贡献			Contrib		1000						
3721	战场黄金宝箱(110-119)	150000	800贡献			Contrib		800						
3721	战场黄金宝箱(110-119)	515000	500贡献			Contrib		500						
6002	战场黄金宝箱(120-129)	12000	T11稀有戒指碎片	5781				1					201	
6002	战场黄金宝箱(120-129)	24000	T11传承戒指碎片	5786				1					201	
6002	战场黄金宝箱(120-129)	45000	高级脚蹬碎片	3476				1			202		201	
6002	战场黄金宝箱(120-129)	45000	中级脚蹬碎片	3475				1					201	
6002	战场黄金宝箱(120-129)	1500	魂石·李显忠	2535				1			202		201	
6002	战场黄金宝箱(120-129)	1500	魂石·徒单克宁	2536				1			202		201	
6002	战场黄金宝箱(120-129)	18000	魂石·邵宏渊	1737				1					201	
6002	战场黄金宝箱(120-129)	18000	魂石·白彦敬	1738				1					201	
6002	战场黄金宝箱(120-129)	100000	战场令牌	1970				1						
6002	战场黄金宝箱(120-129)	5000	3000贡献			Contrib		3000					201	
6002	战场黄金宝箱(120-129)	14000	2000贡献			Contrib		2000					201	
6002	战场黄金宝箱(120-129)	51000	1000贡献			Contrib		1000						
6002	战场黄金宝箱(120-129)	150000	800贡献			Contrib		800						
6002	战场黄金宝箱(120-129)	515000	500贡献			Contrib		500						
764	初级修为书	1000000	200点修为			SkillExp		200						
2395	中级修为书	1000000	1000点修为			SkillExp		1000						
2396	高级修为书	1000000	10000点修为			SkillExp		10000						
765	名将挑战宝箱	150000	1级攻击宝石	240				1						
765	名将挑战宝箱	75000	1级忽抗宝石	260				1						
765	名将挑战宝箱	75000	1级会心宝石	290				1						
765	名将挑战宝箱	33300	2级攻击宝石	241				1						
765	名将挑战宝箱	16700	2级忽抗宝石	261				1						
