ShowType	Name	Faction	ResId	IconId	BigIconId	Desc
113	圣蹄	2	13	4045	4045	
113	圣蹄	3	13	4045	4045	
113	圣蹄	4	13	4045	4045	
113	圣蹄	5	13	4045	4045	
113	圣蹄	6	13	4045	4045	
113	圣蹄	7	13	4045	4045	
113	圣蹄	8	13	4045	4045	
113	圣蹄	9	13	4045	4045	
113	圣蹄	10	13	4045	4045	
113	圣蹄	11	13	4045	4045	
113	圣蹄	12	13	4045	4045	
113	圣蹄	13	13	4045	4045	
113	圣蹄	14	13	4045	4045	
113	圣蹄	15	13	4045	4045	
113	圣蹄	16	13	4045	4045	
113	圣蹄	17	13	4045	4045	
113	圣蹄	18	13	4045	4045	
113	圣蹄	19	13	4045	4045	
113	圣蹄	20	13	4045	4045	
114	追风呼雷豹	1	14	4046	4046	
114	追风呼雷豹	2	14	4046	4046	
114	追风呼雷豹	3	14	4046	4046	
114	追风呼雷豹	4	14	4046	4046	
114	追风呼雷豹	5	14	4046	4046	
114	追风呼雷豹	6	14	4046	4046	
114	追风呼雷豹	7	14	4046	4046	
114	追风呼雷豹	8	14	4046	4046	
114	追风呼雷豹	9	14	4046	4046	
114	追风呼雷豹	10	14	4046	4046	
114	追风呼雷豹	11	14	4046	4046	
114	追风呼雷豹	12	14	4046	4046	
114	追风呼雷豹	13	14	4046	4046	
114	追风呼雷豹	14	14	4046	4046	
114	追风呼雷豹	15	14	4046	4046	
114	追风呼雷豹	16	14	4046	4046	
114	追风呼雷豹	17	14	4046	4046	
114	追风呼雷豹	18	14	4046	4046	
114	追风呼雷豹	19	14	4046	4046	
114	追风呼雷豹	20	14	4046	4046	
115	龙马	1	15	4050	4050	
115	龙马	2	15	4050	4050	
115	龙马	3	15	4050	4050	
115	龙马	4	15	4050	4050	
115	龙马	5	15	4050	4050	
115	龙马	6	15	4050	4050	
115	龙马	7	15	4050	4050	
115	龙马	8	15	4050	4050	
115	龙马	9	15	4050	4050	
115	龙马	10	15	4050	4050	
115	龙马	11	15	4050	4050	
115	龙马	12	15	4050	4050	
115	龙马	13	15	4050	4050	
115	龙马	14	15	4050	4050	
115	龙马	15	15	4050	4050	
115	龙马	16	15	4050	4050	
115	龙马	17	15	4050	4050	
115	龙马	18	15	4050	4050	
115	龙马	19	15	4050	4050	
115	龙马	20	15	4050	4050	
116	梦魇	1	16	4051	4051	
116	梦魇	2	16	4051	4051	
116	梦魇	3	16	4051	4051	
116	梦魇	4	16	4051	4051	
116	梦魇	5	16	4051	4051	
116	梦魇	6	16	4051	4051	
116	梦魇	7	16	4051	4051	
116	梦魇	8	16	4051	4051	
116	梦魇	9	16	4051	4051	
116	梦魇	10	16	4051	4051	
116	梦魇	11	16	4051	4051	
116	梦魇	12	16	4051	4051	
116	梦魇	13	16	4051	4051	
116	梦魇	14	16	4051	4051	
116	梦魇	15	16	4051	4051	
116	梦魇	16	16	4051	4051	
116	梦魇	17	16	4051	4051	
116	梦魇	18	16	4051	4051	
116	梦魇	19	16	4051	4051	
116	梦魇	20	16	4051	4051	
117	抱月拥星驹	1	17	4583	4583	
117	抱月拥星驹	2	17	4583	4583	
117	抱月拥星驹	3	17	4583	4583	
117	抱月拥星驹	4	17	4583	4583	
117	抱月拥星驹	5	17	4583	4583	
117	抱月拥星驹	6	17	4583	4583	
117	抱月拥星驹	7	17	4583	4583	
117	抱月拥星驹	8	17	4583	4583	
117	抱月拥星驹	9	17	4583	4583	
117	抱月拥星驹	10	17	4583	4583	
117	抱月拥星驹	11	17	4583	4583	
117	抱月拥星驹	12	17	4583	4583	
117	抱月拥星驹	13	17	4583	4583	
117	抱月拥星驹	14	17	4583	4583	
117	抱月拥星驹	15	17	4583	4583	
117	抱月拥星驹	16	17	4583	4583	
117	抱月拥星驹	17	17	4583	4583	
117	抱月拥星驹	18	17	4583	4583	
117	抱月拥星驹	19	17	4583	4583	
117	抱月拥星驹	20	17	4583	4583	
118	紫幽灵鹿	1	18	4865	4865	
118	紫幽灵鹿	2	18	4865	4865	
118	紫幽灵鹿	3	18	4865	4865	
118	紫幽灵鹿	4	18	4865	4865	
118	紫幽灵鹿	5	18	4865	4865	
118	紫幽灵鹿	6	18	4865	4865	
118	紫幽灵鹿	7	18	4865	4865	
118	紫幽灵鹿	8	18	4865	4865	
118	紫幽灵鹿	9	18	4865	4865	
118	紫幽灵鹿	10	18	4865	4865	
118	紫幽灵鹿	11	18	4865	4865	
118	紫幽灵鹿	12	18	4865	4865	
118	紫幽灵鹿	13	18	4865	4865	
118	紫幽灵鹿	14	18	4865	4865	
118	紫幽灵鹿	15	18	4865	4865	
118	紫幽灵鹿	16	18	4865	4865	
118	紫幽灵鹿	17	18	4865	4865	
118	紫幽灵鹿	18	18	4865	4865	
118	紫幽灵鹿	19	18	4865	4865	
118	紫幽灵鹿	20	18	4865	4865	
119	云魅灵鹿	1	19	4866	4866	
119	云魅灵鹿	2	19	4866	4866	
119	云魅灵鹿	3	19	4866	4866	
119	云魅灵鹿	4	19	4866	4866	
119	云魅灵鹿	5	19	4866	4866	
119	云魅灵鹿	6	19	4866	4866	
119	云魅灵鹿	7	19	4866	4866	
119	云魅灵鹿	8	19	4866	4866	
119	云魅灵鹿	9	19	4866	4866	
119	云魅灵鹿	10	19	4866	4866	
119	云魅灵鹿	11	19	4866	4866	
119	云魅灵鹿	12	19	4866	4866	
119	云魅灵鹿	13	19	4866	4866	
119	云魅灵鹿	14	19	4866	4866	
119	云魅灵鹿	15	19	4866	4866	
119	云魅灵鹿	16	19	4866	4866	
119	云魅灵鹿	17	19	4866	4866	
119	云魅灵鹿	18	19	4866	4866	
119	云魅灵鹿	19	19	4866	4866	
119	云魅灵鹿	20	19	4866	4866	
120	星芒·云魅灵鹿	1	20	4868	4868	
120	星芒·云魅灵鹿	2	20	4868	4868	
120	星芒·云魅灵鹿	3	20	4868	4868	
120	星芒·云魅灵鹿	4	20	4868	4868	
120	星芒·云魅灵鹿	5	20	4868	4868	
120	星芒·云魅灵鹿	6	20	4868	4868	
120	星芒·云魅灵鹿	7	20	4868	4868	
120	星芒·云魅灵鹿	8	20	4868	4868	
120	星芒·云魅灵鹿	9	20	4868	4868	
120	星芒·云魅灵鹿	10	20	4868	4868	
120	星芒·云魅灵鹿	11	20	4868	4868	
120	星芒·云魅灵鹿	12	20	4868	4868	
120	星芒·云魅灵鹿	13	20	4868	4868	
120	星芒·云魅灵鹿	14	20	4868	4868	
120	星芒·云魅灵鹿	15	20	4868	4868	
120	星芒·云魅灵鹿	16	20	4868	4868	
120	星芒·云魅灵鹿	17	20	4868	4868	
120	星芒·云魅灵鹿	18	20	4868	4868	
120	星芒·云魅灵鹿	19	20	4868	4868	
120	星芒·云魅灵鹿	20	20	4868	4868	
121	奔宵	1	21	1036	1036	
121	奔宵	2	21	1036	1036	
121	奔宵	3	21	1036	1036	
121	奔宵	4	21	1036	1036	
121	奔宵	5	21	1036	1036	
121	奔宵	6	21	1036	1036	
121	奔宵	7	21	1036	1036	
121	奔宵	8	21	1036	1036	
121	奔宵	9	21	1036	1036	
121	奔宵	10	21	1036	1036	
121	奔宵	11	21	1036	1036	
121	奔宵	12	21	1036	1036	
121	奔宵	13	21	1036	1036	
121	奔宵	14	21	1036	1036	
121	奔宵	15	21	1036	1036	
121	奔宵	16	21	1036	1036	
121	奔宵	17	21	1036	1036	
121	奔宵	18	21	1036	1036	
121	奔宵	19	21	1036	1036	
121	奔宵	20	21	1036	1036	
122	红骊	1	22	1040	1040	
122	红骊	2	22	1040	1040	
122	红骊	3	22	1040	1040	
122	红骊	4	22	1040	1040	
122	红骊	5	22	1040	1040	
122	红骊	6	22	1040	1040	
122	红骊	7	22	1040	1040	
122	红骊	8	22	1040	1040	
122	红骊	9	22	1040	1040	
122	红骊	10	22	1040	1040	
122	红骊	11	22	1040	1040	
122	红骊	12	22	1040	1040	
122	红骊	13	22	1040	1040	
122	红骊	14	22	1040	1040	
122	红骊	15	22	1040	1040	
122	红骊	16	22	1040	1040	
122	红骊	17	22	1040	1040	
122	红骊	18	22	1040	1040	
122	红骊	19	22	1040	1040	
122	红骊	20	22	1040	1040	
123	绿踪	1	23	1041	1041	
123	绿踪	2	23	1041	1041	
123	绿踪	3	23	1041	1041	
123	绿踪	4	23	1041	1041	
123	绿踪	5	23	1041	1041	
123	绿踪	6	23	1041	1041	
123	绿踪	7	23	1041	1041	
123	绿踪	8	23	1041	1041	
123	绿踪	9	23	1041	1041	
123	绿踪	10	23	1041	1041	
123	绿踪	11	23	1041	1041	
123	绿踪	12	23	1041	1041	
123	绿踪	13	23	1041	1041	
123	绿踪	14	23	1041	1041	
123	绿踪	15	23	1041	1041	
123	绿踪	16	23	1041	1041	
123	绿踪	17	23	1041	1041	
123	绿踪	18	23	1041	1041	
123	绿踪	19	23	1041	1041	
123	绿踪	20	23	1041	1041	
124	乌骓	1	24	1042	1042	
124	乌骓	2	24	1042	1042	
124	乌骓	3	24	1042	1042	
124	乌骓	4	24	1042	1042	
124	乌骓	5	24	1042	1042	
124	乌骓	6	24	1042	1042	
124	乌骓	7	24	1042	1042	
124	乌骓	8	24	1042	1042	
124	乌骓	9	24	1042	1042	
124	乌骓	10	24	1042	1042	
124	乌骓	11	24	1042	1042	
124	乌骓	12	24	1042	1042	
124	乌骓	13	24	1042	1042	
124	乌骓	14	24	1042	1042	
124	乌骓	15	24	1042	1042	
124	乌骓	16	24	1042	1042	
124	乌骓	17	24	1042	1042	
124	乌骓	18	24	1042	1042	
124	乌骓	19	24	1042	1042	
124	乌骓	20	24	1042	1042	
125	龙鳞凤羽	1	25	4859	4859	
125	龙鳞凤羽	2	25	4859	4859	
125	龙鳞凤羽	3	25	4859	4859	
125	龙鳞凤羽	4	25	4859	4859	
125	龙鳞凤羽	5	25	4859	4859	
125	龙鳞凤羽	6	25	4859	4859	
125	龙鳞凤羽	7	25	4859	4859	
125	龙鳞凤羽	8	25	4859	4859	
125	龙鳞凤羽	9	25	4859	4859	
125	龙鳞凤羽	10	25	4859	4859	
125	龙鳞凤羽	11	25	4859	4859	
125	龙鳞凤羽	12	25	4859	4859	
125	龙鳞凤羽	13	25	4859	4859	
125	龙鳞凤羽	14	25	4859	4859	
125	龙鳞凤羽	15	25	4859	4859	
125	龙鳞凤羽	16	25	4859	4859	
125	龙鳞凤羽	17	25	4859	4859	
125	龙鳞凤羽	18	25	4859	4859	
125	龙鳞凤羽	19	25	4859	4859	
125	龙鳞凤羽	20	25	4859	4859	
126	大天使之驹	1	26	5359	5359	
126	大天使之驹	2	26	5359	5359	
126	大天使之驹	3	26	5359	5359	
126	大天使之驹	4	26	5359	5359	
126	大天使之驹	5	26	5359	5359	
126	大天使之驹	6	26	5359	5359	
126	大天使之驹	7	26	5359	5359	
126	大天使之驹	8	26	5359	5359	
126	大天使之驹	9	26	5359	5359	
126	大天使之驹	10	26	5359	5359	
126	大天使之驹	11	26	5359	5359	
126	大天使之驹	12	26	5359	5359	
126	大天使之驹	13	26	5359	5359	
126	大天使之驹	14	26	5359	5359	
126	大天使之驹	15	26	5359	5359	
126	大天使之驹	16	26	5359	5359	
126	大天使之驹	17	26	5359	5359	
126	大天使之驹	18	26	5359	5359	
126	大天使之驹	19	26	5359	5359	
126	大天使之驹	20	26	5359	5359	
201	天王帮信物	1		2424	2424	
201	峨眉派信物	2		2425	2425	
201	桃花岛信物	3		2427	2427	
201	逍遥派信物	4		2426	2426	
201	武当派信物	5		2428	2428	
201	天忍教信物	6		2429	2429	
201	少林寺信物	7		2430	2430	
201	翠烟派信物	8		2431	2431	
201	唐门派信物	9		2432	2432	
201	昆仑派信物	10		2433	2433	
201	丐帮派信物	11		3775	3775	
201	五毒教信物	12		3776	3776	
201	藏剑山庄信物	13		3779	3779	
201	长歌门信物	14		3780	3780	
201	XX帮信物15	15		3781	3781	
201	XX帮信物16	16		3782	3782	
201	XX帮信物17	17		3783	3783	
201	XX帮信物18	18		3784	3784	
201	XX帮信物19	19		3785	3785	
201	XX帮信物20	20		3786	3786	
301	傲血丹青·薄荷绿	1	301	11001	11001	
301	青灯曳影·薄荷绿	2	311	11011	11011	
301	青玉云歌·薄荷绿	3	321	11021	11021	
301	千叶森罗·薄荷绿	4	331	11031	11031	
301	醉月青霄·薄荷绿	5	341	11041	11041	
301	青丝绾·薄荷绿	6	351	11051	11051	
301	青竹菩提·薄荷绿	7	361	11201	11201	
301	翠玉明珠·薄荷绿	8	371	11211	11211	
301	青鳞镇海·薄荷绿	9	381	12241	12241	
301	御海听涛·翡翠绿	10	391	12261	12261	
301	傲血丹青·薄荷绿	11	401	12841	12841	
301	青灯曳影·薄荷绿	12	411	12861	12861	
301	千叶森罗·橄榄绿	13	421	12881	12881	
301	青玉云歌·翡翠绿	14	431	12901	12901	
301	醉月青霄·薄荷绿	15	441	12921	12921	
301	青丝绾·薄荷绿	16	451	12941	12941	
301	青竹菩提·薄荷绿	17	461	12961	12961	
301	翠玉明珠·薄荷绿	18	471	12981	12981	
301	青鳞镇海·薄荷绿	19	481	13001	13001	
301	御海听涛·薄荷绿	20	491	13021	13021	
302	傲血丹青·海洋蓝	1	302	11002	11002	
302	青灯曳影·海洋蓝	2	312	11012	11012	
302	青玉云歌·海洋蓝	3	322	11022	11022	
302	千叶森罗·海洋蓝	4	332	11032	11032	
302	醉月青霄·海洋蓝	5	342	11042	11042	
302	青丝绾·海洋蓝	6	352	11052	11052	
302	青竹菩提·海洋蓝	7	362	11202	11202	
302	翠玉明珠·海洋蓝	8	372	11212	11212	
302	青鳞镇海·赤阳红	9	382	12242	12242	
302	御海听涛·水晶紫	10	392	12262	12262	
302	傲血丹青·杏笺黄	11	402	12842	12842	
302	青灯曳影·绽放橙	12	412	12862	12862	
302	千叶森罗·蝴蝶蓝	13	422	12882	12882	
302	青玉云歌·赤阳红	14	432	12902	12902	
302	醉月青霄·海洋蓝	15	442	12922	12922	
302	青丝绾·海洋蓝	16	452	12942	12942	
302	青竹菩提·海洋蓝	17	462	12962	12962	
302	翠玉明珠·海洋蓝	18	472	12982	12982	
302	青鳞镇海·赤阳红	19	482	13002	13002	
302	御海听涛·水晶紫	20	492	13022	13022	
303	傲血丹青·香墨黑	1	303	11003	11003	
303	青灯曳影·香墨黑	2	313	11013	11013	
303	青玉云歌·香墨黑	3	323	11023	11023	
303	千叶森罗·香墨黑	4	333	11033	11033	
303	醉月青霄·香墨黑	5	343	11043	11043	
303	青丝绾·香墨黑	6	353	11053	11053	
303	青竹菩提·香墨黑	7	363	11203	11203	
303	翠玉明珠·香墨黑	8	373	11213	11213	
303	青鳞镇海·香墨黑	9	383	12243	12243	
303	御海听涛·薄荷绿	10	393	12263	12263	
303	傲血丹青·蝴蝶蓝	11	403	12843	12843	
303	青灯曳影·水晶紫	12	413	12863	12863	
303	千叶森罗·杏笺黄	13	423	12883	12883	
303	青玉云歌·熏香紫	14	433	12903	12903	
303	醉月青霄·香墨黑	15	443	12923	12923	
303	青丝绾·香墨黑	16	453	12943	12943	
303	青竹菩提·香墨黑	17	463	12963	12963	
303	翠玉明珠·香墨黑	18	473	12983	12983	
303	青鳞镇海·香墨黑	19	483	13003	13003	
303	御海听涛·薄荷绿	20	493	13023	13023	
304	傲血丹青·落雪白	1	304	11004	11004	
304	青灯曳影·落雪白	2	314	11014	11014	
304	青玉云歌·落雪白	3	324	11024	11024	
304	千叶森罗·落雪白	4	334	11034	11034	
304	醉月青霄·落雪白	5	344	11044	11044	
