Name	Path	IsPreLoad	Layer	Desc	BlackBg	AutoHideInFightMode	IsStay	OpenSound	CloseSound	OpenAni	CloseAni	BackBtnClose
LevelUpPopup	UI/Prefabs/Role/LevelUp.prefab		LAYER_POPUP	升級彈窗介面						NormalOpen		
AchievementPanel	UI/Prefabs/Achievement/AchievementPanel.prefab		LAYER_NORMAL	成就介面	1			8002	8003	NormalOpen	NormalClose	1
BattleEntrance	UI/Prefabs/BattleField/BattleEntrance.prefab		LAYER_NORMAL	戰場報名	1					NormalOpen	NormalClose	1
AchievementDisplay	UI/Prefabs/Achievement/AchievementDisplay.prefab		LAYER_NORMAL							AchievementOpen	AchievementMove	
FubenStarAward	UI/Prefabs/Fuben/FubenStarAward.prefab		LAYER_NORMAL	關卡星級獎勵						NormalOpen		
TitleChangePanel	UI/Prefabs/TitleChangePanel.prefab		LAYER_POPUP	更換稱號						NormalOpen		1
ChatAchievementPopup	UI/Prefabs/Achievement/ChatAchievementPopup.prefab		LAYER_POPUP									1
NotifyMsgList	UI/Prefabs/Tips&notice/NewsPanel.prefab		LAYER_NORMAL	處理消息清單	1					NormalOpen	NormalClose	1
DungeonInviteList	UI/Prefabs/Dungeons/InvitePanel.prefab		LAYER_NORMAL	地宮邀請列表						NormalOpen		1
BgBlack	UI/Prefabs/HomeScreen/BgBlack.prefab		LAYER_BG	探索黑色遮擋								
HelperList	UI/Prefabs/Helper/SelectHelper.prefab		LAYER_NORMAL	助戰列表						NormalOpen		
ExplorationFubenPanel	UI/Prefabs/Fuben/ExplorationFubenPanel.prefab		LAYER_HOME	地圖探索								1
MeetEnemyPanel	UI/Prefabs/Fuben/MeetEnemyPanel.prefab		LAYER_NORMAL	探索遇敵						NormalOpen		
PartnerDetail	UI/Prefabs/Companion/CompanionDetailPanel.prefab		LAYER_NORMAL	同伴詳細資訊介面	1					NormalOpen	NormalClose	1
KinJoinPanel	UI/Prefabs/NewFamily/JoinFamilyPanel.prefab		LAYER_NORMAL	加入幫派介面	1					NormalOpen	NormalClose	1
KinCreatePanel	UI/Prefabs/NewFamily/CreateFamily.prefab		LAYER_NORMAL	創建幫派介面	1					NormalOpen	NormalClose	1
KinDetailPanel	UI/Prefabs/NewFamily/FamilyPanel.prefab		LAYER_NORMAL	幫派詳細介面	1			8002	8003	NormalOpen	NormalClose	1
KinApplyList	UI/Prefabs/NewFamily/ApplyListPanel.prefab		LAYER_NORMAL	幫派申請介面	1					NormalOpen	NormalClose	1
KinRecruit	UI/Prefabs/NewFamily/RecruitPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
KinMgrPanel	UI/Prefabs/NewFamily/KinMgrPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
KinChangeCareer	UI/Prefabs/NewFamily/FamilyCareer.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
KinAnswerPanel	UI/Prefabs/NewFamily/AnswerPanel.prefab		LAYER_NORMAL	幫派答題介面						NormalOpen		
KinDicePanel	UI/Prefabs/NewFamily/DicePanel.prefab		LAYER_NORMAL									
KinDeclareEditor	UI/Prefabs/NewFamily/FamilyDeclarationPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
ViewRolePanel	UI/Prefabs/OthersDetailPanel.prefab		LAYER_NORMAL	查看玩家						NormalOpen		1
MapLoading	UI/Prefabs/Loading/Loading.prefab	1	LAYER_LOADING	切換場景讀條			1					
MailDetailedPanel	UI/Prefabs/Chat/MailDetailedPanel.prefab		LAYER_NORMAL	郵箱內容								1
CalendarPanel	UI/Prefabs/Calendar/Calendar.prefab		LAYER_NORMAL	活動日曆	1					NormalOpen	NormalClose	1
ActivityTip	UI/Prefabs/Calendar/ActivityTip.prefab		LAYER_POPUP									1
AutoSkillSetting	UI/Prefabs/AutoSkillSetting.prefab		LAYER_NORMAL	自動戰鬥設置介面	1					NormalOpen	NormalClose	1
FightPowerTip	UI/Prefabs/Tips&notice/FightPowerTip.prefab		LAYER_INFO									
ViewFight	UI/Prefabs/Chat/ViewFight.prefab		LAYER_NORMAL	UI戰鬥								
Guide	UI/Prefabs/Guide.prefab		LAYER_GUIDE	引導介面								
ColorMsgPanel	UI/Prefabs/ChatNew/ColorPanel.prefab		LAYER_NORMAL									1
PrayPanel	UI/Prefabs/Pray/PrayPanel.prefab		LAYER_NORMAL	祈福介面	1					NormalOpen	NormalClose	1
FriendApplyPanel	UI/Prefabs/SocialNew/FriendApplyPanel.prefab		LAYER_NORMAL	好友申請列表						NormalOpen		1
AddFriendPanel	UI/Prefabs/SocialNew/AddFriendPanel.prefab		LAYER_NORMAL	查找添加好友						NormalOpen		1
RightPopup	UI/Prefabs/RightPopup.prefab		LAYER_POPUP	右鍵功能表操作清單								1
RoleInformationPanel	UI/Prefabs/Role/RoleInformationPanel.prefab		LAYER_NORMAL	角色頭像資訊	1					NormalOpen		1
ChuangGongPanel	UI/Prefabs/Chat/ChuangGongPanel.prefab		LAYER_NORMAL	傳功						NormalOpen	NormalClose	
PortraitSelectPanel	UI/Prefabs/Role/HeadSelectPanel.prefab		LAYER_NORMAL	角色頭像選擇	1					NormalOpen	NormalClose	1
QYHbattleInfo	UI/Prefabs/QueYingHui/QYHbattleInfo.prefab		LAYER_NORMAL									
QYHEntrance	UI/Prefabs/QueYingHui/QYHEntrance.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	
QYHAccount	UI/Prefabs/QueYingHui/QYHAccount.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	
QYHLeftInfo	UI/Prefabs/QueYingHui/QYHLeftInfo.prefab		LAYER_NORMAL									
BattleFieldTips	UI/Prefabs/BattleField/TipsForKills.prefab		LAYER_INFO	戰場中屏提示資訊								
WelfareActivity	UI/Prefabs/WelfareActivities/WelfareActivities.prefab		LAYER_NORMAL	福利介面	1					NormalOpen	NormalClose	1
ChangeName	UI/Prefabs/Role/ChangeNamePanel.prefab		LAYER_NORMAL	改名字						NormalOpen		1
RankBoardPanel	UI/Prefabs/Rank/RankingListPanel.prefab		LAYER_NORMAL	排行榜	1					NormalOpen	NormalClose	1
AutoLeaveTip	UI/Prefabs/Fuben/AutomaticallyLeavePanel.prefab		LAYER_INFO	探索自動離開的提示								
NumberKeyboard	UI/Prefabs/Shop/KeyboardPanel.prefab		LAYER_POPUP	數位鍵盤								1
AchievementTitle	UI/Prefabs/Achievement/AchievementTipPanel.prefab		LAYER_POPUP	成就頁面稱號彈框								
ActivityQuestion	UI/Prefabs/Quiz/Quiz.prefab		LAYER_NORMAL	答題活動ui	1					NormalOpen	NormalClose	1
KinMailPanel	UI/Prefabs/NewFamily/FamliyMailPanel.prefab		LAYER_NORMAL	幫派信件								1
SpecialLife	UI/Prefabs/SpecialLife.prefab		LAYER_NORMAL	Boss大血條								
PartnerItemComposePanel	UI/Prefabs/Companion/CompanionRelevantPanel.prefab		LAYER_NORMAL	同伴裝備合成		1						
TeamFubenPanel	UI/Prefabs/Fuben/TeamFuebnPanel.prefab		LAYER_NORMAL	組隊副本	1					NormalOpen	NormalClose	1
MissionAwardList	UI/Prefabs/Fuben/MissionAwardList.prefab		LAYER_NORMAL	事後獎勵補領UI	1					NormalOpen	NormalClose	
PartnerItemGainPanel	UI/Prefabs/Companion/CompanionEquipmentPanel.prefab		LAYER_NORMAL	裝備獲取列表		1						
TeamPanel	UI/Prefabs/Team/TeamPanel.prefab		LAYER_NORMAL	隊伍介面	1					NormalOpen	NormalClose	1
AwardTips	UI/Prefabs/Tips&notice/AwardTips.prefab		LAYER_POPUP	通用獎勵介面	1					NormalOpen		
CompanionShow	UI/Prefabs/Companion/CompanionRecruitPanel.prefab		LAYER_NORMAL	同伴展示	1					NormalOpen		
ReadyGo	UI/Prefabs/Yibuzhandou/ReadyGo.prefab		LAYER_INFO	三二一開始介面								
RankBattleResult	UI/Prefabs/Yibuzhandou/RankBattleResult.prefab		LAYER_NORMAL	武神殿結算介面	1					NormalOpen	NormalClose	
ItemTips	UI/Prefabs/Tips&notice/BigItemTips.prefab		LAYER_POPUP	通用道具資訊介面						NormalOpen		1
InputBox	UI/Prefabs/Tips&notice/InputBox.prefab		LAYER_POPUP	通用輸入彈窗						NormalOpen		1
RockerGuidePanel	UI/Prefabs/RockerGuidePanel.prefab		LAYER_NORMAL									
KinBuildingLevelUp	UI/Prefabs/NewFamily/FamilyBuildingLevelup.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
KinVaultPanel	UI/Prefabs/NewFamily/FamilyVaultPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
KinStore	UI/Prefabs/Family/FamilyStore.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
QYHLeavePanel	UI/Prefabs/QueYingHui/QYHLeavePanel.prefab		LAYER_HOME									
PlayerLevelUp	UI/Prefabs/Role/LevelUpPanel.prefab		LAYER_NORMAL	玩家升級屬性展示						NormalOpen	NormalClose	
HonorLevelPanel	UI/Prefabs/Role/TitlePanel.prefab		LAYER_NORMAL	頭銜	1					NormalOpen	NormalClose	1
HonorLevelUp	UI/Prefabs/Role/TitleUp.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	
HeroChallenge	UI/Prefabs/HeroChallenge/HeroChallenge.prefab		LAYER_NORMAL	英雄挑戰	1					NormalOpen	NormalClose	1
HeroChallengeChosse	UI/Prefabs/HeroChallenge/RoleChoose.prefab		LAYER_NORMAL	英雄挑戰選擇	1					NormalOpen	NormalClose	1
TeammateSelectPop	UI/Prefabs/Team/TeammateSelectPop.prefab		LAYER_POPUP									1
FloatingWindowDisplay	UI/Prefabs/QuickUse.prefab		LAYER_HOME	道具快速使用浮窗		1				NormalOpen		
SkillShow	UI/Prefabs/Skill/SkillTipPanel.prefab		LAYER_POPUP	技能詳細展示介面	1					NormalOpen		1
PartnerExpUse	UI/Prefabs/Companion/CompanionExpUsePanel.prefab		LAYER_POPUP	同伴使用經驗藥水UI						NormalOpen		1
KinFireDisplay	UI/Prefabs/NewFamily/FamilyRoastPanel.prefab		LAYER_NORMAL	篝火詳細資訊								
StarAwardList	UI/Prefabs/Fuben/StarAwardList.prefab		LAYER_NORMAL	星級獎勵列表						NormalOpen		
RoleHeadPop	UI/Prefabs/Tips&notice/RoleHeadPop.prefab		LAYER_NORMAL	點擊人物彈出頭像						NormalOpen		
UseItemPop	UI/Prefabs/Tips&notice/RoleHeadPopUse.prefab		LAYER_NORMAL	活動使用道具						NormalOpen		
GeneralHelpPanel	UI/Prefabs/Help/Help.prefab		LAYER_POPUP	通用幫助						NormalOpen		1
RockerGuideNpcPanel	UI/Prefabs/RockerGuideNpcPanel.prefab		LAYER_NORMAL									
NoticePanel	UI/Prefabs/Login/NoticePanel.prefab		LAYER_NORMAL	遊戲公告						NormalOpen		1
HonorLevelPayPop	UI/Prefabs/Role/HonorLevelPayPop.prefab		LAYER_NORMAL									
BossResult	UI/Prefabs/Boss/BossResult.prefab		LAYER_NORMAL		1	1				NormalOpen	NormalClose	1
BossLeaderPanel	UI/Prefabs/Calendar/BossLeaderPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
SnowballPanel	UI/Prefabs/Calendar/SnowballPanel.prefab		LAYER_NORMAL		1					NormalOpen		
ChangeFactionPanel	UI/Prefabs/ChangeFactionPanel.prefab		LAYER_NORMAL		1					NormalOpen		
HSLJPanel	UI/Prefabs/HuaShanLunJian/HSLJPanel.prefab		LAYER_NORMAL		1					NormalOpen		
TeamRelatedPanel	UI/Prefabs/HuaShanLunJian/TeamRelatedPanel.prefab		LAYER_NORMAL		1					NormalOpen		
CreateTeamPanel	UI/Prefabs/HuaShanLunJian/CreateTeamPanel.prefab		LAYER_NORMAL		1					NormalOpen		
HSLJAccount	UI/Prefabs/HuaShanLunJian/HSLJAccount.prefab		LAYER_NORMAL		1					NormalOpen		
HSLJBattleInfo	UI/Prefabs/HuaShanLunJian/HSLJBattleInfo.prefab		LAYER_HOME									
HSLJBattlefieldPanel	UI/Prefabs/HuaShanLunJian/HSLJBattlefieldPanel.prefab		LAYER_NORMAL		1							
TeamDetailsPanel	UI/Prefabs/HuaShanLunJian/TeamDetailsPanel.prefab		LAYER_NORMAL		1							
AssistCompanionPanel	UI/Prefabs/HuaShanLunJian/AssistCompanionPanel.prefab		LAYER_NORMAL							NormalOpen	NormalClose	
GuessingChampionPanel	UI/Prefabs/HuaShanLunJian/GuessingChampionPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	
GuessingStakePanel	UI/Prefabs/HuaShanLunJian/GuessingStakePanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	
GuessingSurePanel	UI/Prefabs/HuaShanLunJian/GuessingSurePanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	
PlayerNumberPanel	UI/Prefabs/HuaShanLunJian/PlayerNumberPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	
SkillAuxiliaryPanel	UI/Prefabs/Skill/SkillAuxiliaryPanel.prefab		LAYER_NORMAL		1					NormalOpen		
ExpUpPanel	UI/Prefabs/Calendar/ExpUpPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	
FamilyCampPanel	UI/Prefabs/NewFamily/FamilyCampPanel.prefab		LAYER_NORMAL		1					NormalOpen	NormalClose	1
BuffTip	UI/Prefabs/Tips&notice/BuffTip.prefab		LAYER_NORMAL									1
KinNestDisplay	UI/Prefabs/NewFamily/KinNestDisplay.prefab		LAYER_NORMAL	盜賊巢穴詳細資訊								
AttributeDescription	UI/Prefabs/Tips&notice/AttributeDescription.prefab		LAYER_POPUP	屬性描述資訊								1
QuickBuyOrUse	UI/Prefabs/Tips&notice/AlternativeUse.prefab		LAYER_NORMAL	快速使用道具或者購買次數						NormalOpen		1
ScreenRecord	UI/Prefabs/HomeScreen/HomeScreenVideo.prefab		LAYER_POPUP	錄影停止介面								
StrongerPanel	UI/Prefabs/BecomeStronger/StrongerPanel.prefab		LAYER_NORMAL	我要變強	1					NormalOpen	NormalClose	1
TeamActivityHelp	UI/Prefabs/Team/TeamActivityHelp.prefab		LAYER_NORMAL									1
KinBattle	UI/Prefabs/NewFamily/FamilyWar.prefab		LAYER_NORMAL	幫派戰	1					NormalOpen	NormalClose	1
SetNumber	UI/Prefabs/NewFamily/FamilyWarSetting.prefab											1
AssistTools	UI/Prefabs/Debug/AssistTools.prefab		LAYER_DEBUG	協助工具								
GameMsg	UI/Prefabs/Debug/GameMsg.prefab		LAYER_DEBUG	遊戲資訊視圖								
CardPreview	UI/Prefabs/Companion/CompanionpreviewPanel.prefab		LAYER_NORMAL	抽卡預覽	1					NormalOpen	NormalClose	1
TeamBattlePanel	UI/Prefabs/Calendar/StarTowerPanel.prefab		LAYER_NORMAL	通天塔報名介面	1							1
TeamBattleInfo	UI/Prefabs/Calendar/StarTowerBattleInfo.prefab		LAYER_NORMAL	通天塔戰鬥比分								
TeamBattleAccount	UI/Prefabs/Calendar/StarTowerAccount.prefab		LAYER_NORMAL	通天塔展示與結算介面	1					ShengLiSuaDongHua		
Reload	UI/Prefabs/Debug/Reload.prefab		LAYER_DEBUG	重新載入腳本介面								
FactionBattlePanel	UI/Prefabs/Calendar/FactionAthleticsPanel.prefab		LAYER_NORMAL	門派競技介面	1					NormalOpen	NormalClose	1
FactionReportPanel	UI/Prefabs/Calendar/FactionReport.prefab		LAYER_NORMAL	門派競技開關按鈕						NormalOpen	NormalClose	
EverydayTargetAwardTip	UI/Prefabs/Calendar/CalendarAwardTipPanel.prefab		LAYER_NORMAL	每日目標獎勵tip								1
FactionBattleRankEffect	UI/Prefabs/Calendar/FactionAthleticsRankingPanel.prefab		LAYER_INFO	門派競技晉級特效								
FieldPracticePanel	UI/Prefabs/Field/FieldPracticePanel.prefab		LAYER_NORMAL	修煉	1					NormalOpen	NormalClose	1
AuctionPanel	UI/Prefabs/transaction/TransactionPanel.prefab		LAYER_NORMAL	拍賣介面	1					NormalOpen	NormalClose	1
AuctionRecordPanel	UI/Prefabs/Family/AuctionRecordPanel.prefab		LAYER_NORMAL	拍賣記錄	1					NormalOpen	NormalClose	1
LoginAwardsPanel	UI/Prefabs/WelfareActivities/NewServerReward/LoginAwardsPanel.prefab		LAYER_NORMAL	登入領獎	1					NormalOpen	NormalClose	1
TaskFinish	UI/Prefabs/Task/TaskPanel.prefab		LAYER_NORMAL	任務獎勵UI								1
MarketStallPanel	UI/Prefabs/transaction/StallPanel.prefab		LAYER_NORMAL	擺攤介面	1					NormalOpen	NormalClose	1
MarketStallBuyPanel	UI/Prefabs/transaction/ItemsPurchasePanel.prefab		LAYER_NORMAL	擺攤購買						NormalOpen	NormalClose	1
MarketStallSellPanel	UI/Prefabs/transaction/ItemsSalePanel.prefab		LAYER_NORMAL	擺攤出售						NormalOpen	NormalClose	1
ItemSellPanel	UI/Prefabs/transaction/ItemsSellPanel.prefab		LAYER_NORMAL	物品出售						NormalOpen	NormalClose	1
BgBlackAll	UI/Prefabs/HomeScreen/BgBlackAll.prefab		LAYER_HOME	全黑背景								
CreateNameInput	UI/Prefabs/Login/NamePanel.prefab		LAYER_POPUP	輸入角色名字	1							
InterludeDescribePanel	UI/Prefabs/Login/InterludeDescribePanel.prefab		LAYER_NORMAL	初始介紹						InterludeDescribe	InterludeDescribeClose	
KinTrainMatPanel	UI/Prefabs/NewFamily/FamilyTestPanel.prefab		LAYER_NORMAL	幫派試煉物資車ui	1					NormalOpen	NormalClose	1
