Type	TitleID	Name	Achievement	ColorDesc	ColorID	GTopColorID	GBottomColorID	OutlineColorID	Timeout	ImgAltlas	ImgPrefix	EffectResID	Rank	WorldNotify	Desc	Quality	Icon
FactionBattle8	308	翠煙新人王	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		門派競技活動第一名獲得此稱號		
FactionBattle9	309	唐門新人王	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		門派競技活動第一名獲得此稱號		
FactionBattle10	310	崑崙新人王	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		門派競技活動第一名獲得此稱號		
FactionBattle11	311	天王大師兄	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle12	312	逍遙大師兄	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle13	313	桃花大師姐	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle14	314	峨嵋大師姐	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle15	315	武當大師兄	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle16	316	天忍大師姐	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle17	317	少林大師兄	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle18	318	翠煙大師姐	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle19	319	唐門大師兄	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle20	320	崑崙大師姐	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle21	321	丐幫新人王	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		門派競技活動第一名獲得此稱號		
FactionBattle22	322	丐幫大師兄	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle23	323	五毒新人王	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		門派競技活動第一名獲得此稱號		
FactionBattle24	324	五毒大師姐	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle25	325	藏劍新人王	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		門派競技活動第一名獲得此稱號		
FactionBattle26	326	藏劍大師兄	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
FactionBattle27	327	長歌新人王	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		門派競技活動第一名獲得此稱號		
FactionBattle28	328	長歌大師姐	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		門派大師兄/大師姐評選中第一名獲得此稱號		
Card_collection_1	400	江湖百曉生	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		凌絕峰卡片收集前30名的稱號！		
Card_collection_1	401	凌絕笑紅塵	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		凌絕峰卡片收集前10名的稱號！		
Card_collection_1	402	九天逍遙遊	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1		凌絕峰卡片收集第1名的稱號！		
Card_collection_gq	403	心有丘壑	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		錦繡山河收集前30名的稱號！		
Card_collection_gq	404	華夏萬事通	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					2		錦繡山河收集前10名的稱號！		
Card_collection_gq	405	知天曉地	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					3		錦繡山河收集第1名的稱號！		
hd_putiantongqing1	406	門庭若市	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		普天同慶前30名的稱號！		
hd_putiantongqing2	407	高朋滿座	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		普天同慶前10名的稱號！		
hd_putiantongqing3	408	摯友如雲	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1		普天同慶第1名的稱號！		
QSHL_Leader1	500	非攻		紫色稱號	200	207	208	209					2		秦始皇陵稱號		
QSHL_Leader2	501	殺神		紫色稱號	200	207	208	209					2		秦始皇陵稱號		
QSHL_Leader3	502	鬼相		紫色稱號	200	207	208	209					2		秦始皇陵稱號		
QSHL_Boss	503	千古一帝		橙色稱號	200	213	214	215					3		秦始皇陵稱號		
QSHL_BossFaker	504	始皇替身		橙色稱號	200	213	214	215					3		秦始皇陵稱號		
NDYZ_Leader1	505	女帝守護者		紫色稱號	200	207	208	209					2		秦始皇陵稱號		
NDYZ_Leader2	506	衛隊長		紫色稱號	200	207	208	209					2		秦始皇陵稱號		
NDYZ_Leader3	507	神探		紫色稱號	200	207	208	209					2		秦始皇陵稱號		
NDYZ_Boss	508	天後		橙色稱號	200	213	214	215					3		秦始皇陵稱號		
NDYZ_BossFaker	509	偽帝鸞姬		橙色稱號	200	213	214	215					3		秦始皇陵稱號		
Achievement1	1000	共覽眾山小	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		出戰滿4個S級以上的同伴		
Achievement3	1002	情同生死	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		與3個好友的親密度達到40級		
Achievement6	1005	百煉成鋼	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		參與20次幫派試煉		
Achievement7	1006	助人為樂	Title_Normal;	藍色稱號	200	204	205	206					1		給其他玩家傳功或被傳功30次		
Achievement8	1007	助人者人助之	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		給其他玩家傳功或被傳功100次		
Achievement9	1008	千金散盡還複來	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		完成1000次幫派捐獻		
Achievement10	1009	強化大師	Title_Normal;	藍色稱號	200	204	205	206					1		全身裝備強化+60以上		
Achievement11	1010	強化宗師	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		全身裝備強化+80以上		
Achievement12	1011	鑲嵌大師	Title_Normal;	藍色稱號	200	204	205	206					1		全身鑲嵌滿4級以上魂石		
Achievement13	1012	鑲嵌宗師	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		全身鑲嵌滿5級以上魂石		
Achievement18	1017	老江湖	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		領取100次簽到獎勵		
Achievement21	1020	財源廣進	Title_Normal;	藍色稱號	200	204	205	206					1		使用搖錢樹200次		
Achievement22	1021	財神降臨	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		使用搖錢樹1000次		
Achievement25	1024	商行天下	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		完成100輪商會任務		
Achievement26	1025	尋寶者	Title_Normal;	藍色稱號	200	204	205	206					1		成功挖寶200次		
Achievement27	1026	奪寶奇兵	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		成功挖寶1000次		
Achievement28	1027	俠名滿江湖	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		完成1000次懲惡任務		
Achievement29	1028	風雲乍起	Title_Normal;	藍色稱號	200	204	205	206					1		藏劍山莊秘境通關評價為「卓越」獲得		
Achievement30	1029	武夷驚魂	Title_Normal;	藍色稱號	200	204	205	206					1		武夷禁地秘境通關評價為「卓越」獲得		
Achievement31	1030	熔火之心	Title_Normal;	藍色稱號	200	204	205	206					1		熔火霹靂秘境通關評價為「卓越」獲得		
Achievement32	1031	勇闖翠竹幽谷	Title_Normal;	藍色稱號	200	204	205	206					1		翠竹幽谷秘境通關評價為「卓越」獲得		
Achievement33	1032	絕處逢生	Title_Normal;	藍色稱號	200	204	205	206					1		通關凌絕峰5級房間		
Achievement34	1033	勇攀高峰	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		武神殿排名進入前10名		
Achievement35	1034	會當凌絕頂	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		武神殿排名達到第1名		
Achievement36	1035	常勝之師	Title_Normal;	藍色稱號	200	204	205	206					1		參加戰場獲勝10場		
Achievement37	1036	醉臥沙場	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		參加100次戰場		
Achievement38	1037	一將功成萬骨枯	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		參加戰場獲勝100場		
Achievement39	1038	軍功蓋世	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		戰場個人排名第1累計達到10次		
Achievement40	1039	軍神	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		戰場個人排名第1累計達到100次		
Achievement41	1040	攻無不克	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		成功通過10輪英雄挑戰10次		
Achievement42	1041	百戰成魔	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		成功通過10輪英雄挑戰100次		
Achievement44	1043	盟主的青睞	Title_Normal;	藍色稱號	200	204	205	206					1		挑戰武林盟主個人最終排名進入前10		
Achievement45	1044	盟主的讚賞	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		挑戰武林盟主個人最終排名第1		
Achievement46	1045	盟主的驚歎	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		獲得100次挑戰武林盟主個人最終排名第1		
Achievement47	1046	首領獵人	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		擊殺100名野外首領		
Achievement48	1047	野地之王	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		擊殺500名野外首領		
Achievement49	1048	寶箱愛好者	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		打開300個黃金寶箱		
Achievement50	1049	寶箱的信仰	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		打開1000個黃金寶箱		
Achievement51	1050	練級狂魔	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		開啟200次修煉狀態		
Achievement52	1051	天涯浪客	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		完成1000次寶藏探索		
Achievement53	1052	遙遙通天路	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		成功踏入通天塔第七層10次		
Achievement54	1053	一步踏天	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		成功踏入通天塔第七層50次		
Achievement56	1055	白虎堂狩獵者	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		在白虎堂中擊殺500個其他玩家		
Achievement57	1056	名將的青睞	Title_Normal;	藍色稱號	200	204	205	206					1		幫派成功擊殺10次歷代名將		
Achievement58	1057	名將的讚賞	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		幫派成功擊殺100次歷代名將		
Achievement59	1058	名將的驚歎	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		幫派成功擊殺500次歷代名將		
Achievement60	1059	鏢行天下	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		成功將100輛鏢車護送到目的地		
Achievement61	1060	無情	Title_Normal;	藍色稱號	200	204	205	206					1		在攻城戰中擊敗200名敵對玩家		
Achievement62	1061	羅刹	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		在攻城戰中擊敗500名敵對玩家		
Achievement63	1062	戰神	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		在攻城戰中擊敗1000名敵對玩家		
Achievement64	1063	為人師表	Title_Normal;	藍色稱號	200	204	205	206					1		有10個弟子出師		
Achievement65	1064	桃李滿天下	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		有20個弟子出師		
Achievement66	1065	一代宗師	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1		有30個弟子出師		
TestActivity1	2000	中原大俠	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1		武林中身份地位的象徵，戰力榜排名第1名獲得此稱號		
TestActivity2	2001	江南名俠	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		武林中身份地位的象徵，戰力榜排名第2~10名獲得此稱號		
TestActivity3	2002	武林翹楚	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		武林中身份地位的象徵，戰力榜排名第11~50名獲得此稱號		
TestActivity4	2003	江湖新秀	Title_Normal;	藍色稱號	200	204	205	206					1		武林中身份地位的象徵，戰力榜排名第51~200名獲得此稱號		
TestActivity5	2004	再續情緣	Title_Normal;	藍色稱號	200	204	205	206					1		劍心未老，情緣未了！公測前參加官網英雄招募活動獲得的特殊稱號		
Title1	2005	縱橫江湖	Title_Normal;	特殊稱號（綠色）	200	219	220	221					1		微信遊戲中心啟動遊戲獲得此稱號		
Title2	2006	紅霸天下	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1		QQ會員登入遊戲獲得此稱號		
Title3	2007	玉堂人物	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1		策馬江湖，笑看乾坤！		
Title4	2008	十大幫派吉祥物	Title_Normal;	特殊稱號（紅色）	200	222	223	224	5184000				1		幫派吉祥物評選前十名		
Title5	2009	王者歸來	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		老玩家回歸特殊稱號		
Title6	2010	開拓者	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		老玩家回歸特殊稱號		
Title7	2011	不可一世	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服戰力排名前500，獲得了稱號【不可一世】	全區服戰力排名前500		
Title8	2012	天王豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服天王戰力排名前500，獲得了稱號【天王豪傑】	全區服天王戰力排名前500		
Title9	2013	逍遙豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服逍遙戰力排名前500，獲得了稱號【逍遙豪傑】	全區服逍遙戰力排名前500		
Title10	2014	桃花豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服桃花戰力排名前500，獲得了稱號【桃花豪傑】	全區服桃花戰力排名前500		
Title11	2015	峨嵋豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服峨嵋戰力排名前500，獲得了稱號【峨嵋豪傑】	全區服峨嵋戰力排名前500		
Title12	2016	武當豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服武當戰力排名前500，獲得了稱號【武當豪傑】	全區服武當戰力排名前500		
Title13	2017	天忍豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服天忍戰力排名前500，獲得了稱號【天忍豪傑】	全區服天忍戰力排名前500		
Title14	2018	少林豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服少林戰力排名前500，獲得了稱號【少林豪傑】	全區服少林戰力排名前500		
Title15	2019	翠煙豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服翠煙戰力排名前500，獲得了稱號【翠煙豪傑】	全區服翠煙戰力排名前500		
Title16	2020	唐門豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服唐門戰力排名前500，獲得了稱號【唐門豪傑】	全區服唐門戰力排名前500		
Title17	2021	崑崙豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服崑崙戰力排名前500，獲得了稱號【崑崙豪傑】	全區服崑崙戰力排名前500		
Title18	2022	第一人氣幫派	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1		第一人氣幫派評選		
Title19	2023	盛典上賓	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1		年度盛典發佈會門票禮包附贈		
Title20	2024	五毒豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服五毒戰力排名前500，獲得了稱號【五毒豪傑】	全區服五毒戰力排名前500		
Title21	2025	丐幫豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服丐幫戰力排名前500，獲得了稱號【丐幫豪傑】	全區服丐幫戰力排名前500		
Title22	2026	長白魔女	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1				
Title23	2027	毒步天下	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1		趣味測試活動專屬稱號		
Title24	2028	丐世無雙	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1		趣味測試活動專屬稱號		
Title25	2029	俠士的名義	Title_Normal;	特殊稱號（紅色）	200	222	223	224	7776000				1				
Title26	2030	武林新秀	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		俠士初入江湖但已可見天賦異稟，新手福利活動獲取		
Title27	2031	洪荒之力	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		整個江湖都知道俠士你有多努力，新服中表現突出達成成就獲取		
Title28	2032	武林傳說	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		不是每個人都配稱“傳說”二字的，資深老玩家重回江湖專屬		
Title29	2033	名動江湖	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		一瞧便知是高手，資深老玩家重回江湖達成成就獲取		
Title30	2034	如穎隨行	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1		鍾愛真兒，如影隨形，真兒代言劍俠情緣手遊		
Title31	2035	銘記於新	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1		男神我要把你放在心上，頂在頭上，林更新代言劍俠情緣手遊		
Title32	2036	穎寶寶	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1		在下還是個寶寶，不信問真兒，雙代言周年慶活動專屬		
Title33	2037	小萌新	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1		我就是這麼萌，比林更新還萌，雙代言周年慶活動專屬		
Title34	2038	仗劍攜手慶周年	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		劍俠情緣一周年慶活動專屬		
Title35	2039	江湖相逢 感謝有你	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	15552000				1		劍俠情緣一周年慶活動專屬		
Title36	2040	一呼百應	Title_Normal;	特殊稱號（紅色）	200	222	223	224	7776000				1		大喊一聲，有100個人回我你信嗎？指定活動邀請好友達到要求後獲取		
Title37	2041	藏劍豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服藏劍戰力排名前500，獲得了稱號【藏劍豪傑】	全區服藏劍戰力排名前500		
