FactionID	Level	Vitality	Strength	Dexterity	Energy
2	8	52	36	36	36
2	9	56	38	38	38
2	10	60	40	40	40
2	11	64	42	42	42
2	12	68	44	44	44
2	13	72	46	46	46
2	14	76	48	48	48
2	15	80	50	50	50
2	16	84	52	52	52
2	17	88	54	54	54
2	18	92	56	56	56
2	19	96	58	58	58
2	20	100	60	60	60
2	21	104	62	62	62
2	22	108	64	64	64
2	23	112	66	66	66
2	24	116	68	68	68
2	25	120	70	70	70
2	26	124	72	72	72
2	27	128	74	74	74
2	28	132	76	76	76
2	29	136	78	78	78
2	30	140	80	80	80
2	31	144	82	82	82
2	32	148	84	84	84
2	33	152	86	86	86
2	34	156	88	88	88
2	35	160	90	90	90
2	36	164	92	92	92
2	37	168	94	94	94
2	38	172	96	96	96
2	39	176	98	98	98
2	40	180	100	100	100
2	41	184	102	102	102
2	42	188	104	104	104
2	43	192	106	106	106
2	44	196	108	108	108
2	45	200	110	110	110
2	46	204	112	112	112
2	47	208	114	114	114
2	48	212	116	116	116
2	49	216	118	118	118
2	50	220	120	120	120
2	51	224	122	122	122
2	52	228	124	124	124
2	53	232	126	126	126
2	54	236	128	128	128
2	55	240	130	130	130
2	56	244	132	132	132
2	57	248	134	134	134
2	58	252	136	136	136
2	59	256	138	138	138
2	60	260	140	140	140
2	61	264	142	142	142
2	62	268	144	144	144
2	63	272	146	146	146
2	64	276	148	148	148
2	65	280	150	150	150
2	66	284	152	152	152
2	67	288	154	154	154
2	68	292	156	156	156
2	69	296	158	158	158
2	70	300	160	160	160
2	71	304	162	162	162
2	72	308	164	164	164
2	73	312	166	166	166
2	74	316	168	168	168
2	75	320	170	170	170
2	76	324	172	172	172
2	77	328	174	174	174
2	78	332	176	176	176
2	79	336	178	178	178
2	80	340	180	180	180
2	81	344	182	182	182
2	82	348	184	184	184
2	83	352	186	186	186
2	84	356	188	188	188
2	85	360	190	190	190
2	86	364	192	192	192
2	87	368	194	194	194
2	88	372	196	196	196
2	89	376	198	198	198
2	90	380	200	200	200
2	91	384	202	202	202
2	92	388	204	204	204
2	93	392	206	206	206
2	94	396	208	208	208
2	95	400	210	210	210
2	96	404	212	212	212
2	97	408	214	214	214
2	98	412	216	216	216
2	99	416	218	218	218
2	100	420	220	220	220
2	101	424	222	222	222
2	102	428	224	224	224
2	103	432	226	226	226
2	104	436	228	228	228
2	105	440	230	230	230
2	106	444	232	232	232
2	107	448	234	234	234
2	108	452	236	236	236
2	109	456	238	238	238
2	110	460	240	240	240
2	111	464	242	242	242
2	112	468	244	244	244
2	113	472	246	246	246
2	114	476	248	248	248
2	115	480	250	250	250
2	116	484	252	252	252
2	117	488	254	254	254
2	118	492	256	256	256
2	119	496	258	258	258
2	120	500	260	260	260
2	121	504	262	262	262
2	122	508	264	264	264
2	123	512	266	266	266
2	124	516	268	268	268
2	125	520	270	270	270
2	126	524	272	272	272
2	127	528	274	274	274
2	128	532	276	276	276
2	129	536	278	278	278
2	130	540	280	280	280
2	131	544	282	282	282
2	132	548	284	284	284
2	133	552	286	286	286
2	134	556	288	288	288
2	135	560	290	290	290
2	136	564	292	292	292
2	137	568	294	294	294
2	138	572	296	296	296
2	139	576	298	298	298
2	140	580	300	300	300
2	141	584	302	302	302
2	142	588	304	304	304
2	143	592	306	306	306
2	144	596	308	308	308
2	145	600	310	310	310
2	146	604	312	312	312
2	147	608	314	314	314
2	148	612	316	316	316
2	149	616	318	318	318
2	150	620	320	320	320
3	1	22	24	21	23
3	2	24	28	22	26
3	3	26	32	23	29
3	4	28	36	24	32
3	5	30	40	25	35
3	6	32	44	26	38
3	7	34	48	27	41
3	8	36	52	28	44
3	9	38	56	29	47
3	10	40	60	30	50
3	11	42	64	31	53
3	12	44	68	32	56
3	13	46	72	33	59
3	14	48	76	34	62
3	15	50	80	35	65
3	16	52	84	36	68
3	17	54	88	37	71
3	18	56	92	38	74
3	19	58	96	39	77
3	20	60	100	40	80
3	21	62	104	41	83
3	22	64	108	42	86
3	23	66	112	43	89
3	24	68	116	44	92
3	25	70	120	45	95
3	26	72	124	46	98
3	27	74	128	47	101
3	28	76	132	48	104
3	29	78	136	49	107
3	30	80	140	50	110
3	31	82	144	51	113
3	32	84	148	52	116
3	33	86	152	53	119
3	34	88	156	54	122
3	35	90	160	55	125
3	36	92	164	56	128
3	37	94	168	57	131
3	38	96	172	58	134
3	39	98	176	59	137
3	40	100	180	60	140
3	41	102	184	61	143
3	42	104	188	62	146
3	43	106	192	63	149
3	44	108	196	64	152
3	45	110	200	65	155
3	46	112	204	66	158
3	47	114	208	67	161
3	48	116	212	68	164
3	49	118	216	69	167
3	50	120	220	70	170
3	51	122	224	71	173
3	52	124	228	72	176
3	53	126	232	73	179
3	54	128	236	74	182
3	55	130	240	75	185
3	56	132	244	76	188
3	57	134	248	77	191
3	58	136	252	78	194
3	59	138	256	79	197
3	60	140	260	80	200
3	61	142	264	81	203
3	62	144	268	82	206
3	63	146	272	83	209
3	64	148	276	84	212
3	65	150	280	85	215
3	66	152	284	86	218
3	67	154	288	87	221
3	68	156	292	88	224
3	69	158	296	89	227
3	70	160	300	90	230
3	71	162	304	91	233
3	72	164	308	92	236
3	73	166	312	93	239
3	74	168	316	94	242
3	75	170	320	95	245
3	76	172	324	96	248
3	77	174	328	97	251
3	78	176	332	98	254
3	79	178	336	99	257
3	80	180	340	100	260
3	81	182	344	101	263
3	82	184	348	102	266
3	83	186	352	103	269
3	84	188	356	104	272
3	85	190	360	105	275
3	86	192	364	106	278
3	87	194	368	107	281
3	88	196	372	108	284
3	89	198	376	109	287
3	90	200	380	110	290
3	91	202	384	111	293
3	92	204	388	112	296
3	93	206	392	113	299
3	94	208	396	114	302
3	95	210	400	115	305
3	96	212	404	116	308
3	97	214	408	117	311
3	98	216	412	118	314
3	99	218	416	119	317
3	100	220	420	120	320
3	101	222	424	121	323
3	102	224	428	122	326
3	103	226	432	123	329
3	104	228	436	124	332
3	105	230	440	125	335
3	106	232	444	126	338
3	107	234	448	127	341
3	108	236	452	128	344
3	109	238	456	129	347
3	110	240	460	130	350
3	111	242	464	131	353
3	112	244	468	132	356
3	113	246	472	133	359
3	114	248	476	134	362
3	115	250	480	135	365
3	116	252	484	136	368
3	117	254	488	137	371
3	118	256	492	138	374
3	119	258	496	139	377
3	120	260	500	140	380
3	121	262	504	141	383
3	122	264	508	142	386
3	123	266	512	143	389
3	124	268	516	144	392
3	125	270	520	145	395
3	126	272	524	146	398
3	127	274	528	147	401
3	128	276	532	148	404
3	129	278	536	149	407
3	130	280	540	150	410
3	131	282	544	151	413
3	132	284	548	152	416
3	133	286	552	153	419
3	134	288	556	154	422
3	135	290	560	155	425
3	136	292	564	156	428
3	137	294	568	157	431
3	138	296	572	158	434
3	139	298	576	159	437
3	140	300	580	160	440
3	141	302	584	161	443
3	142	304	588	162	446
3	143	306	592	163	449
3	144	308	596	164	452
3	145	310	600	165	455
3	146	312	604	166	458
3	147	314	608	167	461
3	148	316	612	168	464
3	149	318	616	169	467
3	150	320	620	170	470
4	1	22	23	22	23
4	2	24	26	24	26
4	3	26	29	26	29
4	4	28	32	28	32
4	5	30	35	30	35
4	6	32	38	32	38
4	7	34	41	34	41
4	8	36	44	36	44
4	9	38	47	38	47
4	10	40	50	40	50
4	11	42	53	42	53
4	12	44	56	44	56
4	13	46	59	46	59
4	14	48	62	48	62
4	15	50	65	50	65
4	16	52	68	52	68
4	17	54	71	54	71
4	18	56	74	56	74
4	19	58	77	58	77
4	20	60	80	60	80
4	21	62	83	62	83
4	22	64	86	64	86
4	23	66	89	66	89
4	24	68	92	68	92
4	25	70	95	70	95
4	26	72	98	72	98
4	27	74	101	74	101
4	28	76	104	76	104
4	29	78	107	78	107
4	30	80	110	80	110
4	31	82	113	82	113
4	32	84	116	84	116
4	33	86	119	86	119
4	34	88	122	88	122
4	35	90	125	90	125
4	36	92	128	92	128
4	37	94	131	94	131
4	38	96	134	96	134
4	39	98	137	98	137
4	40	100	140	100	140
4	41	102	143	102	143
4	42	104	146	104	146
4	43	106	149	106	149
4	44	108	152	108	152
4	45	110	155	110	155
4	46	112	158	112	158
4	47	114	161	114	161
4	48	116	164	116	164
4	49	118	167	118	167
4	50	120	170	120	170
4	51	122	173	122	173
4	52	124	176	124	176
4	53	126	179	126	179
4	54	128	182	128	182
4	55	130	185	130	185
4	56	132	188	132	188
4	57	134	191	134	191
4	58	136	194	136	194
4	59	138	197	138	197
4	60	140	200	140	200
4	61	142	203	142	203
4	62	144	206	144	206
4	63	146	209	146	209
4	64	148	212	148	212
4	65	150	215	150	215
4	66	152	218	152	218
4	67	154	221	154	221
4	68	156	224	156	224
4	69	158	227	158	227
4	70	160	230	160	230
4	71	162	233	162	233
4	72	164	236	164	236
4	73	166	239	166	239
4	74	168	242	168	242
4	75	170	245	170	245
4	76	172	248	172	248
4	77	174	251	174	251
4	78	176	254	176	254
4	79	178	257	178	257
4	80	180	260	180	260
4	81	182	263	182	263
4	82	184	266	184	266
4	83	186	269	186	269
4	84	188	272	188	272
4	85	190	275	190	275
4	86	192	278	192	278
4	87	194	281	194	281
4	88	196	284	196	284
4	89	198	287	198	287
4	90	200	290	200	290
4	91	202	293	202	293
4	92	204	296	204	296
4	93	206	299	206	299
4	94	208	302	208	302
4	95	210	305	210	305
4	96	212	308	212	308
4	97	214	311	214	311
4	98	216	314	216	314
4	99	218	317	218	317
4	100	220	320	220	320
4	101	222	323	222	323
4	102	224	326	224	326
4	103	226	329	226	329
4	104	228	332	228	332
4	105	230	335	230	335
4	106	232	338	232	338
4	107	234	341	234	341
4	108	236	344	236	344
4	109	238	347	238	347
4	110	240	350	240	350
4	111	242	353	242	353
4	112	244	356	244	356
4	113	246	359	246	359
4	114	248	362	248	362
4	115	250	365	250	365
4	116	252	368	252	368
4	117	254	371	254	371
4	118	256	374	256	374
4	119	258	377	258	377
4	120	260	380	260	380
4	121	262	383	262	383
4	122	264	386	264	386
4	123	266	389	266	389
4	124	268	392	268	392
4	125	270	395	270	395
4	126	272	398	272	398
4	127	274	401	274	401
4	128	276	404	276	404
4	129	278	407	278	407
4	130	280	410	280	410
4	131	282	413	282	413
4	132	284	416	284	416
4	133	286	419	286	419
4	134	288	422	288	422
4	135	290	425	290	425
4	136	292	428	292	428
4	137	294	431	294	431
4	138	296	434	296	434
4	139	298	437	298	437
4	140	300	440	300	440
4	141	302	443	302	443
4	142	304	446	304	446
4	143	306	449	306	449
4	144	308	452	308	452
4	145	310	455	310	455
4	146	312	458	312	458
4	147	314	461	314	461
4	148	316	464	316	464
4	149	318	467	318	467
4	150	320	470	320	470
5	1	22	23	23	22
5	2	24	26	26	24
5	3	26	29	29	26
5	4	28	32	32	28
5	5	30	35	35	30
5	6	32	38	38	32
5	7	34	41	41	34
5	8	36	44	44	36
5	9	38	47	47	38
5	10	40	50	50	40
5	11	42	53	53	42
5	12	44	56	56	44
5	13	46	59	59	46
5	14	48	62	62	48
5	15	50	65	65	50
5	16	52	68	68	52
5	17	54	71	71	54
5	18	56	74	74	56
5	19	58	77	77	58
5	20	60	80	80	60
5	21	62	83	83	62
5	22	64	86	86	64
5	23	66	89	89	66
5	24	68	92	92	68
5	25	70	95	95	70
5	26	72	98	98	72
5	27	74	101	101	74
5	28	76	104	104	76
5	29	78	107	107	78
5	30	80	110	110	80
5	31	82	113	113	82
5	32	84	116	116	84
5	33	86	119	119	86
5	34	88	122	122	88
5	35	90	125	125	90
5	36	92	128	128	92
5	37	94	131	131	94
5	38	96	134	134	96
5	39	98	137	137	98
5	40	100	140	140	100
5	41	102	143	143	102
5	42	104	146	146	104
5	43	106	149	149	106
5	44	108	152	152	108
5	45	110	155	155	110
5	46	112	158	158	112
5	47	114	161	161	114
5	48	116	164	164	116
5	49	118	167	167	118
5	50	120	170	170	120
5	51	122	173	173	122
5	52	124	176	176	124
5	53	126	179	179	126
5	54	128	182	182	128
5	55	130	185	185	130
5	56	132	188	188	132
5	57	134	191	191	134
5	58	136	194	194	136
5	59	138	197	197	138
5	60	140	200	200	140
5	61	142	203	203	142
5	62	144	206	206	144
5	63	146	209	209	146
5	64	148	212	212	148
5	65	150	215	215	150
5	66	152	218	218	152
5	67	154	221	221	154
5	68	156	224	224	156
5	69	158	227	227	158
5	70	160	230	230	160
5	71	162	233	233	162
5	72	164	236	236	164
5	73	166	239	239	166
5	74	168	242	242	168
5	75	170	245	245	170
5	76	172	248	248	172
5	77	174	251	251	174
5	78	176	254	254	176
5	79	178	257	257	178
5	80	180	260	260	180
5	81	182	263	263	182
5	82	184	266	266	184
5	83	186	269	269	186
5	84	188	272	272	188
5	85	190	275	275	190
5	86	192	278	278	192
5	87	194	281	281	194
5	88	196	284	284	196
5	89	198	287	287	198
5	90	200	290	290	200
5	91	202	293	293	202
5	92	204	296	296	204
5	93	206	299	299	206
5	94	208	302	302	208
5	95	210	305	305	210
5	96	212	308	308	212
5	97	214	311	311	214
5	98	216	314	314	216
5	99	218	317	317	218
5	100	220	320	320	220
5	101	222	323	323	222
5	102	224	326	326	224
5	103	226	329	329	226
5	104	228	332	332	228
5	105	230	335	335	230
5	106	232	338	338	232
5	107	234	341	341	234
5	108	236	344	344	236
5	109	238	347	347	238
5	110	240	350	350	240
5	111	242	353	353	242
5	112	244	356	356	244
5	113	246	359	359	246
5	114	248	362	362	248
5	115	250	365	365	250
5	116	252	368	368	252
5	117	254	371	371	254
5	118	256	374	374	256
5	119	258	377	377	258
5	120	260	380	380	260
5	121	262	383	383	262
5	122	264	386	386	264
5	123	266	389	389	266
5	124	268	392	392	268
5	125	270	395	395	270
5	126	272	398	398	272
5	127	274	401	401	274
5	128	276	404	404	276
5	129	278	407	407	278
5	130	280	410	410	280
5	131	282	413	413	282
5	132	284	416	416	284
5	133	286	419	419	286
5	134	288	422	422	288
5	135	290	425	425	290
5	136	292	428	428	292
5	137	294	431	431	294
5	138	296	434	434	296
5	139	298	437	437	298
5	140	300	440	440	300
5	141	302	443	443	302
5	142	304	446	446	304
5	143	306	449	449	306
5	144	308	452	452	308
5	145	310	455	455	310
5	146	312	458	458	312
5	147	314	461	461	314
5	148	316	464	464	316
5	149	318	467	467	318
5	150	320	470	470	320
6	1	22	22	22	24
6	2	24	24	24	28
6	3	26	26	26	32
6	4	28	28	28	36
6	5	30	30	30	40
6	6	32	32	32	44
6	7	34	34	34	48
6	8	36	36	36	52
6	9	38	38	38	56
6	10	40	40	40	60
6	11	42	42	42	64
6	12	44	44	44	68
6	13	46	46	46	72
6	14	48	48	48	76
6	15	50	50	50	80
6	16	52	52	52	84
6	17	54	54	54	88
6	18	56	56	56	92
6	19	58	58	58	96
6	20	60	60	60	100
6	21	62	62	62	104
6	22	64	64	64	108
6	23	66	66	66	112
6	24	68	68	68	116
6	25	70	70	70	120
6	26	72	72	72	124
6	27	74	74	74	128
6	28	76	76	76	132
6	29	78	78	78	136
6	30	80	80	80	140
6	31	82	82	82	144
6	32	84	84	84	148
6	33	86	86	86	152
6	34	88	88	88	156
6	35	90	90	90	160
6	36	92	92	92	164
6	37	94	94	94	168
6	38	96	96	96	172
6	39	98	98	98	176
6	40	100	100	100	180
6	41	102	102	102	184
6	42	104	104	104	188
6	43	106	106	106	192
6	44	108	108	108	196
6	45	110	110	110	200
6	46	112	112	112	204
6	47	114	114	114	208
6	48	116	116	116	212
6	49	118	118	118	216
6	50	120	120	120	220
6	51	122	122	122	224
6	52	124	124	124	228
6	53	126	126	126	232
6	54	128	128	128	236
6	55	130	130	130	240
6	56	132	132	132	244
6	57	134	134	134	248
6	58	136	136	136	252
6	59	138	138	138	256
6	60	140	140	140	260
6	61	142	142	142	264
6	62	144	144	144	268
6	63	146	146	146	272
6	64	148	148	148	276
6	65	150	150	150	280
6	66	152	152	152	284
6	67	154	154	154	288
6	68	156	156	156	292
6	69	158	158	158	296
6	70	160	160	160	300
6	71	162	162	162	304
6	72	164	164	164	308
6	73	166	166	166	312
6	74	168	168	168	316
6	75	170	170	170	320
6	76	172	172	172	324
6	77	174	174	174	328
6	78	176	176	176	332
6	79	178	178	178	336
6	80	180	180	180	340
6	81	182	182	182	344
6	82	184	184	184	348
6	83	186	186	186	352
6	84	188	188	188	356
6	85	190	190	190	360
6	86	192	192	192	364
6	87	194	194	194	368
6	88	196	196	196	372
6	89	198	198	198	376
6	90	200	200	200	380
6	91	202	202	202	384
6	92	204	204	204	388
6	93	206	206	206	392
6	94	208	208	208	396
6	95	210	210	210	400
6	96	212	212	212	404
6	97	214	214	214	408
6	98	216	216	216	412
6	99	218	218	218	416
6	100	220	220	220	420
6	101	222	222	222	424
6	102	224	224	224	428
6	103	226	226	226	432
6	104	228	228	228	436
6	105	230	230	230	440
6	106	232	232	232	444
6	107	234	234	234	448
6	108	236	236	236	452
6	109	238	238	238	456
6	110	240	240	240	460
6	111	242	242	242	464
6	112	244	244	244	468
6	113	246	246	246	472
6	114	248	248	248	476
6	115	250	250	250	480
6	116	252	252	252	484
6	117	254	254	254	488
6	118	256	256	256	492
6	119	258	258	258	496
6	120	260	260	260	500
6	121	262	262	262	504
6	122	264	264	264	508
6	123	266	266	266	512
6	124	268	268	268	516
6	125	270	270	270	520
6	126	272	272	272	524
6	127	274	274	274	528
6	128	276	276	276	532
6	129	278	278	278	536
6	130	280	280	280	540
6	131	282	282	282	544
6	132	284	284	284	548
6	133	286	286	286	552
6	134	288	288	288	556
6	135	290	290	290	560
6	136	292	292	292	564
6	137	294	294	294	568
6	138	296	296	296	572
6	139	298	298	298	576
6	140	300	300	300	580
6	141	302	302	302	584
6	142	304	304	304	588
6	143	306	306	306	592
6	144	308	308	308	596
6	145	310	310	310	600
6	146	312	312	312	604
6	147	314	314	314	608
6	148	316	316	316	612
6	149	318	318	318	616
6	150	320	320	320	620
7	1	25	22	21	22
7	2	30	24	22	24
7	3	35	26	23	26
7	4	40	28	24	28
7	5	45	30	25	30
7	6	50	32	26	32
7	7	55	34	27	34
7	8	60	36	28	36
7	9	65	38	29	38
7	10	70	40	30	40
7	11	75	42	31	42
7	12	80	44	32	44
7	13	85	46	33	46
7	14	90	48	34	48
7	15	95	50	35	50
7	16	100	52	36	52
7	17	105	54	37	54
7	18	110	56	38	56
7	19	115	58	39	58
7	20	120	60	40	60
7	21	125	62	41	62
7	22	130	64	42	64
7	23	135	66	43	66
7	24	140	68	44	68
7	25	145	70	45	70
7	26	150	72	46	72
7	27	155	74	47	74
7	28	160	76	48	76
7	29	165	78	49	78
7	30	170	80	50	80
7	31	175	82	51	82
7	32	180	84	52	84
7	33	185	86	53	86
7	34	190	88	54	88
7	35	195	90	55	90
7	36	200	92	56	92
7	37	205	94	57	94
7	38	210	96	58	96
7	39	215	98	59	98
7	40	220	100	60	100
7	41	225	102	61	102
7	42	230	104	62	104
7	43	235	106	63	106
7	44	240	108	64	108
7	45	245	110	65	110
7	46	250	112	66	112
7	47	255	114	67	114
7	48	260	116	68	116
7	49	265	118	69	118
7	50	270	120	70	120
7	51	275	122	71	122
7	52	280	124	72	124
7	53	285	126	73	126
7	54	290	128	74	128
7	55	295	130	75	130
7	56	300	132	76	132
7	57	305	134	77	134
7	58	310	136	78	136
7	59	315	138	79	138
7	60	320	140	80	140
7	61	325	142	81	142
7	62	330	144	82	144
7	63	335	146	83	146
7	64	340	148	84	148
7	65	345	150	85	150
7	66	350	152	86	152
7	67	355	154	87	154
7	68	360	156	88	156
7	69	365	158	89	158
7	70	370	160	90	160
7	71	375	162	91	162
7	72	380	164	92	164
7	73	385	166	93	166
7	74	390	168	94	168
7	75	395	170	95	170
7	76	400	172	96	172
7	77	405	174	97	174
7	78	410	176	98	176
7	79	415	178	99	178
7	80	420	180	100	180
7	81	425	182	101	182
7	82	430	184	102	184
7	83	435	186	103	186
7	84	440	188	104	188
7	85	445	190	105	190
7	86	450	192	106	192
7	87	455	194	107	194
7	88	460	196	108	196
7	89	465	198	109	198
7	90	470	200	110	200
7	91	475	202	111	202
7	92	480	204	112	204
7	93	485	206	113	206
7	94	490	208	114	208
7	95	495	210	115	210
7	96	500	212	116	212
7	97	505	214	117	214
7	98	510	216	118	216
7	99	515	218	119	218
7	100	520	220	120	220
7	101	525	222	121	222
7	102	530	224	122	224
7	103	535	226	123	226
7	104	540	228	124	228
7	105	545	230	125	230
7	106	550	232	126	232
7	107	555	234	127	234
7	108	560	236	128	236
7	109	565	238	129	238
7	110	570	240	130	240
7	111	575	242	131	242
7	112	580	244	132	244
