Id	FaceID	BigFaceID	Faction	Desc	Name	Level	OpenUi	Icon	IconAtlas	Basic	SaveIdx
118	620	319	1|4|5|7|9|11|13	蘭陵王，文武雙全，有「戰神」之稱，高長恭認為自己相貌過於柔美，不足以威攝敵人，因此每每佩戴一個猙獰的面具上戰場。	高長恭	S		MaleHead19	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		8
119	603	320	1|4|5|7|9|11|13	神射手，弓術驚人，本身便已是弓術宗師，後來習得弩技讓自己的技藝更上一層樓，已無弓弩之分，飛花摘葉均可為矢。	哲別	S		MaleHead20	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		9
120	606	321	1|4|5|7|9|11|13	名將袁崇煥之子，心懷天下然而性格，閱歷均有所不足，最後離開前往海外小島隱居。	袁承志	S		MaleHead21	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		10
121	609	322	1|4|5|7|9|11|13	大清勇士，擅長摔跤，近身搏鬥之術，能夠以一人之力輕易對付皇帝手下數十名摔跤高手。	鼇拜	S		MaleHead22	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		11
122	608	323	1|4|5|7|9|11|13	隱居藥王谷的蓋世神醫，性情古怪，一心專研醫術，手上武功平常，但下毒用毒的功夫一流。	胡神醫	SS		MaleHead23	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1	
123	645	324	1|4|5|7|9|11|13	神秘的青年，無人知曉其來歷……	封玉書	A		MaleHead24	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1	
124	630	325	1|4|5|7|9|11|13	悲魔山莊莊主，人稱「悲魔劍聖」，「北上官，南熙烈」中楊熙烈之子，天資卓越。遵父親遺命立志成為天下第一，後被卓非凡算計打下山崖，被納蘭真救起後兩人互生情愫，後習得「武道德經」，肩負平息武林紛爭的重擔。	楊影楓	SS		MaleHead25	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		12
125	604	326	1|4|5|7|9|11|13	神秘人物，不知從何處得到「武道德經」，為了平息江湖紛爭， 玄天道人以神秘莫測的武功擊敗眾人， 而據受其指點的天星道長透露，玄天道人的武功則是出自這「武道德經」之中。	玄天道人	?		MaleHead26	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		13
126	612	327	1|4|5|7|9|11|13	天忍教右護法，金國人，為人狂妄自負，卑鄙陰險，武功頗高。耶律辟離忠心耿耿，加之行事縝密，幾乎從未失手，因此深受完顏宏烈的賞識，天忍教需要隱秘完成的事務多由他出馬，甚至完顏宏烈的一些家事都是交由他去辦，是完顏宏烈的得力助手。	耶律辟離	A		MaleHead27	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1	
127	605	328	1|4|5|7|9|11|13	神秘的青年，無人知曉其來歷……	黑面郎君	S		MaleHead28	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		14
128	602	329	1|4|5|7|9|11|13	守護無憂教禁地的精英教徒，常年幽居，性格大變，對無憂教及納蘭潛凜有近乎狂熱的信仰。	蕭動塵	B		MaleHead29	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1	
200	232	332	1|4|5|7|9|11|13	參加「武林第一美女評選」活動成為全區全服十大美人後所繪的畫像。\n\n嗯？似乎有一點不對勁？	武林十大美人（？）	新天王		MaleHead41	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		15
201	23	123	2|3|6|8|10|12|14	參加「武林第一美女評選」全區全服競選活動成得到眾多俠士支持後所繪的畫像	國色天香	新峨嵋		FemaleHead25	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		16
202	26	126	2|3|6|8|10|12|14	參加「武林第一美女評選」活動成為本服第一美人後所繪的畫像	本服第一美人	新桃花		FemaleHead28	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		17
203	234	334	1|4|5|7|9|11|13	參加「武林第一美女評選」全區全服競選活動成得到眾多俠士支持後所繪的畫像\n\n此人只應天上有，人間哪得幾回聞！咳咳。	國色天香	新逍遙		MaleHead43	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		18
204	233	333	1|4|5|7|9|11|13	參加「武林第一美女評選」活動成為本服第一美人後所繪的畫像。\n\n相信自己，你是最美的！	本服第一美人（？）	新武當		MaleHead42	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		19
205	27	127	2|3|6|8|10|12|14	參加「武林第一美女評選」活動成為全區全服十大美人後所繪的畫像	武林十大美人	新天忍		FemaleHead29	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		20
206	230	330	1|4|5|7|9|11|13	參加「武林第一美女評選」活動成為本服十大美人後所繪的畫像。\n\n常言道的好！自古巾幗不讓鬚眉！	本服十大美人（？）	新少林		MaleHead44	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		21
207	24	124	2|3|6|8|10|12|14	參加「武林第一美女評選」本服競選活動得到眾多江湖俠士支持後所繪的畫像	秋水伊人	新翠煙		FemaleHead26	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		22
208	231	331	1|4|5|7|9|11|13	參加「武林第一美女評選」本服競選活動得到眾多江湖俠士支持後所繪的畫像\n\n所謂伊人，在水一方！我也方了！	秋水伊人（？）	新唐門		MaleHead40	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		23
209	25	125	2|3|6|8|10|12|14	參加「武林第一美女評選」活動成為本服十大美人後所繪的畫像	本服十大美人	新昆侖		FemaleHead27	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		24
210	28	128	2|3|6|8|10|12|14	女俠真兒的繪像，通過參加「真兒/楊大俠比武招親」、開啟「新穎小築奪回戰」獲得	真兒繪像			FemaleHead30	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		25
211	235	335	1|4|5|7|9|11|13	少俠楊大俠的繪像，通過參加「真兒/楊大俠比武招親」、開啟「新穎小築奪回戰」獲得	楊大俠繪像			MaleHead46	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		26
