Type	TitleID	Name	Achievement	ColorDesc	ColorID	GTopColorID	GBottomColorID	OutlineColorID	Timeout	ImgAltlas	ImgPrefix	EffectResID	Rank	WorldNotify	Desc	Quality	Icon
Battle_Player_4	213	宋军副将		紫色称号	200	207	208	209							战场玩家称号		
Battle_Player_5	214	宋军大将		粉色称号	200	210	211	212							战场玩家称号		
Battle_Player_6	215	宋军元帅		橙色称号	200	213	214	215							战场玩家称号		
Battle_Player_7	216	战场月度赛选手	Title_Normal;	蓝色称号	200	204	205	206					1		获得宋金战场月度赛资格		
Battle_Player_8	217	战场季度赛选手	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		获得宋金战场季度赛资格		
Battle_Player_9	218	战场年度赛选手	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		获得宋金战场年度赛资格		
Battle_Player_10	219	金军士兵		白色称号	200										战场玩家称号		
Battle_Player_11	220	金军校尉		绿色称号	200	201	202	203							战场玩家称号		
Battle_Player_12	221	金军统领		蓝色称号	200	204	205	206							战场玩家称号		
Battle_Player_13	222	金军副将		紫色称号	200	207	208	209							战场玩家称号		
Battle_Player_14	223	金军大将		粉色称号	200	210	211	212							战场玩家称号		
Battle_Player_15	224	金军元帅		橙色称号	200	213	214	215							战场玩家称号		
KinTaskNpc1	300	武痴		蓝色称号	200	204	205	206					1		家族任务npc		
FactionBattle1	301	天王新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle2	302	逍遥新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle3	303	桃花新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle4	304	峨嵋新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle5	305	武当新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle6	306	天忍新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle7	307	少林新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle8	308	翠烟新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle9	309	唐门新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle10	310	昆仑新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle11	311	天王大师兄	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle12	312	逍遥大师兄	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle13	313	桃花大师姐	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle14	314	峨嵋大师姐	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle15	315	武当大师兄	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle16	316	天忍大师姐	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle17	317	少林大师兄	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle18	318	翠烟大师姐	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle19	319	唐门大师兄	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle20	320	昆仑大师姐	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle21	321	丐帮新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle22	322	丐帮大师兄	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle23	323	五毒新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle24	324	五毒大师姐	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle25	325	藏剑新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle26	326	藏剑大师兄	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
FactionBattle27	327	长歌新人王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		门派竞技活动第一名获得此称号		
FactionBattle28	328	长歌大师姐	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000				1		门派大师兄/大师姐评选中第一名获得此称号		
Card_collection_1	400	江湖百晓生	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		凌绝峰卡片收集前30名的称号！		
Card_collection_1	401	凌绝笑红尘	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		凌绝峰卡片收集前10名的称号！		
Card_collection_1	402	九天逍遥游	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1		凌绝峰卡片收集第1名的称号！		
Card_collection_gq	403	心有丘壑	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		锦绣山河收集前30名的称号！		
Card_collection_gq	404	华夏万事通	Title_Normal;Title_Pink	粉色称号	200	210	211	212					2		锦绣山河收集前10名的称号！		
Card_collection_gq	405	知天晓地	Title_Normal;Title_Orange	橙色称号	200	213	214	215					3		锦绣山河收集第1名的称号！		
hd_putiantongqing1	406	门庭若市	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		普天同庆前30名的称号！		
hd_putiantongqing2	407	高朋满座	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		普天同庆前10名的称号！		
hd_putiantongqing3	408	挚友如云	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1		普天同庆第1名的称号！		
QSHL_Leader1	500	非攻		紫色称号	200	207	208	209					2		秦始皇陵称号		
QSHL_Leader2	501	杀神		紫色称号	200	207	208	209					2		秦始皇陵称号		
QSHL_Leader3	502	鬼相		紫色称号	200	207	208	209					2		秦始皇陵称号		
QSHL_Boss	503	千古一帝		橙色称号	200	213	214	215					3		秦始皇陵称号		
QSHL_BossFaker	504	始皇替身		橙色称号	200	213	214	215					3		秦始皇陵称号		
NDYZ_Leader1	505	女帝守护者		紫色称号	200	207	208	209					2		秦始皇陵称号		
NDYZ_Leader2	506	卫队长		紫色称号	200	207	208	209					2		秦始皇陵称号		
NDYZ_Leader3	507	神探		紫色称号	200	207	208	209					2		秦始皇陵称号		
NDYZ_Boss	508	天后		橙色称号	200	213	214	215					3		秦始皇陵称号		
NDYZ_BossFaker	509	伪帝鸾姬		橙色称号	200	213	214	215					3		秦始皇陵称号		
Achievement1	1000	共览众山小	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		出战满4个A级以上的同伴		
Achievement3	1002	情同生死	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		与3个好友的亲密度达到40级		
Achievement6	1005	百炼成钢	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		参与20次家族试炼		
Achievement7	1006	助人为乐	Title_Normal;	蓝色称号	200	204	205	206					1		给其他玩家传功或被传功30次		
Achievement8	1007	助人者人助之	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		给其他玩家传功或被传功100次		
Achievement9	1008	千金散尽还复来	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		完成1000次家族捐献		
Achievement10	1009	强化大师	Title_Normal;	蓝色称号	200	204	205	206					1		全身装备强化+60以上		
Achievement11	1010	强化宗师	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		全身装备强化+80以上		
Achievement12	1011	镶嵌大师	Title_Normal;	蓝色称号	200	204	205	206					1		全身镶嵌满4级以上魂石		
Achievement13	1012	镶嵌宗师	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		全身镶嵌满5级以上魂石		
Achievement18	1017	老江湖	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		领取100次签到奖励		
Achievement21	1020	财源广进	Title_Normal;	蓝色称号	200	204	205	206					1		使用摇钱树200次		
Achievement22	1021	财神降临	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		使用摇钱树1000次		
Achievement25	1024	商行天下	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		完成100轮商会任务		
Achievement26	1025	寻宝者	Title_Normal;	蓝色称号	200	204	205	206					1		成功挖宝200次		
Achievement27	1026	夺宝奇兵	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		成功挖宝1000次		
Achievement28	1027	侠名满江湖	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		完成1000次惩恶任务		
Achievement29	1028	风云乍起	Title_Normal;	蓝色称号	200	204	205	206					1		藏剑山庄秘境通关评价为「卓越」获得		
Achievement30	1029	武夷惊魂	Title_Normal;	蓝色称号	200	204	205	206					1		武夷禁地秘境通关评价为「卓越」获得		
Achievement31	1030	熔火之心	Title_Normal;	蓝色称号	200	204	205	206					1		熔火霹雳秘境通关评价为「卓越」获得		
Achievement32	1031	勇闯翠竹幽谷	Title_Normal;	蓝色称号	200	204	205	206					1		翠竹幽谷秘境通关评价为「卓越」获得		
Achievement33	1032	绝处逢生	Title_Normal;	蓝色称号	200	204	205	206					1		通关凌绝峰5级房间		
Achievement34	1033	勇攀高峰	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		武神殿排名进入前10名		
Achievement35	1034	会当凌绝顶	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		武神殿排名达到第1名		
Achievement36	1035	常胜之师	Title_Normal;	蓝色称号	200	204	205	206					1		参加战场获胜10场		
Achievement37	1036	醉卧沙场	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		参加100次战场		
Achievement38	1037	一将功成万骨枯	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		参加战场获胜100场		
Achievement39	1038	军功盖世	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		战场个人排名第1累计达到10次		
Achievement40	1039	军神	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		战场个人排名第1累计达到100次		
Achievement41	1040	攻无不克	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		成功通过10轮英雄挑战10次		
Achievement42	1041	百战成魔	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		成功通过10轮英雄挑战100次		
Achievement44	1043	盟主的青睐	Title_Normal;	蓝色称号	200	204	205	206					1		挑战武林盟主个人最终排名进入前10		
Achievement45	1044	盟主的赞赏	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		挑战武林盟主个人最终排名第1		
Achievement46	1045	盟主的惊叹	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		获得100次挑战武林盟主个人最终排名第1		
Achievement47	1046	首领猎人	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		击杀100只野外首领		
Achievement48	1047	野地之王	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		击杀500只野外首领		
Achievement49	1048	宝箱爱好者	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		打开300个黄金宝箱		
Achievement50	1049	宝箱的信仰	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		打开1000个黄金宝箱		
Achievement51	1050	练级狂魔	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		开启200次修炼状态		
Achievement52	1051	天涯浪客	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		完成1000次宝藏探索		
Achievement53	1052	遥遥通天路	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		成功踏入通天塔第七层10次		
Achievement54	1053	一步踏天	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		成功踏入通天塔第七层50次		
Achievement56	1055	白虎堂狩猎者	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		在白虎堂中击杀500个其他玩家		
Achievement57	1056	名将的青睐	Title_Normal;	蓝色称号	200	204	205	206					1		家族成功击杀10次历代名将		
Achievement58	1057	名将的赞赏	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		家族成功击杀100次历代名将		
Achievement59	1058	名将的惊叹	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		家族成功击杀500次历代名将		
Achievement60	1059	镖行天下	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		成功将100辆镖车护送到目的地		
Achievement61	1060	无情	Title_Normal;	蓝色称号	200	204	205	206					1		在攻城战中击败200名敌对玩家		
Achievement62	1061	罗刹	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		在攻城战中击败500名敌对玩家		
Achievement63	1062	战神	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		在攻城战中击败1000名敌对玩家		
Achievement64	1063	为人师表	Title_Normal;	蓝色称号	200	204	205	206					1		有10个弟子出师		
Achievement65	1064	桃李满天下	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		有20个弟子出师		
Achievement66	1065	一代宗师	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1		有30个弟子出师		
TestActivity1	2000	中原大侠	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1		武林中身份地位的象征，战力榜排名第1名获得此称号		
TestActivity2	2001	江南名侠	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		武林中身份地位的象征，战力榜排名第2~10名获得此称号		
TestActivity3	2002	武林翘楚	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		武林中身份地位的象征，战力榜排名第11~50名获得此称号		
TestActivity4	2003	江湖新秀	Title_Normal;	蓝色称号	200	204	205	206					1		武林中身份地位的象征，战力榜排名第51~200名获得此称号		
TestActivity5	2004	再续情缘	Title_Normal;	蓝色称号	200	204	205	206					1		剑心未老，情缘未了！参加官方预约活动获得的特殊称号		
Title1	2005	纵横江湖	Title_Normal;	特殊称号（绿色）	200	219	220	221					1		微信游戏中心启动游戏获得此称号		
Title2	2006	红霸天下	Title_Normal;	特殊称号（红色）	200	222	223	224					1		QQ会员登录游戏获得此称号		
Title3	2007	玉堂人物	Title_Normal;	特殊称号（红色）	200	222	223	224					1		策马江湖，笑看乾坤！		
Title4	2008	十大家族宝贝	Title_Normal;	特殊称号（红色）	200	222	223	224	5184000				1		家族宝贝评选前十名		
Title5	2009	王者归来	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		老玩家回归特殊称号		
Title6	2010	开拓者	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		老玩家回归特殊称号		
Title7	2011	不可一世	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服战力排名前500，获得了称号【不可一世】	全区服战力排名前500		
Title8	2012	天王豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服天王战力排名前500，获得了称号【天王豪杰】	全区服天王战力排名前500		
Title9	2013	逍遥豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服逍遥战力排名前500，获得了称号【逍遥豪杰】	全区服逍遥战力排名前500		
Title10	2014	桃花豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服桃花战力排名前500，获得了称号【桃花豪杰】	全区服桃花战力排名前500		
Title11	2015	峨嵋豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服峨嵋战力排名前500，获得了称号【峨嵋豪杰】	全区服峨嵋战力排名前500		
Title12	2016	武当豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服武当战力排名前500，获得了称号【武当豪杰】	全区服武当战力排名前500		
Title13	2017	天忍豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服天忍战力排名前500，获得了称号【天忍豪杰】	全区服天忍战力排名前500		
Title14	2018	少林豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服少林战力排名前500，获得了称号【少林豪杰】	全区服少林战力排名前500		
Title15	2019	翠烟豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服翠烟战力排名前500，获得了称号【翠烟豪杰】	全区服翠烟战力排名前500		
Title16	2020	唐门豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服唐门战力排名前500，获得了称号【唐门豪杰】	全区服唐门战力排名前500		
Title17	2021	昆仑豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服昆仑战力排名前500，获得了称号【昆仑豪杰】	全区服昆仑战力排名前500		
Title18	2022	第一人气家族	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1		第一人气家族评选		
Title19	2023	盛典上宾	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1		年度盛典发布会门票礼包附赠		
Title20	2024	五毒豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服五毒战力排名前500，获得了称号【五毒豪杰】	全区服五毒战力排名前500		
Title21	2025	丐帮豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服丐帮战力排名前500，获得了称号【丐帮豪杰】	全区服丐帮战力排名前500		
Title22	2026	长白魔女	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1				
Title23	2027	毒步天下	Title_Normal;	特殊称号（红色）	200	222	223	224					1		趣味测试活动专属称号		
Title24	2028	丐世无双	Title_Normal;	特殊称号（红色）	200	222	223	224					1		趣味测试活动专属称号		
Title25	2029	侠士的名义	Title_Normal;	特殊称号（红色）	200	222	223	224	7776000				1				
Title26	2030	武林新秀	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000				1		侠士初入江湖但已可见天赋异禀，新手福利活动获取		
Title27	2031	洪荒之力	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000				1		整个江湖都知道侠士你有多努力，新服中表现突出达成成就获取		
Title28	2032	武林传说	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000				1		不是每个人都配称“传说”二字的，资深老玩家重回江湖专属		
Title29	2033	名动江湖	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000				1		一瞧便知是高手，资深老玩家重回江湖达成成就获取		
Title30	2034	如颖随行	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000				1		钟爱丽颖，如影随形，真妹代言剑侠情缘手游		
Title31	2035	铭记于新	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000				1		男神我要把你放在心上，顶在头上，枫哥代言剑侠情缘手游		
Title32	2036	颖宝宝	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000				1		在下还是个宝宝，不信问真妹，双代言周年庆活动专属		
Title33	2037	小萌新	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000				1		我就是这么萌，比枫哥还萌，双代言周年庆活动专属		
Title34	2038	仗剑携手庆周年	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000				1		剑侠情缘一周年庆活动专属		
Title35	2039	江湖相逢 感谢有你	Title_Normal;Title_Pink	粉色称号	200	210	211	212	15552000				1		剑侠情缘一周年庆活动专属		
Title36	2040	一呼百应	Title_Normal;	特殊称号（红色）	200	222	223	224	7776000				1		大喊一声，有100个人回我你信吗？指定活动邀请好友达到要求后获取		
Title37	2041	藏剑豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服藏剑战力排名前500，获得了称号【藏剑豪杰】	全区服藏剑战力排名前500		
Title38	2042	长歌豪杰	Title_Normal;Title_Orange	橙色称号	200	213	214	215					1	恭喜「$M」全区服长歌战力排名前500，获得了称号【长歌豪杰】	全区服长歌战力排名前500		
Title39	2043	第一潜龙	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		在潜龙头衔冲榜活动中位列[FFFE0D]第1名[-]	5	
Title40	2044	第一倚天	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		在倚天头衔冲榜活动中位列[FFFE0D]第1名[-]	5	
Title41	2045	十大潜龙	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		在潜龙头衔冲榜活动中位列[FFFE0D]第2-10名[-]	4	
Title42	2046	十大倚天	Title_Normal;Title_Purple	紫色称号	200	207	208	209					1		在倚天头衔冲榜活动中位列[FFFE0D]第2-10名[-]	4	
Title43	2047	棒打鸳鸯	Title_Normal;Title_Pink	粉色称号	200	210	211	212					1		在跨服历代名将活动中完成对项羽真身的最后一击	5	
HK_Title1	2500	纵贯线第一帮	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000				1				
HK_Title2	2501	南北二路大帮	Title_Normal;	特殊称号（红色）	200	222	223	224	2592000				1				
