UpgradeID	DESC	PlayerLevel	TimeFrame	BookLevel	BookSkillLevel	CostItem1	CostItemCount1	CostItem2	CostItemCount2
2731	中級秘笈·白露凝霜	100	OpenLevel99	150	15	2405	5	2424	300
2737	中級秘笈·飛火流星	85	OpenLevel99	150	15	2409	5	2424	300
2740	中級秘笈·九耀連珠	90	OpenLevel99	150	15	2722	5	2424	300
2738	中級秘笈·火鳳燎原	95	OpenLevel99	150	15	2410	5	2424	300
2739	中級秘笈·穿雲破月	100	OpenLevel99	150	15	2411	5	2424	300
2736	中級秘笈·白虹貫日	85	OpenLevel99	150	15	2721	5	2424	300
2733	中級秘笈·七探蛇盤	90	OpenLevel99	150	15	2406	5	2424	300
2734	中級秘笈·鬥轉星移	95	OpenLevel99	150	15	2407	5	2424	300
2735	中級秘笈·風捲殘雲	100	OpenLevel99	150	15	2408	5	2424	300
2741	中級秘笈·劍飛驚天	85	OpenLevel99	150	15	2412	5	2424	300
2742	中級秘笈·坐忘無我	90	OpenLevel99	150	15	2413	5	2424	300
2743	中級秘笈·天地無極	95	OpenLevel99	150	15	2414	5	2424	300
2744	中級秘笈·人劍合一	100	OpenLevel99	150	15	2723	5	2424	300
2748	中級秘笈·死亡迴旋	85	OpenLevel99	150	15	2724	5	2424	300
2745	中級秘笈·魔焰在天	90	OpenLevel99	150	15	2415	5	2424	300
2746	中級秘笈·血月之影	95	OpenLevel99	150	15	2416	5	2424	300
2747	中級秘笈·攝魂亂心	100	OpenLevel99	150	15	2417	5	2424	300
2751	中級秘笈·降龍棍	85	OpenLevel99	150	15	2713	5	2424	300
2752	中級秘笈·大力金剛指	90	OpenLevel99	150	15	2714	5	2424	300
2753	中級秘笈·金剛伏魔	95	OpenLevel99	150	15	2715	5	2424	300
2754	中級秘笈·十二擒龍手	100	OpenLevel99	150	15	2749	5	2424	300
2755	中級秘笈·璿璣羅舞	85	OpenLevel99	150	15	2716	5	2424	300
2756	中級秘笈·雨打梨花	90	OpenLevel99	150	15	2717	5	2424	300
2757	中級秘笈·召喚啵啵	95	OpenLevel99	150	15	2718	5	2424	300
2758	中級秘笈·冰蹤無影	100	OpenLevel99	150	15	2750	5	2424	300
3275	中級秘笈·纏身刺	85	OpenLevel99	150	15	3267	5	2424	300
3276	中級秘笈·暴雨梨花	90	OpenLevel99	150	15	3268	5	2424	300
3277	中級秘笈·迷影縱	95	OpenLevel99	150	15	3269	5	2424	300
3278	中級秘笈·九宮飛星	100	OpenLevel99	150	15	3270	5	2424	300
3279	中級秘笈·仙人指路	85	OpenLevel99	150	15	3271	5	2424	300
3280	中級秘笈·嘯風三連擊	90	OpenLevel99	150	15	3272	5	2424	300
3281	中級秘笈·混沌劍陣	95	OpenLevel99	150	15	3273	5	2424	300
3282	中級秘笈·雷動九天	100	OpenLevel99	150	15	3274	5	2424	300
4029	中級秘笈·亢龍有悔	85	OpenLevel99	150	15	4021	5	2424	300
4030	中級秘笈·困龍功	90	OpenLevel99	150	15	4022	5	2424	300
4031	中級秘笈·醉蝶狂舞	95	OpenLevel99	150	15	4023	5	2424	300
4032	中級秘笈·龍戰於野	100	OpenLevel99	150	15	4024	5	2424	300
4033	中級秘笈·陰風蝕骨	85	OpenLevel99	150	15	4025	5	2424	300
4034	中級秘笈·召喚毒蟲	90	OpenLevel99	150	15	4026	5	2424	300
4035	中級秘笈·迷心蠱	95	OpenLevel99	150	15	4027	5	2424	300
4036	中級秘笈·萬蠱蝕心	100	OpenLevel99	150	15	4028	5	2424	300
5209	中級秘笈·九溪彌煙	85	OpenLevel99	150	15	5201	5	2424	300
5210	中級秘笈·心劍	90	OpenLevel99	150	15	5202	5	2424	300
5211	中級秘笈·平湖斷月	95	OpenLevel99	150	15	5203	5	2424	300
5212	中級秘笈·峰插雲景	100	OpenLevel99	150	15	5204	5	2424	300
5213	中級秘笈·平沙雁落	85	OpenLevel99	150	15	5205	5	2424	300
5214	中級秘笈·雲生結海	90	OpenLevel99	150	15	5206	5	2424	300
5215	中級秘笈·清音長嘯	95	OpenLevel99	150	15	5207	5	2424	300
5216	中級秘笈·江逐月天	100	OpenLevel99	150	15	5208	5	2424	300
