BookID	Type	MutualType	UpgradeID	UpgradeItem	MaxBookLevel	MaxSkillLevel	LimitRecycle	TuPoID	LimitFaction	LevelFightPowerID	SkillFightPowerID	SkillID	Attrib1Type	Init1Value	Grow1Value	Attrib2Type	Init2Value	Grow2Value	Attrib3Type	Init3Value	Grow3Value	Attrib4Type	Init4Value	Grow4Value
2731	1	204	2731	3323	150	15	1		2	3	1	372	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
2732	1	201	2732	3324	150	15	1		2	3	1	366	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
2733	1	402	2733	3325	150	15	1		4	3	1	546	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
2734	1	403	2734	3326	150	15	1		4	3	1	548	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
2735	1	404	2735	3327	150	15	1		4	3	1	549	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
2736	1	401	2736	3328	150	15	1		4	3	1	545	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
2737	1	301	2737	3329	150	15	1		3	3	1	448	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
2738	1	303	2738	3330	150	15	1		3	3	1	450	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
2739	1	304	2739	3331	150	15	1		3	3	1	452	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
2740	1	302	2740	3332	150	15	1		3	3	1	447	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
2741	1	501	2741	3333	150	15	1		5	3	1	649	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
2742	1	502	2742	3334	150	15	1		5	3	1	652	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
2743	1	503	2743	3335	150	15	1		5	3	1	654	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
2744	1	504	2744	3336	150	15	1		5	3	1	648	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
2745	1	602	2745	3337	150	15	1		6	3	1	751	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
2746	1	603	2746	3338	150	15	1		6	3	1	756	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
2747	1	604	2747	3339	150	15	1		6	3	1	759	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
2748	1	601	2748	3340	150	15	1		6	3	1	750	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
2751	1	701	2751	3341	150	15	1		7	3	1	2291	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
2752	1	702	2752	3342	150	15	1		7	3	1	2292	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
2753	1	703	2753	3343	150	15	1		7	3	1	2293	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
2754	1	704	2754	3344	150	15	1		7	3	1	2295	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
2755	1	801	2755	3345	150	15	1		8	3	1	865	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
2756	1	802	2756	3346	150	15	1		8	3	1	866	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
2757	1	803	2757	3347	150	15	1		8	3	1	867	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
2758	1	804	2758	3348	150	15	1		8	3	1	868	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3275	1	901	3275	3349	150	15	1		9	3	1	4042	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3276	1	902	3276	3350	150	15	1		9	3	1	4043	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3277	1	903	3277	3351	150	15	1		9	3	1	4044	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3278	1	904	3278	3352	150	15	1		9	3	1	4047	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3279	1	1001	3279	3353	150	15	1		10	3	1	4139	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3280	1	1002	3280	3354	150	15	1		10	3	1	4141	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3281	1	1003	3281	3355	150	15	1		10	3	1	4142	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3282	1	1004	3282	3356	150	15	1		10	3	1	4144	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
4029	1	1101	4029	4037	150	15	1		11	3	1	4243	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4030	1	1102	4030	4038	150	15	1		11	3	1	4244	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4031	1	1103	4031	4039	150	15	1		11	3	1	4245	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4032	1	1104	4032	4040	150	15	1		11	3	1	4247	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4033	1	1201	4033	4041	150	15	1		12	3	1	4366	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4034	1	1202	4034	4042	150	15	1		12	3	1	4367	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4035	1	1203	4035	4043	150	15	1		12	3	1	4368	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4036	1	1204	4036	4044	150	15	1		12	3	1	4369	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
5209	1	1301	5209	5217	150	15	1		13	3	1	4447	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5210	1	1302	5210	5218	150	15	1		13	3	1	4448	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5211	1	1303	5211	5219	150	15	1		13	3	1	4450	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5212	1	1304	5212	5220	150	15	1		13	3	1	4452	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5213	1	1401	5213	5221	150	15	1		14	3	1	4557	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5214	1	1402	5214	5222	150	15	1		14	3	1	4558	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5215	1	1403	5215	5223	150	15	1		14	3	1	4560	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5216	1	1404	5216	5224	150	15	1		14	3	1	4562	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
3317	2	101			200	20	1		1	4	1	3451	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
3318	2	102			200	20	1		1	4	1	3445	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
3319	2	104			200	20	1		1	4	1	3447	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
3320	2	103			200	20	1		1	4	1	3449	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
3321	2	202			200	20	1		2	4	1	376	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
3322	2	203			200	20	1		2	4	1	378	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
3323	2	204			200	20	1		2	4	1	381	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
3324	2	201			200	20	1		2	4	1	374	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
3325	2	402			200	20	1		4	4	1	554	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
3326	2	403			200	20	1		4	4	1	556	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
3327	2	404			200	20	1		4	4	1	558	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
3328	2	401			200	20	1		4	4	1	552	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
3329	2	301			200	20	1		3	4	1	456	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
3330	2	303			200	20	1		3	4	1	458	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
3331	2	304			200	20	1		3	4	1	460	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
3332	2	302			200	20	1		3	4	1	454	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
3333	2	501			200	20	1		5	4	1	658	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
3334	2	502			200	20	1		5	4	1	661	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
3335	2	503			200	20	1		5	4	1	663	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
3336	2	504			200	20	1		5	4	1	656	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
3337	2	602			200	20	1		6	4	1	763	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
3338	2	603			200	20	1		6	4	1	765	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
3339	2	604			200	20	1		6	4	1	768	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
3340	2	601			200	20	1		6	4	1	761	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
3341	2	701			200	20	1		7	4	1	3453	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
3342	2	702			200	20	1		7	4	1	3455	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
3343	2	703			200	20	1		7	4	1	3457	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
3344	2	704			200	20	1		7	4	1	3459	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
3345	2	801			200	20	1		8	4	1	872	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3346	2	802			200	20	1		8	4	1	874	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3347	2	803			200	20	1		8	4	1	876	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3348	2	804			200	20	1		8	4	1	878	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3349	2	901			200	20	1		9	4	1	4052	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3350	2	902			200	20	1		9	4	1	4054	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3351	2	903			200	20	1		9	4	1	4056	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3352	2	904			200	20	1		9	4	1	4059	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3353	2	1001			200	20	1		10	4	1	4145	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3354	2	1002			200	20	1		10	4	1	4147	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3355	2	1003			200	20	1		10	4	1	4149	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3356	2	1004			200	20	1		10	4	1	4151	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
4037	2	1101			200	20	1		11	4	1	4248	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4038	2	1102			200	20	1		11	4	1	4249	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4039	2	1103			200	20	1		11	4	1	4251	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4040	2	1104			200	20	1		11	4	1	4253	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4041	2	1201			200	20	1		12	4	1	4370	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4042	2	1202			200	20	1		12	4	1	4372	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4043	2	1203			200	20	1		12	4	1	4380	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4044	2	1204			200	20	1		12	4	1	4382	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
5217	2	1301			200	20	1		13	4	1	4454	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5218	2	1302			200	20	1		13	4	1	4455	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5219	2	1303			200	20	1		13	4	1	4457	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5220	2	1304			200	20	1		13	4	1	4460	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5221	2	1401			200	20	1		14	4	1	4563	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5222	2	1402			200	20	1		14	4	1	4564	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5223	2	1403			200	20	1		14	4	1	4567	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5224	2	1404			200	20	1		14	4	1	4569	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
