GroupId	ItemId	ItemName	Count
4	1509	定海金剛·金剛之鐲	1
4	1510	金翅鵬皇·迦樓羅之羽	1
4	1511	銀角犀皇·望月犀角	1
4	1512	張風·乘風劍	1
4	1513	南宮滅·百煉手套	1
4	1514	方勉·碎星劍	1
4	1515	唐影·千機扇	1
4	1516	秋依水·雲煙荷	1
4	1517	天星道長·摘星手套	1
4	1518	燕若雪·飄雪流雲袖	1
4	1519	楊熙烈·凌絕劍	1
4	1520	上官飛龍·挽月劍	1
4	1521	納蘭潛凜·天魔劍	1
5	2048	半月斬	1
5	2049	驚濤駭浪	1
5	2050	穿心刺	1
5	2051	推山填海	1
5	2052	九天狂雷	1
5	2053	群體毒瘴	1
5	2054	群體金剛	1
5	2055	群體明王	1
5	2056	涅槃重生	1
5	2057	【高級】會心機率	1
5	2058	【高級】攻擊力	1
5	2059	【高級】生命	1
5	2060	【高級】移動速度	1
5	2061	【高級】金系抗性	1
5	2062	【高級】木系抗性	1
5	2063	【高級】水系抗性	1
5	2064	【高級】火系抗性	1
5	2065	【高級】土系抗性	1
5	2066	【高級】抗屬性效果	1
5	2067	【中級】吸取生命	1
5	2068	【中級】受傷效果	1
5	2069	【中級】遲緩效果	1
5	2070	【中級】致殘效果	1
5	2071	【中級】麻痹效果	1
5	2072	【中級】眩暈效果	1
5	2073	【中級】全系抗性	1
5	2074	【中級】忽略全系抗性	1
5	2075	【中級】反擊	1
5	2076	【中級】攻擊速度	1
6	1693	初級魂石·李三	1
6	1694	初級魂石·盧青	1
6	1695	初級魂石·鶯兒	1
6	1696	初級魂石·顧武	1
6	1698	初級魂石·蘇墨芸	1
6	1699	初級魂石·蕭動塵	1
6	1700	初級魂石·胡神醫	1
6	1701	初級魂石·秦沐白	1
6	1702	初級魂石·張仲天	1
6	1703	初級魂石·路達	1
6	1707	初級魂石·薔薇	1
6	1708	初級魂石·紫軒	1
6	1714	初級魂石·南宮彩虹	1
6	1715	初級魂石·林海	1
6	1716	初級魂石·陸文龍	1
6	1717	初級魂石·趙無雙	1
6	1718	初級魂石·無相	1
6	1720	初級魂石·張如夢	1
6	1723	初級魂石·趙節	1
6	1724	初級魂石·邵騎風	1
7	1697	初級魂石·殷方	1
7	1704	初級魂石·白眉猴王	1
7	1705	初級魂石·大地狼王	1
7	1706	初級魂石·寒玉鹿王	1
7	1709	初級魂石·卓非凡	1
7	1710	初級魂石·月明瑤	1
7	1711	初級魂石·龍傲天	1
7	1712	初級魂石·沫天然	1
7	1719	初級魂石·唐瀟	1
7	1721	初級魂石·張琳心	1
7	1722	初級魂石·封玉書	1
7	1725	初級魂石·何暮雪	1
7	1726	初級魂石·趙升權	1
7	1727	初級魂石·納蘭真	1
7	1728	初級魂石·柴嵩	1
7	1737	初級魂石·邵宏淵	1
7	1738	初級魂石·白彥敬	1
7	1740	初級魂石·雷風	1
7	1741	初級魂石·雷同	1
7	1742	初級魂石·唐娟娟	1
7	1744	初級魂石·奪寶賊	1
7	1745	初級魂石·雙首異獸	1
7	1746	初級魂石·奔焰豹王	1
7	1747	初級魂石·九尾狐王	1
7	1760	初級魂石·張風	1
7	1761	初級魂石·月眉兒	1
8	1791	中級魂石·少年楊影楓	1
8	1807	中級魂石·曲霞	1
8	1808	中級魂石·耶律辟離	1
8	1809	中級魂石·楊鐵心	1
8	1810	中級魂石·無想	1
8	1811	中級魂石·柳瀟庭	1
8	1812	中級魂石·李恬兒	1
8	1813	中級魂石·李天目	1
8	1814	中級魂石·完顏襄	1
8	1817	中級魂石·耶律楚材	1
8	1821	中級魂石·雷震天	1
8	1826	中級魂石·高長恭	1
8	1827	中級魂石·哲別	1
8	1828	中級魂石·秦良玉	1
8	1829	中級魂石·袁承志	1
8	1830	中級魂石·鼇拜	1
8	1831	中級魂石·韓世忠	1
8	1840	中級魂石·天星道長	1
8	1841	中級魂石·燕若雪	1
8	1842	中級魂石·楊熙烈	1
8	1843	中級魂石·上官飛龍	1
8	1844	中級魂石·納蘭潛凜	1
8	1845	中級魂石·方勉	1
8	1846	中級魂石·南宮滅	1
8	1848	中級魂石·唐影	1
8	1847	中級魂石·秋依水	1
8	2849	中級魂石·玄慈	1
9	1869	高級魂石·少年楊影楓	1
9	1885	高級魂石·曲霞	1
9	1886	高級魂石·耶律辟離	1
9	1887	高級魂石·楊鐵心	1
9	1888	高級魂石·無想	1
9	1889	高級魂石·柳瀟庭	1
9	1890	高級魂石·李恬兒	1
9	1891	高級魂石·李天目	1
9	1892	高級魂石·完顏襄	1
9	1895	高級魂石·耶律楚材	1
9	1899	高級魂石·雷震天	1
9	1904	高級魂石·高長恭	1
9	1905	高級魂石·哲別	1
9	1906	高級魂石·秦良玉	1
9	1907	高級魂石·袁承志	1
9	1908	高級魂石·鰲拜	1
9	1909	高級魂石·韓世忠	1
9	1918	高級魂石·天星道長	1
9	1919	高級魂石·燕若雪	1
9	1920	高級魂石·楊熙烈	1
9	1921	高級魂石·上官飛龍	1
9	1922	高級魂石·納蘭潛凜	1
9	1923	高級魂石·方勉	1
9	1924	高級魂石·南宮滅	1
9	1925	高級魂石·唐影	1
9	1926	高級魂石·秋依水	1
9	2851	高級魂石·玄慈	1
