AttribType	Level	FightPower	AttribValue	Value1	Value2	Value3	SpecialDesc
lifemax_v	3	30	30000	450			
lifemax_v	4	45	45000	600			
lifemax_v	5	60	60000	750			
lifemax_v	6	90	90000	900			
lifemax_v	7	120	120000	1050			
lifemax_v	8	180	180000	1200			
lifemax_v	9	300	300000	1350			
lifemax_v	10	480	480000	1500			
lifemax_v	11	750	720000	1650			
lifemax_v	12	1200	1080000	1800			
lifemax_v	13	1800	1500000	1950			
lifemax_v	14	3000	2400000	2100			
lifemax_v	15	4800	3000000	2250			
lifemax_v	16	7200	3600000	2400			
lifemax_v	17	7800	4500000	2550			
lifemax_v	18	8400	5400000	2700			
lifemax_v	19	9000	7200000	2850			
lifemax_v	20	9600	9000000	3000			
lifemax_v	21	10800	10800000	3150			
lifemax_v	22	12600	12600000	3300			
lifemax_v	23	14400	14400000	3450			
lifemax_v	24	16200	16200000	3600			
lifemax_v	25	18000	18000000	3750			
lifemax_v	26	19800	19800000	3900			
lifemax_v	27	21600	21600000	4050			
lifemax_v	28	23400	23400000	4200			
lifemax_v	29	25200	25200000	4350			
lifemax_v	30	27000	27000000	4500			
lifemax_p	1	15	15000	3			
lifemax_p	2	22	22500	6			
lifemax_p	3	30	30000	9			
lifemax_p	4	45	45000	12			
lifemax_p	5	60	60000	15			
lifemax_p	6	90	90000	18			
lifemax_p	7	120	120000	21			
lifemax_p	8	180	180000	24			
lifemax_p	9	300	300000	27			
lifemax_p	10	480	480000	30			
lifemax_p	11	750	720000	33			
lifemax_p	12	1200	1080000	36			
lifemax_p	13	1800	1500000	39			
lifemax_p	14	3000	2400000	42			
lifemax_p	15	4800	3000000	45			
lifemax_p	16	7200	3600000	48			
lifemax_p	17	7800	4500000	51			
lifemax_p	18	8400	5400000	54			
lifemax_p	19	9000	7200000	57			
lifemax_p	20	9600	9000000	60			
lifemax_p	21	10800	10800000	63			
lifemax_p	22	12600	12600000	66			
lifemax_p	23	14400	14400000	69			
lifemax_p	24	16200	16200000	72			
lifemax_p	25	18000	18000000	75			
lifemax_p	26	19800	19800000	78			
lifemax_p	27	21600	21600000	81			
lifemax_p	28	23400	23400000	84			
lifemax_p	29	25200	25200000	87			
lifemax_p	30	27000	27000000	90			
basic_damage_v	1	15	15000	8		8	
basic_damage_v	2	22	22500	15		15	
basic_damage_v	3	30	30000	23		23	
basic_damage_v	4	45	45000	30		30	
basic_damage_v	5	60	60000	38		38	
basic_damage_v	6	90	90000	45		45	
basic_damage_v	7	120	120000	53		53	
basic_damage_v	8	180	180000	60		60	
basic_damage_v	9	300	300000	68		68	
basic_damage_v	10	480	480000	75		75	
basic_damage_v	11	750	720000	83		83	
basic_damage_v	12	1200	1080000	90		90	
basic_damage_v	13	1800	1500000	98		98	
basic_damage_v	14	3000	2400000	105		105	
basic_damage_v	15	4800	3000000	113		113	
basic_damage_v	16	7200	3600000	120		120	
basic_damage_v	17	7800	4500000	128		128	
basic_damage_v	18	8400	5400000	135		135	
basic_damage_v	19	9000	7200000	143		143	
basic_damage_v	20	9600	9000000	150		150	
basic_damage_v	21	10800	10800000	160		160	
basic_damage_v	22	12600	12600000	165		165	
basic_damage_v	23	14400	14400000	174		174	
basic_damage_v	24	16200	16200000	180		180	
basic_damage_v	25	18000	18000000	190		190	
basic_damage_v	26	19800	19800000	195		195	
basic_damage_v	27	21600	21600000	204		204	
basic_damage_v	28	23400	23400000	210		210	
basic_damage_v	29	25200	25200000	220		220	
basic_damage_v	30	27000	27000000	225		225	
physical_damage_v	1	15	15000	8		8	
physical_damage_v	2	22	22500	15		15	
physical_damage_v	3	30	30000	23		23	
physical_damage_v	4	45	45000	30		30	
physical_damage_v	5	60	60000	38		38	
physical_damage_v	6	90	90000	45		45	
physical_damage_v	7	120	120000	53		53	
physical_damage_v	8	180	180000	60		60	
physical_damage_v	9	300	300000	68		68	
physical_damage_v	10	480	480000	75		75	
physical_damage_v	11	750	720000	83		83	
physical_damage_v	12	1200	1080000	90		90	
physical_damage_v	13	1800	1500000	98		98	
physical_damage_v	14	3000	2400000	105		105	
physical_damage_v	15	4800	3000000	113		113	
physical_damage_v	16	7200	3600000	120		120	
physical_damage_v	17	7800	4500000	128		128	
physical_damage_v	18	8400	5400000	135		135	
physical_damage_v	19	9000	7200000	143		143	
physical_damage_v	20	9600	9000000	150		150	
physical_damage_v	21	10800	10800000	160		160	
physical_damage_v	22	12600	12600000	165		165	
physical_damage_v	23	14400	14400000	174		174	
physical_damage_v	24	16200	16200000	180		180	
physical_damage_v	25	18000	18000000	190		190	
physical_damage_v	26	19800	19800000	195		195	
physical_damage_v	27	21600	21600000	204		204	
physical_damage_v	28	23400	23400000	210		210	
physical_damage_v	29	25200	25200000	220		220	
physical_damage_v	30	27000	27000000	225		225	
physical_metaldamage_v	1	15	15000	8		8	
physical_metaldamage_v	2	22	22500	15		15	
physical_metaldamage_v	3	30	30000	23		23	
physical_metaldamage_v	4	45	45000	30		30	
physical_metaldamage_v	5	60	60000	38		38	
physical_metaldamage_v	6	90	90000	45		45	
physical_metaldamage_v	7	120	120000	53		53	
physical_metaldamage_v	8	180	180000	60		60	
physical_metaldamage_v	9	300	300000	68		68	
physical_metaldamage_v	10	480	480000	75		75	
physical_metaldamage_v	11	750	720000	83		83	
physical_metaldamage_v	12	1200	1080000	90		90	
physical_metaldamage_v	13	1800	1500000	98		98	
physical_metaldamage_v	14	3000	2400000	105		105	
physical_metaldamage_v	15	4800	3000000	113		113	
physical_metaldamage_v	16	7200	3600000	120		120	
physical_metaldamage_v	17	7800	4500000	128		128	
physical_metaldamage_v	18	8400	5400000	135		135	
physical_metaldamage_v	19	9000	7200000	143		143	
physical_metaldamage_v	20	9600	9000000	150		150	
physical_metaldamage_v	21	10800	10800000	160		160	
physical_metaldamage_v	22	12600	12600000	165		165	
physical_metaldamage_v	23	14400	14400000	174		174	
physical_metaldamage_v	24	16200	16200000	180		180	
physical_metaldamage_v	25	18000	18000000	190		190	
physical_metaldamage_v	26	19800	19800000	195		195	
physical_metaldamage_v	27	21600	21600000	204		204	
physical_metaldamage_v	28	23400	23400000	210		210	
physical_metaldamage_v	29	25200	25200000	220		220	
physical_metaldamage_v	30	27000	27000000	225		225	
physical_earthdamage_v	1	15	15000	8		8	
physical_earthdamage_v	2	22	22500	15		15	
physical_earthdamage_v	3	30	30000	23		23	
physical_earthdamage_v	4	45	45000	30		30	
physical_earthdamage_v	5	60	60000	38		38	
physical_earthdamage_v	6	90	90000	45		45	
physical_earthdamage_v	7	120	120000	53		53	
physical_earthdamage_v	8	180	180000	60		60	
physical_earthdamage_v	9	300	300000	68		68	
physical_earthdamage_v	10	480	480000	75		75	
physical_earthdamage_v	11	750	720000	83		83	
physical_earthdamage_v	12	1200	1080000	90		90	
physical_earthdamage_v	13	1800	1500000	98		98	
physical_earthdamage_v	14	3000	2400000	105		105	
physical_earthdamage_v	15	4800	3000000	113		113	
physical_earthdamage_v	16	7200	3600000	120		120	
physical_earthdamage_v	17	7800	4500000	128		128	
physical_earthdamage_v	18	8400	5400000	135		135	
physical_earthdamage_v	19	9000	7200000	143		143	
physical_earthdamage_v	20	9600	9000000	150		150	
physical_earthdamage_v	21	10800	10800000	160		160	
physical_earthdamage_v	22	12600	12600000	165		165	
physical_earthdamage_v	23	14400	14400000	174		174	
physical_earthdamage_v	24	16200	16200000	180		180	
physical_earthdamage_v	25	18000	18000000	190		190	
physical_earthdamage_v	26	19800	19800000	195		195	
physical_earthdamage_v	27	21600	21600000	204		204	
physical_earthdamage_v	28	23400	23400000	210		210	
physical_earthdamage_v	29	25200	25200000	220		220	
physical_earthdamage_v	30	27000	27000000	225		225	
physical_waterdamage_v	1	15	15000	8		8	
physical_waterdamage_v	2	22	22500	15		15	
physical_waterdamage_v	3	30	30000	23		23	
physical_waterdamage_v	4	45	45000	30		30	
physical_waterdamage_v	5	60	60000	38		38	
physical_waterdamage_v	6	90	90000	45		45	
physical_waterdamage_v	7	120	120000	53		53	
physical_waterdamage_v	8	180	180000	60		60	
physical_waterdamage_v	9	300	300000	68		68	
physical_waterdamage_v	10	480	480000	75		75	
physical_waterdamage_v	11	750	720000	83		83	
physical_waterdamage_v	12	1200	1080000	90		90	
physical_waterdamage_v	13	1800	1500000	98		98	
physical_waterdamage_v	14	3000	2400000	105		105	
physical_waterdamage_v	15	4800	3000000	113		113	
physical_waterdamage_v	16	7200	3600000	120		120	
physical_waterdamage_v	17	7800	4500000	128		128	
physical_waterdamage_v	18	8400	5400000	135		135	
physical_waterdamage_v	19	9000	7200000	143		143	
physical_waterdamage_v	20	9600	9000000	150		150	
physical_waterdamage_v	21	10800	10800000	160		160	
physical_waterdamage_v	22	12600	12600000	165		165	
physical_waterdamage_v	23	14400	14400000	174		174	
physical_waterdamage_v	24	16200	16200000	180		180	
physical_waterdamage_v	25	18000	18000000	190		190	
physical_waterdamage_v	26	19800	19800000	195		195	
physical_waterdamage_v	27	21600	21600000	204		204	
physical_waterdamage_v	28	23400	23400000	210		210	
physical_waterdamage_v	29	25200	25200000	220		220	
physical_waterdamage_v	30	27000	27000000	225		225	
physical_firedamage_v	1	15	15000	8		8	
physical_firedamage_v	2	22	22500	15		15	
physical_firedamage_v	3	30	30000	23		23	
physical_firedamage_v	4	45	45000	30		30	
physical_firedamage_v	5	60	60000	38		38	
physical_firedamage_v	6	90	90000	45		45	
physical_firedamage_v	7	120	120000	53		53	
physical_firedamage_v	8	180	180000	60		60	
physical_firedamage_v	9	300	300000	68		68	
physical_firedamage_v	10	480	480000	75		75	
physical_firedamage_v	11	750	720000	83		83	
physical_firedamage_v	12	1200	1080000	90		90	
physical_firedamage_v	13	1800	1500000	98		98	
physical_firedamage_v	14	3000	2400000	105		105	
physical_firedamage_v	15	4800	3000000	113		113	
physical_firedamage_v	16	7200	3600000	120		120	
physical_firedamage_v	17	7800	4500000	128		128	
physical_firedamage_v	18	8400	5400000	135		135	
physical_firedamage_v	19	9000	7200000	143		143	
physical_firedamage_v	20	9600	9000000	150		150	
physical_firedamage_v	21	10800	10800000	160		160	
physical_firedamage_v	22	12600	12600000	165		165	
physical_firedamage_v	23	14400	14400000	174		174	
physical_firedamage_v	24	16200	16200000	180		180	
physical_firedamage_v	25	18000	18000000	190		190	
physical_firedamage_v	26	19800	19800000	195		195	
physical_firedamage_v	27	21600	21600000	204		204	
physical_firedamage_v	28	23400	23400000	210		210	
physical_firedamage_v	29	25200	25200000	220		220	
physical_firedamage_v	30	27000	27000000	225		225	
physical_wooddamage_v	1	15	15000	8		8	
physical_wooddamage_v	2	22	22500	15		15	
physical_wooddamage_v	3	30	30000	23		23	
physical_wooddamage_v	4	45	45000	30		30	
physical_wooddamage_v	5	60	60000	38		38	
physical_wooddamage_v	6	90	90000	45		45	
physical_wooddamage_v	7	120	120000	53		53	
physical_wooddamage_v	8	180	180000	60		60	
physical_wooddamage_v	9	300	300000	68		68	
physical_wooddamage_v	10	480	480000	75		75	
physical_wooddamage_v	11	750	720000	83		83	
physical_wooddamage_v	12	1200	1080000	90		90	
physical_wooddamage_v	13	1800	1500000	98		98	
physical_wooddamage_v	14	3000	2400000	105		105	
physical_wooddamage_v	15	4800	3000000	113		113	
physical_wooddamage_v	16	7200	3600000	120		120	
physical_wooddamage_v	17	7800	4500000	128		128	
physical_wooddamage_v	18	8400	5400000	135		135	
physical_wooddamage_v	19	9000	7200000	143		143	
physical_wooddamage_v	20	9600	9000000	150		150	
physical_wooddamage_v	21	10800	10800000	160		160	
physical_wooddamage_v	22	12600	12600000	165		165	
physical_wooddamage_v	23	14400	14400000	174		174	
physical_wooddamage_v	24	16200	16200000	180		180	
physical_wooddamage_v	25	18000	18000000	190		190	
physical_wooddamage_v	26	19800	19800000	195		195	
physical_wooddamage_v	27	21600	21600000	204		204	
physical_wooddamage_v	28	23400	23400000	210		210	
physical_wooddamage_v	29	25200	25200000	220		220	
physical_wooddamage_v	30	27000	27000000	225		225	
all_series_resist_v	1	15	15000	3			
all_series_resist_v	2	22	22500	6			
all_series_resist_v	3	30	30000	9			
all_series_resist_v	4	45	45000	12			
all_series_resist_v	5	60	60000	15			
all_series_resist_v	6	90	90000	18			
all_series_resist_v	7	120	120000	21			
all_series_resist_v	8	180	180000	24			
all_series_resist_v	9	300	300000	27			
all_series_resist_v	10	480	480000	30			
all_series_resist_v	11	750	720000	35			
all_series_resist_v	12	1200	1080000	39			
all_series_resist_v	13	1800	1500000	44			
all_series_resist_v	14	3000	2400000	48			
all_series_resist_v	15	4800	3000000	53			
all_series_resist_v	16	7200	3600000	57			
all_series_resist_v	17	7800	4500000	62			
all_series_resist_v	18	8400	5400000	66			
all_series_resist_v	19	9000	7200000	71			
all_series_resist_v	20	9600	9000000	75			
all_series_resist_v	21	10800	10800000	78			
all_series_resist_v	22	12600	12600000	84			
all_series_resist_v	23	14400	14400000	87			
all_series_resist_v	24	16200	16200000	90			
all_series_resist_v	25	18000	18000000	93			
all_series_resist_v	26	19800	19800000	99			
all_series_resist_v	27	21600	21600000	102			
all_series_resist_v	28	23400	23400000	105			
all_series_resist_v	29	25200	25200000	108			
all_series_resist_v	30	27000	27000000	114			
attackrate_v	1	15	15000	30			
attackrate_v	2	22	22500	60			
attackrate_v	3	30	30000	90			
attackrate_v	4	45	45000	120			
attackrate_v	5	60	60000	150			
attackrate_v	6	90	90000	180			
attackrate_v	7	120	120000	210			
attackrate_v	8	180	180000	240			
attackrate_v	9	300	300000	270			
attackrate_v	10	480	480000	300			
attackrate_v	11	750	720000	330			
attackrate_v	12	1200	1080000	360			
attackrate_v	13	1800	1500000	390			
attackrate_v	14	3000	2400000	420			
attackrate_v	15	4800	3000000	450			
attackrate_v	16	7200	3600000	480			
attackrate_v	17	7800	4500000	510			
attackrate_v	18	8400	5400000	540			
attackrate_v	19	9000	7200000	570			
attackrate_v	20	9600	9000000	600			
attackrate_v	21	10800	10800000	630			
attackrate_v	22	12600	12600000	660			
attackrate_v	23	14400	14400000	690			
attackrate_v	24	16200	16200000	720			
attackrate_v	25	18000	18000000	750			
attackrate_v	26	19800	19800000	780			
attackrate_v	27	21600	21600000	810			
attackrate_v	28	23400	23400000	840			
attackrate_v	29	25200	25200000	870			
attackrate_v	30	27000	27000000	900			
defense_v	1	15	15000	15			
defense_v	2	22	22500	30			
defense_v	3	30	30000	45			
defense_v	4	45	45000	60			
defense_v	5	60	60000	75			
defense_v	6	90	90000	90			
defense_v	7	120	120000	105			
defense_v	8	180	180000	120			
defense_v	9	300	300000	135			
defense_v	10	480	480000	150			
defense_v	11	750	720000	165			
defense_v	12	1200	1080000	180			
defense_v	13	1800	1500000	195			
defense_v	14	3000	2400000	210			
defense_v	15	4800	3000000	225			
defense_v	16	7200	3600000	240			
defense_v	17	7800	4500000	255			
defense_v	18	8400	5400000	270			
defense_v	19	9000	7200000	285			
defense_v	20	9600	9000000	300			
defense_v	21	10800	10800000	315			
defense_v	22	12600	12600000	330			
defense_v	23	14400	14400000	345			
defense_v	24	16200	16200000	360			
defense_v	25	18000	18000000	375			
defense_v	26	19800	19800000	390			
defense_v	27	21600	21600000	405			
defense_v	28	23400	23400000	420			
defense_v	29	25200	25200000	435			
defense_v	30	27000	27000000	450			
deadlystrike_v	1	15	15000	8			
deadlystrike_v	2	22	22500	15			
deadlystrike_v	3	30	30000	23			
deadlystrike_v	4	45	45000	30			
deadlystrike_v	5	60	60000	38			
deadlystrike_v	6	90	90000	45			
deadlystrike_v	7	120	120000	53			
deadlystrike_v	8	180	180000	60			
deadlystrike_v	9	300	300000	68			
deadlystrike_v	10	480	480000	75			
deadlystrike_v	11	750	720000	83			
deadlystrike_v	12	1200	1080000	90			
deadlystrike_v	13	1800	1500000	98			
deadlystrike_v	14	3000	2400000	105			
deadlystrike_v	15	4800	3000000	113			
deadlystrike_v	16	7200	3600000	120			
deadlystrike_v	17	7800	4500000	128			
deadlystrike_v	18	8400	5400000	135			
deadlystrike_v	19	9000	7200000	143			
deadlystrike_v	20	9600	9000000	150			
deadlystrike_v	21	10800	10800000	160			
deadlystrike_v	22	12600	12600000	165			
deadlystrike_v	23	14400	14400000	174			
deadlystrike_v	24	16200	16200000	180			
deadlystrike_v	25	18000	18000000	190			
deadlystrike_v	26	19800	19800000	195			
deadlystrike_v	27	21600	21600000	204			
deadlystrike_v	28	23400	23400000	210			
deadlystrike_v	29	25200	25200000	220			
deadlystrike_v	30	27000	27000000	225			
ignore_defense_v	1	15	15000	15			
ignore_defense_v	2	22	22500	30			
ignore_defense_v	3	30	30000	45			
ignore_defense_v	4	45	45000	60			
ignore_defense_v	5	60	60000	75			
ignore_defense_v	6	90	90000	90			
ignore_defense_v	7	120	120000	105			
ignore_defense_v	8	180	180000	120			
ignore_defense_v	9	300	300000	135			
ignore_defense_v	10	480	480000	150			
ignore_defense_v	11	750	720000	165			
ignore_defense_v	12	1200	1080000	180			
ignore_defense_v	13	1800	1500000	195			
ignore_defense_v	14	3000	2400000	210			
ignore_defense_v	15	4800	3000000	225			
ignore_defense_v	16	7200	3600000	240			
ignore_defense_v	17	7800	4500000	255			
ignore_defense_v	18	8400	5400000	270			
ignore_defense_v	19	9000	7200000	285			
ignore_defense_v	20	9600	9000000	300			
ignore_defense_v	21	10800	10800000	315			
ignore_defense_v	22	12600	12600000	330			
ignore_defense_v	23	14400	14400000	345			
ignore_defense_v	24	16200	16200000	360			
ignore_defense_v	25	18000	18000000	375			
ignore_defense_v	26	19800	19800000	390			
ignore_defense_v	27	21600	21600000	405			
ignore_defense_v	28	23400	23400000	420			
ignore_defense_v	29	25200	25200000	435			
ignore_defense_v	30	27000	27000000	450			
deadlystrike_damage_p	1	15	15000	3			
deadlystrike_damage_p	2	22	22500	5			
deadlystrike_damage_p	3	30	30000	8			
deadlystrike_damage_p	4	45	45000	9			
deadlystrike_damage_p	5	60	60000	12			
deadlystrike_damage_p	6	90	90000	14			
deadlystrike_damage_p	7	120	120000	17			
deadlystrike_damage_p	8	180	180000	18			
deadlystrike_damage_p	9	300	300000	21			
deadlystrike_damage_p	10	480	480000	23			
deadlystrike_damage_p	11	750	720000	26			
deadlystrike_damage_p	12	1200	1080000	27			
deadlystrike_damage_p	13	1800	1500000	30			
deadlystrike_damage_p	14	3000	2400000	32			
deadlystrike_damage_p	15	4800	3000000	35			
deadlystrike_damage_p	16	7200	3600000	36			
deadlystrike_damage_p	17	7800	4500000	39			
deadlystrike_damage_p	18	8400	5400000	41			
deadlystrike_damage_p	19	9000	7200000	44			
deadlystrike_damage_p	20	9600	9000000	45			
deadlystrike_damage_p	21	10800	10800000	48			
deadlystrike_damage_p	22	12600	12600000	51			
deadlystrike_damage_p	23	14400	14400000	52			
deadlystrike_damage_p	24	16200	16200000	54			
deadlystrike_damage_p	25	18000	18000000	57			
deadlystrike_damage_p	26	19800	19800000	60			
deadlystrike_damage_p	27	21600	21600000	60			
deadlystrike_damage_p	28	23400	23400000	63			
deadlystrike_damage_p	29	25200	25200000	66			
deadlystrike_damage_p	30	27000	27000000	69			
weaken_deadlystrike_v	1	15	15000	8			
weaken_deadlystrike_v	2	22	22500	15			
weaken_deadlystrike_v	3	30	30000	23			
weaken_deadlystrike_v	4	45	45000	30			
weaken_deadlystrike_v	5	60	60000	38			
weaken_deadlystrike_v	6	90	90000	45			
weaken_deadlystrike_v	7	120	120000	53			
weaken_deadlystrike_v	8	180	180000	60			
weaken_deadlystrike_v	9	300	300000	68			
weaken_deadlystrike_v	10	480	480000	75			
weaken_deadlystrike_v	11	750	720000	83			
weaken_deadlystrike_v	12	1200	1080000	90			
weaken_deadlystrike_v	13	1800	1500000	98			
weaken_deadlystrike_v	14	3000	2400000	105			
weaken_deadlystrike_v	15	4800	3000000	113			
weaken_deadlystrike_v	16	7200	3600000	120			
weaken_deadlystrike_v	17	7800	4500000	128			
weaken_deadlystrike_v	18	8400	5400000	135			
weaken_deadlystrike_v	19	9000	7200000	143			
weaken_deadlystrike_v	20	9600	9000000	150			
weaken_deadlystrike_v	21	10800	10800000	160			
weaken_deadlystrike_v	22	12600	12600000	165			
weaken_deadlystrike_v	23	14400	14400000	174			
weaken_deadlystrike_v	24	16200	16200000	180			
weaken_deadlystrike_v	25	18000	18000000	190			
weaken_deadlystrike_v	26	19800	19800000	195			
weaken_deadlystrike_v	27	21600	21600000	204			
weaken_deadlystrike_v	28	23400	23400000	210			
weaken_deadlystrike_v	29	25200	25200000	220			
weaken_deadlystrike_v	30	27000	27000000	225			
weaken_deadlystrike_damage_p	1	15	15000	3			
weaken_deadlystrike_damage_p	2	22	22500	5			
weaken_deadlystrike_damage_p	3	30	30000	8			
weaken_deadlystrike_damage_p	4	45	45000	9			
weaken_deadlystrike_damage_p	5	60	60000	12			
weaken_deadlystrike_damage_p	6	90	90000	14			
weaken_deadlystrike_damage_p	7	120	120000	17			
weaken_deadlystrike_damage_p	8	180	180000	18			
weaken_deadlystrike_damage_p	9	300	300000	21			
weaken_deadlystrike_damage_p	10	480	480000	23			
weaken_deadlystrike_damage_p	11	750	720000	26			
weaken_deadlystrike_damage_p	12	1200	1080000	27			
weaken_deadlystrike_damage_p	13	1800	1500000	30			
weaken_deadlystrike_damage_p	14	3000	2400000	32			
weaken_deadlystrike_damage_p	15	4800	3000000	35			
weaken_deadlystrike_damage_p	16	7200	3600000	36			
weaken_deadlystrike_damage_p	17	7800	4500000	39			
weaken_deadlystrike_damage_p	18	8400	5400000	41			
weaken_deadlystrike_damage_p	19	9000	7200000	44			
weaken_deadlystrike_damage_p	20	9600	9000000	45			
weaken_deadlystrike_damage_p	21	10800	10800000	48			
weaken_deadlystrike_damage_p	22	12600	12600000	51			
weaken_deadlystrike_damage_p	23	14400	14400000	52			
weaken_deadlystrike_damage_p	24	16200	16200000	54			
weaken_deadlystrike_damage_p	25	18000	18000000	57			
weaken_deadlystrike_damage_p	26	19800	19800000	60			
weaken_deadlystrike_damage_p	27	21600	21600000	60			
weaken_deadlystrike_damage_p	28	23400	23400000	63			
weaken_deadlystrike_damage_p	29	25200	25200000	66			
weaken_deadlystrike_damage_p	30	27000	27000000	69			
add_seriesstate_rate_v	1	15	15000	3			
add_seriesstate_rate_v	2	22	22500	6			
add_seriesstate_rate_v	3	30	30000	9			
add_seriesstate_rate_v	4	45	45000	12			
add_seriesstate_rate_v	5	60	60000	15			
add_seriesstate_rate_v	6	90	90000	18			
add_seriesstate_rate_v	7	120	120000	21			
add_seriesstate_rate_v	8	180	180000	24			
add_seriesstate_rate_v	9	300	300000	27			
add_seriesstate_rate_v	10	480	480000	30			
add_seriesstate_rate_v	11	750	720000	35			
add_seriesstate_rate_v	12	1200	1080000	39			
add_seriesstate_rate_v	13	1800	1500000	44			
add_seriesstate_rate_v	14	3000	2400000	48			
add_seriesstate_rate_v	15	4800	3000000	53			
add_seriesstate_rate_v	16	7200	3600000	57			
add_seriesstate_rate_v	17	7800	4500000	62			
add_seriesstate_rate_v	18	8400	5400000	66			
add_seriesstate_rate_v	19	9000	7200000	71			
add_seriesstate_rate_v	20	9600	9000000	75			
add_seriesstate_rate_v	21	10800	10800000	78			
add_seriesstate_rate_v	22	12600	12600000	84			
add_seriesstate_rate_v	23	14400	14400000	87			
add_seriesstate_rate_v	24	16200	16200000	90			
add_seriesstate_rate_v	25	18000	18000000	93			
add_seriesstate_rate_v	26	19800	19800000	100			
add_seriesstate_rate_v	27	21600	21600000	102			
add_seriesstate_rate_v	28	23400	23400000	105			
add_seriesstate_rate_v	29	25200	25200000	108			
add_seriesstate_rate_v	30	27000	27000000	114			
add_seriesstate_time_v	1	15	15000	3			
