szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
FamilyHelp	幫派須知		7	歷史貢獻			離開幫派後 [FFFE0D]7天內[-] 在未加入其他幫派的情況下，重新加入原幫派會恢復原有的 [FFFE0D]歷史貢獻[-]，否則將清空在上一個幫派的 [FFFE0D]歷史貢獻[-]，但不會影響已經擁有的 [FFFE0D]貢獻[-] 貨幣。
FamilyHelp	幫派須知		8	建設資金			建設資金用以升級幫派建築以及部分幫派功能消耗。\n獲得途徑：[FFFE0D]幫派捐獻 、 幫派成員達成每日目標[-]
FamilyHelp	幫派須知		9	精英成員			每天凌晨12點正式原成員根據 [FFFE0D]歷史貢獻排名[-] 自動評選出組長。
FamilyHelp	幫派須知		10	吉祥物			幫派達到 [FFFE0D]3級[-] 後開放吉祥物職位，吉祥物不擁有幫派的管理許可權。\n[FFFE0D]（建議任命幫派中較為活躍的女性玩家）[-]
FamilyHelp	幫派須知		11	小弟			開放49級上限後等級較低的俠士，進入幫派將自動成為 [FFFE0D]小弟[-]。\n小弟每天額外擁有 [FFFE0D]2次被傳功機會[-]；\n小弟提供的 [FFFE0D]建設資金、武林盟主幫派積分、幫派總活躍[-] 只有1/4。
FamilyHelp	幫派須知		12	幫派解散			幫派連續兩周評價為 [FFFE0D]【非常不活躍】[-]，將會在第三周的週一凌晨4點被強制解散。\n[FFFE0D]（新建幫派第一周為保護期，不會觸發解散規則）[-]
RandomFubenHelp	凌絕峰須知		1	背景簡介			凌絕峰一直均為武林中人視為聖地，自古以來，常有俠士決鬥于峰頂，其中又有不少雖敗而不服，隱居山中苦思破敵之法，留有武學，也有許多人選擇放棄，另覓它道，反而成就了另一番技藝。
RandomFubenHelp	凌絕峰須知		2	玩法簡介			千百年來，無數奇人異事發生在這座山峰，故而凌絕峰上將會面對千奇百怪的敵人，所以，最好能組滿4人，和其他門派的俠士結伴而行哦。
RandomFubenHelp	凌絕峰須知		3	噩夢難度			當伺服器開放69級等級上限後，凌絕峰將開放噩夢難度。此難度下依然進行5次闖關，但起始關卡為第二層，最高可以達到新的第六層關卡，將可能獲得更好的獎勵。
RandomFubenHelp	凌絕峰須知		4	苦痛難度			當伺服器開放99級等級上限後，凌絕峰將開放苦痛難度。此難度下依然進行5次闖關，但起始關卡為第三層，最高可以達到新的第六七層關卡，將可能獲得更好的獎勵。
TeamFubenHelp	組隊秘境須知		1	背景簡介			江湖中有許多武功高強、心思狡詐之輩，乃至門派，或因一時失足，或因長久如此，一直無惡不作，最終引起武林公憤，為剷除這些武林毒瘤，需要諸位俠士同心協力！
TeamFubenHelp	組隊秘境須知		2	協助戰鬥			組隊秘境能進行協助戰鬥，在組隊平臺介面選擇“協助戰鬥”選項後，參加活動不消耗次數，但也不會獲得獎勵。
ImityHelp	親密度須知		1	野怪經驗加成			親密度等級與組隊野外打怪經驗共用加成對應關係：[FFFE0D]\n10~19級  加成2%      20~29級  加成4%      30~39級  加成6%\n40~49級  加成8%      50級以上  加成10%[-] 
ImityHelp	親密度須知		2	提升親密度①			組隊參加[FFFE0D]山賊秘窟、懲惡任務、組隊秘境、淩絕峰、野外擊殺精英、高級藏寶圖、野外首領、歷代名將、白虎堂、通天塔、心魔幻境[-]等活動
ImityHelp	親密度須知		3	提升親密度②			[FFFE0D]參與好友發起的地宮邀請、協助好友完成商會任務、幫派傳功、挑戰好友發佈追影令的敵人[-]等活動
ImityHelp	親密度須知		4	提升親密度③			為好友贈送[FFFE0D]玫瑰花、99朵玫瑰花、幸運草、99朵幸運草[-]等
MarketStall	擺攤須知		1	上架數量			物品的上架數量必須是 [FFFE0D]1個、5個、10個、50個、100個[-]，可根據個人需要選擇不同的上架數量！
MarketStall	擺攤須知		2	上架時間			上架時間持續 [FFFE0D]24小時[-]。
MarketStall	擺攤須知		3	攤位刷新			每 [FFFE0D]30分鐘[-] 自動免費刷新一次商品
PartnerHelp	同伴須知		1	同伴品質			不同同伴之間的武功高低有所不同，綜合能力排名由高至低依次是 [e6d012]SSS級[-]、[ff8f06]SS級[-]、[ff578c]S級[-]、[aa62fc]A級[-]、[11adf6]B級[-]、[64db00]C級[-]。
PartnerHelp	同伴須知		2	同伴個性			同伴個性主要影響同伴的 [FFFE0D]戰鬥行為[-]。\n[FFFE0D]（同伴個性只在同伴出戰時生效）[-]
PartnerHelp	同伴須知		3	護主技能			每個同伴天生都會自帶一個“護主技能”且不能被替換，護主技能隨著 [FFFE0D]同伴戰力[-] 的提升而 [FFFE0D]自動提升等級[-]，上陣同伴的護主技能直接對 [FFFE0D]角色加成[-]。\n[FFFE0D]（相同的護主技能高等級的生效）[-]
PartnerHelp	同伴須知		4	天賦技能			每個同伴天生都會自帶一個“天賦技能”且不能被替換，B級以上同伴的天賦技能各不相同。\n[FFFE0D]（天賦技能不可升級）[-]
PartnerHelp	同伴須知		5	同伴技能			獲得同伴時，同伴有可能會隨機附帶 [FFFE0D]0~5個[-] 同伴技能。也可以通過 [FFFE0D]同伴技能書[-] 讓同伴學會相應的 [FFFE0D]同伴技能[-]。[FFFE0D]\n（同伴技能學滿後可以用同伴技能書替換已有技能）[-]
PartnerHelp	同伴須知		6	潛能等級			潛能等級決定同伴的 [FFFE0D]潛能上限[-]。由高至低依次是 [ff8f06]完美[-]、[aa62fc]卓越[-]、[11adf6]優秀[-]、[64db00]良好[-]、[848484]普通[-]。\n[FFFE0D]（可以通過 [FFFE0D]資質丹[-] 來提升同伴的目前潛能）[-]
PartnerHelp	同伴須知		7	同伴突破			同伴 [FFFE0D]60級之前[-] 每10級可以進行一次突破，同伴 [FFFE0D]60級之後[-] 每2級可以進行一次突破，突破後根據同伴的潛能等級提升相應的潛能上限。
PartnerHelp	同伴須知		8	奇才			獲得同伴或進行同伴洗髓時，有一定機率獲得奇才，奇才同伴的潛能等級、同伴技能通常好于普通同伴。\n[FFFE0D]（奇才同伴進行洗髓後可能變回普通同伴）[-]
PartnerHelp	同伴須知		9	同伴洗髓			消耗一定數量的 [FFFE0D]洗髓丹[-] 可以對同伴進行洗髓，洗髓後的同伴將會重新隨機 [FFFE0D]當前潛能[-]、[FFFE0D]潛能等級[-] 和 [FFFE0D]同伴技能[-]，但不會重置同伴等級。\n[FFFE0D]（同伴洗髓後資質丹將會全部返還，消耗的技能書則會折算成洗髓丹）[-]
PartnerHelp	同伴須知		10	同伴升級			角色獲得經驗的同時，已上陣的同伴會獲得一定比例的經驗值，也可以通過 [FFFE0D]經驗藥水[-] 來使同伴快速獲得經驗。
PartnerHelp	同伴須知		11	同伴遣散			遣散同伴後，有可能獲得 [FFFE0D]資質丹[-]、[FFFE0D]洗髓丹[-]、[FFFE0D]經驗藥水[-]，遣散後的同伴將會消失。\n[FFFE0D]（遣散後本命武器和資質丹將會全部返還，同伴技能則會折算成洗髓丹）[-]
EnemyHelp	敵人須知		1	敵人結成			特定場合[FFFE0D] 被其他玩家擊敗 [-]時將[FFFE0D] 添加對方為敵人 [-]，若擊敗其他玩家則被進入對方的敵人列表。
EnemyHelp	敵人須知		2	挑戰規則			挑戰每天有一定的[FFFE0D] 次數限制 [-]，淩晨4點刷新，挑戰[FFFE0D] 若干次 [-]後，會進入冷卻時間。
EnemyHelp	敵人須知		3	挑戰敵人			找敵人挑戰之後，將從[FFFE0D] 對方身上 [-]獲取一定數量的[FFFE0D] 銀兩 [-]，挑戰成功後，和對方的敵對度將會降低，為0後對方將從你的敵人列表中去除。
FamilyVault	職位薪水須知		1	薪水報酬			[FFFE0D]每週一凌晨00:00[-] 幫派排行榜 [FFFE0D]前X名[-] 的幫派，[FFFE0D]堂主、副堂主、會長[-] 可領取薪水！
FamilyVault	職位薪水須知		2	薪水金額			[FFFE0D]幫派排名越高[-]、[FFFE0D]個職位越高[-]，所獲得的薪水就越多！
FamilyRedBag	幫派紅包須知		1	紅包獲得			幫派成員達成特定條件後，可獲得[FFFE0D]1個[-]一定金額的幫派紅包。\n獲得途徑：[FFFE0D]每週首次戰場第一、每週首次武林盟主第一、每週首次登上通天塔七層、每週首次擊殺白虎堂四層首領、等等……[-]
FamilyRedBag	幫派紅包須知		2	紅包期限			獲得紅包後須在[FFFE0D]24小時[-]之內發放，[FFFE0D]24小時[-]內沒發放的紅包將在下一場 [FFFE0D]幫派烤火[-] 活動中自動發放。
FamilyRedBag	幫派紅包須知		3	紅包金額			花費元寶可以增加紅包的金額，可選金額：[FFFE0D]雙倍金額、三倍金額、六倍金額[-]
FamilyRedBag	幫派紅包須知		4	紅包領取			幫派紅包發放後所有幫派成員均可參與領取[FFFE0D]拼手氣紅包[-]。\n[FFFE0D]（每人每天最多只能領取50個紅包）[-]
YxlHelp	頭銜令牌須知		1	它是什麼			頭銜升級令牌乃是晉升高級頭銜必備的道具，象徵著在武林中闖出的聲名以及榮耀，[FFFE0D] 不同等級 [-]的頭銜晉升需要消耗不同等級的[FFFE0D] 頭銜令牌 [-]，英雄令共有三個主要的獲取途徑。
YxlHelp	頭銜令牌須知		2	重要活動			通過參與江湖中一些重要活動可以獲得，[FFFE0D] 不同活動 [-]將產出[FFFE0D] 不同的頭銜令牌 [-]，也是俠士獲取頭銜令牌最常規的方式之一！
YxlHelp	頭銜令牌須知		3	兩大拍賣			拍賣分為[FFFE0D] 幫派拍賣 [-]及[FFFE0D] 世界拍賣 [-]，通過競拍也能夠獲得頭銜令牌。
YxlHelp	頭銜令牌須知		4	俠士擺攤			有部分俠士不需要某些頭銜令牌，會將它放進自己的攤位，通過[FFFE0D] 擺攤 [-]購買也是獲取的手段之一哦。
SkillHelp	技能須知		1	技能簡介			技能是俠士唯一的攻擊手段，每個門派均擁有一個無冷卻的普通攻擊技能及四個冷卻技能。
SkillHelp	技能須知		2	技能提升			每次升級都將獲得一個技能點，每點技能點可以對單個技能進行一次升級，[FFFE0D]五十級前 [-]可以[FFFE0D] 免費重置 [-]技能加點。技能點有限，要注意選擇技能進行升級哦！
SkillHelp	技能須知		3	通用技能			所有門派都擁有兩個通用技能，分別是輕功與打坐。\n輕功，施展輕功將移動一段距離，期間可以免疫來自敵方的攻擊；\n打坐，使用打坐不可移動，將持續恢復生命值。
RefinementHelp	洗練須知		1	洗練簡介			裝備有多條屬性，可以從[FFFE0D]同級[-]、[FFFE0D]高一級[-]或[FFFE0D]低級[-]裝備的屬性轉移到目前裝備上，將好屬性集中
RefinementHelp	洗練須知		2	洗練規則			每次只能洗練一條屬性，洗練後[FFFE0D]材料裝備上的屬性[-]將轉移到目前裝備上，同時[FFFE0D]目前裝備的被替換屬性[-]將消失
RefinementHelp	洗練須知		3	洗練提示			優先將裝備上的空屬性填滿，然後再用高級屬性替換低級屬性\n屬性由高至低是[ff8f06]橙[-]＞[ff578c]粉[-]＞[aa62fc]紫[-]＞[11adf6]藍[-]＞[64db00]綠[-]＞白
FactionBattleHelp	門派競技須知		1	門派競技			門派競技是各門派最熱血沸騰的盛事，同一門派所有等級≥30級以上的弟子均可參與，是通過群戰和混戰兩次選拔，最終成為門派第一人的盛舉！
FactionBattleHelp	門派競技須知		2	混戰階段			經過準備時間後，將進入混戰階段，所有參與比賽的角色將[FFFE0D]隨機分為兩隊[-]進行混戰，[FFFE0D]擊敗對手[-]將獲得[FFFE0D]積分[-]，被擊敗後等待一段時間將自動復活，最終積分[FFFE0D]前十六[-]的門派弟子進入單挑賽。
FactionBattleHelp	門派競技須知		3	單挑比武			前十六名玩家將進行[FFFE0D] 一對一 [-]的比試，晉級八強、四強、准決賽、決賽，最終得出本屆[FFFE0D]「新人王」[-]；
FactionBattleHelp	門派競技須知		4	參賽獎勵			每一階段的比賽獎勵都好於上一階段，混戰後的比賽過程將[FFFE0D]隨機刷新寶箱[-]；\n「新人王」誕生後別急著離開，除了[FFFE0D]炫目稱號[-]外，還能[FFFE0D]點擊門派旗幟[-]給所有門派弟子[FFFE0D]發獎[-]哦！
FactionBattleHelp	門派競技須知		5	開啟條件			當參與人數達到4人及以上，則正常開啟門派競技比賽。如果人數不超16人，則跳過混戰預選賽，直接進入16強賽。
WhiteTigerFubenHelp	白虎堂須知		1	規則簡介			白虎堂是兇險異常的爭奪之地，角色等級≥30級可以參與，每個人[FFFE0D] 有且只有一次機會 [-]，一旦失敗就將被驅逐出場，活得越久奪得最終大寶藏的機會就越大！
WhiteTigerFubenHelp	白虎堂須知		2	報名階段			白虎堂共分為八個入口，不同入口的玩家將在不同階段相遇展開爭鬥，同隊伍的會員要記得從同一個入口進入，避免分散哦！
WhiteTigerFubenHelp	白虎堂須知		3	參賽階段			白虎堂共分為四層，每層時間結束後都將[FFFE0D] 刷新首領 [-]，擊敗首領的隊伍可獲得獎勵，同時開啟下層入口，與另一側獲勝的隊伍不期而遇。
WhiteTigerFubenHelp	白虎堂須知		4	生存提示			與[FFFE0D] 幫派成員 [-]和[FFFE0D] 好友 [-]等熟悉的俠士結成隊伍一同前往將增加生存機率哦！\n有時候不幸遇見太強大的隊伍，暫時避其鋒芒等待時機也是不錯的選擇哦！
WhiteTigerFubenHelp	白虎堂須知		5	第五層			開服[FFFE0D] 89天 [-]後，白虎堂將開啟第五層。第五層為[FFFE0D] 跨服[-]，將會遇到來自其他伺服器的人。只有對第四層守關敵人造成最高輸出的幫派，才有資格進入到跨服的第五層
TeamBattleHelp	通天塔須知		1	活動簡介			通天塔共有[FFFE0D] 5次 [-]挑戰機會，每層都會遇見[FFFE0D] 同層 [-]另一支俠士隊伍，與他們較量決出勝負！勝者上升一層，而負者停留本層，繼續與下一組俠士對戰。
TeamBattleHelp	通天塔須知		2	報名規則			通天塔單人也可報名，開賽時所有單人俠士將隨機組成隊伍參賽；最好和[FFFE0D] 幫派成員 [-]或是[FFFE0D] 好友 [-]組成隊伍，會更容易取得好成績哦！
TeamBattleHelp	通天塔須知		3	系列賽			通天塔將在[FFFE0D]開放109等級上限[-]時開啟系列賽，分為[FFFE0D]月度、季度、年度[-]三個階段。在日常通天塔競技中取得優異戰績將獲得月度賽的參賽資格，以此類推。系列賽各個階段都會有豐厚的獎勵！
BattleHelp	戰場須知		1	規則簡介			每日特定時段角色等級≥24級的玩家均可報名參加，報名後所有玩家隨機分入「宋」或「金」進行對戰，無法提前組隊，以擊敗[FFFE0D] 對方陣營玩家 [-]為目的，最終[FFFE0D] 總積分 [-]高的一方勝利。
BattleHelp	戰場須知		2	積分獲取			1、[FFFE0D]擊敗對方玩家 [-]將獲得積分，擊敗的玩家連斬數越高，則積分越多；\n2、擊敗場地中央隨機刷新的[FFFE0D] 野生生物 [-]將獲得強力增益效果和大量積分\n3、擊敗一定時間後刷新的對方[FFFE0D] 大將 [-]將獲得大量積分；
BattleHelp	戰場須知		3	獎勵結算			最終根據[FFFE0D] 個人積分 [-]排名發放獎勵，排名越高獎勵越好；[FFFE0D] 勝利方 [-]在結算個人積分時將增加大量積分；
BattleHelp	戰場須知		4	戰場提示			要謹記各個門派的五行，找准機會，挑選自己克制的門派進行攻擊，更容易將目標擊敗哦，遇見克制自己的門派要考慮清楚，不要一味硬拼！另外，別忘記到無人的地方打坐回血哦！
BattleHelp	戰場須知		5	跨服戰場			開放[FFFE0D] 79級 [-]等級上限後，將開放跨服戰場。[FFFE0D] 每週三、五晚上20:30和22:30 [-]，可以與其他服的玩家一起進入宋金戰場進行廝殺。
BattleHelp	戰場須知		6	系列賽			戰場將在[FFFE0D]開放109等級上限時[-]開啟系列賽，分為[FFFE0D]月度、季度、年度[-]三個階段。在日常戰場競技中取得優異戰績將獲得月度賽的參賽資格，以此類推。系列賽各個階段都會有豐厚的獎勵！
DomainHelp	攻城戰須知		1	活動簡介			攻城戰以幫派為參與單位，宣戰後，進入特定地圖爭奪屬於幫派的領地。每個幫派只能佔據[FFFE0D]一塊[-]領地，最終佔據襄陽成為城主。首次攻城戰只開放野外領地，後續依次開放村鎮和主城襄陽。
DomainHelp	攻城戰須知		2	活動時間			每週二、週六21：00~21：30為攻城戰進行時間。當日0點到活動開始前為“宣戰”時間，活動開始前宣戰目標可以隨時更換，[FFFE0D]開始後只能攻打宣戰目標[-]及防守幫派的已有領地。
DomainHelp	攻城戰須知		3	宣戰規則			幫派必須[FFFE0D]宣戰[-]以後才具有攻城戰資格。無領地的幫派可以在“[FFFE0D] 幫派——領地[-]”介面進行宣戰，已有領地的幫派，系統會自動幫其向連結的高一級領地宣戰。只有村鎮的佔據者才有資格宣戰主城襄陽。
DomainHelp	攻城戰須知		4	征戰營地			攻打一塊領地時，系統會預設給幫派分配一個[FFFE0D]征戰營地[-]，此處為重傷後的重生點。為避免征戰營地被敵方圍攻，堂主、副堂主及會長可以在[FFFE0D]即時戰報[-]介面更換征戰營地，這樣幫派成員重傷後將在新的營地重生。
DomainHelp	攻城戰須知		5	領地說明			領地分為三級：城市、村鎮和野外，前兩者屬於攻城戰具有[FFFE0D]城門[-] ，野外無城門只需要[FFFE0D]爭奪龍柱[-]來決定領地歸屬。城門能阻止攻方進入龍柱區域，守方可以通過城門[FFFE0D]出城迎戰[-]，以抵擋攻方破壞城門。
DomainHelp	攻城戰須知		6	勝負規則			領地上龍柱分為[FFFE0D]日耀龍柱[-]、[FFFE0D]月華龍柱[-]及[FFFE0D]星輝龍柱[-]，攻城戰結束時根據幫派佔據的龍柱數量決定該領地的歸屬，數量一致時，佔據[FFFE0D]日耀龍柱[-]的幫派獲勝。
DomainHelp	攻城戰須知		7	獎勵說明			攻城戰結束時，根據[FFFE0D]佔據龍柱[-]的情況會給與幫派拍賣行獎勵。個人通過擊殺敵人及摧毀龍柱可以獲得[FFFE0D]積分[-]，積分在幫派內部進行排行以獲得獎勵，所以參與就能得獎，千萬不能錯過。
DomainHelp	攻城戰須知		8	襄陽城主			佔據襄陽的幫派總堂主將成為[FFFE0D]襄陽城主[-]，獲得專屬[FFFE0D]稱號[-]、專屬[FFFE0D]城主馬[-]及在襄陽城樹立個人[FFFE0D]雕像[-]。這些獎勵在下次攻城戰結束時失效，所以總堂主要積極帶領幫派攻佔襄陽，以持續獲得無上榮耀。
DomainHelp	攻城戰須知		9	領地行商			每天[FFFE0D]19：10[-]，[FFFE0D]領地行商[-]會到佔據領地的幫派拍賣珍稀物品。拍賣物品多寡與佔據的[FFFE0D]領地等級[-]相關，參加了上一次攻城戰的幫派成員可以獲得拍賣分紅。
DomainItemHelp	攻城道具須知		1	道具簡介			攻城戰中可以使用一些道具，包含[FFFE0D]變身道具[-]（攻城車、勁弩車和鐵炮車）和[FFFE0D]召喚道具[-]（神射手和鼓舞旗），這些道具可以幫助幫派更容易的獲得勝利。變身道具使用後會出現一個對話npc在身邊，需要與其對話變身。
DomainItemHelp	攻城道具須知		2	道具作用			攻城車能對城門和龍柱造成大量傷害。勁弩車和鐵炮車是攻擊裝置，[FFFE0D]能力較弱[-]的玩家進入能獲得很大提升。神射手可幫助防守一些關鍵地點，鼓舞旗能使周圍幫派成員獲得能力加成。
DomainItemHelp	攻城道具須知		3	獲得方法			攻城道具通過在[FFFE0D]戰爭坊[-]購買獲得，只有會長、副堂主和堂主可以購買。購買後道具被自動計入“幫派——領地”介面中，不會出現在玩家背包。
DomainItemHelp	攻城道具須知		4	使用規則			會長、副堂主和堂主有使用權限，每場戰鬥有使用限制，攻城車(限4個)僅在城市和村鎮的征戰營地使用，勁弩車(限5個)和鐵炮車(限3個)僅在安全區使用，神射手(限10個)和鼓舞旗(限2個)僅在戰鬥區域使用。
SkillHelp	門派技能須知		1	技能點			提升技能等級時，需要消耗技能點。每提升1級，消耗1個技能點。\n主角每升1級，會自動獲得1個技能點，同時通過使用道具，額外增加一定數量的技能點
CardCollection_1Help	凌絕峰收集活動		1	活動簡介			開放59級等級上限後，參加凌絕峰能獲得各種挑戰卡片，將其收集起來進行為期一月的排行，最終獲得高額排行獎勵。
CardCollection_1Help	凌絕峰收集活動		2	規則簡介			卡片使用會加入收集冊啟動收集條目，每張卡片具有珍稀度，收集冊根據已經獲得卡片種類數累計總珍稀度，最後根據收集冊總的珍稀度和完成度進行排行。
CardCollection_1Help	凌絕峰收集活動		3	活動時間			開放當天日期若已超過20號，活動將在下月開始第一次活動。活動每月一次，月底發放獎勵，每月一日開始新一輪活動。
ControlHelp	精准操作須知		1	使用說明			開啟“精准操作”模式後，在技能釋放前，自由的選擇技能釋放的位置和方向，實現精准操作
ControlHelp	精准操作須知		2	適用範圍			該模式，適用於指向型技能，以及定點範圍類技能。其他處於對自身適用，在自身周圍釋放的技能，不適用於該類操作模式
ControlHelp	精准操作須知		3	操作要點			按住技能按鈕後，會出現技能方式指示框。此時，保持手指的挪動狀態，並且拖動手指，可以改變技能釋放的朝向和位置。選定後，鬆開手指，即可釋放技能
ArenaHelp	比武場須知		1	規則簡介			首個登上擂臺的一方默認成為擂主並且等待挑戰者，挑戰者發起挑戰後需要等待擂主確認，擂主必須在 [FFFE0D]60秒[-] 內選擇接受某個挑戰者的挑戰。
ArenaHelp	比武場須知		2	勝負			比武場PK勝負均不會有獎勵和懲罰，獲勝的一方成為新的擂主，敗的一方將會傳下擂臺。
HuaShanLunJianHelp	華山論劍須知		1	活動介紹			華山論劍是江湖的盛事，每月一個賽季，武林中人可以結成戰隊互相比試。通過[FFFE0D]預選賽[-]階段的積分、勝場數及比賽時間排行，[FFFE0D]前八[-]進入[FFFE0D]決賽[-]進行殘酷的爭奪，最終登臨華山之巔，成為武林至尊。
HuaShanLunJianHelp	華山論劍須知		2	活動開放			華山論劍在伺服器開放[FFFE0D]69級[-]等級上限後開放，[FFFE0D]60級[-]以上的大俠可以參加。每月[FFFE0D]7號[-]開始賽季比賽。開放當日若未超過[FFFE0D]15號[-]，則開啟第一屆比賽，否則將於下月7號開啟。
