TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel
5012	【稀有】項鍊T12	T12_Necklace_Q2		4	2	12	132	31	4912	4912			10000000	8	10000000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
5013	【稀有】項鍊T13	T13_Necklace_Q2		4	2	13	142	31	4913	4913			10000000	8	10000000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
5014	【稀有】項鍊T14	T14_Necklace_Q2		4	2	14	152	31	4914	4914			10000000	8	10000000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
5015	【稀有】項鍊T15	T15_Necklace_Q2		4	2	15	162	31	4915	4915			10000000	8	10000000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
5016	【稀有】項鍊T16	T16_Necklace_Q2		4	2	16	172	31	4916	4916			10000000	8	10000000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
5017	【稀有】項鍊T17	T17_Necklace_Q2		4	2	17	182	31	4917	4917			10000000	8	10000000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
5018	【稀有】項鍊T18	T18_Necklace_Q2		4	2	18	192	31	4918	4918			10000000	8	10000000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
5019	【稀有】項鍊T19	T19_Necklace_Q2		4	2	19	202	31	4919	4919			10000000	8	10000000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
5020	【稀有】項鍊T20	T20_Necklace_Q2		4	2	20	212	31	4920	4920			10000000	8	10000000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
1538	【傳承】虎睛項鍊	T1_Necklace_Q3		4	3	1	1	2	11	11			40000	1	40000	1	equip		0	lifemax_v	700			water_resist_v	52																																				
1539	【傳承】冰晶項鍊	T2_Necklace_Q3		4	3	2	24	5	12	12			80000	2	80000	1	equip		0	lifemax_v	900			water_resist_v	67																																			2	2
1540	【傳承】珊瑚項鍊	T3_Necklace_Q3		4	3	3	42	8	13	13			160000	3	160000	1	equip		0	lifemax_v	1250			water_resist_v	82																																			3	3
1541	【傳承】五色項鍊	T4_Necklace_Q3		4	3	4	52	11	14	14			400000	4	400000	1	equip		0	lifemax_v	1750			water_resist_v	101																																			3	4
1542	【傳承】溫潤之鏈	T5_Necklace_Q3		4	3	5	62	14	15	15			900000	5	900000	1	equip		0	lifemax_v	2250			water_resist_v	124																																			4	4
1543	【傳承】秘隱之鏈	T6_Necklace_Q3		4	3	6	72	17	16	16			1200000	6	1200000	1	equip		0	lifemax_v	2750			water_resist_v	146																																			4	5
1544	【傳承】北辰之鏈	T7_Necklace_Q3		4	3	7	82	20	17	17			1600000	7	1600000	1	equip		0	lifemax_v	3250			water_resist_v	169																																			5	5
1545	【傳承】群鳥之鏈	T8_Necklace_Q3		4	3	8	92	23	18	18			2400000	8	2400000	1	equip		0	lifemax_v	4000			water_resist_v	207																																			5	6
3601	【傳承】朝露之鏈	T9_Necklace_Q3		4	3	9	102	26	19	19			3600000	8	3600000	1	equip		0	lifemax_v	4500			water_resist_v	220																																			6	6
3602	【傳承】鴻雁之鏈	T10_Necklace_Q3		4	3	10	112	29	20	20			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
5111	【傳承】乾坤之鏈	T11_Necklace_Q3		4	3	11	122	32	4911	4911			6400000	8	6400000	1	equip		0	lifemax_v	5500			water_resist_v	270																																			7	7
5112	【傳承】項鍊T12	T12_Necklace_Q3		4	3	12	132	29	4912	4912			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
5113	【傳承】項鍊T13	T13_Necklace_Q3		4	3	13	142	29	4913	4913			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
5114	【傳承】項鍊T14	T14_Necklace_Q3		4	3	14	152	29	4914	4914			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
5115	【傳承】項鍊T15	T15_Necklace_Q3		4	3	15	162	29	4915	4915			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
5116	【傳承】項鍊T16	T16_Necklace_Q3		4	3	16	172	29	4916	4916			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
5117	【傳承】項鍊T17	T17_Necklace_Q3		4	3	17	182	29	4917	4917			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
5118	【傳承】項鍊T18	T18_Necklace_Q3		4	3	18	192	29	4918	4918			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
5119	【傳承】項鍊T19	T19_Necklace_Q3		4	3	19	202	29	4919	4919			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
5120	【傳承】項鍊T20	T20_Necklace_Q3		4	3	20	212	29	4920	4920			4800000	8	4800000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
2767	【黃金】秘隱之鏈	T6_Necklace_Q4	1001	4	4	6	72	101	12001	12001			39000000	7	39000000	1	equip		36000	lifemax_v	4100			water_resist_v	215																																			5	6
2768	【黃金】北辰之鏈	T7_Necklace_Q4	1002	4	4	7	82	102	12002	12002			61600000	7	61600000	1	equip		57600	lifemax_v	5000			water_resist_v	257																																			6	6
2769	【黃金】群鳥之鏈	T8_Necklace_Q4	1003	4	4	8	92	103	12003	12003			91800000	7	91800000	1	equip		86400	lifemax_v	5500			water_resist_v	282																																			7	6
3621	【黃金】朝露之鏈	T9_Necklace_Q4	1004	4	4	9	102	104	12711	12711			123200000	7	123200000	1	equip		115200	lifemax_v	6000			water_resist_v	300																																			7	7
3622	【黃金】鴻雁之鏈	T10_Necklace_Q4	1005	4	4	10	112	105	12712	12712			154000000	7	154000000	1	equip		144000	lifemax_v	7000			water_resist_v	350																																			7	7
5365	【黃金】乾坤之鏈	T11_Necklace_Q4	1006	4	4	11	122	106	18681	18681			185300000	7	185300000	1	equip		172800	lifemax_v	7500			water_resist_v	400																																			7	7
5366	【黃金】北辰之鏈	T12_Necklace_Q4	1007	4	4	12	132	107	18682	18682			61600000	7	61600000	1	equip		144000	lifemax_v	7000			water_resist_v	350																																			7	7
5367	【黃金】群鳥之鏈	T13_Necklace_Q4	1008	4	4	13	142	108	18683	18683			91800000	7	91800000	1	equip		144000	lifemax_v	7000			water_resist_v	350																																			7	7
5368	【黃金】朝露之鏈	T14_Necklace_Q4	1009	4	4	14	152	109	18684	18684			123200000	7	123200000	1	equip		144000	lifemax_v	7000			water_resist_v	350																																			7	7
5369	【黃金】鴻雁之鏈	T15_Necklace_Q4	1010	4	4	15	162	110	18685	18685			154000000	7	154000000	1	equip		144000	lifemax_v	7000			water_resist_v	350																																			7	7
483	T1項鍊（低）	T1_Necklace_Test_Q1		4	1	1	1	1	11	11			20000	1	3000	1	equip		0	lifemax_v	600			water_resist_v	45																																				
484	T2项链（低）	T2_Necklace_Test_Q1		4	1	2	1	3	12	12			40000	2	3000	1	equip		0	lifemax_v	800			water_resist_v	60																																			3	1
485	T3项链（低）	T3_Necklace_Test_Q1		4	1	3	1	6	13	13			80000	3	3000	1	equip		0	lifemax_v	1000			water_resist_v	75																																			3	2
486	T4项链（低）	T4_Necklace_Test_Q1		4	1	4	1	9	14	14			200000	4	3000	1	equip		0	lifemax_v	1200			water_resist_v	90																																			3	3
487	T5项链（低）	T5_Necklace_Test_Q1		4	1	5	1	12	15	15			500000	5	3000	1	equip		0	lifemax_v	1500			water_resist_v	113																																			3	3
488	T6项链（低）	T6_Necklace_Test_Q1		4	1	6	72	15	16	16			1200000	6	3000	1	equip		0	lifemax_v	2500			water_resist_v	135																																			4	5
489	T7项链（低）	T7_Necklace_Test_Q1		4	1	7	82	18	17	17			3200000	7	3000	1	equip		0	lifemax_v	3000			water_resist_v	158																																			4	5
490	T8项链（低）	T8_Necklace_Test_Q1		4	1	8	92	21	18	18			7000000	8	3000	1	equip		0	lifemax_v	3500			water_resist_v	180																																			5	5
3800	T9項鍊（低）	T9_Necklace_Test_Q1		4	1	9	102	24	19	19			7000000	8	3000	1	equip		0	lifemax_v	4000			water_resist_v	200																																			6	6
3801	T10項鍊（低）	T10_Necklace_Test_Q1		4	1	10	112	27	20	20			7000000	8	3000	1	equip		0	lifemax_v	4500			water_resist_v	220																																			7	6
491	T1項鍊（中）	T1_Necklace_Test_Q2		4	2	1	1	1	11	11			20000	1	3000	1	equip		0	lifemax_v	600			water_resist_v	45																																				
492	T2项链（中）	T2_Necklace_Test_Q2		4	2	2	20	3	12	12			40000	2	3000	1	equip		0	lifemax_v	800			water_resist_v	60																																			3	1
493	T3项链（中）	T3_Necklace_Test_Q2		4	2	3	47	6	13	13			80000	3	3000	1	equip		0	lifemax_v	1000			water_resist_v	75																																			3	2
494	T4项链（中）	T4_Necklace_Test_Q2		4	2	4	57	9	14	14			200000	4	3000	1	equip		0	lifemax_v	1200			water_resist_v	90																																			3	3
495	T5项链（中）	T5_Necklace_Test_Q2		4	2	5	67	12	15	15			500000	5	3000	1	equip		0	lifemax_v	1500			water_resist_v	113																																			3	3
496	【傳承】秘隱之鏈	T6_Necklace_Test_Q2		4	2	6	72	15	16	16			1200000	6	3000	1	equip		0	lifemax_v	2750			water_resist_v	146																																			4	5
497	T7项链（中）	T7_Necklace_Test_Q2		4	2	7	82	18	17	17			3200000	7	3000	1	equip		0	lifemax_v	3250			water_resist_v	169																																			5	5
498	T8项链（中）	T8_Necklace_Test_Q2		4	2	8	92	21	18	18			7000000	8	3000	1	equip		0	lifemax_v	4000			water_resist_v	207																																			5	6
3802	T9項鍊（中）	T9_Necklace_Test_Q2		4	2	9	102	24	19	19			7000000	8	3000	1	equip		0	lifemax_v	4500			water_resist_v	220																																			6	6
3803	T10項鍊（中）	T10_Necklace_Test_Q2		4	2	10	112	27	20	20			7000000	8	3000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
499	【稀有】虎睛項鍊	T1_Necklace_Test_Q3		4	3	1	1	1	11	11			20000	1	3000	1	equip		0	lifemax_v	600			water_resist_v	45																																				
500	【稀有】冰晶項鍊	T2_Necklace_Test_Q3		4	3	2	24	3	12	12			40000	2	3000	1	equip		0	lifemax_v	800			water_resist_v	60																																			3	3
501	【稀有】珊瑚項鍊	T3_Necklace_Test_Q3		4	3	3	42	6	13	13			80000	3	3000	1	equip		0	lifemax_v	1000			water_resist_v	75																																			3	4
502	【稀有】五色項鍊	T4_Necklace_Test_Q3		4	3	4	52	9	14	14			200000	4	3000	1	equip		0	lifemax_v	1200			water_resist_v	90																																			4	4
503	【稀有】溫潤之鏈	T5_Necklace_Test_Q3		4	3	5	62	12	15	15			500000	5	3000	1	equip		0	lifemax_v	1500			water_resist_v	113																																			4	5
504	【稀有】秘隱之鏈	T6_Necklace_Test_Q3		4	3	6	72	15	16	16			1200000	6	3000	1	equip		0	lifemax_v	3150			water_resist_v	164																																			5	5
505	【稀有】北辰之鏈	T7_Necklace_Test_Q3		4	3	7	82	18	17	17			3200000	7	3000	1	equip		0	lifemax_v	2100			water_resist_v	158																																			5	6
506	【稀有】群鳥之鏈	T8_Necklace_Test_Q3		4	3	8	92	21	18	18			7000000	8	3000	1	equip		0	lifemax_v	2400			water_resist_v	180																																			6	6
3804	【稀有】朝露之鏈	T9_Necklace_Test_Q3		4	3	9	102	24	19	19			7000000	8	3000	1	equip		0	lifemax_v	5000			water_resist_v	257																																			7	6
3805	【稀有】鴻雁之鏈	T10_Necklace_Test_Q3		4	3	10	112	27	20	20			7000000	8	3000	1	equip		0	lifemax_v	5500			water_resist_v	282																																			7	7
1247	虎睛項鍊	Cus_T1_Necklace_Q1		4	1	1	1	1	11	11			10000	1	10000	1	equip		0	lifemax_v	600			water_resist_v	45																																				
