TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel
4994	T14鞋子	T14_Boots_Q1	9114	6	1	14	159	27					800000	8	800000	1	equip		0	runspeed_v	28																																							7	6
4995	T15鞋子	T15_Boots_Q1	9115	6	1	15	169	27					800000	8	800000	1	equip		0	runspeed_v	28																																							7	6
4996	T16鞋子	T16_Boots_Q1	9116	6	1	16	179	27					800000	8	800000	1	equip		0	runspeed_v	28																																							7	6
4997	T17鞋子	T17_Boots_Q1	9117	6	1	17	189	27					800000	8	800000	1	equip		0	runspeed_v	28																																							7	6
4998	T18鞋子	T18_Boots_Q1	9118	6	1	18	199	27					800000	8	800000	1	equip		0	runspeed_v	28																																							7	6
4999	T19鞋子	T19_Boots_Q1	9119	6	1	19	209	27					800000	8	800000	1	equip		0	runspeed_v	28																																							7	6
5000	T20鞋子	T20_Boots_Q1	9120	6	1	20	219	27					800000	8	800000	1	equip		0	runspeed_v	28																																							7	6
191	【稀有】1階鞋子	T1_Boots_Q2	9201	6	2	1	1	4					50000	1	50000	1	equip		0	runspeed_v	8																																								
192	【稀有】2階鞋子	T2_Boots_Q2	9202	6	2	2	38	7					100000	2	100000	1	equip		0	runspeed_v	9																																							3	3
193	【稀有】3階鞋子	T3_Boots_Q2	9203	6	2	3	49	10					250000	3	250000	1	equip		0	runspeed_v	10																																							3	4
194	【稀有】4階鞋子	T4_Boots_Q2	9204	6	2	4	59	13					600000	4	600000	1	equip		0	runspeed_v	12																																							4	4
195	【稀有】5階鞋子	T5_Boots_Q2	9205	6	2	5	69	16					1250000	5	1250000	1	equip		0	runspeed_v	14																																							4	5
196	【稀有】6階鞋子	T6_Boots_Q2	9206	6	2	6	79	19					1500000	6	1500000	1	equip		0	runspeed_v	17																																							5	5
197	【稀有】7階鞋子	T7_Boots_Q2	9207	6	2	7	89	22					2000000	7	2000000	1	equip		0	runspeed_v	22																																							5	6
198	【稀有】8階鞋子	T8_Boots_Q2	9208	6	2	8	99	25					2700000	8	2700000	1	equip		0	runspeed_v	24																																							6	6
199	【稀有】9階鞋子	T9_Boots_Q2	9209	6	2	9	109	28					4000000	8	4000000	1	equip		0	runspeed_v	28																																							7	6
200	【稀有】10階鞋子	T10_Boots_Q2	9210	6	2	10	119	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
5091	【稀有】11階鞋子	T11_Boots_Q2	9211	6	2	11	129	34					6250000	8	6250000	1	equip		0	runspeed_v	32																																							7	7
5092	【稀有】12階鞋子	T12_Boots_Q2	9212	6	2	12	139	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
5093	【稀有】13階鞋子	T13_Boots_Q2	9213	6	2	13	149	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
5094	【稀有】14階鞋子	T14_Boots_Q2	9214	6	2	14	159	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
5095	【稀有】15階鞋子	T15_Boots_Q2	9215	6	2	15	169	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
5096	【稀有】16階鞋子	T16_Boots_Q2	9216	6	2	16	179	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
5097	【稀有】17階鞋子	T17_Boots_Q2	9217	6	2	17	189	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
5098	【稀有】18階鞋子	T18_Boots_Q2	9218	6	2	18	199	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
5099	【稀有】19階鞋子	T19_Boots_Q2	9219	6	2	19	209	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
5100	【稀有】20階鞋子	T20_Boots_Q2	9220	6	2	20	219	31					5000000	8	5000000	1	equip		0	runspeed_v	31																																							7	7
1594	【傳承】1階鞋子	T1_Boots_Q3	9501	6	3	1	1	2					20000	1	20000	1	equip		0	runspeed_v	6																																								
1595	【傳承】2階鞋子	T2_Boots_Q3	9502	6	3	2	38	5					40000	2	40000	1	equip		0	runspeed_v	8																																							2	2
1596	【傳承】3階鞋子	T3_Boots_Q3	9503	6	3	3	49	8					80000	3	80000	1	equip		0	runspeed_v	9																																							3	3
1597	【傳承】4階鞋子	T4_Boots_Q3	9504	6	3	4	59	11					200000	4	200000	1	equip		0	runspeed_v	11																																							3	4
1598	【傳承】5階鞋子	T5_Boots_Q3	9505	6	3	5	69	14					450000	5	450000	1	equip		0	runspeed_v	13																																							4	4
1599	【傳承】6階鞋子	T6_Boots_Q3	9506	6	3	6	79	17					600000	6	600000	1	equip		0	runspeed_v	15																																							4	5
1600	【傳承】7階鞋子	T7_Boots_Q3	9507	6	3	7	89	20					800000	7	800000	1	equip		0	runspeed_v	18																																							5	5
1601	【傳承】8階鞋子	T8_Boots_Q3	9508	6	3	8	99	23					1200000	8	1200000	1	equip		0	runspeed_v	23																																							5	6
3617	【傳承】9階鞋子	T9_Boots_Q3	9509	6	3	9	109	26					1800000	8	1800000	1	equip		0	runspeed_v	28																																							6	6
3618	【傳承】10階鞋子	T10_Boots_Q3	9510	6	3	10	119	29					2400000	8	2400000	1	equip		0	runspeed_v	29																																							7	6
5191	【傳承】11階鞋子	T11_Boots_Q3	9511	6	3	11	129	32					3200000	8	3200000	1	equip		0	runspeed_v	30																																							7	7
5192	【傳承】12階鞋子	T12_Boots_Q3	9512	6	3	12	139	29					2400000	8	2400000	1	equip		0	runspeed_v	28																																							7	6
5193	【傳承】13階鞋子	T13_Boots_Q3	9513	6	3	13	149	29					2400000	8	2400000	1	equip		0	runspeed_v	28																																							7	6
5194	【傳承】14階鞋子	T14_Boots_Q3	9514	6	3	14	159	29					2400000	8	2400000	1	equip		0	runspeed_v	28																																							7	6
5195	【傳承】15階鞋子	T15_Boots_Q3	9515	6	3	15	169	29					2400000	8	2400000	1	equip		0	runspeed_v	28																																							7	6
5196	【傳承】16階鞋子	T16_Boots_Q3	9516	6	3	16	179	29					2400000	8	2400000	1	equip		0	runspeed_v	28																																							7	6
5197	【傳承】17階鞋子	T17_Boots_Q3	9517	6	3	17	189	29					2400000	8	2400000	1	equip		0	runspeed_v	28																																							7	6
5198	【傳承】18階鞋子	T18_Boots_Q3	9518	6	3	18	199	29					2400000	8	2400000	1	equip		0	runspeed_v	28																																							7	6
5199	【傳承】19階鞋子	T19_Boots_Q3	9519	6	3	19	209	29					2400000	8	2400000	1	equip		0	runspeed_v	28																																							7	6
5200	【傳承】20階鞋子	T20_Boots_Q3	9520	6	3	20	219	29					2400000	8	2400000	1	equip		0	runspeed_v	28																																							7	6
2791	【黃金】6階鞋子	T6_Boots_Q4	9306	6	4	6	79	101					19500000	7	19500000	1	equip		18000	runspeed_v	22																																							5	6
2792	【黃金】7階鞋子	T7_Boots_Q4	9307	6	4	7	89	102					30800000	7	30800000	1	equip		28800	runspeed_v	28																																							6	6
2793	【黃金】8階鞋子	T8_Boots_Q4	9308	6	4	8	99	103					45900000	7	45900000	1	equip		43200	runspeed_v	31																																							7	6
3637	【黃金】9階鞋子	T9_Boots_Q4	9309	6	4	9	109	104					61600000	7	61600000	1	equip		57600	runspeed_v	33																																							7	7
3638	【黃金】10階鞋子	T10_Boots_Q4	9310	6	4	10	119	105					77000000	7	77000000	1	equip		72000	runspeed_v	35																																							7	7
5405	【黃金】11階鞋子	T11_Boots_Q4	9311	6	4	11	129	106					92650000	7	92650000	1	equip		86400	runspeed_v	36																																							7	7
5406	【黃金】12階鞋子	T12_Boots_Q4	9312	6	4	12	139	107					77000000	7	77000000	1	equip		72000	runspeed_v	35																																							7	7
5407	【黃金】13階鞋子	T13_Boots_Q4	9313	6	4	13	149	108					77000000	7	77000000	1	equip		72000	runspeed_v	35																																							7	7
5408	【黃金】14階鞋子	T14_Boots_Q4	9314	6	4	14	159	109					77000000	7	77000000	1	equip		72000	runspeed_v	35																																							7	7
5409	【黃金】15階鞋子	T15_Boots_Q4	9315	6	4	15	169	110					77000000	7	77000000	1	equip		72000	runspeed_v	35																																							7	7
411	T1鞋子（低）	T1_Boots_Test_Q1	9101	6	1	1	1	1					20000	1	3000	1	equip		0	runspeed_v	6																																								
412	T2鞋子（低）	T2_Boots_Test_Q1	9102	6	1	2	1	3					40000	2	3000	1	equip		0	runspeed_v	8																																							3	1
413	T3鞋子（低）	T3_Boots_Test_Q1	9103	6	1	3	1	6					80000	3	3000	1	equip		0	runspeed_v	9																																							3	2
414	T4鞋子（低）	T4_Boots_Test_Q1	9104	6	1	4	1	9					200000	4	3000	1	equip		0	runspeed_v	10																																							3	3
415	T5鞋子（低）	T5_Boots_Test_Q1	9105	6	1	5	1	12					500000	5	3000	1	equip		0	runspeed_v	12																																							3	3
416	T6鞋子（低）	T6_Boots_Test_Q1	9106	6	1	6	79	15					1200000	6	3000	1	equip		0	runspeed_v	14																																							4	5
417	T7鞋子（低）	T7_Boots_Test_Q1	9107	6	1	7	89	18					3200000	7	3000	1	equip		0	runspeed_v	16																																							4	5
418	T8鞋子（低）	T8_Boots_Test_Q1	9108	6	1	8	99	21					7000000	8	3000	1	equip		0	runspeed_v	20																																							5	5
3848	T9鞋子（低）	T9_Boots_Test_Q1	9109	6	1	9	109	24					7000000	8	3000	1	equip		0	runspeed_v	24																																							6	6
3849	T10鞋子（低）	T10_Boots_Test_Q1	9110	6	1	10	119	27					7000000	8	3000	1	equip		0	runspeed_v	28																																							7	6
419	T1鞋子（中）	T1_Boots_Test_Q2	9101	6	2	1	1	1					20000	1	3000	1	equip		0	runspeed_v	6																																								
420	T2鞋子（中）	T2_Boots_Test_Q2	9102	6	2	2	20	3					40000	2	3000	1	equip		0	runspeed_v	8																																							3	1
421	T3鞋子（中）	T3_Boots_Test_Q2	9103	6	2	3	40	6					80000	3	3000	1	equip		0	runspeed_v	9																																							3	2
422	T4鞋子（中）	T4_Boots_Test_Q2	9104	6	2	4	50	9					200000	4	3000	1	equip		0	runspeed_v	10																																							3	3
423	T5鞋子（中）	T5_Boots_Test_Q2	9105	6	2	5	60	12					500000	5	3000	1	equip		0	runspeed_v	12																																							3	3
424	【傳承】6階鞋子	T6_Boots_Test_Q2	9506	6	2	6	79	15					600000	6	600000	1	equip		0	runspeed_v	15																																							4	5
425	T7鞋子（中）	T7_Boots_Test_Q2	9107	6	2	7	89	18					3200000	7	3000	1	equip		0	runspeed_v	18																																							5	5
426	T8鞋子（中）	T8_Boots_Test_Q2	9108	6	2	8	99	21					7000000	8	3000	1	equip		0	runspeed_v	23																																							5	6
3850	T9鞋子（中）	T9_Boots_Test_Q2	9109	6	2	9	109	24					7000000	8	3000	1	equip		0	runspeed_v	28																																							6	6
3851	T10鞋子（中）	T10_Boots_Test_Q2	9110	6	2	10	119	27					7000000	8	3000	1	equip		0	runspeed_v	28																																							7	6
427	T1鞋子（高）	T1_Boots_Test_Q3	9201	6	3	1	1	1					20000	1	3000	1	equip		0	runspeed_v	6																																								
428	T2鞋子（高）	T2_Boots_Test_Q3	9202	6	3	2	38	3					40000	2	3000	1	equip		0	runspeed_v	8																																							3	3
429	T3鞋子（高）	T3_Boots_Test_Q3	9203	6	3	3	49	6					80000	3	3000	1	equip		0	runspeed_v	9																																							3	4
430	T4鞋子（高）	T4_Boots_Test_Q3	9204	6	3	4	59	9					200000	4	3000	1	equip		0	runspeed_v	10																																							4	4
431	T5鞋子（高）	T5_Boots_Test_Q3	9205	6	3	5	69	12					500000	5	3000	1	equip		0	runspeed_v	12																																							4	5
432	T6鞋子（高）	T6_Boots_Test_Q3	9206	6	3	6	79	15					1200000	6	3000	1	equip		0	runspeed_v	17																																							5	5
433	T7鞋子（高）	T7_Boots_Test_Q3	9207	6	3	7	89	18					3200000	7	3000	1	equip		0	runspeed_v	16																																							5	6
434	T8鞋子（高）	T8_Boots_Test_Q3	9208	6	3	8	99	21					7000000	8	3000	1	equip		0	runspeed_v	20																																							6	6
3852	T9鞋子（高）	T9_Boots_Test_Q3	9209	6	3	9	109	24					7000000	8	3000	1	equip		0	runspeed_v	28																																							7	6
3853	T10鞋子（高）	T10_Boots_Test_Q3	9210	6	3	10	119	27					7000000	8	3000	1	equip		0	runspeed_v	31																																							7	7
1255	T1鞋子（訂製）	Cus_T1_Boots_Q1	9101	6	1	1	1	1					5000	1	5000	1	equip		0	runspeed_v	6																																								
