TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
3266	T4時裝（八家將）·偏色3	T4_Shizhuang_Q4	330	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]	15000	51	15000	1	waiyi																																																				
4743	T4時裝·周年慶典華服·3天	T4_Shizhuang_Q5	342	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4892	T4時裝·周年慶典華服	T4_Shizhuang_Q6	342	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4487	T4時裝·3天	T4_Shizhuang_D3	327	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4488	T4時裝·7天	T4_Shizhuang_D7	327	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4489	T4時裝·30天	T4_Shizhuang_D30	327	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
3870	T5時裝(黑幫)	T5_Shizhuang_Q1	333	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]	15000	51	15000	1	waiyi																																																				
3871	T5時裝(黑幫)·偏色1	T5_Shizhuang_Q2	334	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]	15000	51	15000	1	waiyi																																																				
3872	T5時裝(黑幫)·偏色2	T5_Shizhuang_Q3	335	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]	15000	51	15000	1	waiyi																																																				
3873	T5時裝(黑幫)·偏色3	T5_Shizhuang_Q4	336	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]	15000	51	15000	1	waiyi																																																				
4490	T5時裝·3天	T5_Shizhuang_D3	333	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4491	T5時裝·7天	T5_Shizhuang_D7	333	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4492	T5時裝·30天	T5_Shizhuang_D30	333	13		1	1	1				穿上後可以改變目前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
6288	T5時裝天王（黑幫）	T5_TWShizhuang_Q1	621	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				1
6289	T5時裝天王（黑幫）·偏色1	T5_TWShizhuang_Q2	622	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				1
6290	T5時裝天王（黑幫）·偏色2	T5_TWShizhuang_Q3	623	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				1
6291	T5時裝天王（黑幫）·偏色3	T5_TWShizhuang_Q4	624	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				1
6292	T5時裝峨眉（黑幫）	T5_EMShizhuang_Q1	625	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				2
6293	T5時裝峨眉（黑幫）·偏色1	T5_EMShizhuang_Q2	626	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				2
6294	T5時裝峨眉（黑幫）·偏色2	T5_EMShizhuang_Q3	627	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				2
6295	T5時裝峨眉（黑幫）·偏色3	T5_EMShizhuang_Q4	628	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				2
6296	T5時裝桃花（黑幫）	T5_THShizhuang_Q1	629	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				3
6297	T5時裝桃花（黑幫）·偏色1	T5_THShizhuang_Q2	630	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				3
6298	T5時裝桃花（黑幫）·偏色2	T5_THShizhuang_Q3	631	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				3
6299	T5時裝桃花（黑幫）·偏色3	T5_THShizhuang_Q4	632	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				3
6300	T5時裝逍遙（黑幫）	T5_XYShizhuang_Q1	633	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				4
6301	T5時裝逍遙（黑幫）·偏色1	T5_XYShizhuang_Q2	634	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				4
6302	T5時裝逍遙（黑幫）·偏色2	T5_XYShizhuang_Q3	635	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				4
6303	T5時裝逍遙（黑幫）·偏色3	T5_XYShizhuang_Q4	636	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				4
6304	T5時裝武當（黑幫）	T5_WDShizhuang_Q1	637	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				5
6305	T5時裝武當（黑幫）·偏色1	T5_WDShizhuang_Q2	638	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				5
6306	T5時裝武當（黑幫）·偏色2	T5_WDShizhuang_Q3	639	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				5
6307	T5時裝武當（黑幫）·偏色3	T5_WDShizhuang_Q4	640	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				5
6308	T5時裝天忍（黑幫）	T5_TRShizhuang_Q1	641	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				6
6309	T5時裝天忍（黑幫）·偏色1	T5_TRShizhuang_Q2	642	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				6
6310	T5時裝天忍（黑幫）·偏色2	T5_TRShizhuang_Q3	643	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				6
6311	T5時裝天忍（黑幫）·偏色3	T5_TRShizhuang_Q4	644	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				6
6312	T5時裝少林（黑幫）	T5_SLShizhuang_Q1	645	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				7
6313	T5時裝少林（黑幫）·偏色1	T5_SLShizhuang_Q2	646	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				7
6314	T5時裝少林（黑幫）·偏色2	T5_SLShizhuang_Q3	647	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				7
6315	T5時裝少林（黑幫）·偏色3	T5_SLShizhuang_Q4	648	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				7
6316	T5時裝翠煙（黑幫）	T5_CYShizhuang_Q1	649	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				8
6317	T5時裝翠煙（黑幫）·偏色1	T5_CYShizhuang_Q2	650	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				8
6318	T5時裝翠煙（黑幫）·偏色2	T5_CYShizhuang_Q3	651	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				8
6319	T5時裝翠煙（黑幫）·偏色3	T5_CYShizhuang_Q4	652	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				8
6320	T5時裝唐門（黑幫）	T5_TMShizhuang_Q1	653	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				9
6321	T5時裝唐門（黑幫）·偏色1	T5_TMShizhuang_Q2	654	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				9
6322	T5時裝唐門（黑幫）·偏色2	T5_TMShizhuang_Q3	655	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				9
6323	T5時裝唐門（黑幫）·偏色3	T5_TMShizhuang_Q4	656	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				9
6324	T5時裝昆侖（黑幫）	T5_KLShizhuang_Q1	657	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				10
6325	T5時裝昆侖（黑幫）·偏色1	T5_KLShizhuang_Q2	658	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				10
6326	T5時裝昆侖（黑幫）·偏色2	T5_KLShizhuang_Q3	659	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				10
6327	T5時裝昆侖（黑幫）·偏色3	T5_KLShizhuang_Q4	660	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				10
6328	T5時裝丐幫（黑幫）	T5_GBShizhuang_Q1	661	13		1	1	1				[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				11
6329	T5時裝丐幫（黑幫）·偏色1	T5_GBShizhuang_Q2	662	13		1	1	1				[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				11
6330	T5時裝丐幫（黑幫）·偏色2	T5_GBShizhuang_Q3	663	13		1	1	1				[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				11
6331	T5時裝丐幫（黑幫）·偏色3	T5_GBShizhuang_Q4	664	13		1	1	1				[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				11
6332	T5時裝五毒（黑幫）	T5_WUDUShizhuang_Q1	665	13		1	1	1				[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				12
6333	T5時裝五毒（黑幫）·偏色1	T5_WUDUShizhuang_Q2	666	13		1	1	1				[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				12
6334	T5時裝五毒（黑幫）·偏色2	T5_WUDUShizhuang_Q3	667	13		1	1	1				[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				12
6335	T5時裝五毒（黑幫）·偏色3	T5_WUDUShizhuang_Q4	668	13		1	1	1				[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				12
