szMainType	nSubType	nSellLimitType	nSellLimitSubType	nSellLimitLevel	szName	nType	nIndex	nMinPrecent	nMaxPrecent	nShowLimitPrecent	szOpenTimeFrame	szCloseTimeFrame	nPrice	szTimeFrame1	nPrice1	szTimeFrame2	nPrice2	szTimeFrame3	nPrice3	szTimeFrame4	nPrice4	szTimeFrame5	nPrice5	szTimeFrame6	nPrice6	szTimeFrame7	nPrice7	szTimeFrame8	nPrice8	szTimeFrame9	nPrice9	szLimit1	szLimit2	szLimit3	szLimit4	szLimit5	szLimit6	szLimit7	szLimit8	szLimit9	szLimit10	szPriceLimitTimeFrame1	szLimitPrice1	szPriceLimitTimeFrame2	szLimitPrice2	szPriceLimitTimeFrame3	szLimitPrice3	szPriceLimitTimeFrame4	szLimitPrice4	szPriceLimitTimeFrame5	szLimitPrice5	szPriceLimitTimeFrame6	szLimitPrice6	szPriceLimitTimeFrame7	szLimitPrice7	szPriceLimitTimeFrame8	szLimitPrice8	szPriceLimitTimeFrame9	szLimitPrice9	szPriceLimitTimeFrame10	szLimitPrice10
item	1968	2			洗髓丹	1	14	50	200	120			50	OpenLevel49	50	OpenLevel59	50	OpenLevel69	50	OpenLevel79	50	OpenLevel89	50	OpenLevel99	50	OpenLevel109	50	OpenLevel119	50			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59	50|180	OpenLevel69	50|160	OpenLevel79	50|140	OpenLevel89	50|120	OpenLevel99	50|100	OpenLevel109	50|100	OpenLevel119	50|100		
item	1526	500			高級附魔石	1	24	50	200	120	OpenLevel109		5000	OpenLevel49	5000	OpenLevel59	5000	OpenLevel69	5000	OpenLevel79	5000	OpenLevel89	5000	OpenLevel99	5000	OpenLevel109	5000	OpenLevel119	5000			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	1392	3			2級附魔石·攻擊	1	25	50	200	120			2000	OpenLevel49	2000	OpenLevel59	2000	OpenLevel69	2000	OpenLevel79	2000	OpenLevel89	2000	OpenLevel99	2000	OpenLevel109	2000	OpenLevel119	2000			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59	50|180	OpenLevel69	50|160	OpenLevel79	50|140	OpenLevel89	50|120	OpenLevel99	50|100	OpenLevel109	50|100	OpenLevel119	50|100		
item	1391	4			1級附魔石·攻擊	1	26	50	200	120			500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59	50|180	OpenLevel69	50|160	OpenLevel79	50|140	OpenLevel89	50|120	OpenLevel99	50|100	OpenLevel109	50|100	OpenLevel119	50|100		
item	1424	5			羅盤	1	27	50	200	120			30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	1425	6			龜甲	1	28	50	200	120			30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	1426	7			絹帛	1	29	50	200	120			30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	1427	8			狼毫	1	30	50	200	120			30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	1428	9			朱砂	1	31	50	200	120			30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	3714	457			洗髓經·上卷	1	15	50	200	120	OpenLevel49		500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	3715	458			洗髓經·中卷	1	16	50	200	120	OpenLevel49		750	OpenLevel49	750	OpenLevel59	750	OpenLevel69	750	OpenLevel79	750	OpenLevel89	750	OpenLevel99	750	OpenLevel109	750	OpenLevel119	750			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	3716	459			洗髓經·下卷	1	17	50	200	120	OpenLevel109		1000	OpenLevel49	1000	OpenLevel59	1000	OpenLevel69	1000	OpenLevel79	1000	OpenLevel89	1000	OpenLevel99	1000	OpenLevel109	1000	OpenLevel119	1000			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	1430	10			武林秘笈（上卷）	1	18	50	200	120	OpenLevel49		500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	450	OpenLevel89	450	OpenLevel99	400	OpenLevel109	400	OpenLevel119	350			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|140	OpenLevel99	50|120	OpenLevel109	50|100	OpenLevel119	50|100		
item	1431	11			武林秘笈·中卷	1	19	50	200	120	OpenLevel69		750	OpenLevel49	750	OpenLevel59	750	OpenLevel69	750	OpenLevel79	750	OpenLevel89	750	OpenLevel99	675	OpenLevel109	675	OpenLevel119	600			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|160	OpenLevel109	50|140	OpenLevel119	50|120		
item	1432	12			武林秘笈·下卷	1	20	50	200	120	OpenLevel109		1000	OpenLevel49	1000	OpenLevel59	1000	OpenLevel69	1000	OpenLevel79	1000	OpenLevel89	1000	OpenLevel99	1000	OpenLevel109	1000	OpenLevel119	1000			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	2424	13		1	門派信物	1	6	50	200	120			20	OpenLevel49	20	OpenLevel59	20	OpenLevel69	20	OpenLevel79	20	OpenLevel89	20	OpenLevel99	20	OpenLevel109	20	OpenLevel119	20			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	2527	14		1	馬牌	1	11	50	200	120	OpenLevel59		60	OpenLevel49	60	OpenLevel59	60	OpenLevel69	60	OpenLevel79	60	OpenLevel89	60	OpenLevel99	60	OpenLevel109	60	OpenLevel119	60			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	764	15			初級修為書	1	21	50	200	120			20	OpenLevel49	20	OpenLevel59	20	OpenLevel69	20	OpenLevel79	20	OpenLevel89	20	OpenLevel99	20	OpenLevel109	20	OpenLevel119	20			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120		
item	2395	16			中級修為書	1	22	50	200	120	OpenLevel69		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120		
item	2396	17			高級修為書	1	23	50	200	120	OpenLevel69		1000	OpenLevel49	1000	OpenLevel59	1000	OpenLevel69	1000	OpenLevel79	1000	OpenLevel89	1000	OpenLevel99	1000	OpenLevel109	1000	OpenLevel119	1000			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120		
item	1970	18			宋金詔書	1	9	50	200	120			75	OpenLevel49	75	OpenLevel59	75	OpenLevel69	75	OpenLevel79	75	OpenLevel89	75	OpenLevel99	75	OpenLevel109	75	OpenLevel119	75			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|140	OpenLevel109	50|130	OpenLevel119	50|120		
item	3494	390			心魔寶珠	1	7	50	200	120	OpenDay118		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|140	OpenLevel99	50|120	OpenLevel109	50|100	OpenLevel119	50|100		
item	6149	516			任脈·曲骨通穴秘卷	1	13	50	200	120	OpenLevel79		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	2590	19			普通粽子	1	32	50	200	120			60	OpenLevel49	60	OpenLevel59	60	OpenLevel69	60	OpenLevel79	60	OpenLevel89	60	OpenLevel99	60	OpenLevel109	60	OpenLevel119	60			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120		
item	2591	20			技能粽子	1	33	50	200	120			500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120		
item	2878	24			滄海月明（經驗）	1	34	50	200	120			30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	2877	25			彩雲追月（潛能）	1	35	50	200	120			200	OpenLevel49	200	OpenLevel59	200	OpenLevel69	200	OpenLevel79	200	OpenLevel89	200	OpenLevel99	200	OpenLevel109	200	OpenLevel119	200			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	2876	26			月滿西樓（技能）	1	36	50	200	120			500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|180	OpenLevel109	50|150	OpenLevel119	50|150		
item	2700	27			T0外裝	1	10	50	200	120			500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|180	OpenLevel109	50|150	OpenLevel119	50|150		
item	2804	28			和氏璧	1	2	50	200	120	OpenDay89		600	OpenLevel49	600	OpenLevel59	600	OpenLevel69	600	OpenLevel79	600	OpenLevel89	600	OpenLevel99	600	OpenLevel109	600	OpenLevel119	600			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|180	OpenLevel89	50|150	OpenLevel99	50|120	OpenLevel109	50|100	OpenLevel119	50|100		
item	2840	29			夜明珠	1	8	50	200	120	OpenDay89		60	OpenLevel49	60	OpenLevel59	60	OpenLevel69	60	OpenLevel79	60	OpenLevel89	60	OpenLevel99	60	OpenLevel109	60	OpenLevel119	60			OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|140	OpenLevel99	50|120	OpenLevel109	50|100	OpenLevel119	50|100		
item	4462	472			元氣瓶（小）	1	5	50	200	120	OpenLevel69		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	4816	473			元氣瓶（中）	1	4	50	200	120	OpenLevel69		300	OpenLevel49	300	OpenLevel59	300	OpenLevel69	300	OpenLevel79	300	OpenLevel89	300	OpenLevel99	300	OpenLevel109	300	OpenLevel119	300			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	4817	474			元氣瓶（大）	1	3	50	200	120	OpenLevel69		1000	OpenLevel49	1000	OpenLevel59	1000	OpenLevel69	1000	OpenLevel79	1000	OpenLevel89	1000	OpenLevel99	1000	OpenLevel109	1000	OpenLevel119	1000			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
item	3079	351			山賊信物	2	1	50	200	120	OpenLevel49		20	OpenLevel49	20	OpenLevel59	20	OpenLevel69	20	OpenLevel79	20	OpenLevel89	20	OpenLevel99	20	OpenLevel109	20	OpenLevel119	20			OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0		OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119			
