TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
4083	松木多宝格	Furniture_guizi_21	34	4083	4083		FurnitureItem	999	松木制成的多宝格，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	521										
4084	桦木多宝格	Furniture_guizi_22	34	4084	4084		FurnitureItem	999	桦木制成的多宝格，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	522										
4085	墨香多宝格	Furniture_guizi_23	34	4085	4085		FurnitureItem	999	以墨蓝色清漆均匀上色的多宝格，隐隐渗出一股淡淡的墨香	1500000	1	1	1000	4	1	1	99999	523										
4086	幻彩流光多宝格	Furniture_guizi_24	34	4086	4086		FurnitureItem	999	色泽多变明亮的多宝格，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	524										
4087	紫檀鎏金多宝格	Furniture_guizi_25	34	4087	4087		FurnitureItem	999	以上等紫檀木制成的多宝格，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用	6000000	1	1	1000	6	1	1	99999	525										
4088	松木小方柜	Furniture_guizi_26	34	4088	4088		FurnitureItem	999	松木制成的小方柜，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	526										
4089	桦木小方柜	Furniture_guizi_27	34	4089	4089		FurnitureItem	999	桦木制成的小方柜，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	527										
4090	墨香小方柜	Furniture_guizi_28	34	4090	4090		FurnitureItem	999	以墨蓝色清漆均匀上色的小方柜，隐隐渗出一股淡淡的墨香	1500000	1	1	1000	4	1	1	99999	528										
4091	幻彩流光小方柜	Furniture_guizi_29	34	4091	4091		FurnitureItem	999	色泽多变明亮的小方柜，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	529										
4092	紫檀鎏金小方柜	Furniture_guizi_30	34	4092	4092		FurnitureItem	999	以上等紫檀木制成的小方柜，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用	6000000	1	1	1000	6	1	1	99999	530										
4093	松木方桌	Furniture_zhuozi_1	34	4093	4093		FurnitureItem	999	松木制成的方桌，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	1001										
4094	桦木方桌	Furniture_zhuozi_2	34	4094	4094		FurnitureItem	999	桦木制成的方桌，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	1002										
4095	墨香圆桌	Furniture_zhuozi_3	34	4095	4095		FurnitureItem	999	以墨蓝色清漆均匀上色的圆桌，隐隐渗出一股淡淡的墨香	1500000	1	1	1000	4	1	1	99999	1003										
4096	幻彩流光圆桌	Furniture_zhuozi_4	34	4096	4096		FurnitureItem	999	色泽多变明亮的圆桌，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	1004										
4097	紫檀鎏金圆桌	Furniture_zhuozi_5	34	4097	4097		FurnitureItem	999	以上等紫檀木制成的圆桌，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用	6000000	1	1	1000	6	1	1	99999	1005										
4098	松木案	Furniture_zhuozi_6	34	4098	4098		FurnitureItem	999	松木制成的木案，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	1006										
4099	桦木案	Furniture_zhuozi_7	34	4099	4099		FurnitureItem	999	桦木制成的木案，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	1007										
4100	墨香案	Furniture_zhuozi_8	34	4100	4100		FurnitureItem	999	以墨蓝色清漆均匀上色的木案，隐隐渗出一股淡淡的墨香	1500000	1	1	1000	4	1	1	99999	1008										
4101	幻彩流光案	Furniture_zhuozi_9	34	4101	4101		FurnitureItem	999	色泽多变明亮的木案，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	1009										
4102	紫檀鎏金案	Furniture_zhuozi_10	34	4102	4102		FurnitureItem	999	以上等紫檀木制成的木案，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用	6000000	1	1	1000	6	1	1	99999	1010										
4103	松木方案	Furniture_zhuozi_11	34	4103	4103		FurnitureItem	999	松木制成的方案，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	1011										
4104	桦木方案	Furniture_zhuozi_12	34	4104	4104		FurnitureItem	999	桦木制成的方案，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	1012										
4105	墨香方案	Furniture_zhuozi_13	34	4105	4105		FurnitureItem	999	以墨蓝色清漆均匀上色的方案，隐隐渗出一股淡淡的墨香	1500000	1	1	1000	4	1	1	99999	1013										
4106	幻彩流光方案	Furniture_zhuozi_14	34	4106	4106		FurnitureItem	999	色泽多变明亮的方案，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	1014										
4107	紫檀鎏金方案	Furniture_zhuozi_15	34	4107	4107		FurnitureItem	999	以上等紫檀木制成的方案，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用	6000000	1	1	1000	6	1	1	99999	1015										
4108	松木翘头案	Furniture_zhuozi_16	34	4108	4108		FurnitureItem	999	松木制成的翘头案，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	1016										
4109	桦木翘头案	Furniture_zhuozi_17	34	4109	4109		FurnitureItem	999	桦木制成的翘头案，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	1017										
4110	墨香翘头案	Furniture_zhuozi_18	34	4110	4110		FurnitureItem	999	以墨蓝色清漆均匀上色的翘头案，隐隐渗出一股淡淡的墨香	1500000	1	1	1000	4	1	1	99999	1018										
4111	幻彩流光翘头案	Furniture_zhuozi_19	34	4111	4111		FurnitureItem	999	色泽多变明亮的翘头案，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	1019										
4112	紫檀鎏金翘头案	Furniture_zhuozi_20	34	4112	4112		FurnitureItem	999	以上等紫檀木制成的翘头案，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用	6000000	1	1	1000	6	1	1	99999	1020										
4113	松木盆景架	Furniture_zhuozi_21	34	4113	4113		FurnitureItem	999	松木制成的盆景架，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	1021										
4114	桦木盆景架	Furniture_zhuozi_22	34	4114	4114		FurnitureItem	999	桦木制成的盆景架，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	1022										
4115	墨香盆景架	Furniture_zhuozi_23	34	4115	4115		FurnitureItem	999	以墨蓝色清漆均匀上色的盆景架，隐隐渗出一股淡淡的墨香	1500000	1	1	1000	4	1	1	99999	1023										
4116	幻彩流光盆景架	Furniture_zhuozi_24	34	4116	4116		FurnitureItem	999	色泽多变明亮的盆景架，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	1024										
4117	紫檀鎏金盆景架	Furniture_zhuozi_25	34	4117	4117		FurnitureItem	999	以上等紫檀木制成的盆景架，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用	6000000	1	1	1000	6	1	1	99999	1025										
4118	松木棋盘	Furniture_zhuozi_26	34	4118	4118		FurnitureItem	999	松木制成的棋盘，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	1026										
4119	桦木棋盘	Furniture_zhuozi_27	34	4119	4119		FurnitureItem	999	桦木制成的棋盘，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	1027										
4120	墨香棋盘	Furniture_zhuozi_28	34	4120	4120		FurnitureItem	999	以墨蓝色清漆均匀上色的棋盘，隐隐渗出一股淡淡的墨香	1500000	1	1	1000	4	1	1	99999	1028										
4121	幻彩流光棋盘	Furniture_zhuozi_29	34	4121	4121		FurnitureItem	999	色泽多变明亮的棋盘，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	1029										
4122	紫檀鎏金棋盘	Furniture_zhuozi_30	34	4122	4122		FurnitureItem	999	以上等紫檀木制成的棋盘，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用	6000000	1	1	1000	6	1	1	99999	1030										
4123	稻禾蒲团	Furniture_yizi_1	34	4123	4123		FurnitureItem	999	以稻禾糅合而成的蒲团，表面较为粗糙，多为普通人家使用	100000	1	1	1000	2	1	1	99999	1501										
4124	笋壳蒲团	Furniture_yizi_2	34	4124	4124		FurnitureItem	999	以笋壳填充，面料缝制而成的蒲团，尚算舒适且价格较为低廉	250000	1	1	1000	3	1	1	99999	1502										
4125	紫罗兰	Furniture_yizi_3	34	4125	4125		FurnitureItem	999	以淡紫色中等布料缝制而成，上有简单刺绣，质地较软，已臻至佳品之列	500000	1	1	1000	4	1	1	99999	1503										
4126	冷玉琅缳	Furniture_yizi_4	34	4126	4126		FurnitureItem	999	以杏黄色上等布料缝制而成，以金丝绣成玉佩之形，织工精细，已属上品	1000000	1	1	1000	5	1	1	99999	1504										
4127	紫玉成烟	Furniture_yizi_5	34	4127	4127		FurnitureItem	999	以绛紫色宫廷布料缝制而成，柔软舒适，如坐云端，辅以描金云纹，高贵典雅	2000000	1	1	1000	6	1	1	99999	1505										
4128	粗麻方垫	Furniture_yizi_6	34	4128	4128		FurnitureItem	999	粗麻绣制而成的坐垫，质地较硬，多为普通人家使用	100000	1	1	1000	2	1	1	99999	1506										
4129	棉质方垫	Furniture_yizi_7	34	4129	4129		FurnitureItem	999	在棉质布面上绣制兰花纹理的坐垫，改善了填充料的品质，使之更为舒适	250000	1	1	1000	3	1	1	99999	1507										
4130	幽芳	Furniture_yizi_8	34	4130	4130		FurnitureItem	999	传闻西域有一奇花，晨露附于其上色泽如血，香气弥漫，以此花露染制而成的紫蓝色坐垫	500000	1	1	1000	4	1	1	99999	1508										
4131	红尘客梦	Furniture_yizi_9	34	4131	4131		FurnitureItem	999	传闻昔日李靖拜访杨素时，红拂芳心默许，故偷换坐垫，以期李靖察觉。后两人佳话流传于世，故多有仿制	1000000	1	1	1000	5	1	1	99999	1509										
4132	金兰	Furniture_yizi_10	34	4132	4132		FurnitureItem	999	灿金色的坐垫，奢华富贵，以烫金蚕丝绣金色兰花，更彰显贵气，非大富大贵之家不可用之	2000000	1	1	1000	6	1	1	99999	1510										
4133	松木长凳	Furniture_yizi_11	34	4133	4133		FurnitureItem	999	松木制成的长凳，纹理天然美观，经久耐用，物美而价廉\n\n[FFFE0D]摆放后，可以点击进行使用[-]	100000	1	1	1000	2	1	1	99999	1511										
4134	桦木长凳	Furniture_yizi_12	34	4134	4134		FurnitureItem	999	桦木制成的长凳，色泽较深，看上去厚重沉稳，坚固牢靠\n\n[FFFE0D]摆放后，可以点击进行使用[-]	250000	1	1	1000	3	1	1	99999	1512										
4135	墨香圆凳	Furniture_yizi_13	34	4135	4135		FurnitureItem	999	以墨蓝色清漆均匀上色的圆凳，隐隐渗出一股淡淡的墨香\n\n[FFFE0D]摆放后，可以点击进行使用[-]	500000	1	1	1000	4	1	1	99999	1513										
4136	幻彩流光圆凳	Furniture_yizi_14	34	4136	4136		FurnitureItem	999	色泽多变明亮的圆凳，光华流转，置身其中，恍如误入仙境\n\n[FFFE0D]摆放后，可以点击进行使用[-]	1000000	1	1	1000	5	1	1	99999	1514										
4137	紫檀鎏金圆凳	Furniture_yizi_15	34	4137	4137		FurnitureItem	999	以上等紫檀木制成的圆凳，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用\n\n[FFFE0D]摆放后，可以点击进行使用[-]	2000000	1	1	1000	6	1	1	99999	1515										
4138	松木椅	Furniture_yizi_16	34	4138	4138		FurnitureItem	999	松木制成的凳子，纹理天然美观，经久耐用，物美而价廉\n\n[FFFE0D]摆放后，可以点击进行使用[-]	100000	1	1	1000	2	1	1	99999	1516										
4139	核桃木扶手椅	Furniture_yizi_17	34	4139	4139		FurnitureItem	999	朱红色的靠椅，结实耐用，不失档次，多为家境较好的人家用于大堂待客\n\n[FFFE0D]摆放后，可以点击进行使用[-]	500000	1	1	1000	4	1	1	99999	1517										
4140	朱丹描金椅	Furniture_yizi_18	34	4140	4140		FurnitureItem	999	以上等紫檀木制成的太师椅，以黄金描边，一眼望去，便知坐于其上之人定为贵人\n\n[FFFE0D]摆放后，可以点击进行使用[-]	2000000	1	1	1000	6	1	1	99999	1518										
4141	松木浴盆	Furniture_yugang_1	34	4141	4141		FurnitureItem	999	松木制成的浴盆，纹理天然美观，经久耐用，物美而价廉 \n\n[FFFE0D]摆放后的【浴盆】类家具，可以点击进行使用操作[-]	600000	1	1	1000	2	1	1	99999	2001										
4142	桦木浴盆	Furniture_yugang_2	34	4142	4142		FurnitureItem	999	桦木制成的浴盆，色泽较深，看上去厚重沉稳，坚固牢靠 \n\n[FFFE0D]摆放后的【浴盆】类家具，可以点击进行使用操作[-]	1500000	1	1	1000	3	1	1	99999	2002										
4143	墨香浴盆	Furniture_yugang_3	34	4143	4143		FurnitureItem	999	以墨蓝色清漆均匀上色的浴盆，隐隐渗出一股淡淡的墨香 \n\n[FFFE0D]摆放后的【浴盆】类家具，可以点击进行使用操作[-]	3000000	1	1	1000	4	1	1	99999	2003										
4144	镜花水月	Furniture_yugang_4	34	4144	4144		FurnitureItem	999	色泽多变明亮的浴盆，光华流转，置身其中，恍如误入仙境 \n\n[FFFE0D]摆放后的【浴盆】类家具，可以点击进行使用操作[-]	8000000	1	1	1000	5	1	1	99999	2004										
4145	琼瑶碧落	Furniture_yugang_5	34	4145	4145		FurnitureItem	999	以上等紫檀木制成的浴盆，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用 \n\n[FFFE0D]摆放后的【浴盆】类家具，可以点击进行使用操作[-]	16000000	1	1	1000	6	1	1	99999	2005										
4146	虎啸山林	Furniture_dabaishe_1	34	4146	4146		FurnitureItem	999	以百兽之王——虎皮制成的地毯，彰显王者之气	3000000	1	1	1000	5	1	1	99999	2501										
4147	飞熊入梦	Furniture_dabaishe_2	34	4147	4147		FurnitureItem	999	以珍贵白熊皮制成的地毯，柔软厚实，非高官大贾不可得之\n「自从叩角歌声歇，无复飞熊入梦中」	6000000	1	1	1000	6	1	1	99999	2502										
4148	星悬长空（中）	Furniture_dabaishe_3	34	4148	4148		FurnitureItem	999	以深蓝色布料编织而成的中型地毯，仿制天空，其上以彩色丝线绣有繁星，一眼望上去满目琳琅	750000	1	1	1000	3	1	1	99999	2503										
4149	海枯石烂（中）	Furniture_dabaishe_4	34	4149	4149		FurnitureItem	999	以褐色布料仿制大地，以蓝色布料仿制流水，据闻乃万金财定制\n「嘿嘿，我老万做的地毯，海沽石烂，永不损坏！」	1500000	1	1	1000	4	1	1	99999	2504										
4150	火凤金鸾地衣（中）	Furniture_dabaishe_5	34	4150	4150		FurnitureItem	999	传闻世上有一对神鸟，名鸾凤，情比金坚，不离不弃，其羽绚丽多姿，光华夺目，后有绣坊以其名制成地衣。	3000000	1	1	1000	5	1	1	99999	2505										
4151	金榜提名（中）	Furniture_dabaishe_6	34	4151	4151		FurnitureItem	999	富贵人家为家中子嗣预先定制，期望他有朝一日能够金榜题名。以金丝一针一线缝制，耗时惊人，非技艺极高之人不可绣制	6000000	1	1	1000	6	1	1	99999	2506										
4152	星悬长空（大）	Furniture_dabaishe_7	34	4152	4152		FurnitureItem	999	以深蓝色布料编织而成的中型地毯，仿制天空，其上以彩色丝线绣有繁星，一眼望上去满目琳琅	750000	1	1	1000	3	1	1	99999	2507										
4153	海枯石烂（大）	Furniture_dabaishe_8	34	4153	4153		FurnitureItem	999	以褐色布料仿制大地，以蓝色布料仿制流水，据闻乃万金财定制\n「嘿嘿，我老万做的地毯，海沽石烂，永不损坏！」	1500000	1	1	1000	4	1	1	99999	2508										
4154	火凤金鸾地衣（大）	Furniture_dabaishe_9	34	4154	4154		FurnitureItem	999	传闻世上有一对神鸟，名鸾凤，情比金坚，不离不弃，其羽绚丽多姿，光华夺目，后有绣坊以其名制成地衣。	3000000	1	1	1000	5	1	1	99999	2509										
4155	金榜提名（大）	Furniture_dabaishe_10	34	4155	4155		FurnitureItem	999	富贵人家为家中子嗣预先定制，期望他有朝一日能够金榜题名。以金丝一针一线缝制，耗时惊人，非技艺极高之人不可绣制	6000000	1	1	1000	6	1	1	99999	2510										
4156	幻彩流光地衣（中）	Furniture_dabaishe_11	34	4156	4156		FurnitureItem	999	色泽多变明亮的地衣，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	2511										
4157	幻彩流光地衣（大）	Furniture_dabaishe_12	34	4157	4157		FurnitureItem	999	色泽多变明亮的地衣，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	2512										
4221	松木锦盒	Furniture_zhongbaishe_1	34	4221	4221		FurnitureItem	999	松木制成的锦盒，纹理天然美观，经久耐用，物美而价廉，多用于存放物件	200000	1	1	1000	2	1	1	99999	3001										
4222	百宝箱	Furniture_zhongbaishe_2	34	4222	4222		FurnitureItem	999	华贵的宝盒，多用于珍藏女子首饰或是珍贵之物，盒子本身已是价值不菲	1000000	1	1	1000	4	1	1	99999	3002										
4223	双龙衔珠	Furniture_zhongbaishe_3	34	4223	4223		FurnitureItem	999	极尽奢华的宝箱，单箱上的夜明珠已是价值千金，两条金龙亦是黄金铸成，不知其中究竟藏有何等珍贵之物	4000000	1	1	1000	6	1	1	99999	3003										
4224	金枝玉叶（合）	Furniture_zhongbaishe_4	34	4224	4224		FurnitureItem	999	大户之家常用的屏风，通体金色，故唯有身份尊贵之人方可使用	500000	1	1	1000	3	1	1	99999	3004										
4225	寒梅傲雪	Furniture_zhongbaishe_5	34	4225	4225		FurnitureItem	999	栽种于方形花盆中的寒梅，梅开百花之先，生于严寒，独天下而春，令人钦佩	2000000	1	1	1000	5	1	1	99999	3005										
4226	青松迎客	Furniture_zhongbaishe_6	34	4226	4226		FurnitureItem	999	有名家造访黄山，观其青松之态，耗费数年精力栽培的盆景，实属有价无市的珍贵之物	4000000	1	1	1000	6	1	1	99999	3006										
4227	粗麻屏风	Furniture_zhongbaishe_7	34	4227	4227		FurnitureItem	999	普通人家常用的屏风，笨重简陋，较为不便，但价格低廉，可做遮挡之用	200000	1	1	1000	2	1	1	99999	3007										
4228	金枝玉叶（张）	Furniture_zhongbaishe_8	34	4228	4228		FurnitureItem	999	大户之家常用的屏风，通体金色，故唯有身份尊贵之人方可使用	500000	1	1	1000	3	1	1	99999	3008										
4229	太岳入云	Furniture_zhongbaishe_9	34	4229	4229		FurnitureItem	999	有画师遍访名山，观其形，悟其神，将其直耸入云的气势绘于屏风之上	1000000	1	1	1000	4	1	1	99999	3009										
4230	三生连理	Furniture_zhongbaishe_10	34	4230	4230		FurnitureItem	999	屏风共分三面，意三生三世，枝芽分处三面之上，意为三生三世，共结连理	2000000	1	1	1000	5	1	1	99999	3010										
4231	星悬长空（小）	Furniture_zhongbaishe_11	34	4231	4231		FurnitureItem	999	以深蓝色布料编织而成的中型地毯，仿制天空，其上以彩色丝线绣有繁星，一眼望上去满目琳琅	500000	1	1	1000	3	1	1	99999	3011										
4232	海枯石烂（小）	Furniture_zhongbaishe_12	34	4232	4232		FurnitureItem	999	以褐色布料仿制大地，以蓝色布料仿制流水，据闻乃万金财定制\n「嘿嘿，我老万做的地毯，海沽石烂，永不损坏！」	1000000	1	1	1000	4	1	1	99999	3012										
4233	火凤金鸾地衣（小）	Furniture_zhongbaishe_13	34	4233	4233		FurnitureItem	999	传闻世上有一对神鸟，名鸾凤，情比金坚，不离不弃，其羽绚丽多姿，光华夺目，后有绣坊以其名制成地衣。	2000000	1	1	1000	5	1	1	99999	3013										
4234	金榜提名（小）	Furniture_zhongbaishe_14	34	4234	4234		FurnitureItem	999	富贵人家为家中子嗣预先定制，期望他有朝一日能够金榜题名。以金丝一针一线缝制，耗时惊人，非技艺极高之人不可绣制	4000000	1	1	1000	6	1	1	99999	3014										
4235	铜雀香炉	Furniture_zhongbaishe_15	34	4235	4235		FurnitureItem	999	较为简陋的铜雀香炉，多为一般子弟所用，香气较淡，仅作助眠之用\n\n[FFFE0D]摆放后，可以点击进行使用[-]	200000	1	1	1000	2	1	1	99999	3015										
4236	玉莲香炉	Furniture_zhongbaishe_16	34	4236	4236		FurnitureItem	999	以青玉雕刻而成的莲花状香炉，其内含有香料，能够安定心神，令人心旷神怡\n\n[FFFE0D]摆放后，可以点击进行使用[-]	500000	1	1	1000	3	1	1	99999	3016										
4237	熟铜香炉	Furniture_zhongbaishe_17	34	4237	4237		FurnitureItem	999	炉中空间较大，多用于大堂之上，人数较多的场合，能够让香气快速扩散\n\n[FFFE0D]摆放后，可以点击进行使用[-]	1000000	1	1	1000	4	1	1	99999	3017										
4238	七绣云香	Furniture_zhongbaishe_18	34	4238	4238		FurnitureItem	999	炉身绘有七彩云霞，象征如意吉祥，其香可沿炉盖攀爬而上，令香气聚而不散\n\n[FFFE0D]摆放后，可以点击进行使用[-]	2000000	1	1	1000	5	1	1	99999	3018										
4239	翠玉炉衬紫金葫芦	Furniture_zhongbaishe_19	34	4239	4239		FurnitureItem	999	工艺极高的匠师方可制作的名器，翠玉炉与紫金葫芦可分别放置不同香料，两者相合，异香弥漫，令人恍如身临吸仙境\n\n[FFFE0D]摆放后，可以点击进行使用[-]	4000000	1	1	1000	6	1	1	99999	3019										
5225	幻彩流光地衣（小）	Furniture_zhongbaishe_20	34	5225	5225		FurnitureItem	999	色泽多变明亮的地衣，光华流转，置身其中，恍如误入仙境	2000000	1	1	1000	5	1	1	99999	3020										
4162	松木灯	Furniture_xiaobaishe_1	34	4162	4162		FurnitureItem	999	松木制成的灯，纹理天然美观，经久耐用，物美而价廉\n\n[FFFE0D]摆放后，可以点击进行使用[-]	100000	1	1	1000	2	1	1	99999	3501										
