TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
927	宝石碎片	CommonStoneDebris	34	927	927		CommonStoneDebris	99	残缺不全宝石碎片，需要[FFFE0D]5块[-]才能打造成1个随机1级宝石	20000	1	1	1000		1	0	99999											
968	守护者宝箱	Dungeon_Leader_Box	34	100	100		RandomItemByLevel	1	守护者宝箱，包含一份随机奖励	20000	1	1	1000		1	0	99999	12										
969	随机宝石袋	Dungeon_Stone_Box	34	100	100		RandomItemByLevel	1	随机获得一颗宝石	20000	1	1	1000		1	0	99999	13										
1390	随机银两袋	Dungeon_Silver_Box	34	100	100		RandomItemByLevel	1	随机获得银两	20000	1	1	1000	2	1	0	99999	28										
1004	水晶宝箱	Punish_Crystal_Box	34	100	100		RandomItemByLevel	1	打开后随机获得一个水晶	20000	1	1	1000	2	1	0	99999	21										
1005	盗贼包裹	Kin_Robber_Box	34	1005	1005		RandomItemByLevel	1	从家族盗贼身上收刮而来的包裹，打开后随机获得一份奖励	20000	1	1	1000		1	0	99999	14	1									
1006	1级宝石袋	Random_Stone_Bag_1	34	100	100		RandomItem	1	打开后随机获得1颗1级宝石	20000	1	2	1000		1	0	99999	1006	1									
1007	2级宝石袋	Random_Stone_Bag_2	34	100	100		RandomItem	1	打开后随机获得1颗2级宝石	20000	1	2	1000		1	0	99999	1007	1									
1008	3级宝石袋	Random_Stone_Bag_3	34	100	100		RandomItem	1	打开后随机获得1颗3级宝石	20000	1	2	1000		1	0	99999	1008	1									
1009	4级宝石袋	Random_Stone_Bag_4	34	100	100		RandomItem	1	打开后随机获得1颗4级宝石	20000	1	2	1000		1	0	99999	1009	1									
1010	5级宝石袋	Random_Stone_Bag_5	34	100	100		RandomItem	1	打开后随机获得1颗5级宝石	20000	1	2	1000		1	0	99999	1010	1									
1011	6级宝石袋	Random_Stone_Bag_6	34	100	100		RandomItem	1	打开后随机获得1颗6级宝石	20000	1	2	1000		1	0	99999	1011	1									
1012	7级宝石袋	Random_Stone_Bag_7	34	100	100		RandomItem	1	打开后随机获得1颗7级宝石	20000	1	2	1000		1	0	99999	1012	1									
1013	8级宝石袋	Random_Stone_Bag_8	34	100	100		RandomItem	1	打开后随机获得1颗8级宝石	20000	1	2	1000		1	0	99999	1013	1									
1015	9级宝石袋	Random_Stone_Bag_9	34	100	100		RandomItem	1	打开后随机获得1颗9级宝石	20000	1	2	1000		1	0	99999	1015	1									
1020	2小时免战令	Debris_Item1	34	778	778		DebrisAvod	100	使用后增加2小时的夺宝保护时间	20000	1	1	1000		1	0	99999											
1021	8小时免战令	Debris_Item2	34	779	779		DebrisAvod	100	使用后增加8小时的夺宝保护时间	20000	1	1	1000		1	0	99999											
1224	钱袋	Purse1	34	100	100		RandomItem	1	打开后获得银两	20000	1	4	1000	2	1	0	99999	1016										
1225	英雄令	HonorLevelItem	34	100	100			12	用于提升头衔	20000	1	4	1000		1	0	99999											
1226	1级家族礼盒	Kin_Gift_Box_1	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	1	1	0	99999	1017										
1227	2级家族礼盒	Kin_Gift_Box_2	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	2	1	0	99999	1018										
1228	3级家族礼盒	Kin_Gift_Box_3	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	2	1	0	99999	1019										
1229	4级家族礼盒	Kin_Gift_Box_4	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	2	1	0	99999	1020										
1230	5级家族礼盒	Kin_Gift_Box_5	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	3	1	0	99999	1021										
1231	6级家族礼盒	Kin_Gift_Box_6	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	3	1	0	99999	1022										
1232	7级家族礼盒	Kin_Gift_Box_7	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	4	1	0	99999	1023										
1233	8级家族礼盒	Kin_Gift_Box_8	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	5	1	0	99999	1024										
3767	9级家族礼盒	Kin_Gift_Box_9	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	5	1	0	99999	3767										
3768	10级家族礼盒	Kin_Gift_Box_10	34	1226	1226		RandomItem	1	家族福利，打开后随机获得一份奖励	20000	1	1	1000	5	1	0	99999	3768										
1234	玫瑰花	qinmi_hua1	34	1023	1023		Rose	1	赠送好友后双方增加50点亲密度，只能对女性角色赠送\n[FFFE0D]每天只能给同一个好友赠送5朵[-]		1	1			1	0	99999											
1235	幸运草	qinmi_hua2	34	1024	1024		Grass	1	赠送好友后双方增加50点亲密度，只能对男性角色赠送\n[FFFE0D]每天只能给同一个好友赠送5棵[-]		1	1			1	0	99999											
1240	首充礼包	FirstRecharge_Gift	34	1240	1240		RandomItemByLevel	1	完成首次充值后获得的馈赠	1610000	1	1	1000	7	1	0	99999	108										
1458	首充附赠礼包	FirstRecharge_Gift1	34	1240	1240		RandomItem	1	完成首次充值后获得的附赠礼包	2095000	1	1	1000	7	1	0	99999	1241										
1459	首充附赠礼包	FirstRecharge_Gift2	34	1240	1240		RandomItem	1	完成首次充值后获得的附赠礼包	2580000	1	1	1000	7	1	0	99999	1242										
