TemplateId	Name	Kind		ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
256	7级抗性宝石	all_resist_stone_7		34	256		Stone	3	256	4个同级宝石可合成1个高级宝石	15000000	7	2	1000	7	70	1	99999										
257	8级抗性宝石	all_resist_stone_8		34	257		Stone	3	257	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	80	1	99999										
258	9级抗性宝石	all_resist_stone_9		34	258		Stone	3	258	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	90	1	99999										
259	10级抗性宝石	all_resist_stone_10		34	259		Stone	3	259	抗性宝石10级	45000000	7	2	1000	7	100	1	99999										
260	1级忽抗宝石	ignore_all_resist_stone_1		34	260		Stone	3	260	4个同级宝石可合成1个高级宝石	20000	1	2	1000	1	27	1	99999										
261	2级忽抗宝石	ignore_all_resist_stone_2		34	261		Stone	3	261	4个同级宝石可合成1个高级宝石	60000	2	2	1000	2	27	1	99999										
262	3级忽抗宝石	ignore_all_resist_stone_3		34	262		Stone	3	262	4个同级宝石可合成1个高级宝石	180000	3	2	1000	3	27	1	99999										
263	4级忽抗宝石	ignore_all_resist_stone_4		34	263		Stone	3	263	4个同级宝石可合成1个高级宝石	540000	4	2	1000	4	40	1	99999										
264	5级忽抗宝石	ignore_all_resist_stone_5		34	264		Stone	3	264	4个同级宝石可合成1个高级宝石	1650000	5	2	1000	5	50	1	99999										
265	6级忽抗宝石	ignore_all_resist_stone_6		34	265		Stone	3	265	4个同级宝石可合成1个高级宝石	5000000	6	2	1000	6	60	1	99999										
266	7级忽抗宝石	ignore_all_resist_stone_7		34	266		Stone	3	266	4个同级宝石可合成1个高级宝石	15000000	7	2	1000	7	70	1	99999										
267	8级忽抗宝石	ignore_all_resist_stone_8		34	267		Stone	3	267	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	80	1	99999										
268	9级忽抗宝石	ignore_all_resist_stone_9		34	268		Stone	3	268	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	90	1	99999										
269	10级忽抗宝石	ignore_all_resist_stone_10		34	269		Stone	3	269	忽抗宝石10级	45000000	7	2	1000	7	100	1	99999										
270	1级闪避宝石	defense_stone_1		34	270		Stone	3	270	4个同级宝石可合成1个高级宝石	20000	1	2	1000	1	27	1	99999										
271	2级闪避宝石	defense_stone_2		34	271		Stone	3	271	4个同级宝石可合成1个高级宝石	60000	2	2	1000	2	27	1	99999										
272	3级闪避宝石	defense_stone_3		34	272		Stone	3	272	4个同级宝石可合成1个高级宝石	180000	3	2	1000	3	27	1	99999										
273	4级闪避宝石	defense_stone_4		34	273		Stone	3	273	4个同级宝石可合成1个高级宝石	540000	4	2	1000	4	40	1	99999										
274	5级闪避宝石	defense_stone_5		34	274		Stone	3	274	4个同级宝石可合成1个高级宝石	1650000	5	2	1000	5	50	1	99999										
275	6级闪避宝石	defense_stone_6		34	275		Stone	3	275	4个同级宝石可合成1个高级宝石	5000000	6	2	1000	6	60	1	99999										
276	7级闪避宝石	defense_stone_7		34	276		Stone	3	276	4个同级宝石可合成1个高级宝石	15000000	7	2	1000	7	70	1	99999										
277	8级闪避宝石	defense_stone_8		34	277		Stone	3	277	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	80	1	99999										
278	9级闪避宝石	defense_stone_9		34	278		Stone	3	278	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	90	1	99999										
279	10级闪避宝石	defense_stone_10		34	279		Stone	3	279	闪避宝石10级	45000000	7	2	1000	7	100	1	99999										
280	1级忽闪宝石	ignore_defense_stone_1		34	280		Stone	3	280	4个同级宝石可合成1个高级宝石	20000	1	2	1000	1	27	1	99999										
281	2级忽闪宝石	ignore_defense_stone_2		34	281		Stone	3	281	4个同级宝石可合成1个高级宝石	60000	2	2	1000	2	27	1	99999										
282	3级忽闪宝石	ignore_defense_stone_3		34	282		Stone	3	282	4个同级宝石可合成1个高级宝石	180000	3	2	1000	3	27	1	99999										
283	4级忽闪宝石	ignore_defense_stone_4		34	283		Stone	3	283	4个同级宝石可合成1个高级宝石	540000	4	2	1000	4	40	1	99999										
284	5级忽闪宝石	ignore_defense_stone_5		34	284		Stone	3	284	4个同级宝石可合成1个高级宝石	1650000	5	2	1000	5	50	1	99999										
285	6级忽闪宝石	ignore_defense_stone_6		34	285		Stone	3	285	4个同级宝石可合成1个高级宝石	5000000	6	2	1000	6	60	1	99999										
286	7级忽闪宝石	ignore_defense_stone_7		34	286		Stone	3	286	4个同级宝石可合成1个高级宝石	15000000	7	2	1000	7	70	1	99999										
287	8级忽闪宝石	ignore_defense_stone_8		34	287		Stone	3	287	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	80	1	99999										
288	9级忽闪宝石	ignore_defense_stone_9		34	288		Stone	3	288	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	90	1	99999										
289	10级忽闪宝石	ignore_defense_stone_10		34	289		Stone	3	289	忽闪宝石10级	45000000	7	2	1000	7	100	1	99999										
290	1级会心宝石	deadlystrike_stone_1		34	290		Stone	3	290	4个同级宝石可合成1个高级宝石	20000	1	2	1000	1	27	1	99999										
291	2级会心宝石	deadlystrike_stone_2		34	291		Stone	3	291	4个同级宝石可合成1个高级宝石	60000	2	2	1000	2	27	1	99999										
292	3级会心宝石	deadlystrike_stone_3		34	292		Stone	3	292	4个同级宝石可合成1个高级宝石	180000	3	2	1000	3	27	1	99999										
293	4级会心宝石	deadlystrike_stone_4		34	293		Stone	3	293	4个同级宝石可合成1个高级宝石	540000	4	2	1000	4	40	1	99999										
294	5级会心宝石	deadlystrike_stone_5		34	294		Stone	3	294	4个同级宝石可合成1个高级宝石	1650000	5	2	1000	5	50	1	99999										
295	6级会心宝石	deadlystrike_stone_6		34	295		Stone	3	295	4个同级宝石可合成1个高级宝石	5000000	6	2	1000	6	60	1	99999										
296	7级会心宝石	deadlystrike_stone_7		34	296		Stone	3	296	4个同级宝石可合成1个高级宝石	15000000	7	2	1000	7	70	1	99999										
297	8级会心宝石	deadlystrike_stone_8		34	297		Stone	3	297	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	80	1	99999										
298	9级会心宝石	deadlystrike_stone_9		34	298		Stone	3	298	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	90	1	99999										
299	10级会心宝石	deadlystrike_stone_10		34	299		Stone	3	299	会心宝石10级	45000000	7	2	1000	7	100	1	99999										
300	1级减会心宝石	weaken_deadlystrike_stone_1		34	300		Stone	3	300	4个同级宝石可合成1个高级宝石	20000	1	2	1000	1	27	1	99999										
301	2级减会心宝石	weaken_deadlystrike_stone_2		34	301		Stone	3	301	4个同级宝石可合成1个高级宝石	60000	2	2	1000	2	27	1	99999										
302	3级减会心宝石	weaken_deadlystrike_stone_3		34	302		Stone	3	302	4个同级宝石可合成1个高级宝石	180000	3	2	1000	3	27	1	99999										
303	4级减会心宝石	weaken_deadlystrike_stone_4		34	303		Stone	3	303	4个同级宝石可合成1个高级宝石	540000	4	2	1000	4	40	1	99999										
304	5级减会心宝石	weaken_deadlystrike_stone_5		34	304		Stone	3	304	4个同级宝石可合成1个高级宝石	1650000	5	2	1000	5	50	1	99999										
305	6级减会心宝石	weaken_deadlystrike_stone_6		34	305		Stone	3	305	4个同级宝石可合成1个高级宝石	5000000	6	2	1000	6	60	1	99999										
306	7级减会心宝石	weaken_deadlystrike_stone_7		34	306		Stone	3	306	4个同级宝石可合成1个高级宝石	15000000	7	2	1000	7	70	1	99999										
307	8级减会心宝石	weaken_deadlystrike_stone_8		34	307		Stone	3	307	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	80	1	99999										
308	9级减会心宝石	weaken_deadlystrike_stone_9		34	308		Stone	3	308	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	90	1	99999										
309	10级减会心宝石	weaken_deadlystrike_stone_10		34	309		Stone	3	309	减会心宝石10级	45000000	7	2	1000	7	100	1	99999										
310	1级效果宝石	add_seriesstate_stone_1		34	310		Stone	3	310	4个同级宝石可合成1个高级宝石	20000	1	2	1000	1	27	1	99999										
311	2级效果宝石	add_seriesstate_stone_2		34	311		Stone	3	311	4个同级宝石可合成1个高级宝石	60000	2	2	1000	2	27	1	99999										
312	3级效果宝石	add_seriesstate_stone_3		34	312		Stone	3	312	4个同级宝石可合成1个高级宝石	180000	3	2	1000	3	27	1	99999										
313	4级效果宝石	add_seriesstate_stone_4		34	313		Stone	3	313	4个同级宝石可合成1个高级宝石	540000	4	2	1000	4	40	1	99999										
314	5级效果宝石	add_seriesstate_stone_5		34	314		Stone	3	314	4个同级宝石可合成1个高级宝石	1650000	5	2	1000	5	50	1	99999										
315	6级效果宝石	add_seriesstate_stone_6		34	315		Stone	3	315	4个同级宝石可合成1个高级宝石	5000000	6	2	1000	6	60	1	99999										
316	7级效果宝石	add_seriesstate_stone_7		34	316		Stone	3	316	4个同级宝石可合成1个高级宝石	15000000	7	2	1000	7	70	1	99999										
317	8级效果宝石	add_seriesstate_stone_8		34	317		Stone	3	317	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	80	1	99999										
318	9级效果宝石	add_seriesstate_stone_9		34	318		Stone	3	318	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	90	1	99999										
319	10级效果宝石	add_seriesstate_stone_10		34	319		Stone	3	319	效果宝石10级	45000000	7	2	1000	7	100	1	99999										
320	1级减效果宝石	resist_allseriesstate_stone_1		34	320		Stone	3	320	4个同级宝石可合成1个高级宝石	20000	1	2	1000	1	27	1	99999										
321	2级减效果宝石	resist_allseriesstate_stone_2		34	321		Stone	3	321	4个同级宝石可合成1个高级宝石	60000	2	2	1000	2	27	1	99999										
322	3级减效果宝石	resist_allseriesstate_stone_3		34	322		Stone	3	322	4个同级宝石可合成1个高级宝石	180000	3	2	1000	3	27	1	99999										
323	4级减效果宝石	resist_allseriesstate_stone_4		34	323		Stone	3	323	4个同级宝石可合成1个高级宝石	540000	4	2	1000	4	40	1	99999										
324	5级减效果宝石	resist_allseriesstate_stone_5		34	324		Stone	3	324	4个同级宝石可合成1个高级宝石	1650000	5	2	1000	5	50	1	99999										
325	6级减效果宝石	resist_allseriesstate_stone_6		34	325		Stone	3	325	4个同级宝石可合成1个高级宝石	5000000	6	2	1000	6	60	1	99999										
326	7级减效果宝石	resist_allseriesstate_stone_7		34	326		Stone	3	326	4个同级宝石可合成1个高级宝石	15000000	7	2	1000	7	70	1	99999										
327	8级减效果宝石	resist_allseriesstate_stone_8		34	327		Stone	3	327	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	80	1	99999										
328	9级减效果宝石	resist_allseriesstate_stone_9		34	328		Stone	3	328	4个同级宝石可合成1个高级宝石	45000000	7	2	1000	7	90	1	99999										
329	10级减效果宝石	resist_allseriesstate_stone_10		34	329		Stone	3	329	减效果宝石10级	45000000	7	2	1000	7	100	1	99999										
1693	初级魂石·李三	stone_lisan		34	21001		Stone	3	21001	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1694	初级魂石·卢青	stone_luqing		34	21002		Stone	3	21002	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1695	初级魂石·莺儿	stone_yinger		34	21003		Stone	3	21003	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1696	初级魂石·顾武	stone_guwu		34	21004		Stone	3	21004	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1697	初级魂石·殷方	stone_xiaowu		34	21005		Stone	3	21005	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1698	初级魂石·苏墨芸	stone_sumoyun		34	21006		Stone	3	21006	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1699	初级魂石·萧动尘	stone_xiaodongcheng		34	21007		Stone	3	21007	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1700	初级魂石·胡神医	stone_hushenyi		34	21008		Stone	3	21008	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1701	初级魂石·秦沐白	stone_qinmubai		34	21009		Stone	3	21009	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1702	初级魂石·张仲天	stone_zhangzhongtian		34	21010		Stone	3	21010	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1703	初级魂石·路达	stone_luda		34	21011		Stone	3	21011	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1704	初级魂石·白眉猴王(唯一)	stone_houwang		34	21012		Stone	3	21012	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1705	初级魂石·大地狼王(唯一)	stone_langwang		34	21013		Stone	3	21013	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1706	初级魂石·寒玉鹿王(唯一)	stone_luwang		34	21014		Stone	3	21014	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1707	初级魂石·蔷薇	stone_qiangwei		34	21015		Stone	3	21015	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1708	初级魂石·紫轩	stone_zixuan		34	21016		Stone	3	21016	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1709	初级魂石·卓非凡(唯一)	stone_zhuofeifan		34	21017		Stone	3	21017	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1710	初级魂石·月明瑶	stone_yumingyao		34	21018		Stone	3	21018	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1711	初级魂石·龙傲天	stone_longyaotian		34	21019		Stone	3	21019	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1712	初级魂石·沫天然	stone_motianran		34	21020		Stone	3	21020	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1713	初级魂石·少年杨影枫(唯一)	stone_syangyingfeng		34	21021		Stone	3	21021	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1714	初级魂石·南宫彩虹	stone_nangongcaihong		34	21022		Stone	3	21022	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1715	初级魂石·林海	stone_linhai		34	21023		Stone	3	21023	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1716	初级魂石·陆文龙	stone_luwenlong		34	21024		Stone	3	21024	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1717	初级魂石·赵无双	stone_zhaowushuang		34	21025		Stone	3	21025	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1718	初级魂石·无相	stone_wuxiang		34	21026		Stone	3	21026	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1719	初级魂石·唐潇	stone_tangxiao		34	21027		Stone	3	21027	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1720	初级魂石·张如梦	stone_zhangrumeng		34	21028		Stone	3	21028	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1721	初级魂石·张琳心	stone_zhanglinxin		34	21029		Stone	3	21029	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1722	初级魂石·封玉书	stone_fengyushu		34	21030		Stone	3	21030	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1723	初级魂石·赵节	stone_zhaojie		34	21031		Stone	3	21031	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1724	初级魂石·邵骑风	stone_shaoqifeng		34	21032		Stone	3	21032	3个初级魂石可合成1个中级魂石	50000	1	2	1000	1		1	99999										
1725	初级魂石·何暮雪	stone_hemuxue		34	21033		Stone	3	21033	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1726	初级魂石·赵升权	stone_zhaoshengquan		34	21034		Stone	3	21034	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1727	初级魂石·纳兰真	stone_nalanzhen		34	21035		Stone	3	21035	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1728	初级魂石·柴嵩	stone_chaisong		34	21036		Stone	3	21036	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1729	初级魂石·曲霞	stone_quxia		34	21037		Stone	3	21037	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1730	初级魂石·耶律辟离(唯一)	stone_yelvpili		34	21038		Stone	3	21038	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1731	初级魂石·杨铁心(唯一)	stone_yangtiexin		34	21039		Stone	3	21039	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1732	初级魂石·无想	stone_wuxiangg		34	21040		Stone	3	21040	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1733	初级魂石·柳潇庭(唯一)	stone_liuxiaoting		34	21041		Stone	3	21041	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1734	初级魂石·李恬儿(唯一)	stone_litianer		34	21042		Stone	3	21042	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1735	初级魂石·李天目(唯一)	stone_litianmu		34	21043		Stone	3	21043	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1736	初级魂石·完颜襄(唯一)	stone_wanyanxiang		34	21044		Stone	3	21044	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
2847	初级魂石·玄慈(唯一)	stone_xuanci		34	21098		Stone	3	21098	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1737	初级魂石·邵宏渊	stone_shaohongyuan		34	21045		Stone	3	21045	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1738	初级魂石·白彦敬	stone_baiyanjing		34	21046		Stone	3	21046	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1739	初级魂石·耶律楚材(唯一)	stone_yelvchucai		34	21047		Stone	3	21047	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1740	初级魂石·雷风	stone_leifeng		34	21048		Stone	3	21048	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1741	初级魂石·雷同	stone_leitong		34	21049		Stone	3	21049	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1742	初级魂石·唐娟娟	stone_tangjuanjuan		34	21050		Stone	3	21050	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1743	初级魂石·雷震天(唯一)	stone_leizhengtian		34	21051		Stone	3	21051	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1744	初级魂石·夺宝贼	stone_duobaozei		34	21052		Stone	3	21052	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1745	初级魂石·双首异兽(唯一)	stone_yishou		34	21053		Stone	3	21053	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1746	初级魂石·奔焰豹王(唯一)	stone_baowang		34	21054		Stone	3	21054	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
1747	初级魂石·九尾狐王(唯一)	stone_huwang		34	21055		Stone	3	21055	3个初级魂石可合成1个中级魂石	150000	2	2	1000	2		1	99999										
2528	初级魂石·杨瑛(唯一)	stone_yangyin		34	21079		Stone	3	21079	3个初级魂石可合成1个中级魂石	1350000	4	2	1000	4		1	99999										
2529	初级魂石·清晓师太(唯一)	stone_qingxiao		34	21080		Stone	3	21080	3个初级魂石可合成1个中级魂石	1350000	4	2	1000	4		1	99999										
2530	初级魂石·祝子虚(唯一)	stone_zhuzixu		34	21081		Stone	3	21081	3个初级魂石可合成1个中级魂石	1350000	4	2	1000	4		1	99999										
2531	初级魂石·黄玉英(唯一)	stone_huangyuying		34	21082		Stone	3	21082	3个初级魂石可合成1个中级魂石	1350000	4	2	1000	4		1	99999										
2532	初级魂石·道一真人(唯一)	stone_daoyi		34	21083		Stone	3	21083	3个初级魂石可合成1个中级魂石	1350000	4	2	1000	4		1	99999										
2533	初级魂石·端木睿(唯一)	stone_duanmurui		34	21084		Stone	3	21084	3个初级魂石可合成1个中级魂石	1350000	4	2	1000	4		1	99999										
2848	初级魂石·玄因(唯一)	stone_xuanyin		34	21099		Stone	3	21099	3个初级魂石可合成1个中级魂石	1350000	4	2	1000	4		1	99999										
1748	初级魂石·高长恭	stone_gaochanggong		34	21056		Stone	3	21056	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1749	初级魂石·哲别(唯一)	stone_zhebie		34	21057		Stone	3	21057	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1750	初级魂石·秦良玉	stone_qinliangyu		34	21058		Stone	3	21058	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1751	初级魂石·袁承志	stone_yuanchengzhi		34	21059		Stone	3	21059	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1752	初级魂石·鳌拜	stone_aobai		34	21060		Stone	3	21060	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1753	初级魂石·韩世忠	stone_hanshizhong		34	21061		Stone	3	21061	3个初级魂石可合成1个中级魂石	450000	3	2	1000	3		1	99999										
1754	初级魂石·赤睛虎皇(唯一)	stone_huhuang		34	21062		Stone	3	21062	3个初级魂石可合成1个中级魂石	1350000	4	2	1000	4		1	99999										
