TemplateId	Faction	ChooseItem	Num	TimeFrame	Level	CheckLimit	ThisNeedCount	Desc
2699		3856	1	OpenLevel99		1		初级魂石·唐仇
2699		3854	1	OpenLevel109		1		初级魂石·黑面郎君
2699		3855	1	OpenLevel109		1		初级魂石·何人我
2699		4540	1	OpenLevel109		1		初级魂石·冰鳞蜥皇
2699		4541	1	OpenLevel109		1		初级魂石·银钩蝎皇
2699		4542	1	OpenLevel109		1		初级魂石·狂鬃獒皇
2699		4873	1	OpenLevel109		1		初级魂石·宋秋石
2699		4874	1	OpenLevel99		1		初级魂石·古嫣然
3179		1378	1					同伴·独孤剑
3179		2253	1					同伴·南宫飞云
3179		2254	1					同伴·杨影枫
3179		1398	1	OpenDay52				同伴·荆轲
3179		2258	1	OpenDay52				同伴·虞姬
3179		2259	1	OpenDay52				同伴·岳飞
3179		1399	1	OpenDay128				同伴·李广
3179		1400	1	OpenDay128				同伴·赵云
3179		1401	1	OpenDay128				同伴·李元霸
3179		2255	1	OpenLevel109				同伴·唐简
3495		1175	1					稀有4阶帽子
3495		1195	1					稀有4阶护腕
3495		1205	1					稀有4阶腰带
3495		1215	1					稀有4阶鞋子
3520		1174	1					T3稀有帽子
3520		1194	1					T3稀有护腕
3520		1204	1					T3稀有腰带
3520		1214	1					T3稀有鞋子
3519		1175	1					T4稀有帽子
3519		1195	1					T4稀有护腕
3519		1205	1					T4稀有腰带
3519		1215	1					T4稀有鞋子
3511		1176	1					T5稀有帽子
3511		1196	1					T5稀有护腕
3511		1206	1					T5稀有腰带
3511		1216	1					T5稀有鞋子
3512		1177	1					T6稀有帽子
3512		1197	1					T6稀有护腕
3512		1207	1					T6稀有腰带
3512		1217	1					T6稀有鞋子
3513		1178	1					T7稀有帽子
3513		1198	1					T7稀有护腕
3513		1208	1					T7稀有腰带
3513		1218	1					T7稀有鞋子
3514		1179	1					T8稀有帽子
3514		1199	1					T8稀有护腕
3514		1209	1					T8稀有腰带
3514		1219	1					T8稀有鞋子
3517		1697	1					初级魂石·殷方
3517		1709	1					初级魂石·卓非凡(唯一)
3517		1710	1					初级魂石·月明瑶
3517		1711	1					初级魂石·龙傲天
3517		1712	1					初级魂石·沫天然
3517		1719	1					初级魂石·唐潇
3517		1721	1					初级魂石·张琳心
3517		1722	1					初级魂石·封玉书
3517		1725	1					初级魂石·何暮雪
3517		1726	1					初级魂石·赵升权
3517		1727	1					初级魂石·纳兰真
3517		1728	1					初级魂石·柴嵩
3517		1737	1					初级魂石·邵宏渊
3517		1738	1					初级魂石·白彦敬
3517		1740	1					初级魂石·雷风
3517		1741	1					初级魂石·雷同
3517		1742	1					初级魂石·唐娟娟
3517		1744	1					初级魂石·夺宝贼
3517		1760	1					初级魂石·张风
3517		1761	1					初级魂石·月眉儿
3517		1704	1					初级魂石·白眉猴王
3517		1705	1					初级魂石·大地狼王
3517		1706	1					初级魂石·寒玉鹿王
3517		1745	1					初级魂石·双兽异兽
3517		1746	1					初级魂石·奔焰豹王
3517		1747	1					初级魂石·九尾狐王
3518		1713	1					初级魂石·少年杨影枫
3518		1729	1	OpenLevel79				初级魂石·曲霞
3518		1730	1	OpenLevel99				初级魂石·耶律辟离
3518		1731	1					初级魂石·杨铁心
3518		1732	1					初级魂石·无想
3518		1733	1					初级魂石·柳潇庭
3518		1734	1	OpenLevel59				初级魂石·李恬儿
3518		1735	1	OpenLevel79				初级魂石·李天目
3518		1736	1	OpenLevel59				初级魂石·完颜襄
3518		1739	1	OpenLevel69				初级魂石·耶律楚材
3518		1743	1					初级魂石·雷震天
3518		1762	1					初级魂石·天星道长
3518		1763	1					初级魂石·燕若雪
3518		1764	1					初级魂石·杨熙烈
3518		1765	1					初级魂石·上官飞龙
3518		1766	1					初级魂石·纳兰潜凛
3518		1767	1					初级魂石·方勉
3518		1768	1					初级魂石·南宫灭
3518		1769	1	OpenLevel79				初级魂石·唐影
3518		1770	1	OpenLevel79				初级魂石·秋依水
3518		2847	1	OpenLevel59				初级魂石·玄慈
3693		1471	1					独孤剑·巨阙剑
3693		1472	1					南宫飞云·剑中之剑
3693		1473	1					杨影枫·悲魔之刃
3693		1480	1	OpenDay52				荆轲·麒麟匕
3693		1481	1	OpenDay52				虞姬·绕梁琴
3693		1482	1	OpenDay52				岳飞·沥泉神矛
3693		1479	1	OpenDay128				李广·射虎弓
3693		1478	1	OpenDay128				赵云·龙胆亮银枪
3693		1477	1	OpenDay128				李元霸·擂鼓瓮金锤
3693		1474	1	OpenLevel109				唐简·玄雨双星
3700		2212	1					同伴·月眉儿
3700		3764	1					同伴·杨瑛
3700		2665	1					同伴·清晓师太
3700		3765	1					同伴·祝子虚
3700		2666	1					同伴·黄暮云
3700		3389	1					同伴·道一真人
3700		3766	1					同伴·端木睿
3700		2264	1					同伴·孟知秋
3700		2213	1					同伴·张风
3700		2217	1					同伴·南宫灭
3700		2219	1					同伴·方勉
3700		2262	1					同伴·唐影
3700		2263	1					同伴·秋依水
3700		2215	1					同伴·天星道长
3700		2214	1					同伴·燕若雪
3700		2216	1					同伴·杨熙烈
3700		2218	1					同伴·上官飞龙
3700		2220	1					同伴·纳兰潜凛
3700		1374	1	OpenDay7				同伴·高长恭
3700		1375	1	OpenDay7				同伴·哲别
3700		2236	1	OpenDay7				同伴·秦良玉
3700		1376	1	OpenDay7				同伴·袁承志
3700		1377	1	OpenDay7				同伴·鳌拜
3700		2235	1	OpenDay7				同伴·韩世忠
3700		1405	1	OpenDay116				同伴·赤睛虎皇
3700		1404	1	OpenDay116				同伴·撼天熊皇
3700		2260	1	OpenDay116				同伴·紫背鳄皇
3700		1403	1	OpenDay35				同伴·定海金刚
3700		1402	1	OpenDay35				同伴·金翅鹏皇
3700		2511	1	OpenDay35				同伴·银角犀皇
3700		4576	1	OpenDay251				同伴·冰鳞蜥皇
3700		4577	1	OpenDay251				同伴·银钩蝎皇
3700		4578	1	OpenDay251				同伴·狂鬃獒皇
3701		1486	1					月眉儿·冰心仙子
3701		1487	1					杨瑛·朝阳灿金枪
3701		1488	1					清晓师太·涤尘剑
3701		1489	1					祝子虚·太霄神枪
3701		1490	1					黄暮云·碧海潮生弓
3701		1491	1					道一真人·璇玑剑
3701		1492	1					端木睿·夺魂刃
3701		1499	1					孟知秋·沧海剑
3701		1512	1					张风·乘风剑
3701		1513	1					南宫灭·百炼手套
3701		1514	1					方勉·碎星剑
3701		1515	1					唐影·千机扇
3701		1516	1					秋依水·云烟荷
3701		1517	1					天星道长·摘星手套
3701		1518	1					燕若雪·飘雪流云袖
3701		1519	1					杨熙烈·凌绝剑
3701		1520	1					上官飞龙·挽月剑
3701		1521	1					纳兰潜凛·天魔剑
3701		1500	1	OpenDay7				高长恭·武陵白狼刃
3701		1501	1	OpenDay7				哲别·天鹰弩
3701		1502	1	OpenDay7				秦良玉·暴雨梨花枪
3701		1503	1	OpenDay7				袁承志·碧血剑
3701		1504	1	OpenDay7				鳌拜·斩鲨刀
3701		1505	1	OpenDay7				韩世忠·霸虎刀
3701		1506	1	OpenDay116				赤睛虎皇·白虎之爪
3701		1507	1	OpenDay116				撼天熊皇·暴君之牙
3701		1508	1	OpenDay116				紫背鳄皇·紫金之鳞
3701		1509	1	OpenDay35				定海金刚·金刚之镯
3701		1510	1	OpenDay35				金翅鹏皇·迦楼罗之羽
3701		1511	1	OpenDay35				银角犀皇·望月犀角
3729		3554	1					SSS同伴秦始皇
3729		3748	1					15000元宝
3752		2782	1					6阶黄金衣服
3752		3743	1					50000元宝
3753		2783	1					7阶黄金衣服
3753		3744	1					60000元宝
3754		2784	1					8阶黄金衣服
3754		3746	1					9000元宝
3755		3631	1					9阶黄金衣服
3755		3747	1					120000元宝
3756		2767	1					6阶黄金项链
3756		3741	1					30000元宝
3757		2768	1					7阶黄金项链
3757		2774	1					7阶黄金玉佩
3757		3742	1					40000元宝
3758		2769	1					8阶黄金项链
3758		2775	1					8阶黄金玉佩
3758		3744	1					60000元宝
3759		3621	1					9阶黄金项链
3759		3625	1					9阶黄金玉佩
3759		3745	1					80000元宝
3760		2779	1					6阶黄金帽子
3760		2788	1					6阶黄金腰带
3760		3739	1					15000元宝
3761		2780	1					7阶黄金帽子
3761		2789	1					7阶黄金腰带
3761		3740	1					20000元宝
3762		2781	1					8阶黄金帽子
3762		2790	1					8阶黄金腰带
3762		3741	1					30000元宝
3763		3629	1					9阶黄金帽子
3763		3635	1					9阶黄金腰带
3763		3742	1					40000元宝
4617		4607	1					520活动线索地图
4617		4608	1					520活动线索地图
4617		4609	1					520活动线索地图
4617		4610	1					520活动线索地图
4617		4611	1					520活动线索地图
4617		4612	1					520活动线索地图
4617		4613	1					520活动线索地图
4731		4302	24					府绸
4731		4307	24					铜锭
4731		4322	24					花岗岩
4731		4312	24					琉璃
4731		4317	24					羊皮
4731		4297	24					桦木
4732		4303	12					素软缎
4732		4308	12					百炼钢
4732		4323	12					大理石
4732		4313	12					珍珠
4732		4318	12					貂皮
4732		4298	12					核桃木
4733		4304	6					宋锦
4733		4309	6					银锭
4733		4324	6					雨花石
4733		4314	6					岫岩玉
4733		4319	6					虎皮
4733		4299	6					香樟木
4734		4305	3					织金锦
4734		4310	3					金锭
4734		4325	3					天河石
4734		4315	3					翡翠
4734		4320	3					熊皮
4734		4300	3					紫檀木
4759		4760	1					T6时装天王1（60天）
4759		4761	1					T6时装峨眉1（60天）
4759		4762	1					T6时装桃花1（60天）
4759		4763	1					T6时装逍遥1（60天）
4759		4764	1					T6时装武当1（60天）
4759		4765	1					T6时装天忍1（60天）
4759		4766	1					T6时装少林1（60天）
4759		4767	1					T6时装翠烟1（60天）
4759		4768	1					T6时装唐门1（60天）
4759		4769	1					T6时装昆仑1（60天）
4759		4770	1					T6时装丐帮1（60天）
4759		4771	1					T6时装五毒1（60天）
4799		1173	1					T2稀有帽子
4799		1193	1					T2稀有护腕
4799		1203	1					T2稀有腰带
4799		1213	1					T2稀有鞋子
4798		1133	1					T2稀有项链
4798		1143	1					T2稀有戒指
4798		1153	1					T2稀有玉佩
4798		1163	1					T2稀有护身符
4797		1134	1					T3稀有项链
4797		1144	1					T3稀有戒指
4797		1154	1					T3稀有玉佩
4797		1164	1					T3稀有护身符
4825		4303	64					素软缎（3级家具材料）
4825		4308	64					百炼钢
4825		4323	64					大理石
4825		4313	64					珍珠
4825		4318	64					貂皮
4825		4298	64					核桃木
4826		4304	32					宋锦（4级家具材料）
4826		4309	32					银锭
4826		4324	32					雨花石
4826		4314	32					岫岩玉
4826		4319	32					虎皮
4826		4299	32					香樟木
4827		4305	16					织金锦（5级家具材料）
4827		4310	16					金锭
4827		4325	16					天河石
4827		4315	16					翡翠
4827		4320	16					熊皮
4827		4300	16					紫檀木
5414		5416	1					3000贡献
5414		5419	1					3000元气
5415		5417	1					10000贡献
5415		5418	1					10000元气
6120		6122	1					2500贡献
6120		6124	1					2500元气
6121		6123	1					8000贡献
6121		6125	1					8000元气
6813		6814	1					50000贡献
6813		6815	1					50000元气
6020		6022	1					【天王】浮光·梦羽
6020		6023	1					【峨眉】浮光·梦缘
6020		6024	1					【桃花】浮光·梦蝶
6020		6025	1					【逍遥】浮光·梦羽
6020		6026	1					【武当】浮光·梦缘
6020		6027	1					【天忍】浮光·梦羽
6020		6028	1					【少林】浮光·梦缘
6020		6029	1					【翠烟】浮光·梦蝶
6020		6030	1					【唐门】浮光·梦羽
6020		6031	1					【昆仑】浮光·梦缘
6020		6032	1					【丐帮】浮光·梦缘
6020		6033	1					【五毒】浮光·梦蝶
6020		6034	1					【藏剑】浮光·梦缘
6020		6035	1					【长歌】浮光·梦缘
6021		6036	1					【天王】浮光·梦羽
6021		6037	1					【峨眉】浮光·梦缘
6021		6038	1					【桃花】浮光·梦蝶
6021		6039	1					【逍遥】浮光·梦羽
6021		6040	1					【武当】浮光·梦缘
6021		6041	1					【天忍】浮光·梦羽
6021		6042	1					【少林】浮光·梦缘
6021		6043	1					【翠烟】浮光·梦蝶
6021		6044	1					【唐门】浮光·梦羽
6021		6045	1					【昆仑】浮光·梦缘
6021		6046	1					【丐帮】浮光·梦缘
6021		6047	1					【五毒】浮光·梦蝶
6021		6048	1					【藏剑】浮光·梦缘
6021		6049	1					【长歌】浮光·梦缘
6358		6359	1					【天王】狂客
6358		6360	1					【峨眉】狷者
6358		6361	1					【桃花】魅灵
6358		6362	1					【逍遥】邪侠
6358		6363	1					【武当】邪侠
6358		6364	1					【天忍】狷者
6358		6365	1					【少林】狂客
6358		6366	1					【翠烟】魅灵
6358		6367	1					【唐门】邪侠
6358		6368	1					【昆仑】狷者
6358		6369	1					【丐帮】狂客
6358		6370	1					【五毒】魅灵
6358		6371	1					【藏剑】邪侠
6358		6372	1					【长歌】魅灵
6091		1378	1					同伴·独孤剑
6091		2253	1					同伴·南宫飞云
6091		2254	1					同伴·杨影枫
6148		3554	1					同伴·秦始皇
6148		3553	1					同伴·项羽
6148		4056	1					同伴·完颜洪烈
6537		6149	1					任脉·曲骨通穴秘卷
6537		6150	1					督脉·长强通穴秘卷
6537		6276	1					冲脉·幽门通穴秘卷
7129		6149	1					任脉·曲骨通穴秘卷
7129		6150	1					督脉·长强通穴秘卷
