Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife
City_chiyoumu	96	蚩尤墓	2	1			115	214	314			1	22	1							Setting/Npc/Ai/CommonActive.ini			0	18	1																	
City_butou	97	月眉兒	2	1			1102	22	122	哼！敢跟我們飛龍堡作對！看來這些小賊是活得太輕鬆了！		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_jiayuan	98	家園管理員	2	1			103	11	111			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	17	1																	
City_jiulou	99	公孫惜花	2	1	ActivityQuestion		1103	5	105	聽聞從前有個「百曉生」什麼都知道，今後我這「隱香樓」的老闆娘便要超過他！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_tiejiang	100	孟知秋	2	1			156	203	303	手中無劍，心中有劍，人即是劍，無堅不摧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc1	620	唐影	2	1			119	201	301	也許吧……不知何時，才能找到那個懂我的人……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc2	621	張琳心	2	1			1100	996	997			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc3	622	紫軒	2	1			131	20	120	我是選美大會的司儀，負責大會的報名和投票事宜。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc4	623	殷方	2	1			125	208	308	（偷偷摸摸）那個拿著摺扇的青年看上去武功很高！就決定是他了！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc5	624	楊影楓	2	1			1101	225	325	「武道德經」……麼？若是能將此物拿到手，興許爹爹的願望就能完成了……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc6	625	張如夢	2	1			193	214	314	時光不可追溯，只可一路向前……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc7	626	玄天道人	2	1			5016	211	311	道可道，非常道，名可名，非恒名。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc8	627	幫派總管	2	1			107	19	119			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc9	629	納蘭潛凜	2	1	SwornFriendsNpc1		187	212	312	人在江湖，身不由己。		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc10	630	陸文龍	2	1			144	205	305			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc11	631	燕若雪	2	1	LoverNpc		1129	727	727			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc12	632	薔薇	2	1			103	18	118	爹爹真是老糊塗了！卓非凡那傢伙有什麼好的？哼！		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc13	633	楊瑛	2	1			141	17	117			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc14	693	騰雲	4	1			426	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc15	694	秋依水	2	1			158	218	318	「武道德經」出世，只怕武林又要掀起一場腥風血雨……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc16	699	駕霧	4	1			427	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
City_npc17	1350	柴嵩	2	1			132	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
TianWang_Master	1527	楊瑛	2	1			141	17	117			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
XiaoYao_Master	1528	祝子虛	2	1			214	216	316			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
Emei_Master	1529	清曉師太	2	1			185	2	102			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
TaoHua_Master	1530	黃暮雲	2	1	CardPickHelper		209	16	116			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
TianRen_Master	1531	道一真人	2	1			1116	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
WuDang_Master	1532	端木睿	2	1			1116	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
TianWang_Leader	1533	楊鐵心	2	1			211	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
XiaoYao_Leader	1534	柳瀟庭	2	1			210	217	317			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
Emei_Leader	1535	無想	2	1			5212	6	106			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
TaoHua_Leader	1536	李恬兒	2	1			213	8	108			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
TianRen_Leader	1537	李天目	2	1			1111	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
WuDang_Leader	1538	完顏襄	2	1			1116	999	999			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
Fb_zhangai	104	副本動態障礙	5	1			312																	1		1																	
CommerceTask	190	萬金財	2	1	CommerceTask		146	206	306			1							560	980					17	1		109															
BuffBall_white	202	白色能量球	5	0			346					1							560	980				1	15																		
BuffBall_green	203	綠色能量球	5	0			347					1							560	980				1	15																		
BuffBall_blue	204	藍色能量球	5	0			348					1							560	980				1	15																		
BuffBall_purple	205	紫色能量球	5	0			349					1							560	980				1	15																		
BuffBall_red	206	紅色能量球	5	0			350					1							560	980				1	15																		
BuffBall_gold	207	金色能量球	5	0			351					1							560	980				1	15																		
tansuo_baoxiang	208	探索寶箱	5	1			352					1							560	980				1	15																		
KinGatherBox	1840	慶典寶箱	2	1	GatherBox	2707	352	995	300			1												1	15	1						NoTurn										1	
PunishAttack_npc1	212	武林惡徒	0	1	PunishTaskAttack		123					51	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			9															
PunishAttack_npc2	214	武林惡徒	0	1	PunishTaskAttack		123					51	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			10															
PunishAttack_npc3	215	武林惡徒	0	1	PunishTaskAttack		123					52	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			11															
PunishAttack_npc4	216	武林惡徒	0	1	PunishTaskAttack		123					52	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			12															
PunishAttack_npc5	217	武林惡徒	0	1	PunishTaskAttack		123					53	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18			13															
PunishDialog_npc1	213	武林惡徒	2	0	PunishTaskDialog		123					51	21	1					3000	3000					18			9															
PunishDialog_npc2	219	武林惡徒	2	0	PunishTaskDialog		123					51	21	1					3000	3000					18			10															
PunishDialog_npc3	218	武林惡徒	2	0	PunishTaskDialog		123					52	21	1					3000	3000					18			11															
PunishDialog_npc4	220	武林惡徒	2	0	PunishTaskDialog		123					52	21	1					3000	3000					18			12															
PunishDialog_npc5	221	武林惡徒	2	0	PunishTaskDialog		123					52	21	1					3000	3000					18	1		13															
Eagle	222	腐食鷹	0	1	FubenDeath		113					3	22	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
Red_Security	223	紅纓衛	0	1	FubenDeath		118					3	21	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
Yehao	224	葉浩	0	1	FubenDeath		119					3	21	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
LeavegGateNpc	225	離開地宮	4	0			8					1							560	980				1	15																		
NextGateNpc	226	神秘入口	4	0			8					1							560	980				1	15																		
KinRobber_np1	228	盜賊	2	0	KinRobber		174					3	21	1					3000	3000					18																		
KinRobber_np2	229	盜賊	0	1	KinRobber		174					61	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18	1																	
Onehand_big	231	獨臂壯漢	0	1	FubenDeath		354					205	1359	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss8.ini			1	12	2																	
Kin_Manager	266	幫派總管	2	0	KinManager		107	213	313			3	21	1					3000	3000					18	1																	
NoneRes	267		0	1			358					3	1398	1					3000	3000	Setting/Npc/Ai/RangeActive.ini			1	0	1	1																
Npc_Sword	268	劍	4	0			362					1							560	980				1	15																		
WJ_dici	429	地刺	5	0			374					1							560	980				1	15																		
WJ_gunshi	430	滾石	5	0			375					1							560	980				1	15																		
WJ_jianqun	431	劍群	5	0			376					1							560	980				1	15																		
WJ_kaiguan	432	開關	5	0			377					1							560	980				1	15																		
WJ_paoche	433	炮車	5	0			378					1							560	980				1	15																		
Fb_Stone	435	寶石礦	2	0	FubenDialogEvent	2,採集中...,DigStone	389	995																								NoTurn											
Fb_Crystal	187	水晶礦	2	0	FubenDialogEvent	2,採集中...,DigCrystal	390	995																								NoTurn											
digong_gouhuo	436	篝火	4	0	GouHuoNpc	all|3000|6|3000|0|10	380																	0																			
digong_gouhuo_1	695	篝火	4	0	GouHuoNpc	all|3000|5|3000|0|6	380																	0																			
activity_dyr_gouhuo_1	2402	溫暖的爐火	4	0	GouHuoNpc	teamfuben|3000|5|6000|0|12	945																	0																			
task_gouhuo	453	篝火	5	0			380																																				
zhiyin_jiantou	451	指引箭頭	5	0			382																																				
zhiyin_quan	452	指引圈	5	0			383																																				
yw_commerce_npc1	454	靈猴	0	1			117				2700	3	1032	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21															
yw_commerce_npc2	455	蠻熊	0	1			116				2700	3	1031	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21															
yw_commerce_npc3	456	巨蠍	0	1			109				2700	3	1032	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21															
yw_commerce_npc4	457	灰狼	0	1			115				2700	3	1031	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18			21															
yw_commerce_npc5	458	金錢豹	0	1			111				2700	3	1031	1					600	600	Setting/Npc/Ai/CommonActive.ini			1	18	1		21															
guangquan	459	上升氣流	5	0			361					1							560	980				1	15																		
kin_gouhuo_2	516	幫派篝火火焰	5	0	GouHuoNpc	kin|10000|30|600|1|0	392																																				
XinshouFb_enemy_1	517	強盜	0	1	FubenDeath		136					92	166	1					3000	3000	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
XinshouFb_Boss_1	518	神秘人	4	0	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2					900006												
XinshouFb_Boss_2	663	神秘人	0	1	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2																	
XinshouFb_Npc_1	519	卓非凡	4	0	FubenDeath		194	218	318			91	177	1	91	1			1500	1500	Setting/Npc/Ai/Stay.ini			1	20	1																	
XinshouFb_Npc_2	520	卓非凡	0	0	FubenDeath		194	218	318			91	177	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
xs_shibing_dh	1150	重傷的宋兵	0	0	FubenDeath		477	200	300			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	3									2								
xs_nalanzhen_dh	1221	神秘少女	0	0	FubenDeath		177	13	113			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1									2								
xs_jinbing_gw	1151	金兵	0	1	FubenDeath		1127	200	300			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1									1								
xs_jinbing_jy	1158	百夫長	0	1	FubenDeath		181	200	300			93	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1									3								
xs_sishi_gw	1152	死士	0	1	FubenDeath		124	200	300			92	166	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1					900001												
xs_jiangjun_hs	1153	大將軍	0	0	FubenDeath		1113	209	309			91	177	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2									2								
xs_zhuofeifan_hs	1154	卓非凡	0	0	FubenDeath		194	218	318			91	177	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2									2								
xs_shenmiren_bs	1155	神秘人	0	1	FubenDeath		24	200	994			91	194	1	91	1			1500	1500	Setting/Npc/Ai/fuben/newrole.ini			1	20	2									4								
UseImage_1	558	神秘女子						996	997																																		
UseImage_2	559	神秘女子						998	999																																		
UseImage_3	560	天王弟子						1001	1121																																		
UseImage_4	561	峨嵋弟子						1002	1122																																		
UseImage_5	562	桃花弟子						1003	1123																																		
UseImage_6	563	逍遙弟子						1004	1124																																		
UseImage_7	1228	武當弟子						1005	1125																																		
UseImage_8	1229	天忍弟子						1006	1126																																		
Fb_Npc_muziyi	577	沐紫衣	2	0	FubenDeath		176	1	101			305	56	1	91	1			3000	3000	Setting/Npc/Ai/Stay.ini			1	20	1																	
QiYuMiJingNuQi	628	怒氣	2	0	AdventureAnger	3|1000|開啟中|下一波敵人即將出現，各位俠士請做好準備！	377					201												1		1																	
Wlmz_boss	634	獨孤劍	0	1	FubenDeath		32	654				801	1756	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz.ini			1	20	2																	
Wlmz_boss2	1896	南宮飛雲	0	1	FubenDeath		27	307				801	1759	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_ngfy.ini			1	20	2																	
Wlmz_boss3	1897	楊影楓	0	1	FubenDeath		536	225				801	1762	1	2304	1	1765	1	1500	1500	Setting/Npc/Ai/normal/wlmz_yyf.ini			1	20	2																	
Wlmz_boss4	2189	唐簡	0	1	FubenDeath		1190	661				801	1785	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_tj.ini			1	20	2																	
KinNest_gouhuo	654	篝火	4	0	GouHuoNpc	all|3000|5|500|0|12	380																	0																			
KinNest_boss1	655	青龍島主	0	1	FubenDeath		152					815	182	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2		5035															
KinNest_boss2	656	枯木島主	0	1	FubenDeath		169					815	166	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2		5035															
KinNest_boss3	657	神秘人	0	1	FubenDeath		24					815	23	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2		5036															
DungeonSoldier_1	1307	古代毒蠍	0	1	FubenDeath		109	200	300			401	21	1	105	1			1500	1500	Setting/Npc/Ai/fuben/DungeonSoldier1.ini			1	12	1																	
DungeonSoldier_2	1308	古代毒蛛	0	1	FubenDeath		112	200	300			401	21	1	105	1			1500	1500	Setting/Npc/Ai/fuben/DungeonSoldier2.ini			1	15	1									1								
DungeonSoldier_3	1309	古代毒蜂	0	1	FubenDeath		1182	200	300			401	1689	1	105	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1									1								
DungeonLeader_1	664	神秘守護者	0	1	FubenDeath		317	200	300			405	90	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss1.ini			1	17	2									4								
KinTask_np1	672	小和尚	2	0	KinTaskNpc	673	163					3	21	1					3000	3000					18			300															
KinTask_np2	673	小和尚	0	1	KinTaskFightNpc		163					62	21	1	91	1			600	600	Setting/Npc/Ai/CommonActive.ini			1	18	1		300															
yewai_10_1	1748	潑皮	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1754	300				
yewai_10_2	1749	大刀馬賊	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1755	300				
yewai_10_3	1750	鬼面刺客	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1756	300				
yewai_10_4	1751	惡霸	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1757	300				
yewai_10_5	1752	雲遊道士	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1758	300				
yewai_10_6	1753	東瀛女侍	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1759	300				
yewai_jy_10_1	1754	潑皮·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_2	1755	大刀馬賊·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_3	1756	鬼面刺客·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_4	1757	惡霸·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_5	1758	雲遊道士·精英	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_10_6	1759	東瀛女侍·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000						
yewai_20_1	1010	飛龍堡弟子	0	1	FieldMapNpc		151	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1016	300				
yewai_20_2	1011	藥王谷弟子	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1017	300				
yewai_20_3	1012	五色教弟子	0	1	FieldMapNpc		124	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1018	300				
yewai_20_4	1013	流氓	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1019	300				
yewai_20_5	1014	南宮家守衛	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1020	300				
yewai_20_6	1015	武林敗類	0	1	FieldMapNpc		134	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1021	300				
yewai_jy_20_1	1016	飛龍堡弟子·精英	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_2	1017	藥王谷弟子·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_3	1018	五色教弟子·精英	0	1	FieldMapNpc		124	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_4	1019	流氓·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_5	1020	南宮家守衛·精英	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_20_6	1021	武林敗類·精英	0	1	FieldMapNpc		134	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_40_1	1022	女舞侍	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1028	300				
yewai_40_2	1023	大刀侍衛	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1029	300				
yewai_40_3	1024	惡人谷狂徒	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1030	300				
yewai_40_4	1025	江湖宵小	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1031	300				
yewai_40_5	1026	茅山道士	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1032	300				
yewai_40_6	1027	綠林豪客	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1033	300				
yewai_jy_40_1	1028	女舞侍·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_2	1029	大刀侍衛·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_3	1030	惡人谷狂徒·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_4	1031	江湖宵小·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_5	1032	茅山道士·精英	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
