Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst
Fb_enmey_shenmidaoke	585	神秘刀客	0	1	FubenDeath		401	200	300		217	21	1	91	1			1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2																		
Fb_enmey_shibing	586	鐮槍衛	0	1	FubenDeath		151	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																		
Fb_enmey_xiangmatoumu	597	響馬頭目	0	1	FubenDeath		400	200	300		217	168	1	91	1			1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	2																		
Fb_enmey_shashou	598	蒙面刺客	0	1	FubenDeath		174	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_enmey_tangmendizi	599	勁弩手	0	1	FubenDeath		165	200	300		211	182	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_enmey_heshang	613	少林弟子	0	1	FubenDeath		163	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																		
Fb_enmey_daoshi	614	茅山道士	0	1	FubenDeath		169	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																		
Fb_enmey_feibiaonan	615	潑皮無賴	0	1	FubenDeath		173	200	300		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1																		
Fb_enmey_bodongha	616	波東哈	0	1	FubenDeath		137	200	300		217	40	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss22.ini			1	20	2																		
Fb_enmey_lanluxiangma_1	691	攔路響馬	0	1	FubenDeath		143	200	300		211	21	1					1000	1500	Setting/Npc/Ai/AutoMove.ini			1	15	1									8	1								
Fb_enmey_caiyaoren_1	692	受傷的村民	0	1	FubenDeath		139	200	300		211	174	1					1000	1500	Setting/Npc/Ai/AutoMove.ini			1	15	1										1								
Fb_jm_qiyu	2506	方位	6	1	FubenDeath		383	200	300		211							150	150	Setting/Npc/Ai/CommonActive.ini			1	0	1											1							
Fb_jm_shibei	2507	石碑	2	0	FubenDialog	4,開啟中…	413	995	300																						NoTurn												
Fb_jm_kongju	2528	恐懼	0	1	FubenDeath		640				217	35	1	91	1	45	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	22	2								3		4								
Fb_jm_yuwang	2529	欲望	0	1	FubenDeath		641				217	2720	1	91	1	2375	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	22	2								3		4								
Fb_1_1_1	746	銀絲草	2	0	FubenDeath		440		993		210							1000	1500				1	15	1										1								
Fb_1_1_2	747	獨孤劍	0	0	FubenDeath		175		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_dugujian.ini			1	28	1									20	2								
Fb_1_1_3	748	柳中原	0	1	FubenDeath		135		993		213	21	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_1_1_4	749	靈貓精英	0	1	FubenDeath		104		993		213	22	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_1_1_5	750	白豬王	0	1	FubenDeath		104		993		215	21	1	91	1			1000	1500				1	20	2										4								
Fb_1_2_1	756	毒蜂	0	1	FubenDeath		1182		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_1_2_2	757	大型毒蜂	0	1	FubenDeath		1182		993		213	21	1	31	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										3								
Fb_1_2_3	758	毒蜂王	0	1	FubenDeath		437		993		215	21	1	2357	1	2457	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4								
Fb_1_2_4	759	胡神醫	0	0	FubenDeath		5022		993		217	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2								
Fb_1_2_5	1207	毒蜂王	2	0	FubenDeath		437		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										4								
Fb_1_3_1	764	納蘭真	0	0	FubenDeath		177		993		215	39	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_nalanzhen.ini			1	28	1									20	2								
Fb_1_3_2	765	楊影楓	0	0	FubenDeath		1101		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangyingfeng.ini			1	28	1									20	2								
Fb_1_3_3	766	納蘭潛凜	0	0	FubenDeath		187	212	312		217	177	1					1000	1500	Setting/Npc/Ai/Stay.ini			1	28	3										2								
Fb_1_3_4	1317	路異	0	0	FubenDeath		134		993		211	21	1					1000	1500	Setting/Npc/Ai/Stay.ini			1	28	3										1								
Fb_1_3_5	1318	商芹	0	0	FubenDeath		124		993		211	21	1					1000	1500	Setting/Npc/Ai/Stay.ini			1	28	3										1								
Fb_1_3_6	1430	滾石烈焰	6	1	FubenDeath		375		993		217							1000	1500	Setting/Npc/Ai/AlwaysRunning.ini				28	3			2700	4														
Fb_1_4_1	738	蜘蛛	0	1	FubenDeath		112		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_1_4_2	740	大型蜘蛛	0	1	FubenDeath		112		993		213	21	1	2457	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_1_4_3	742	玄天武機	0	0	FubenDeath		20		993		215	40	1	91	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										4								
Fb_1_5_1	767	蠍子	0	1	FubenDeath		109		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_1_5_2	768	惡狼	0	1	FubenDeath		115		993		212	22	1	1874	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_1_7_1	679	噴射機關	6	1	FubenDeath		410		993		217							1000	1500																								
Fb_1_7_2	680	納蘭真	0	0	FubenDeath		177		993		215	39	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_nalanzhen_r.ini			1	28	1										2								
Fb_1_7_3	681	楊影楓	0	0	FubenDeath		1101		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangyingfeng_r.ini			1	28	1										2								
Fb_1_7_4	682	受傷的楊影楓	0	0	FubenDeath		1101		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangyingfeng_r.ini			1	28	1										2								
Fb_1_7_5	683	姑娘	0	0	FubenDeath		1102	22	122		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/fuben/yuemeier.ini			1	15	1										2								
Fb_1_7_6	684	楊影楓	0	0	FubenDeath		1101		993		216	170	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangyingfeng.ini			1	28	1									20	2								
Fb_2_1_1	775	武林人士	0	1	FubenDeath		174		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_1_2	776	神秘刺客	0	1	FubenDeath		124		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001					1								
Fb_2_1_2s	1439	刺客頭目	0	1	FubenDeath		124		993		211	169	1	2360	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	1		3006	2404	1	900001					3								
Fb_2_1_3	777	沫天然	0	1	FubenDeath		366		993		215	41	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss15.ini			1	20	2										4								
Fb_2_1_4	778	月眉兒	0	1	FubenDeath		1102	22	122		216	54	1	91	1			1000	1500	Setting/Npc/Ai/fuben/yuemeier.ini			1	20	2										4								
Fb_2_1_5	1104	持續陷阱NPC	6	1	FubenDeath		469		993		215			91	1			1000	1500				1	15	3	1		2468	10						4								
Fb_2_2_1	779	警戒莊丁	0	1	FubenDeath		101		993		213	21	1					220	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_2_2	780	藏劍親衛	0	1	FubenDeath		178		993		211	196	1	2487	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3000	1535	2						3								
Fb_2_2_3	781	莊丁頭目	0	1	FubenDeath		354		993		214	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss8.ini			1	20	2										4								
Fb_2_2_4	1134	卓非凡	0	1	FubenDeath		194	218	318		217	1496	1	91	1			1000	1500	Setting/Npc/Ai/teamfb/20fb_boss.ini			1	20	2										2								
Fb_2_2_5	1286	紫軒	0	0	FubenDeath		131	20	120		215	41	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	2								
Fb_2_3_1	782	秦沐白	0	1	FubenDeath		318	10	110		216	1317	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss3.ini			1	20	2										4								
Fb_3_1_2	824	流浪劍客	0	1	FubenDeath		135		993		212	21	1	2486	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3000	1535	1						3								
Fb_3_1_4	826	飛龍堡精英	0	1	FubenDeath		370		993		213	167	1	2383	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_2_3_2	1287	月眉兒	0	0	FubenDeath		1102	22	122		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/fuben/yuemeier.ini			1	15	1										2								
Fb_2_6_4	1114	飛龍堡叛徒	0	1	FubenDeath		106		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_4_1	783	惡徒	0	1	FubenDeath		134		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_4_2	784	無憂叛徒精英	0	1	FubenDeath		134		993		213	168	1	2366	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3001	1533	1						3								
Fb_2_4_3	785	無憂叛徒頭目	0	1	FubenDeath		134		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss20.ini			1	20	2										4								
Fb_2_5_1	786	躁動的陰影	0	1	FubenDeath		174		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_5_2	787	卓非凡的幻影	0	1	FubenDeath		194		993		214	170	1	91	1			1000	1500	Setting/Npc/Ai/teamfb/20fb_boss.ini			1	20	2										4								
Fb_2_5_3	788	奪命一點金	0	1	FubenDeath		136		993		214	166	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss16.ini			1	20	2										4								
Fb_2_5_4	1116	納蘭潛凜的幻影	0	1	FubenDeath		187	212	312		214	177	1	91	1			1000	1500	Setting/Npc/Ai/fuben/nalanqianling.ini			1	20	2										4								
Fb_2_5_5	1117	納蘭真	0	0	FubenDeath		177		993		215	39	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_nalanzhen.ini			1	28	1									20	2								
Fb_2_5_6	1118	心魔	0	1	FubenDeath		11		993		215	176	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss13.ini			1	20	2										4								
Fb_2_4_4	1446	噴射機關	6	1	FubenDeath		467	200	300		215							1500	1500	Setting/Npc/Ai/fuben/2-4_Penhuo.ini			1	0	3										1								
Fb_2_4_5	1447	隱藏技能NPC	6	1	FubenDeath		469	200	300		215							3000	1500				1	0	3	1									1								
Fb_2_6_1	789	飛龍堡弟子	0	1	FubenDeath		106		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_6_2	790	飛龍堡護法	0	1	FubenDeath		164		993		213	40	1	44	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3001	1533	1						3								
Fb_2_6_3	791	飛龍堡頭目	0	1	FubenDeath		370		993		215	169	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss23.ini			1	20	2										4								
Fb_2_7_1	792	藏劍弟子	0	1	FubenDeath		135		993		211	1386	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_7_2	1126	藏劍親衛	0	1	FubenDeath		178		993		213	196	1	2487	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3000	1535	2						3								
Fb_2_7_3	1127	卓非凡	0	1	FubenDeath		194	218	318		217	1496	1	91	1			1000	1500	Setting/Npc/Ai/teamfb/20fb_boss.ini			1	20	2										5								
Fb_2_7_4	1449	藏劍親衛	0	1	FubenDeath		178		993		212	196	1	2487	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3001	1533	17						3								
Fb_2_7_5	1450	藏劍親衛	0	1	FubenDeath		178		993		210	196	1	2487	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3002	1503	1						3								
Fb_2_7_guanzhan1	1217	武林人士	0	0	FubenDeath		106		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_7_guanzhan2	1218	武林人士	0	0	FubenDeath		134		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_7_guanzhan3	1219	武林人士	0	0	FubenDeath		120		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_2_7_guanzhan4	1220	武林人士	0	0	FubenDeath		142		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_3_1_1	823	蒼鷹	0	1	FubenDeath		147		993		211	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_3_1_3	825	大型蒼鷹	0	1	FubenDeath		147		993		214	22	1	2472	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_3_1_5	827	神秘劍客	0	1	FubenDeath		367		993		213	1386	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss14.ini			1	20	2										4								
Fb_3_1_6	828	薔薇	0	1	FubenDeath		103	18	118		216	56	1	91	1			1000	1500	Setting/Npc/Ai/random/qiangwei.ini			1	20	2										4								
Fb_3_2_1	829	蒙面人	0	1	FubenDeath		174		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
