Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst
Task_Client_cunmin	1233	村民	2	1	ClientTaskNpc		170		993	咳咳咳，近年來身子不行了…感覺身體被掏空了…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_hushandizi	1235	華山弟子	2	1	ClientTaskNpc		1120		993	唉，掌門……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_shaolindizi	1239	少林弟子	2	1	ClientTaskNpc		163		993	出家人理應行善積德，阿彌陀佛……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_haitong	1241	孩童	2	1	ClientTaskNpc		191		993	哈哈哈，這小和尚真是太老實了！真好玩！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_wuzhi	1243	無智大師	2	1	ClientTaskNpc		163		993	阿彌陀佛，善哉善哉。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_yintong	1340	小殷童	2	1	ClientTaskNpc		192		993	你要記得常來這裡玩哦！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_tianxing	1391	天星道長	2	1	ClientTaskNpc		13	215	315	無憂教再度興起，一場武林浩劫在所難免……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_huashanzhanglao	1434	華山派長老	2	1	ClientTaskNpc		13	215	315	無憂教再度興起，一場武林浩劫在所難免……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_yanjiangjun	1440	嚴將軍	2	1	ClientTaskNpc		1113	215	315	哼，我大宋疆土，自有我大宋軍士守護，豈容這些蠻夷放肆！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_maoshandaozhang	1443	茅山道長	2	1	ClientTaskNpc		169	215	315	你放心，只消我為你算上一掛，保證此後路途無憂！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_shenmishaonv1	1626	神秘少女	2	1	ClientTaskNpc		1102			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_shenmishaonv2	1629	神秘少女	2	1	ClientTaskNpc		103			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_baiyishaonv	1646	白衣少女	2	1	ClientTaskNpc		105			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_guqingxue	1648	顧清雪	2	1	ClientTaskNpc		105			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_yunxiaofeng	1650	雲笑風	2	1	ClientTaskNpc		5012			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_acao	1652	阿邦	2	1	ClientTaskNpc		1126			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_yangying	1654	楊瑛	2	1	ClientTaskNpc		141			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Client_dugujian	1656	獨孤劍	2	1	ClientTaskNpc		5032			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_lq	1161	盧青	2	1			1121		993	不知掌門師兄如今怎麼樣了……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_qiaofu	1164	樵夫	2	1			173		993	要問路來找我就對了！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_wydz	1167	武夷派弟子	2	1			169		993	有朝一日，我要光復武夷劍派！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_zhanglin	1168	張林	2	1			135		993	興衰一時，如今時過境遷，唉，竟有唏噓之感。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_zhaoqiniang	1171	趙七娘	2	1			184		993	幸虧老娘當年有眼光，選了我家老周！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_zhoumujiang	1175	周木匠	2	1			101		993	唉，但願有情人終成眷屬吧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_zhouxiaofu	1174	周小富	2	1			134		993	筱薔，你放心，就算其他人都反對我們！我也一定會娶你回家的！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_hexiaoqiang	1177	何筱薔	2	1			176		993	小富，我的心裡只有你，你可千萬莫要讓我失望……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_jianyun	1179	劍雲	2	1			165		993	就算成不了獨孤劍那樣的大俠，我也要成為一個小俠！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_qiuyu	1182	秋雨	2	1			105		993	兒，你的名字取自獨孤劍之劍，劉雲之雲，便是期盼你像他們一樣，心懷救國之念，更加勤奮啊……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_laowang	1184	老王	2	1			170		993	嗯？我是誰？你不認得我了？我是隔壁老王啊。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_jialaoshi	1186	賈老實	2	1			146		993	不知道南宮姑娘在大漠之中過得好不好……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_wanjincai	1380	萬金財	2	1			146		993	不知道南宮姑娘在大漠之中過得好不好……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_weibing	1204	衛兵	2	1			150		993	如今戰火紛亂，唉，可憐了這城中的老百姓啊！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_hemei	1206	何梅	2	1			183		993	若是昔日獨孤劍答應了我爹，不知會是如何呢……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_duanfurong	1209	段芙蓉	2	1			178		993	今生能夠打造出「獨孤劍」，已經是我最大的滿足了！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_jiangbo	1211	鐵雲	2	1			150		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_cunmin	1234	村民	2	1			170		993	咳咳咳，近年來身子不行了…感覺身體被掏空了…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_huashandizi	1236	華山弟子	2	1			1120		993	唉，掌門……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_shaolindizi	1240	少林弟子	2	1			163		993	出家人理應行善積德，阿彌陀佛……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_haitong	1242	孩童	2	1			191		993	哈哈哈，這小和尚真是太老實了！真好玩！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_wuzhi	1244	無智大師	2	1			163		993	阿彌陀佛，善哉善哉。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_yintong	1341	小殷童	2	1			192		993	你要記得常來這裡玩哦！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_tianxing	1392	天星道長	2	1			13	215	315	無憂教再度興起，一場武林浩劫在所難免……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_huashanzhanglao	1435	華山長老	2	1			13	215	315	無憂教再度興起，一場武林浩劫在所難免……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_houzi	1437	頑猴	2	1			117			吱吱		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_yanjiangjun	1441	嚴將軍	2	1			1113			哼，我大宋疆土，自有我大宋軍士守護，豈容這些蠻夷放肆！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_maoshandaozhang	1444	茅山道長	2	1			169			你放心，只消我為你算上一掛，保證此後路途無憂！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_shenmishaonv1	1627	神秘少女	2	1			1102			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_shenmishaonv2	1630	神秘少女	2	1			103			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_baiyishaonv	1647	神秘少女	2	1			105			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_guqingxue	1649	顧清雪	2	1			105			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_yunxiaofeng	1651	雲笑風	2	1			5012			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_acao	1653	阿邦	2	1			1126			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_yangying	1655	楊瑛	2	1			141			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Npc_dugujian	1657	獨孤劍	2	1			5032			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Follow_lq	1162	盧青	0	1			1121		993	若有朝一日我能成為獨孤大俠和南宮大俠那樣的劍客，此生便無憾了。		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_jianyun	1180	劍雲	0	1			165		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_duanfurong	1214	段芙蓉	0	1			178		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_qiaofu	1250	樵夫	0	1			173		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_shaolindizi	1261	少林弟子	0	1			163		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_yinfang	1382	小殷方	0	1			125	208	308	我就是要成為大俠！然後再把那些大俠都殺個乾淨！		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_maoshandaozhang	1452	茅山道長	0	1			169		208	308		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_shibing	1457	嚴家軍親衛	0	1			150					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_shenmishaonv2	1632	神秘少女	0	1			103					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_yunxiaofeng	1658	雲笑風	0	1			5012					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_acao	1659	阿邦	0	1			1126					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_yangying	1661	楊瑛	0	1			141					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Follow_dugujian	1662	獨孤劍	0	1			5032					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																	
Task_Move_zhouxiaofu	1215	周小富	0	1			134		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Move_wuyidizi	1310	武夷派弟子	0	1			169		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Move_zhanglin	1311	張林	0	1			135		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Move_nalanqianlin	1342	納蘭潛凜	0	1			187	212	312	哈哈哈哈，我才是天下第一！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_yangyingfeng	1343	楊影楓	0	1			1101	225	325	天下第一……我所做的究竟是對是錯？		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_wanjincai	1381	萬金財	0	1			146			嘿嘿，財源滾滾來……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_luzhaohao	1384	盧肇顥	0	1			101			飛龍堡成立數十載，什麼風雨沒見過，誰人膽敢來犯？！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_huashandizi	1433	華山弟子	0	1			1120			飛龍堡成立數十載，什麼風雨沒見過，誰人膽敢來犯？！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_qiaofu	1432	樵夫	0	1			173			嘿嘿，這條路就只有我知道！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_duanfurong	1436	段芙蓉	0	1			178			嘿嘿，這條路就只有我知道！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_houzi	1438	頑猴	0	1			117			吱吱吱		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_yanjiangjun	1442	嚴將軍	0	1			1113			哼，我大宋疆土，自有我大宋軍士守護，豈容這些蠻夷放肆！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_maoshandaozhang	1445	茅山道長	0	1			169			你放心，只消我為你算上一掛，保證此後路途無憂！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_shibing	1453	嚴家軍親衛	0	1			150			保護嚴將軍！捍衛我大宋王朝！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_shenmiren	1454	神秘人	0	1			24			有意思……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_yinfang	1612	小殷方	0	1			125	208	308	我就是要成為大俠！然後再把那些大俠都殺個乾淨！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_shenmishaonv1	1628	神秘少女	0	1			1102			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_shenmishaonv2	1631	神秘少女	0	1			103			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_yangying	1660	楊瑛	0	1			141			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Move_dugujian	1764	獨孤劍	0	1			5032			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Syy_yyf1	730	楊影楓	2	1	ClientTaskNpc		1101	225	325	若有朝一日我能成為獨孤大俠和南宮大俠那樣的劍客，此生便無憾了。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Syy_yyf2	731	楊影楓	2	1			1101	225	325	若有朝一日我能成為獨孤大俠和南宮大俠那樣的劍客，此生便無憾了。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Syy_yyf3	732	楊影楓	0	1			1101	225	325	若有朝一日我能成為獨孤大俠和南宮大俠那樣的劍客，此生便無憾了。		1	21	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																	
Task_Syy_yyf4	733	楊影楓	2	1			1101	225	325	若有朝一日我能成為獨孤大俠和南宮大俠那樣的劍客，此生便無憾了。		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Syy_npc1	719		2	1					993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Syy_npc2	720	納蘭真	2	1	ClientTaskNpc		177	13	113	楊大哥定可以成為名動江湖的大人物！我…我只要跟在你身旁便足夠了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Syy_npc3	721	納蘭真	2	1			177	13	113	楊大哥定可以成為名動江湖的大人物！我…我只要跟在你身旁便足夠了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Syy_npc6	724	納蘭真	0	1			177	13	113	楊大哥定可以成為名動江湖的大人物！我…我只要跟在你身旁便足夠了…		1	21	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																	
Task_Syy_npc7	725	納蘭真	0	1			177	13	113	楊大哥定可以成為名動江湖的大人物！我…我只要跟在你身旁便足夠了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	25	3																	
Task_Syy_npc5	723	馬賊	0	1	FixExpNpc		173		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Syy_npc8	726	地痞	0	1	FixExpNpc		170				150	611	21	1					500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Wys_yyf1	1003	楊影楓	2	1	ClientTaskNpc		1101	225	325	這紅衣少女的武功看不出深淺，罷了，路見不平，拔刀相助，便幫她一幫吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			1	15	3																	
Task_Wys_yyf2	1004	楊影楓	2	1			1101	225	325	這紅衣少女的武功看不出深淺，罷了，路見不平，拔刀相助，便幫她一幫吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Wys_yyf3	1082	楊影楓	0	1			1101	225	325	這紅衣少女的武功看不出深淺，罷了，路見不平，拔刀相助，便幫她一幫吧。		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																	
Task_Wys_zx1	1156	紫軒	0	1			131	20	120	唉，我該如何是好呢……		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																	
Task_Wys_yme1	1005	月眉兒	2	1	ClientTaskNpc		1102	22	122	哼，不過是幾個不知天高地厚的小賊，豈能奈何得了我？真正的麻煩還在後頭呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Wys_yme2	1006	月眉兒	2	1			1102	22	122	哼，不過是幾個不知天高地厚的小賊，豈能奈何得了我？真正的麻煩還在後頭呢…		1	56	1										0	15	3																	
Task_Wys_yme3	1083	月眉兒	0	1			1102	22	122	哼，不過是幾個不知天高地厚的小賊，豈能奈何得了我？真正的麻煩還在後頭呢…		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																	
Task_Wys_npc2	1046	嘍囉	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
