ItemId	MaxItemCount	Desc	TypeName	OrgPrice	Price1	Price2	Price3	Price4	Price5	Price6	Price7	Price8	Price9	MaxPriceRate1	MaxPriceRate2	MaxPriceRate3	MaxPriceRate4	MaxPriceRate5	MaxPriceRate6	MaxPriceRate7	MaxPriceRate8	MaxPriceRate9
1211	1	T10稀有腰带	装备	4500	4500	4500	4500	4500	4500	4500	4500	4500		25	25	25	25	25	25	25	25	25
1221	1	T10稀有鞋子	装备	4500	4500	4500	4500	4500	4500	4500	4500	4500		25	25	25	25	25	25	25	25	25
1130	1	T9稀有武器	装备	18000	18000	18000	18000	18000	18000	18000	18000	18000		25	25	25	25	25	25	25	25	25
1190	1	T9稀有衣服	装备	10800	10800	10800	10800	10800	10800	10800	10800	10800		25	25	25	25	25	25	25	25	25
1140	1	T9稀有项链	装备	7200	7200	7200	7200	7200	7200	7200	7200	7200		25	25	25	25	25	25	25	25	25
1150	1	T9稀有戒指	装备	7200	7200	7200	7200	7200	7200	7200	7200	7200		25	25	25	25	25	25	25	25	25
1160	1	T9稀有玉佩	装备	7200	7200	7200	7200	7200	7200	7200	7200	7200		25	25	25	25	25	25	25	25	25
1170	1	T9稀有护身符	装备	7200	7200	7200	7200	7200	7200	7200	7200	7200		25	25	25	25	25	25	25	25	25
1180	1	T9稀有帽子	装备	3600	3600	3600	3600	3600	3600	3600	3600	3600		25	25	25	25	25	25	25	25	25
1200	1	T9稀有护腕	装备	3600	3600	3600	3600	3600	3600	3600	3600	3600		25	25	25	25	25	25	25	25	25
1210	1	T9稀有腰带	装备	3600	3600	3600	3600	3600	3600	3600	3600	3600		25	25	25	25	25	25	25	25	25
1220	1	T9稀有鞋子	装备	3600	3600	3600	3600	3600	3600	3600	3600	3600		25	25	25	25	25	25	25	25	25
1129	1	T8稀有武器	装备	13500	13500	13500	13500	13500	13500	13500	13500	13500		25	25	25	25	25	25	25	25	25
1189	1	T8稀有衣服	装备	8100	8100	8100	8100	8100	8100	8100	8100	8100		25	25	25	25	25	25	25	25	25
1139	1	T8稀有项链	装备	5400	5400	5400	5400	5400	5400	5400	5400	5400		25	25	25	25	25	25	25	25	25
1149	1	T8稀有戒指	装备	5400	5400	5400	5400	5400	5400	5400	5400	5400		25	25	25	25	25	25	25	25	25
1159	1	T8稀有玉佩	装备	5400	5400	5400	5400	5400	5400	5400	5400	5400		25	25	25	25	25	25	25	25	25
1169	1	T8稀有护身符	装备	5400	5400	5400	5400	5400	5400	5400	5400	5400		25	25	25	25	25	25	25	25	25
1179	1	T8稀有帽子	装备	2700	2700	2700	2700	2700	2700	2700	2700	2700		25	25	25	25	25	25	25	25	25
1199	1	T8稀有护腕	装备	2700	2700	2700	2700	2700	2700	2700	2700	2700		25	25	25	25	25	25	25	25	25
1209	1	T8稀有腰带	装备	2700	2700	2700	2700	2700	2700	2700	2700	2700		25	25	25	25	25	25	25	25	25
1219	1	T8稀有鞋子	装备	2700	2700	2700	2700	2700	2700	2700	2700	2700		25	25	25	25	25	25	25	25	25
1128	1	T7稀有武器	装备	10000	10000	10000	10000	10000	10000	9000	9000	9000		25	25	25	25	25	25	25	25	25
1188	1	T7稀有衣服	装备	6000	6000	6000	6000	6000	6000	5400	5400	5400		25	25	25	25	25	25	25	25	25
1138	1	T7稀有项链	装备	4000	4000	4000	4000	4000	4000	3600	3600	3600		25	25	25	25	25	25	25	25	25
1148	1	T7稀有戒指	装备	4000	4000	4000	4000	4000	4000	3600	3600	3600		25	25	25	25	25	25	25	25	25
1158	1	T7稀有玉佩	装备	4000	4000	4000	4000	4000	4000	3600	3600	3600		25	25	25	25	25	25	25	25	25
1168	1	T7稀有护身符	装备	4000	4000	4000	4000	4000	4000	3600	3600	3600		25	25	25	25	25	25	25	25	25
1178	1	T7稀有帽子	装备	2000	2000	2000	2000	2000	2000	1800	1800	1800		25	25	25	25	25	25	25	25	25
1198	1	T7稀有护腕	装备	2000	2000	2000	2000	2000	2000	1800	1800	1800		25	25	25	25	25	25	25	25	25
1208	1	T7稀有腰带	装备	2000	2000	2000	2000	2000	2000	1800	1800	1800		25	25	25	25	25	25	25	25	25
1218	1	T7稀有鞋子	装备	2000	2000	2000	2000	2000	2000	1800	1800	1800		25	25	25	25	25	25	25	25	25
1127	1	T6稀有武器	装备	7500	7500	7500	7500	7500	6750	6000	6000	6000		25	25	25	25	25	25	25	25	25
1187	1	T6稀有衣服	装备	4500	4500	4500	4500	4500	4050	3600	3600	3600		25	25	25	25	25	25	25	25	25
1137	1	T6稀有项链	装备	3000	3000	3000	3000	3000	2700	2400	2400	2400		25	25	25	25	25	25	25	25	25
1147	1	T6稀有戒指	装备	3000	3000	3000	3000	3000	2700	2400	2400	2400		25	25	25	25	25	25	25	25	25
1157	1	T6稀有玉佩	装备	3000	3000	3000	3000	3000	2700	2400	2400	2400		25	25	25	25	25	25	25	25	25
1167	1	T6稀有护身符	装备	3000	3000	3000	3000	3000	2700	2400	2400	2400		25	25	25	25	25	25	25	25	25
1177	1	T6稀有帽子	装备	1500	1500	1500	1500	1500	1350	1200	1200	1200		25	25	25	25	25	25	25	25	25
1197	1	T6稀有护腕	装备	1500	1500	1500	1500	1500	1350	1200	1200	1200		25	25	25	25	25	25	25	25	25
1207	1	T6稀有腰带	装备	1500	1500	1500	1500	1500	1350	1200	1200	1200		25	25	25	25	25	25	25	25	25
1217	1	T6稀有鞋子	装备	1500	1500	1500	1500	1500	1350	1200	1200	1200		25	25	25	25	25	25	25	25	25
1126	1	T5稀有武器	装备	6250	6250	6250	6250	5625	5000	4375	4375	4375		25	25	25	25	25	25	25	25	25
1186	1	T5稀有衣服	装备	3750	3750	3750	3750	3375	3000	2625	2625	2625		25	25	25	25	25	25	25	25	25
1136	1	T5稀有项链	装备	2500	2500	2500	2500	2250	2000	1750	1750	1750		25	25	25	25	25	25	25	25	25
1146	1	T5稀有戒指	装备	2500	2500	2500	2500	2250	2000	1750	1750	1750		25	25	25	25	25	25	25	25	25
1156	1	T5稀有玉佩	装备	2500	2500	2500	2500	2250	2000	1750	1750	1750		25	25	25	25	25	25	25	25	25
1166	1	T5稀有护身符	装备	2500	2500	2500	2500	2250	2000	1750	1750	1750		25	25	25	25	25	25	25	25	25
1176	1	T5稀有帽子	装备	1250	1250	1250	1250	1125	1000	875	875	875		25	25	25	25	25	25	25	25	25
1196	1	T5稀有护腕	装备	1250	1250	1250	1250	1125	1000	875	875	875		25	25	25	25	25	25	25	25	25
1206	1	T5稀有腰带	装备	1250	1250	1250	1250	1125	1000	875	875	875		25	25	25	25	25	25	25	25	25
1216	1	T5稀有鞋子	装备	1250	1250	1250	1250	1125	1000	875	875	875		25	25	25	25	25	25	25	25	25
1125	1	T4稀有武器	装备	3000	3000	3000	2700	2400	2100	1800	1800	1800		25	25	20	20	20	20	20	20	20
1185	1	T4稀有衣服	装备	1800	1800	1800	1620	1440	1260	1080	1080	1080		25	25	20	20	20	20	20	20	20
1135	1	T4稀有项链	装备	1200	1200	1200	1080	960	840	720	720	720		25	25	25	25	25	25	25	25	25
1145	1	T4稀有戒指	装备	1200	1200	1200	1080	960	840	720	720	720		25	25	25	25	25	25	25	25	25
1155	1	T4稀有玉佩	装备	1200	1200	1200	1080	960	840	720	720	720		25	25	25	25	25	25	25	25	25
1165	1	T4稀有护身符	装备	1200	1200	1200	1080	960	840	720	720	720		25	25	25	25	25	25	25	25	25
1175	1	T4稀有帽子	装备	600	600	600	540	480	420	360	360	360		25	25	25	25	25	25	25	25	25
1195	1	T4稀有护腕	装备	600	600	600	540	480	420	360	360	360		25	25	25	25	25	25	25	25	25
1205	1	T4稀有腰带	装备	600	600	600	540	480	420	360	360	360		25	25	25	25	25	25	25	25	25
1215	1	T4稀有鞋子	装备	600	600	600	540	480	420	360	360	360		25	25	25	25	25	25	25	25	25
1124	1	T3稀有武器	装备	1250	1250	1125	1000	875	750	625	625	625		25	20	20	20	20	20	20	20	20
1184	1	T3稀有衣服	装备	750	750	675	600	525	450	375	375	375		25	20	20	20	20	20	20	20	20
1134	1	T3稀有项链	装备	500	500	450	400	350	300	250	250	250		25	25	25	25	25	25	25	25	25
1144	1	T3稀有戒指	装备	500	500	450	400	350	300	250	250	250		25	25	25	25	25	25	25	25	25
1154	1	T3稀有玉佩	装备	500	500	450	400	350	300	250	250	250		25	25	25	25	25	25	25	25	25
1164	1	T3稀有护身符	装备	500	500	450	400	350	300	250	250	250		25	25	25	25	25	25	25	25	25
1174	1	T3稀有帽子	装备	250	250	225	200	175	150	125	125	125		25	25	25	25	25	25	25	25	25
1194	1	T3稀有护腕	装备	250	250	225	200	175	150	125	125	125		25	25	25	25	25	25	25	25	25
1204	1	T3稀有腰带	装备	250	250	225	200	175	150	125	125	125		25	25	25	25	25	25	25	25	25
1214	1	T3稀有鞋子	装备	250	250	225	200	175	150	125	125	125		25	25	25	25	25	25	25	25	25
1123	1	T2稀有武器	装备	500	450	400	350	300	250	200	200	200		20	20	20	20	20	20	20	20	20
1183	1	T2稀有衣服	装备	300	270	240	210	180	150	120	120	120		20	20	20	20	20	20	20	20	20
1133	1	T2稀有项链	装备	200	180	160	140	120	100	80	80	80		25	25	25	25	25	25	25	25	25
1143	1	T2稀有戒指	装备	200	180	160	140	120	100	80	80	80		25	25	25	25	25	25	25	25	25
1153	1	T2稀有玉佩	装备	200	180	160	140	120	100	80	80	80		25	25	25	25	25	25	25	25	25
1163	1	T2稀有护身符	装备	200	180	160	140	120	100	80	80	80		25	25	25	25	25	25	25	25	25
1173	1	T2稀有帽子	装备	100	90	80	70	60	50	40	40	40		25	25	25	25	25	25	25	25	25
1193	1	T2稀有护腕	装备	100	90	80	70	60	50	40	40	40		25	25	25	25	25	25	25	25	25
1203	1	T2稀有腰带	装备	100	90	80	70	60	50	40	40	40		25	25	25	25	25	25	25	25	25
1213	1	T2稀有鞋子	装备	100	90	80	70	60	50	40	40	40		25	25	25	25	25	25	25	25	25
5761	1	11阶稀有武器碎片	装备	2850	2850	2850	2850	2850	2850	2850	2850	2850		25	25	25	25	25	25	25	25	25
5821	1	11阶稀有衣服碎片	装备	1710	1710	1710	1710	1710	1710	1710	1710	1710		25	25	25	25	25	25	25	25	25
3667	1	10阶稀有武器碎片	装备	2250	2250	2250	2250	2250	2250	2250	2250	2250		25	25	25	25	25	25	25	25	12
3679	1	10阶稀有衣服碎片	装备	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	12
2945	1	9阶稀有武器碎片	装备	1800	1800	1800	1800	1800	1800	1800	1800	1800		25	25	25	25	25	25	25	12	10
2981	1	9阶稀有衣服碎片	装备	1080	1080	1080	1080	1080	1080	1080	1080	1080		25	25	25	25	25	25	25	12	10
2944	1	8阶稀有武器碎片	装备	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	12	10	10
2980	1	8阶稀有衣服碎片	装备	810	810	810	810	810	810	810	810	810		25	25	25	25	25	25	12	10	10
2943	1	7阶稀有武器碎片	装备	1000	1000	1000	1000	1000	1000	900	900	900		25	25	25	25	25	12	10	10	10
2979	1	7阶稀有衣服碎片	装备	600	600	600	600	600	600	540	540	540		25	25	25	25	25	12	10	10	10
2090	1	6阶稀有武器碎片	装备	750	750	750	750	750	675	600	600	600		25	25	25	25	12	10	10	10	10
2126	1	6阶稀有衣服碎片	装备	450	450	450	450	450	405	360	360	360		25	25	25	25	12	10	10	10	10
2089	1	5阶稀有武器碎片	装备	625	625	625	625	563	500	438	438	438		25	25	25	12	10	10	10	10	10
2125	1	5阶稀有衣服碎片	装备	375	375	375	375	338	300	263	263	263		25	25	25	12	10	10	10	10	10
2088	1	4阶稀有武器碎片	装备	300	300	300	270	240	210	180	180	180		25	25	12	10	10	10	10	10	10
2124	1	4阶稀有衣服碎片	装备	180	180	180	162	144	126	108	108	108		25	25	12	10	10	10	10	10	10
1617	1	T6传承武器	装备	3000	3000	3000	3000	3000	2700	2400	2400	2400		25	25	25	25	25	25	25	25	25
1665	1	T6传承衣服	装备	1800	1800	1800	1800	1800	1620	1440	1440	1440		25	25	25	25	25	25	25	25	25
1625	1	T6传承项链	装备	1200	1200	1200	1200	1200	1080	960	960	960		25	25	25	25	25	25	25	25	25
1633	1	T6传承戒指	装备	1200	1200	1200	1200	1200	1080	960	960	960		25	25	25	25	25	25	25	25	25
1641	1	T6传承玉佩	装备	1200	1200	1200	1200	1200	1080	960	960	960		25	25	25	25	25	25	25	25	25
1649	1	T6传承护身符	装备	1200	1200	1200	1200	1200	1080	960	960	960		25	25	25	25	25	25	25	25	25
1657	1	T6传承帽子	装备	600	600	600	600	600	540	480	480	480		25	25	25	25	25	25	25	25	25
1673	1	T6传承护腕	装备	600	600	600	600	600	540	480	480	480		25	25	25	25	25	25	25	25	25
1681	1	T6传承腰带	装备	600	600	600	600	600	540	480	480	480		25	25	25	25	25	25	25	25	25
1689	1	T6传承鞋子	装备	600	600	600	600	600	540	480	480	480		25	25	25	25	25	25	25	25	25
1616	1	T5传承武器	装备	2250	2250	2250	2250	2025	1800	1575	1575	1575		25	25	25	25	25	25	25	25	25
1664	1	T5传承衣服	装备	1350	1350	1350	1350	1215	1080	945	945	945		25	25	25	25	25	25	25	25	25
1615	1	T4传承武器	装备	1000	1000	1000	900	800	700	600	600	600		25	25	25	25	25	25	25	25	25
4282	1	1阶稀有真元（未鉴定）	装备	8850	8850	8850	8850	8850	8850	8850	8850	8850		25	25	25	25	25	25	25	25	25
4283	1	2阶稀有真元（未鉴定）	装备	13000	13000	13000	13000	13000	13000	13000	13000	13000		25	25	25	25	25	25	25	25	25
4284	1	3阶稀有真元（未鉴定）	装备	18850	18850	18850	18850	18850	18850	18850	18850	18850		25	25	25	25	25	25	25	25	25
4285	1	4阶稀有真元（未鉴定）	装备	24500	24500	24500	24500	24500	24500	24500	24500	24500		25	25	25	25	25	25	25	25	25
4286	1	5阶稀有真元（未鉴定）	装备	30000	30000	30000	30000	30000	30000	30000	30000	30000		25	25	25	25	25	25	25	25	25
4287	1	6阶稀有真元（未鉴定）	装备	35500	35500	35500	35500	35500	35500	35500	35500	35500		25	25	25	25	25	25	25	25	25
4288	1	7阶稀有真元（未鉴定）	装备	41000	41000	41000	41000	41000	41000	41000	41000	41000		25	25	25	25	25	25	25	25	25
2400	1	乌云踏雪	装备	6000	6000	6000	6000	6000	5400	5400	4800	4800		25	25	25	25	25	25	20	18	15
3445	1	赤金驭天绳	装备	30000	30000	30000	30000	30000	30000	30000	30000	30000		25	25	25	25	25	25	25	25	25
3455	1	赤金驭天蹬	装备	18000	18000	18000	18000	18000	18000	18000	18000	18000		25	25	25	25	25	25	25	25	25
3450	1	赤金驭天鞍	装备	24000	24000	24000	24000	24000	24000	24000	24000	24000		25	25	25	25	25	25	25	25	25
3462	1	赤金驭天绳碎片	装备	1500	1500	1500	1500	1500	1500	1500	1500	1500		25	25	25	25	25	25	15	12	10
3461	1	苍虹降龙绳碎片	装备	600	600	600	600	600	600	600	600	600		25	25	25	25	25	15	12	10	10
3577	1	战场铭刻石	铭刻石	1000	1000	1000	1000	1000	1000	1000	1000	1000		25	25	25	25	25	18	15	12	12
3578	1	攻城战铭刻石	铭刻石	1000	1000	1000	1000	1000	1000	1000	1000	1000		25	25	25	25	25	18	15	12	12
3579	1	白虎堂铭刻石	铭刻石	1000	1000	1000	1000	1000	1000	1000	1000	1000		25	25	25	25	25	18	15	12	12
3580	1	门派竞技铭刻石	铭刻石	1000	1000	1000	1000	1000	1000	1000	1000	1000		25	25	25	25	25	18	15	12	12
3581	1	武林盟主铭刻石	铭刻石	1000	1000	1000	1000	1000	1000	1000	1000	1000		25	25	25	25	25	18	15	12	12
3582	1	历代名将铭刻石	铭刻石	1000	1000	1000	1000	1000	1000	1000	1000	1000		25	25	25	25	25	18	15	12	12
3583	1	华山论剑铭刻石	铭刻石	1000	1000	1000	1000	1000	1000	1000	1000	1000		25	25	25	25	25	18	15	12	12
3584	1	通天塔铭刻石	铭刻石	1000	1000	1000	1000	1000	1000	1000	1000	1000		25	25	25	25	25	18	15	12	12
2794	1	黄金图谱·武器	黄金图谱	18000	18000	18000	18000	18000	18000	18000	18000	18000		25	25	25	25	25	25	20	15	12
2796	1	黄金图谱·帽子	黄金图谱	3600	3600	3600	3600	3600	3600	3600	3600	3600		25	25	25	25	25	20	15	12	10
2800	1	黄金图谱·项链	黄金图谱	7200	7200	7200	7200	7200	7200	7200	7200	7200		25	25	25	25	25	20	15	12	10
2795	1	黄金图谱·衣服	黄金图谱	10800	10800	10800	10800	10800	10800	10800	10800	10800		25	25	25	25	25	20	15	12	10
2802	1	黄金图谱·玉佩	黄金图谱	7200	7200	7200	7200	7200	7200	7200	7200	7200		25	25	25	25	25	25	20	15	12
2797	1	黄金图谱·腰带	黄金图谱	3600	3600	3600	3600	3600	3600	3600	3600	3600		25	25	25	25	25	20	15	12	10
2669	1	中级魂石·独孤剑	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	25	25	25
6126	1	初级魂石·武则天(阴)	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	25	25	25
6127	1	初级魂石·武则天(阳)	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	25	25	25
6112	1	初级魂石·绝世虞姬	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	25	25	25
4849	1	初级魂石·唐晓	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	25	25	25
4595	1	初级魂石·项羽	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	25	25	25
4053	1	初级魂石·完颜洪烈(真)	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	25	25	25
2827	1	初级魂石·秦始皇（阴）	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	20	20	20
2828	1	初级魂石·秦始皇（阳）	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	20	20	20
3897	1	初级魂石·唐简	魂石	4050	4050	4050	4050	4050	4050	4050	4050	4050		25	25	25	25	25	25	25	25	20
5432	1	初级魂石·尹筱雨	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
6100	1	初级魂石·萧玉竹	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
6101	1	初级魂石·金兀术	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
6128	1	初级魂石·狄仁杰	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
6129	1	初级魂石·李元芳	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
6130	1	初级魂石·无字碑	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
6067	1	初级魂石·叶青阳	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
6068	1	初级魂石·冰仪	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
6069	1	初级魂石·杨再兴	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
6070	1	初级魂石·完颜娄室	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
5433	1	初级魂石·石轩辕	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
4873	1	初级魂石·宋秋石	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
4874	1	初级魂石·古嫣然	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
3709	1	初级魂石·年兽	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	12
2824	1	初级魂石·玄天武机	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
2825	1	初级魂石·白起	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
2826	1	初级魂石·李斯	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
2696	1	初级魂石·完颜洪烈	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	20	18	15	12	10
2528	1	初级魂石·杨瑛	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	20
2529	1	初级魂石·清晓师太	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
2530	1	初级魂石·祝子虚	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	20	15	12	10	10
2531	1	初级魂石·黄玉英	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
2532	1	初级魂石·道一真人	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
2533	1	初级魂石·端木睿	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
2534	1	初级魂石·孟知秋	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
2535	1	初级魂石·李显忠	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
2536	1	初级魂石·徒单克宁	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	20	15	12	10
4540	1	初级魂石·冰鳞蜥皇	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
4541	1	初级魂石·银钩蝎皇	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
4542	1	初级魂石·狂鬃獒皇	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	25	25	25
1754	1	初级魂石·赤睛虎皇	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	20	15	12
1755	1	初级魂石·撼天熊皇	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	20	15	12
1756	1	初级魂石·紫背鳄皇	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	25	25	20	15	12
1757	1	初级魂石·定海金刚	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	20	15	12	10	10
1758	1	初级魂石·金翅鹏皇	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	20	15	12	10	10
1759	1	初级魂石·银角犀皇	魂石	1350	1350	1350	1350	1350	1350	1350	1350	1350		25	25	25	25	20	15	12	10	10
