id	word
749	群體毒瘴
750	群體金剛
751	群體明王
752	涅槃重生
753	高級會心機率
754	高級攻擊力
755	高級生命
756	高級金系抗性
757	高級木系抗性
758	高級水系抗性
759	高級火系抗性
760	高級土系抗性
761	高級抗屬性效果
762	中級吸取生命
763	中級受傷效果
764	中級遲緩效果
765	中級致殘效果
766	中級麻痹效果
767	中級眩暈效果
768	中級全系抗性
769	中級忽略全系抗性
770	中級反擊
771	中級攻擊速度
772	百草仙露
773	高級吸取生命
774	高級受傷效果
775	高級遲緩效果
776	高級致殘效果
777	高級麻痹效果
778	高級眩暈效果
779	高級全系抗性
780	高級忽略全系抗性
781	高級反擊
782	高級攻擊速度
783	春節
784	清明節
785	植樹節
786	端午節
787	兒童節
788	教師節
789	國慶日
790	元宵節
791	元旦節
792	中秋節
793	重陽節
794	勞動節
795	情人節
796	聖誕節
797	平安夜
798	七夕
799	打BOSS
800	BOSS
801	組隊平台
802	組隊
803	掛機
804	打架
805	安全區
806	進組
807	獎勵
808	PK
809	野外
810	經驗
811	等級
812	劍俠情緣
813	劍網
814	劍網1
815	劍網2
816	劍網3
817	劍俠世界
818	劍世
819	月影傳說
820	月影
821	西山居
822	技能點
823	山河社稷圖
824	武道德經
825	同伴技能書
826	同伴技能
827	同伴洗髓
828	同伴資質
829	資質
830	奇才
831	遣散
832	潛能
833	完美
834	卓越
835	優秀
836	良好
837	普通
838	情人
839	紅點
840	鏢車
