SkillId		MagicDesc
246	气盖八荒	提升自己[00ff00]lifemax_v1[-]点生命上限，提升队友[00ff00]userdesc_1021[-]点生命上限
253	金钟罩	增加[00ff00]all_series_resist_v1[-]点全系抗性、[00ff00]all_series_resist_p1%[-]基础全系抗性
255	中级·金钟罩	增加[00ff00]all_series_resist_v1[-]点全系抗性、[00ff00]all_series_resist_p1%[-]基础全系抗性，增加持续时间[00ff00]userdesc_1012/15[-]秒
257	中级·野蛮冲撞	提高[00ff00]userdesc_1012[-]%基础攻击。命中目标后提高[00ff00]attackspeed_v1[-]点攻击速度，[00ff00]deadlystrike_p1%[-]基础会心几率，[00ff00]deadlystrike_v1[-]点会心一击，持续[00ff00]skill_statetime1/15[-]秒
261	少林棍法	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_metaldamage_v1[-]点金系伤害
266	降龙棍	对身前直线范围目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_metaldamage_v1[-]点金系伤害，同时有[00ff00]state_hurt_attack1%[-]几率附带[00ff00]state_hurt_attack2/15[-]秒受伤
268	大力金刚指	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_metaldamage_v1[-]点金系伤害，附带[00ff00]state_fixed_attack2/15[-]秒的定身效果
270	金刚伏魔	免疫异常状态并化解伤害[00ff00]defuse_damage1[-]点，不超过原伤害[00ff00]defuse_damage2%[-]，持续[00ff00]skill_statetime1/15[-]秒
271	达摩武经	永久提升[00ff00]lifemax_p1%[-]基础生命上限，[00ff00]resist_allseriesstate_rate_v1[-]点抗属性效果几率与[00ff00]state_zhican_resistrate1[-]点抗致缠几率
272	十二擒龙手	造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_metaldamage_v1[-]点金系伤害，附带[00ff00]state_fixed_attack2/15[-]秒的定身效果
273	罗汉阵	对自身周围目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_metaldamage_v1[-]点金系伤害
276	棍法进阶	提升[少林棍法][00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_metaldamage_v1[-]点金系伤害
278	立地成佛	每次被普攻命中获得[00ff00]all_series_resist_p1%[-]基础全系抗性，最多叠加[00ff00]superposemagic1[-]层，持续[00ff00]userdesc_1011/15[-]秒
280	金刚怒目	有[00ff00]userdesc_1011%[-]几率触发，提高自身[00ff00]all_series_resist_p1%[-]基础全系抗性，提高[罗汉阵][00ff00]add_usebasedmg_p12%[-]基础攻击，持续[00ff00]skill_statetime1/15[-]秒，触发间隔[00ff00]userdesc_1021/15[-]秒
282	易筋经	永久提升[00ff00]lifemax_p1%[-]基础生命上限、[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]attackspeed_v1[-]点攻击速度与[00ff00]state_hurt_attackrate1[-]点受伤几率
292	降龙棍	增加降龙棍[00ff00]userdesc_1012[-]点会心一击，提高[00ff00]userdesc_1022%[-]造成受伤的几率
293	大力金刚指	穿透攻击多[00ff00]userdesc_1012[-]名敌人，并对穿透目标提高[00ff00]addpowerwhencol2%[-]基础攻击。增加[00ff00]userdesc_1022%[-]造成受伤的几率，持续[00ff00]userdesc_1032/15[-]秒
294	金刚伏魔	提高金刚伏魔化解伤害[00ff00]defuse_damage1[-]点并每[00ff00]recover_life_v2/15[-]秒回复[00ff00]recover_life_v1[-]点生命值
296	十二擒龙手	[00ff00]state_forceatk_attack1%[-]几率嘲讽敌人[00ff00]state_forceatk_attack2/15[-]秒。
298	罗汉金身	受到攻击时，有[00ff00]state_fixed_attack1%[-]几率对攻击者造成[00ff00]state_fixed_attack2/15[-]秒定身效果，触发间隔[00ff00]userdesc_1011/15[-]秒
301	峨嵋剑法	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害
310	江海凝波	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害，同时有[00ff00]state_slowall_attack1[-]几率附带[00ff00]state_slowall_attack2/15[-]秒的迟缓效果
308	白露凝霜	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害
306	慈航普度	每隔[00ff00]vitality_recover_life2/15[-]秒，回复[00ff00]体质*vitality_recover_life1%[-]点当前生命，持续[00ff00]skill_statetime1/15[-]秒
309	剑心通明	永久提升自己[00ff00]lifemax_p1%[-]基础生命上限，[00ff00]physics_potentialdamage_p1%[-]基础攻击力，[00ff00]runspeed_v1[-]移动速度
312	天舞宝轮	对阵内敌人，每[00ff00]0.5[-]秒，造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害；并对阵内的友方，每[00ff00]1[-]秒，回复[00ff00]体质*vitality_recover_life1%[-]点生命。阵法持续[00ff00]6[-]秒
317	绵里藏针	[00ff00]userdesc_1011%[-]几率触发击退效果并每[00ff00]recover_life_p2/15[-]秒回复自己[00ff00]recover_life_p1%[-]生命，持续[00ff00]skill_statetime1/15[-]秒，触发间隔[00ff00]userdesc_1021/15[-]秒
323	剑法进阶	提升[峨嵋剑法][00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害
341	佛心慈佑	提升自己与队友[00ff00]resist_allseriesstate_rate_v1[-]点抗属性效果几率、[00ff00]resist_allseriesstate_time_v1[-]点抗属性效果时间、[00ff00]resist_allspecialstate_rate_v1[-]点抗负面效果几率与[00ff00]resist_allspecialstate_time_v1[-]点抗负面效果时间
343	佛法无边	永久提升[00ff00]lifemax_p1%[-]基础生命上限、[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]attackspeed_v1[-]点攻击速度与[00ff00]state_slowall_attackrate1[-]点迟缓几率
345	冰心云裳	永久提升自己[00ff00]weaken_deadlystrike_v1[-]点抗会心几率和[00ff00]weaken_deadlystrike_damage_p1%[-]会心免伤
325	天舞宝轮	[00ff00]userdesc_1011%[-]几率造成虚弱、混乱、沉默、迟缓或冰冻，持续[00ff00]userdesc_1012/15[-]秒。
314	慈航普渡	清除与免疫属性状态，持续[00ff00]skill_statetime1/15[-]秒。
320	白露凝霜	[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害，同时有[00ff00]state_slowall_attack1%[-]几率附带[00ff00]state_slowall_attack2/15[-]秒的迟缓效果
357	清心普善	提升自身[00ff00]lifereplenish_p1%[-]生命回复效率。天舞宝轮额外回复[00ff00]体质*vitality_recover_life1%[-]点生命，慈航普度额外回复[00ff00]体质*userdesc_1011%[-]点生命
365	江海凝波	提高[00ff00]userdesc_1012%[-]基础攻击
366	中级·江海凝波	提高[00ff00]userdesc_1012%[-]基础攻击，提高[00ff00]userdesc_1022%[-]造成迟缓的几率
367	中级·天舞宝轮	减少天舞宝轮冷却时间[00ff00]deccdtime2/15[-]秒。[00ff00]userdesc_1011%[-]几率造成虚弱、混乱、沉默、迟缓或冰冻，持续[00ff00]userdesc_1012/15[-]秒
369	中级·慈航普渡	减少慈航普度冷却时间[00ff00]deccdtime2/15[-]秒。清除与免疫属性状态，持续[00ff00]skill_statetime1/15[-]秒
372	中级·白露凝霜	提高白露凝霜[00ff00]userdesc_1012%[-]基础攻击。对命中目标范围造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害，同时有[00ff00]state_slowall_attack1%[-]几率附带[00ff00]state_slowall_attack2/15[-]秒的迟缓效果
374	高级·江海凝波	提高[00ff00]add_usebasedmg_p12%[-]基础攻击、[00ff00]add_slowall_r2%[-]造成迟缓的几率、[00ff00]add_igdefense_v12[-]点忽闪与[00ff00]add_deadlystrike_v12[-]点会心一击
376	高级·天舞宝轮	减少天舞宝轮冷却时间[00ff00]deccdtime2/15[-]秒。降低[00ff00]defense_p1%[-]基础闪避值，持续[00ff00]skill_statetime1/15[-]秒。[00ff00]userdesc_1011%[-]几率造成虚弱、混乱、沉默、迟缓或冰冻，持续[00ff00]userdesc_1012/15[-]秒
378	高级·慈航普渡	减少慈航普度冷却时间[00ff00]deccdtime2/15[-]秒。清除与免疫属性状态，回复[00ff00]体质*vitality_recover_life1%[-]点生命，持续[00ff00]skill_statetime1/15[-]秒
381	高级·白露凝霜	提高白露凝霜[00ff00]add_usebasedmg_p12%[-]基础攻击与[00ff00]add_deadlystrike_v12[-]点会心一击。对命中目标范围造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害，同时有[00ff00]state_slowall_attack1%[-]几率附带[00ff00]state_slowall_attack2/15[-]秒的迟缓效果
401	桃花箭术	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害
407	飞火流星	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害，同时附带[00ff00]state_palsy_attack2/15[-]秒的麻痹效果
406	火凤燎原	提升[00ff00]runspeed_v1[-]点移动速度、 [00ff00]attackspeed_v1[-]点攻速，和[00ff00]defense_p1%[-]的闪避值，持续[00ff00]skill_statetime1/15[-]秒
410	九曜连珠	每次攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害，同时附带[00ff00]state_palsy_attack2/15[-]秒的麻痹效果
409	流风回雪	永久提升[00ff00]physics_potentialdamage_p1%[-]基础攻击力
412	穿云破月	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害
443	逆转九阴	[00ff00]userdesc_1051%[-]几率触发周身击退效果，触发间隔[00ff00]userdesc_1052/15[-]秒
420	百步穿杨	提升[桃花箭术][00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害
441	轻云蔽月	[桃花箭术]每穿透一名目标增加[00ff00]addpowerwhencol2%[-]基础攻击，最大增加[00ff00]addpowerwhencol3%[-]
425	浴火重生	有[00ff00]userdesc_1011%[-]几率触发[火凤燎原]与每[00ff00]recover_life_p2/15[-]秒回复自己[00ff00]recover_life_p1%[-]生命，持续[00ff00]skill_statetime1/15[-]秒，触发间隔[00ff00]userdesc_1021/15[-]秒
442	凤羽霓裳	永久提升[00ff00]lifemax_p1%[-]基础生命上限、[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]attackspeed_v1[-]点攻击速度与[00ff00]state_palsy_attackrate1[-]点麻痹几率
415	碧落黄泉	战斗状态时提升[00ff00]deadlystrike_v1[-]点会心几率，和[00ff00]deadlystrike_damage_p1%[-]会心伤害，并共享给视野范围内的队友[00ff00]50%[-]的效果
417	飞火流星	[00ff00]rand_ignoreskill1%[-]几率清除[00ff00]rand_ignoreskill2[-]个增益效果，并有[00ff00]state_burn_attack1%[-]几率造成灼烧[00ff00]state_burn_attack2/15[-]秒
413	火凤燎原	驱散免疫属性效果与负面效果，持续[00ff00]skill_statetime1/15[-]秒
423	穿云破月	[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害
446	九耀连珠	增加九曜连珠[00ff00]userdesc_1012%[-]基础忽闪值、[00ff00]userdesc_1022[-]点会心一击
447	中级·九耀连珠	提高[00ff00]userdesc_1032%[-]基础攻击。增加九曜连珠[00ff00]userdesc_1012%[-]基础忽闪值、[00ff00]userdesc_1022[-]点会心一击
448	中级·飞火流星	提高[00ff00]userdesc_1012%[-]基础攻击。[00ff00]rand_ignoreskill1%[-]几率清除[00ff00]rand_ignoreskill2[-]个增益效果，并有[00ff00]state_burn_attack1%[-]几率造成灼烧[00ff00]state_burn_attack2/15[-]秒
450	中级·火凤燎原	增加火凤燎原持续时间[00ff00]userdesc_1012/15[-]秒。驱散免疫属性效果与负面效果，持续[00ff00]skill_statetime1/15[-]秒
452	中级·穿云破月	穿云破月冷却时间减少[00ff00]deccdtime2/15[-]秒。[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害
454	高级·九耀连珠	提高[00ff00]add_usebasedmg_p12%[-]基础攻击与[00ff00]add_palsy_r2%[-]麻痹几率。增加九曜连珠[00ff00]add_igdefense_p12%[-]基础忽闪值、[00ff00]add_deadlystrike_v12[-]点会心一击
456	高级·飞火流星	提高[00ff00]add_usebasedmg_p12%[-]基础攻击、[00ff00]add_igdefense_v12[-]点忽闪与[00ff00]add_deadlystrike_v12[-]点会心一击。[00ff00]rand_ignoreskill1%[-]几率清除[00ff00]rand_ignoreskill2[-]个增益效果，并有[00ff00]state_burn_attack1%[-]几率造成灼烧[00ff00]state_burn_attack2/15[-]秒
458	高级·火凤燎原	增加火凤燎原持续时间[00ff00]add_state_time12/15[-]秒。驱散免疫属性效果、负面效果并增加[00ff00]defense_v1[-]点闪避值，持续[00ff00]skill_statetime1/15[-]秒
460	高级·穿云破月	提高[00ff00]add_usebasedmg_p12%[-]基础攻击。穿云破月冷却时间减少[00ff00]deccdtime2/15[-]秒。[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害
462	月落星沉	<桃花箭术>能使目标减少[00ff00]dotdamage_maxlife_p1%[-]生命值，最多不超过[00ff00]dotdamage_maxlife_p3[-]点生命值，触发几率[00ff00]userdesc_1021%[-]，触发间隔[00ff00]userdesc_1011/15[-]秒
501	逍遥枪法	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_wooddamage_v1[-]点木系伤害
510	白虹贯日	对冲刺到的目标，造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_wooddamage_v1[-]点木系伤害，同时有[00ff00]state_zhican_attack1%[-]几率附带[00ff00]state_zhican_attack2/15[-]秒的致缠效果
507	七探蛇盘	每次攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_wooddamage_v1[-]点木系伤害
506	斗转星移	对拉中的目标，造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_wooddamage_v1[-]点木系伤害
509	小无相功	永久提升[00ff00]runspeed_v1[-]点移动速度和[00ff00]attackspeed_v1[-]点攻速与[00ff00]state_stun_resistrate1[-]点抗眩晕几率
513	风卷残云	每隔[00ff00]0.3[-]秒，对浮空状态下的目标，造成[00ff00]dotdamage_wood1%[-]基础攻击 + [00ff00]dotdamage_wood2[-]点木系伤害，持续[00ff00]skill_statetime1/15[-]秒
522	三元归一	在下一次攻击前，每隔3秒，获得[00ff00]physics_potentialdamage_p1%[-]基础攻击力加成，最多叠加[00ff00]superposemagic1[-]倍
532	枪法进阶	提升[逍遥枪法][00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_wooddamage_v1[-]点木系伤害，提高自身[00ff00]deadlystrike_v1[-]点会心几率
516	凌波微步	每隔[00ff00]ignoreattackontime1/15[-]秒忽略[00ff00]ignoreattackontime2/15[-]秒攻击
541	逍遥御风	有[00ff00]userdesc_1011%[-]几率触发，提升自己[00ff00]defense_p1%[-]基础闪避值、[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]attackspeed_v1[-]点攻击速度、[00ff00]deadlystrike_p1%[-]基础会心几率值与[00ff00]runspeed_v1[-]点移动速度，持续[00ff00]skill_statetime1/15[-]秒。触发间隔[00ff00]userdesc_1021/15[-]秒
543	唯我独尊	永久提升[00ff00]lifemax_p1%[-]基础生命上限、[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]attackspeed_v1[-]点攻击速度与[00ff00]state_zhican_attackrate1[-]点致缠几率
517	七探蛇盘	[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_wooddamage_v1[-]点木系伤害
514	斗转星移	斗转星移造成伤害的[00ff00]add_steallife_p2/100%[-]转换成生命回复。斗转星移冷却时间减少[00ff00]deccdtime2/15[-]秒
519	风卷残云	造成致缠[00ff00]state_zhican_attack2/15[-]秒；全系抗性降低[00ff00]all_series_resist_v1[-]点，持续[00ff00]skill_statetime1/15[-]秒
544	白虹贯日	增加[00ff00]userdesc_1012%[-]基础攻击，[00ff00]userdesc_1022%[-]基础忽闪值
545	中级·白虹贯日	增加[00ff00]userdesc_1012%[-]基础攻击，[00ff00]userdesc_1022%[-]基础忽闪值，[00ff00]userdesc_1032%[-]造成致缠的几率
546	中级·七探蛇盘	提高七探蛇盘[00ff00]userdesc_1012%[-]基础攻击。额外造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_wooddamage_v1[-]点木系伤害
548	中级·斗转星移	提高斗转星移[00ff00]userdesc_1012%[-]基础攻击。斗转星移造成伤害的[00ff00]add_steallife_p2/100%[-]转换成生命回复。斗转星移冷却时间减少[00ff00]deccdtime2/15[-]秒
549	中级·风卷残云	风卷残云冷却时间减少[00ff00]deccdtime2/15[-]秒。造成致缠[00ff00]state_zhican_attack2/15[-]秒；全系抗性降低[00ff00]all_series_resist_v1[-]点，持续[00ff00]skill_statetime1/15[-]秒
552	高级·白虹贯日	增加[00ff00]add_usebasedmg_p12%[-]基础攻击，[00ff00]add_igdefense_p12%[-]基础忽闪值，[00ff00]add_zhican_r2%[-]造成致缠的几率与[00ff00]add_deadlystrike_v12[-]点会心一击
554	高级·七探蛇盘	提高七探蛇盘[00ff00]add_usebasedmg_p12%[-]基础攻击、[00ff00]add_igdefense_v12[-]点忽闪与[00ff00]add_deadlystrike_v12[-]点会心一击。额外造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_wooddamage_v1[-]点木系伤害
556	高级·斗转星移	提高斗转星移[00ff00]add_usebasedmg_p12%[-]基础攻击与[00ff00]add_zhican_t2/15[-]秒致缠时间。斗转星移造成伤害的[00ff00]add_steallife_p2/100%[-]转换成生命回复。斗转星移冷却时间减少[00ff00]deccdtime2/15[-]秒
558	高级·风卷残云	提高风卷[00ff00]add_usebasedmg_p12%[-]基础攻击。风卷残云冷却时间减少[00ff00]deccdtime2/15[-]秒。造成致缠[00ff00]state_zhican_attack2/15[-]秒；全系抗性降低[00ff00]all_series_resist_v1[-]点，持续[00ff00]skill_statetime1/15[-]秒
561	悲酥清风	周围每多一个敌人，自动提升[00ff00]all_series_resist_p1%[-]基础全系抗性与[00ff00]physics_potentialdamage_p1%[-]基础攻击力，最多叠加[00ff00]add_mult_proc_sate12[-]倍
601	武当剑法	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害
609	剑飞惊天	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害，附带[00ff00]state_stun_attack2/15[-]秒的眩晕效果
611	人剑合一	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害，附带[00ff00]state_stun_attack2/15[-]秒的眩晕效果
613	坐忘无我	每1点敏捷抵御伤害[00ff00]magicshield1/100[-]点，持续[00ff00]magicshield2/15[-]秒
614	迷踪幻影	永久提升自己[00ff00]physics_potentialdamage_p1%[-]基础攻击力，[00ff00]runspeed_v1[-]移动速度与[00ff00]state_slowall_resistrate1[-]点抗迟缓几率
615	天地无极	对目标范围造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害，附带[00ff00]state_stun_attack2/15[-]秒的眩晕效果
617	太一真气	每隔[00ff00]userdesc_1011/15[-]秒，清除并免疫自身受到的所有属性效果，持续[00ff00]skill_statetime1/15[-]秒
619	高级剑法	提升[武当剑法][00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害
621	剑飞惊天	[00ff00]userdesc_1021%[-]的概率，[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害
624	坐忘无我	每把飞剑造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害，并有[00ff00]state_stun_attack1%[-]几率附带[00ff00]state_stun_attack2/15[-]秒的眩晕效果
626	天地无极	降低[00ff00]defense_v1[-]点闪避值与[00ff00]all_series_resist_v1[-]点全系抗性，持续[00ff00]userdesc_1011/15[-]秒
630	玄天心法	触发几率[00ff00]userdesc_1011%[-]，触发间隔[00ff00]userdesc_1021/15[-]秒
645	真武七截	提升自己[00ff00]physics_potentialdamage_p1%[-]基础攻击力，提升队友[00ff00]userdesc_1061%[-]基础攻击力
644	太极无意	永久提升[00ff00]lifemax_p1%[-]基础生命上限、[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]attackspeed_v1[-]点攻击速度与[00ff00]state_stun_attackrate1[-]点眩晕几率
647	人剑合一	远距离伤害放大[00ff00]userdesc_1012%[-]，眩晕时间放大[00ff00]userdesc_1022%[-]
648	中级·人剑合一	冷却时间减少[00ff00]deccdtime2/15[-]秒。远距离伤害放大[00ff00]userdesc_1012%[-]，眩晕时间放大[00ff00]userdesc_1022%[-]。
649	中级·剑飞惊天	提高剑飞惊天[00ff00]userdesc_1012%[-]基础攻击。[00ff00]userdesc_1031%[-]的触发概率，[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害
652	中级·坐忘无我	每1点敏捷增加抵御伤害[00ff00]userdesc_1012/100[-]点。每把飞剑造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害，并有[00ff00]state_stun_attack1%[-]几率附带[00ff00]state_stun_attack2/15[-]秒的眩晕效果
654	中级·天地无极	冷却时间减少[00ff00]deccdtime2/15[-]秒。降低[00ff00]defense_v1[-]点闪避值与[00ff00]all_series_resist_v1[-]点全系抗性，持续[00ff00]userdesc_1011/15[-]秒
656	高级·人剑合一	提高[00ff00]add_usebasedmg_p12%[-]基础攻击。冷却时间减少[00ff00]deccdtime2/15[-]秒。远距离伤害放大[00ff00]add_adddmgbydist2%[-]，眩晕时间放大[00ff00]add_addstuntimedist2%[-]。
658	高级·剑飞惊天	提高剑飞惊天[00ff00]add_usebasedmg_p12%[-]基础攻击、[00ff00]add_igdefense_v12[-]点忽闪与[00ff00]add_deadlystrike_v12[-]点会心一击。[00ff00]userdesc_1031%[-]的触发概率，[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害
661	高级·坐忘无我	每1点敏捷增加抵御伤害[00ff00]add_shield2/100[-]点。每把飞剑造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_earthdamage_v1[-]点土系伤害，并有[00ff00]state_stun_attack1%[-]几率附带[00ff00]state_stun_attack2/15[-]秒的眩晕效果。增加飞剑[00ff00]add_stun_t2/15[-]秒眩晕的时间
663	高级·天地无极	[00ff00]add_usebasedmg_p12%[-]基础攻击。冷却时间减少[00ff00]deccdtime2/15[-]秒。降低[00ff00]defense_v1[-]点闪避值与[00ff00]all_series_resist_v1[-]点全系抗性，持续[00ff00]userdesc_1011/15[-]秒
665	七星诀	提升[00ff00]all_series_resist_p1%[-]基础全系抗性，[00ff00]recover_life_v1[-]点生命回复
701	天忍刺杀术	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害
705	魔焰在天	每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害并[00ff00]减少runspeed_p1%[-]基础移动速度，同时造成[00ff00]state_burn_attack2/15[-]秒灼烧效果，每层灼烧使其受到火系伤害增加[00ff00]state_burn_attack3%[-]，最高叠加[00ff00]5[-]层
708	死亡回旋	每次对路径上的敌人造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害
711	血月之影	使自己隐身，持续[00ff00]userdesc_1041/15[-]秒，在隐身时提升[00ff00]runspeed_v1[-]点移动速度，并对下一次普攻连招添加 [00ff00]attackspeed_v1[-]点攻速、 [00ff00]ignore_defense_v1[-]点忽略闪避，和[00ff00]deadlystrike_v1[-]点会心一击
721	幻影飞狐	永久提升[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]deadlystrike_p1%[-]基础会心几率值；额外增加[00ff00]npc_ext_miss1[-]点对非玩家的闪避值
