TeamID	Name	HeroName	Faction	Level	ExtAttribId	HonorLevel	PartnerId1	PartnerId2	PartnerId3	PartnerId4	PartnerLevel	Strength	Vitality	Dexterity	Energy	SkillLevel	SkillID1	SkillID2	SkillID3	SkillID4	SkillID5
108	武神殿守護者	潘澤語	6	18	2	2	96	89	106	59	13	0	0	0	0	1					
109	武神殿守護者	單于元思	1	18	2	2	96	90	107	59	13	0	0	0	0	1					
110	武神殿守護者	明嘯賦	2	18	2	2	96	91	108	59	13	0	0	0	0	1					
111	武神殿守護者	敖子默	3	18	2	2	96	92	109	59	13	0	0	0	0	1					
112	武神殿守護者	尹孤凌	4	18	2	2	96	93	102	59	13	0	0	0	0	1					
113	武神殿守護者	穀嘯滔	5	18	2	2	96	94	103	59	13	0	0	0	0	1					
114	武神殿守護者	于墨宣	6	18	2	2	96	95	104	59	13	0	0	0	0	1					
115	武神殿守護者	胡代靈	1	18	2	2	96	76	105	59	13	0	0	0	0	1					
116	武神殿守護者	苗青寒	2	19	2	2	96	77	106	59	14	0	0	0	0	1					
117	武神殿守護者	凌修為	3	19	2	2	96	78	107	59	14	0	0	0	0	1					
118	武神殿守護者	淳於憶楓	4	19	2	2	96	79	108	59	14	0	0	0	0	1					
119	武神殿守護者	遲訪煙	5	19	2	2	96	80	109	59	14	0	0	0	0	1					
120	武神殿守護者	房興騰	6	19	2	2	96	81	102	59	14	0	0	0	0	1					
121	武神殿守護者	邢惜寒	1	19	2	2	96	82	103	59	14	0	0	0	0	1					
122	武神殿守護者	鄭夜昱	2	19	2	2	96	83	104	59	14	0	0	0	0	1					
123	武神殿守護者	米和洽	3	19	2	2	96	84	105	59	14	0	0	0	0	1					
124	武神殿守護者	商思禦	4	19	2	2	96	85	106	59	14	0	0	0	0	1					
125	武神殿守護者	陶安波	5	19	2	2	96	86	107	59	14	0	0	0	0	1					
126	武神殿守護者	桂達安	6	20	2	2	96	87	108	59	15	0	0	0	0	1					
127	武神殿守護者	俞修文	1	20	2	2	96	88	109	59	15	0	0	0	0	1					
128	武神殿守護者	廖弘深	2	20	2	2	96	89	102	59	15	0	0	0	0	1					
129	武神殿守護者	黎景曜	3	20	2	2	96	90	103	59	15	0	0	0	0	1					
130	武神殿守護者	喻天罡	4	20	2	2	96	91	104	59	15	0	0	0	0	1					
131	武神殿守護者	師思煙	5	21	2	2	96	92	105	59	16	0	0	0	0	1					
132	武神殿守護者	苑燁赫	6	21	2	2	96	93	106	59	16	0	0	0	0	1					
133	武神殿守護者	馬風德	1	21	2	2	96	94	107	59	16	0	0	0	0	1					
134	武神殿守護者	荀宇蔭	2	21	2	2	96	95	108	59	16	0	0	0	0	1					
135	武神殿守護者	于成禮	3	21	2	2	96	76	109	59	16	0	0	0	0	1					
136	武神殿守護者	狄奇邃	4	22	2	3	96	77	102	59	17	0	0	0	0	1					
137	武神殿守護者	鄭代靈	5	22	2	3	96	78	103	59	17	0	0	0	0	1					
138	武神殿守護者	凌陽朔	6	22	2	3	96	79	104	59	17	0	0	0	0	1					
139	武神殿守護者	劉君昊	1	22	2	3	96	80	105	59	17	0	0	0	0	1					
140	武神殿守護者	樊白凡	2	22	2	3	96	81	106	59	17	0	0	0	0	1					
141	武神殿守護者	孫明煦	3	23	2	3	96	82	107	59	18	0	0	0	0	1					
142	武神殿守護者	龐從凝	4	23	2	3	96	83	108	59	18	0	0	0	0	1					
143	武神殿守護者	孔正誼	5	23	2	3	96	84	109	59	18	0	0	0	0	1					
144	武神殿守護者	瞿永康	6	23	2	3	96	85	102	59	18	0	0	0	0	1					
145	武神殿守護者	翁奇略	1	23	2	3	96	86	103	59	18	0	0	0	0	1					
146	武神殿守護者	元憐騰	2	24	2	3	96	87	104	59	19	0	0	0	0	1					
147	武神殿守護者	駱朋興	3	24	2	3	96	88	105	59	19	0	0	0	0	1					
148	武神殿守護者	徐翰藻	4	24	2	3	96	89	106	59	19	0	0	0	0	1					
149	武神殿守護者	公冶夏秋	5	24	3	3	96	90	107	59	19	0	0	0	0	1					
150	武神殿守護者	孔又連	6	24	3	3	96	91	108	59	19	0	0	0	0	1					
151	武神殿守護者	繆墨瑤	1	25	3	4	96	92	109	59	20	0	0	0	0	1					
152	武神殿守護者	牟易文	2	25	3	4	96	93	102	59	20	0	0	0	0	1					
153	武神殿守護者	郭瀚玥	3	25	3	4	96	94	103	59	20	0	0	0	0	1					
154	武神殿守護者	咎安然	4	25	3	4	96	95	104	59	20	0	0	0	0	1					
155	武神殿守護者	銀雨文	5	25	3	4	96	76	105	59	20	0	0	0	0	1					
156	武神殿守護者	閔丹嘯	6	26	3	4	96	77	106	59	21	0	0	0	0	1					
157	武神殿守護者	黎英彥	1	26	3	4	96	78	107	59	21	0	0	0	0	1					
158	武神殿守護者	邢念滔	2	26	3	4	96	79	108	59	21	0	0	0	0	1					
159	武神殿守護者	宮星劍	3	26	3	4	96	80	109	59	21	0	0	0	0	1					
160	武神殿守護者	淳于文昌	4	26	3	4	96	81	102	59	21	0	0	0	0	1					
161	武神殿守護者	諸和安	5	27	3	4	96	82	103	59	22	0	0	0	0	1					
162	武神殿守護者	景平端	6	27	3	4	96	83	104	59	22	0	0	0	0	1					
163	武神殿守護者	凌嘉致	1	27	3	4	96	84	105	59	22	0	0	0	0	1					
164	武神殿守護者	翟爾柳	2	27	3	4	96	85	106	59	22	0	0	0	0	1					
165	武神殿守護者	荀半雙	3	27	4	4	96	86	107	59	22	0	0	0	0	1					
166	武神殿守護者	李雨正	4	28	4	4	96	87	108	59	23	0	0	0	0	1					
167	武神殿守護者	滕巍昂	5	28	4	4	96	88	109	59	23	0	0	0	0	1					
168	武神殿守護者	聞志明	6	28	4	4	96	89	102	59	23	0	0	0	0	1					
169	武神殿守護者	侯笑南	1	28	4	4	96	90	103	59	23	0	0	0	0	1					
170	武神殿守護者	東郭安翔	2	28	4	4	96	91	104	59	23	0	0	0	0	1					
171	武神殿守護者	史懷連	3	29	4	4	96	92	105	59	24	0	0	0	0	1					
172	武神殿守護者	廉博超	4	29	4	4	96	93	106	59	24	0	0	0	0	1					
173	武神殿守護者	卞風弼	5	29	4	4	96	94	107	59	24	0	0	0	0	1					
174	武神殿守護者	秦代凡	6	29	4	4	96	95	108	59	24	0	0	0	0	1					
175	武神殿守護者	廉靈扇	1	29	4	4	96	76	109	59	24	0	0	0	0	1					
176	武神殿守護者	唐冷正	2	30	4	4	96	77	102	59	25	0	0	0	0	1					
177	武神殿守護者	花浩大	3	30	4	4	96	78	103	59	25	0	0	0	0	1					
178	武神殿守護者	薛沛芹	4	30	4	4	96	79	104	59	25	0	0	0	0	1					
179	武神殿守護者	單訪風	5	30	4	4	96	80	105	59	25	0	0	0	0	1					
180	武神殿守護者	費華奧	6	30	4	4	96	81	106	59	25	0	0	0	0	1					
181	武神殿守護者	韓向槐	1	31	4	4	96	82	107	59	26	0	0	0	0	1					
182	武神殿守護者	於明智	2	31	4	4	96	83	108	59	26	0	0	0	0	1					
183	武神殿守護者	費光譽	3	31	4	4	96	84	109	59	26	0	0	0	0	1					
184	武神殿守護者	殷秋嘯	4	31	4	4	96	85	102	59	26	0	0	0	0	1					
185	武神殿守護者	慕容易容	5	31	4	4	96	86	103	59	26	0	0	0	0	1					
186	武神殿守護者	鄔英資	6	32	4	4	96	87	104	59	27	0	0	0	0	1					
187	武神殿守護者	嚴端嘯	1	32	4	4	96	88	105	59	27	0	0	0	0	1					
188	武神殿守護者	黃天工	2	32	5	4	96	89	106	59	27	0	0	0	0	1					
189	武神殿守護者	簡墨竹	3	32	5	4	96	90	107	59	27	0	0	0	0	1					
190	武神殿守護者	裴達寒	4	32	5	4	96	91	108	59	27	0	0	0	0	1					
191	武神殿守護者	司馬元青	5	33	5	4	96	92	109	59	28	0	0	0	0	1					
192	武神殿守護者	林水荷	6	33	5	4	96	93	102	59	28	0	0	0	0	1					
193	武神殿守護者	江元基	1	33	5	4	96	94	103	59	28	0	0	0	0	1					
194	武神殿守護者	戴冷雪	2	33	5	4	96	95	104	59	28	0	0	0	0	1					
195	武神殿守護者	於雪秋	3	33	5	4	96	76	105	59	28	0	0	0	0	1					
196	武神殿守護者	嶽明喆	4	34	5	4	96	77	106	59	29	0	0	0	0	1					
197	武神殿守護者	邢水兒	5	34	5	4	96	78	107	59	29	0	0	0	0	1					
198	武神殿守護者	趙山賦	6	34	5	4	96	79	108	59	29	0	0	0	0	1					
199	武神殿守護者	喻樂遊	1	34	5	4	96	80	109	59	29	0	0	0	0	1					
200	武神殿守護者	呂子濯	2	34	5	4	96	81	102	59	29	0	0	0	0	1					
