AttribType	Level	FightPower	AttribValue	Value1	Value2	Value3	SpecialDesc
lifemax_p	12	400	360000	12			
lifemax_p	13	600	500000	13			
lifemax_p	14	1000	800000	14			
lifemax_p	15	1600	1000000	15			
lifemax_p	16	2400	1200000	16			
lifemax_p	17	3500	1500000	17			
lifemax_p	18	5000	1800000	18			
lifemax_p	19	6000	2400000	19			
lifemax_p	20	7500	3000000	20			
lifemax_p	21	8000	3600000	21			
lifemax_p	22	8500	4200000	22			
lifemax_p	23	9000	4800000	23			
lifemax_p	24	9500	5400000	24			
lifemax_p	25	10000	6000000	25			
lifemax_p	26	10500	6600000	26			
lifemax_p	27	11000	7200000	27			
lifemax_p	28	11500	7800000	28			
lifemax_p	29	12000	8400000	29			
lifemax_p	30	12500	9000000	30			
basic_damage_v	1	5	5000	3		3	
basic_damage_v	2	7	7500	5		5	
basic_damage_v	3	10	10000	8		8	
basic_damage_v	4	15	15000	10		10	
basic_damage_v	5	20	20000	13		13	
basic_damage_v	6	30	30000	15		15	
basic_damage_v	7	40	40000	18		18	
basic_damage_v	8	60	60000	20		20	
basic_damage_v	9	100	100000	23		23	
basic_damage_v	10	160	160000	25		25	
basic_damage_v	11	250	240000	28		28	
basic_damage_v	12	400	360000	30		30	
basic_damage_v	13	600	500000	33		33	
basic_damage_v	14	1000	800000	35		35	
basic_damage_v	15	1600	1000000	38		38	
basic_damage_v	16	2400	1200000	40		40	
basic_damage_v	17	3500	1500000	43		43	
basic_damage_v	18	5000	1800000	45		45	
basic_damage_v	19	6000	2400000	48		48	
basic_damage_v	20	7500	3000000	50		50	
basic_damage_v	21	8000	3600000	53		53	
basic_damage_v	22	8500	4200000	55		55	
basic_damage_v	23	9000	4800000	58		58	
basic_damage_v	24	9500	5400000	60		60	
basic_damage_v	25	10000	6000000	63		63	
basic_damage_v	26	10500	6600000	65		65	
basic_damage_v	27	11000	7200000	68		68	
basic_damage_v	28	11500	7800000	70		70	
basic_damage_v	29	12000	8400000	73		73	
basic_damage_v	30	12500	9000000	75		75	
physical_damage_v	1	5	5000	3		3	
physical_damage_v	2	7	7500	5		5	
physical_damage_v	3	10	10000	8		8	
physical_damage_v	4	15	15000	10		10	
physical_damage_v	5	20	20000	13		13	
physical_damage_v	6	30	30000	15		15	
physical_damage_v	7	40	40000	18		18	
physical_damage_v	8	60	60000	20		20	
physical_damage_v	9	100	100000	23		23	
physical_damage_v	10	160	160000	25		25	
physical_damage_v	11	250	240000	28		28	
physical_damage_v	12	400	360000	30		30	
physical_damage_v	13	600	500000	33		33	
physical_damage_v	14	1000	800000	35		35	
physical_damage_v	15	1600	1000000	38		38	
physical_damage_v	16	2400	1200000	40		40	
physical_damage_v	17	3500	1500000	43		43	
physical_damage_v	18	5000	1800000	45		45	
physical_damage_v	19	6000	2400000	48		48	
physical_damage_v	20	7500	3000000	50		50	
physical_damage_v	21	8000	3600000	53		53	
physical_damage_v	22	8500	4200000	55		55	
physical_damage_v	23	9000	4800000	58		58	
physical_damage_v	24	9500	5400000	60		60	
physical_damage_v	25	10000	6000000	63		63	
physical_damage_v	26	10500	6600000	65		65	
physical_damage_v	27	11000	7200000	68		68	
physical_damage_v	28	11500	7800000	70		70	
physical_damage_v	29	12000	8400000	73		73	
physical_damage_v	30	12500	9000000	75		75	
physical_metaldamage_v	1	5	5000	3		3	
physical_metaldamage_v	2	7	7500	5		5	
physical_metaldamage_v	3	10	10000	8		8	
physical_metaldamage_v	4	15	15000	10		10	
physical_metaldamage_v	5	20	20000	13		13	
physical_metaldamage_v	6	30	30000	15		15	
physical_metaldamage_v	7	40	40000	18		18	
physical_metaldamage_v	8	60	60000	20		20	
physical_metaldamage_v	9	100	100000	23		23	
physical_metaldamage_v	10	160	160000	25		25	
physical_metaldamage_v	11	250	240000	28		28	
physical_metaldamage_v	12	400	360000	30		30	
physical_metaldamage_v	13	600	500000	33		33	
physical_metaldamage_v	14	1000	800000	35		35	
physical_metaldamage_v	15	1600	1000000	38		38	
physical_metaldamage_v	16	2400	1200000	40		40	
physical_metaldamage_v	17	3500	1500000	43		43	
physical_metaldamage_v	18	5000	1800000	45		45	
physical_metaldamage_v	19	6000	2400000	48		48	
physical_metaldamage_v	20	7500	3000000	50		50	
physical_metaldamage_v	21	8000	3600000	53		53	
physical_metaldamage_v	22	8500	4200000	55		55	
physical_metaldamage_v	23	9000	4800000	58		58	
physical_metaldamage_v	24	9500	5400000	60		60	
physical_metaldamage_v	25	10000	6000000	63		63	
physical_metaldamage_v	26	10500	6600000	65		65	
physical_metaldamage_v	27	11000	7200000	68		68	
physical_metaldamage_v	28	11500	7800000	70		70	
physical_metaldamage_v	29	12000	8400000	73		73	
physical_metaldamage_v	30	12500	9000000	75		75	
physical_earthdamage_v	1	5	5000	3		3	
physical_earthdamage_v	2	7	7500	5		5	
physical_earthdamage_v	3	10	10000	8		8	
physical_earthdamage_v	4	15	15000	10		10	
physical_earthdamage_v	5	20	20000	13		13	
physical_earthdamage_v	6	30	30000	15		15	
physical_earthdamage_v	7	40	40000	18		18	
physical_earthdamage_v	8	60	60000	20		20	
physical_earthdamage_v	9	100	100000	23		23	
physical_earthdamage_v	10	160	160000	25		25	
physical_earthdamage_v	11	250	240000	28		28	
physical_earthdamage_v	12	400	360000	30		30	
physical_earthdamage_v	13	600	500000	33		33	
physical_earthdamage_v	14	1000	800000	35		35	
physical_earthdamage_v	15	1600	1000000	38		38	
physical_earthdamage_v	16	2400	1200000	40		40	
physical_earthdamage_v	17	3500	1500000	43		43	
physical_earthdamage_v	18	5000	1800000	45		45	
physical_earthdamage_v	19	6000	2400000	48		48	
physical_earthdamage_v	20	7500	3000000	50		50	
physical_earthdamage_v	21	8000	3600000	53		53	
physical_earthdamage_v	22	8500	4200000	55		55	
physical_earthdamage_v	23	9000	4800000	58		58	
physical_earthdamage_v	24	9500	5400000	60		60	
physical_earthdamage_v	25	10000	6000000	63		63	
physical_earthdamage_v	26	10500	6600000	65		65	
physical_earthdamage_v	27	11000	7200000	68		68	
physical_earthdamage_v	28	11500	7800000	70		70	
physical_earthdamage_v	29	12000	8400000	73		73	
physical_earthdamage_v	30	12500	9000000	75		75	
physical_waterdamage_v	1	5	5000	3		3	
physical_waterdamage_v	2	7	7500	5		5	
physical_waterdamage_v	3	10	10000	8		8	
physical_waterdamage_v	4	15	15000	10		10	
physical_waterdamage_v	5	20	20000	13		13	
physical_waterdamage_v	6	30	30000	15		15	
physical_waterdamage_v	7	40	40000	18		18	
physical_waterdamage_v	8	60	60000	20		20	
physical_waterdamage_v	9	100	100000	23		23	
physical_waterdamage_v	10	160	160000	25		25	
physical_waterdamage_v	11	250	240000	28		28	
physical_waterdamage_v	12	400	360000	30		30	
physical_waterdamage_v	13	600	500000	33		33	
physical_waterdamage_v	14	1000	800000	35		35	
physical_waterdamage_v	15	1600	1000000	38		38	
physical_waterdamage_v	16	2400	1200000	40		40	
physical_waterdamage_v	17	3500	1500000	43		43	
physical_waterdamage_v	18	5000	1800000	45		45	
physical_waterdamage_v	19	6000	2400000	48		48	
physical_waterdamage_v	20	7500	3000000	50		50	
physical_waterdamage_v	21	8000	3600000	53		53	
physical_waterdamage_v	22	8500	4200000	55		55	
physical_waterdamage_v	23	9000	4800000	58		58	
physical_waterdamage_v	24	9500	5400000	60		60	
physical_waterdamage_v	25	10000	6000000	63		63	
physical_waterdamage_v	26	10500	6600000	65		65	
physical_waterdamage_v	27	11000	7200000	68		68	
physical_waterdamage_v	28	11500	7800000	70		70	
physical_waterdamage_v	29	12000	8400000	73		73	
physical_waterdamage_v	30	12500	9000000	75		75	
physical_firedamage_v	1	5	5000	3		3	
physical_firedamage_v	2	7	7500	5		5	
physical_firedamage_v	3	10	10000	8		8	
physical_firedamage_v	4	15	15000	10		10	
physical_firedamage_v	5	20	20000	13		13	
physical_firedamage_v	6	30	30000	15		15	
physical_firedamage_v	7	40	40000	18		18	
physical_firedamage_v	8	60	60000	20		20	
physical_firedamage_v	9	100	100000	23		23	
physical_firedamage_v	10	160	160000	25		25	
physical_firedamage_v	11	250	240000	28		28	
physical_firedamage_v	12	400	360000	30		30	
physical_firedamage_v	13	600	500000	33		33	
physical_firedamage_v	14	1000	800000	35		35	
physical_firedamage_v	15	1600	1000000	38		38	
physical_firedamage_v	16	2400	1200000	40		40	
physical_firedamage_v	17	3500	1500000	43		43	
physical_firedamage_v	18	5000	1800000	45		45	
physical_firedamage_v	19	6000	2400000	48		48	
physical_firedamage_v	20	7500	3000000	50		50	
physical_firedamage_v	21	8000	3600000	53		53	
physical_firedamage_v	22	8500	4200000	55		55	
physical_firedamage_v	23	9000	4800000	58		58	
physical_firedamage_v	24	9500	5400000	60		60	
physical_firedamage_v	25	10000	6000000	63		63	
physical_firedamage_v	26	10500	6600000	65		65	
physical_firedamage_v	27	11000	7200000	68		68	
physical_firedamage_v	28	11500	7800000	70		70	
physical_firedamage_v	29	12000	8400000	73		73	
physical_firedamage_v	30	12500	9000000	75		75	
physical_wooddamage_v	1	5	5000	3		3	
physical_wooddamage_v	2	7	7500	5		5	
physical_wooddamage_v	3	10	10000	8		8	
physical_wooddamage_v	4	15	15000	10		10	
physical_wooddamage_v	5	20	20000	13		13	
physical_wooddamage_v	6	30	30000	15		15	
physical_wooddamage_v	7	40	40000	18		18	
physical_wooddamage_v	8	60	60000	20		20	
physical_wooddamage_v	9	100	100000	23		23	
physical_wooddamage_v	10	160	160000	25		25	
physical_wooddamage_v	11	250	240000	28		28	
physical_wooddamage_v	12	400	360000	30		30	
physical_wooddamage_v	13	600	500000	33		33	
physical_wooddamage_v	14	1000	800000	35		35	
physical_wooddamage_v	15	1600	1000000	38		38	
physical_wooddamage_v	16	2400	1200000	40		40	
physical_wooddamage_v	17	3500	1500000	43		43	
physical_wooddamage_v	18	5000	1800000	45		45	
physical_wooddamage_v	19	6000	2400000	48		48	
physical_wooddamage_v	20	7500	3000000	50		50	
physical_wooddamage_v	21	8000	3600000	53		53	
physical_wooddamage_v	22	8500	4200000	55		55	
physical_wooddamage_v	23	9000	4800000	58		58	
physical_wooddamage_v	24	9500	5400000	60		60	
physical_wooddamage_v	25	10000	6000000	63		63	
physical_wooddamage_v	26	10500	6600000	65		65	
physical_wooddamage_v	27	11000	7200000	68		68	
physical_wooddamage_v	28	11500	7800000	70		70	
physical_wooddamage_v	29	12000	8400000	73		73	
physical_wooddamage_v	30	12500	9000000	75		75	
all_series_resist_v	1	5	5000	1			
all_series_resist_v	2	7	7500	2			
all_series_resist_v	3	10	10000	3			
all_series_resist_v	4	15	15000	4			
all_series_resist_v	5	20	20000	5			
all_series_resist_v	6	30	30000	6			
all_series_resist_v	7	40	40000	7			
all_series_resist_v	8	60	60000	8			
all_series_resist_v	9	100	100000	9			
all_series_resist_v	10	160	160000	10			
all_series_resist_v	11	250	240000	12			
all_series_resist_v	12	400	360000	13			
all_series_resist_v	13	600	500000	15			
all_series_resist_v	14	1000	800000	16			
all_series_resist_v	15	1600	1000000	18			
all_series_resist_v	16	2400	1200000	19			
all_series_resist_v	17	3500	1500000	21			
all_series_resist_v	18	5000	1800000	22			
all_series_resist_v	19	6000	2400000	24			
all_series_resist_v	20	7500	3000000	25			
all_series_resist_v	21	8000	3600000	26			
all_series_resist_v	22	8500	4200000	28			
all_series_resist_v	23	9000	4800000	29			
all_series_resist_v	24	9500	5400000	30			
all_series_resist_v	25	10000	6000000	31			
all_series_resist_v	26	10500	6600000	33			
all_series_resist_v	27	11000	7200000	34			
all_series_resist_v	28	11500	7800000	35			
all_series_resist_v	29	12000	8400000	36			
all_series_resist_v	30	12500	9000000	38			
attackrate_v	1	5	5000	10			
attackrate_v	2	7	7500	20			
attackrate_v	3	10	10000	30			
attackrate_v	4	15	15000	40			
attackrate_v	5	20	20000	50			
attackrate_v	6	30	30000	60			
attackrate_v	7	40	40000	70			
attackrate_v	8	60	60000	80			
attackrate_v	9	100	100000	90			
attackrate_v	10	160	160000	100			
attackrate_v	11	250	240000	110			
attackrate_v	12	400	360000	120			
attackrate_v	13	600	500000	130			
attackrate_v	14	1000	800000	140			
attackrate_v	15	1600	1000000	150			
attackrate_v	16	2400	1200000	160			
attackrate_v	17	3500	1500000	170			
attackrate_v	18	5000	1800000	180			
attackrate_v	19	6000	2400000	190			
attackrate_v	20	7500	3000000	200			
attackrate_v	21	8000	3600000	210			
attackrate_v	22	8500	4200000	220			
attackrate_v	23	9000	4800000	230			
attackrate_v	24	9500	5400000	240			
attackrate_v	25	10000	6000000	250			
attackrate_v	26	10500	6600000	260			
attackrate_v	27	11000	7200000	270			
attackrate_v	28	11500	7800000	280			
attackrate_v	29	12000	8400000	290			
attackrate_v	30	12500	9000000	300			
defense_v	1	5	5000	5			
defense_v	2	7	7500	10			
defense_v	3	10	10000	15			
defense_v	4	15	15000	20			
defense_v	5	20	20000	25			
defense_v	6	30	30000	30			
defense_v	7	40	40000	35			
defense_v	8	60	60000	40			
defense_v	9	100	100000	45			
defense_v	10	160	160000	50			
defense_v	11	250	240000	55			
defense_v	12	400	360000	60			
defense_v	13	600	500000	65			
defense_v	14	1000	800000	70			
defense_v	15	1600	1000000	75			
defense_v	16	2400	1200000	80			
defense_v	17	3500	1500000	85			
defense_v	18	5000	1800000	90			
defense_v	19	6000	2400000	95			
defense_v	20	7500	3000000	100			
defense_v	21	8000	3600000	105			
defense_v	22	8500	4200000	110			
defense_v	23	9000	4800000	115			
defense_v	24	9500	5400000	120			
defense_v	25	10000	6000000	125			
defense_v	26	10500	6600000	130			
defense_v	27	11000	7200000	135			
defense_v	28	11500	7800000	140			
defense_v	29	12000	8400000	145			
defense_v	30	12500	9000000	150			
deadlystrike_v	1	5	5000	3			
deadlystrike_v	2	7	7500	5			
deadlystrike_v	3	10	10000	8			
deadlystrike_v	4	15	15000	10			
deadlystrike_v	5	20	20000	13			
deadlystrike_v	6	30	30000	15			
deadlystrike_v	7	40	40000	18			
deadlystrike_v	8	60	60000	20			
deadlystrike_v	9	100	100000	23			
deadlystrike_v	10	160	160000	25			
deadlystrike_v	11	250	240000	28			
deadlystrike_v	12	400	360000	30			
deadlystrike_v	13	600	500000	33			
deadlystrike_v	14	1000	800000	35			
deadlystrike_v	15	1600	1000000	38			
deadlystrike_v	16	2400	1200000	40			
deadlystrike_v	17	3500	1500000	43			
deadlystrike_v	18	5000	1800000	45			
deadlystrike_v	19	6000	2400000	48			
deadlystrike_v	20	7500	3000000	50			
deadlystrike_v	21	8000	3600000	53			
deadlystrike_v	22	8500	4200000	55			
deadlystrike_v	23	9000	4800000	58			
deadlystrike_v	24	9500	5400000	60			
deadlystrike_v	25	10000	6000000	63			
deadlystrike_v	26	10500	6600000	65			
deadlystrike_v	27	11000	7200000	68			
deadlystrike_v	28	11500	7800000	70			
deadlystrike_v	29	12000	8400000	73			
deadlystrike_v	30	12500	9000000	75			
ignore_defense_v	1	5	5000	5			
ignore_defense_v	2	7	7500	10			
ignore_defense_v	3	10	10000	15			
ignore_defense_v	4	15	15000	20			
ignore_defense_v	5	20	20000	25			
ignore_defense_v	6	30	30000	30			
ignore_defense_v	7	40	40000	35			
ignore_defense_v	8	60	60000	40			
ignore_defense_v	9	100	100000	45			
ignore_defense_v	10	160	160000	50			
ignore_defense_v	11	250	240000	55			
ignore_defense_v	12	400	360000	60			
ignore_defense_v	13	600	500000	65			
ignore_defense_v	14	1000	800000	70			
ignore_defense_v	15	1600	1000000	75			
ignore_defense_v	16	2400	1200000	80			
ignore_defense_v	17	3500	1500000	85			
ignore_defense_v	18	5000	1800000	90			
ignore_defense_v	19	6000	2400000	95			
ignore_defense_v	20	7500	3000000	100			
ignore_defense_v	21	8000	3600000	105			
ignore_defense_v	22	8500	4200000	110			
ignore_defense_v	23	9000	4800000	115			
ignore_defense_v	24	9500	5400000	120			
ignore_defense_v	25	10000	6000000	125			
ignore_defense_v	26	10500	6600000	130			
ignore_defense_v	27	11000	7200000	135			
ignore_defense_v	28	11500	7800000	140			
ignore_defense_v	29	12000	8400000	145			
ignore_defense_v	30	12500	9000000	150			
deadlystrike_damage_p	1	5	5000	1			
deadlystrike_damage_p	2	7	7500	2			
deadlystrike_damage_p	3	10	10000	2			
deadlystrike_damage_p	4	15	15000	3			
deadlystrike_damage_p	5	20	20000	4			
deadlystrike_damage_p	6	30	30000	5			
deadlystrike_damage_p	7	40	40000	5			
deadlystrike_damage_p	8	60	60000	6			
deadlystrike_damage_p	9	100	100000	7			
deadlystrike_damage_p	10	160	160000	8			
deadlystrike_damage_p	11	250	240000	8			
deadlystrike_damage_p	12	400	360000	9			
deadlystrike_damage_p	13	600	500000	10			
deadlystrike_damage_p	14	1000	800000	11			
deadlystrike_damage_p	15	1600	1000000	11			
deadlystrike_damage_p	16	2400	1200000	12			
deadlystrike_damage_p	17	3500	1500000	13			
deadlystrike_damage_p	18	5000	1800000	14			
deadlystrike_damage_p	19	6000	2400000	14			
deadlystrike_damage_p	20	7500	3000000	15			
deadlystrike_damage_p	21	8000	3600000	16			
deadlystrike_damage_p	22	8500	4200000	17			
deadlystrike_damage_p	23	9000	4800000	17			
deadlystrike_damage_p	24	9500	5400000	18			
deadlystrike_damage_p	25	10000	6000000	19			
deadlystrike_damage_p	26	10500	6600000	20			
deadlystrike_damage_p	27	11000	7200000	20			
deadlystrike_damage_p	28	11500	7800000	21			
deadlystrike_damage_p	29	12000	8400000	22			
deadlystrike_damage_p	30	12500	9000000	23			
weaken_deadlystrike_v	1	5	5000	3			
weaken_deadlystrike_v	2	7	7500	5			
weaken_deadlystrike_v	3	10	10000	8			
weaken_deadlystrike_v	4	15	15000	10			
weaken_deadlystrike_v	5	20	20000	13			
weaken_deadlystrike_v	6	30	30000	15			
weaken_deadlystrike_v	7	40	40000	18			
weaken_deadlystrike_v	8	60	60000	20			
weaken_deadlystrike_v	9	100	100000	23			
weaken_deadlystrike_v	10	160	160000	25			
weaken_deadlystrike_v	11	250	240000	28			
weaken_deadlystrike_v	12	400	360000	30			
weaken_deadlystrike_v	13	600	500000	33			
weaken_deadlystrike_v	14	1000	800000	35			
weaken_deadlystrike_v	15	1600	1000000	38			
weaken_deadlystrike_v	16	2400	1200000	40			
weaken_deadlystrike_v	17	3500	1500000	43			
weaken_deadlystrike_v	18	5000	1800000	45			
weaken_deadlystrike_v	19	6000	2400000	48			
weaken_deadlystrike_v	20	7500	3000000	50			
weaken_deadlystrike_v	21	8000	3600000	53			
weaken_deadlystrike_v	22	8500	4200000	55			
weaken_deadlystrike_v	23	9000	4800000	58			
weaken_deadlystrike_v	24	9500	5400000	60			
weaken_deadlystrike_v	25	10000	6000000	63			
weaken_deadlystrike_v	26	10500	6600000	65			
weaken_deadlystrike_v	27	11000	7200000	68			
weaken_deadlystrike_v	28	11500	7800000	70			
weaken_deadlystrike_v	29	12000	8400000	73			
weaken_deadlystrike_v	30	12500	9000000	75			
weaken_deadlystrike_damage_p	1	5	5000	1			
weaken_deadlystrike_damage_p	2	7	7500	2			
weaken_deadlystrike_damage_p	3	10	10000	2			
weaken_deadlystrike_damage_p	4	15	15000	3			
weaken_deadlystrike_damage_p	5	20	20000	4			
weaken_deadlystrike_damage_p	6	30	30000	5			
weaken_deadlystrike_damage_p	7	40	40000	5			
weaken_deadlystrike_damage_p	8	60	60000	6			
weaken_deadlystrike_damage_p	9	100	100000	7			
weaken_deadlystrike_damage_p	10	160	160000	8			
weaken_deadlystrike_damage_p	11	250	240000	8			
weaken_deadlystrike_damage_p	12	400	360000	9			
weaken_deadlystrike_damage_p	13	600	500000	10			
weaken_deadlystrike_damage_p	14	1000	800000	11			
weaken_deadlystrike_damage_p	15	1600	1000000	11			
weaken_deadlystrike_damage_p	16	2400	1200000	12			
weaken_deadlystrike_damage_p	17	3500	1500000	13			
weaken_deadlystrike_damage_p	18	5000	1800000	14			
weaken_deadlystrike_damage_p	19	6000	2400000	14			
weaken_deadlystrike_damage_p	20	7500	3000000	15			
weaken_deadlystrike_damage_p	21	8000	3600000	16			
weaken_deadlystrike_damage_p	22	8500	4200000	17			
weaken_deadlystrike_damage_p	23	9000	4800000	17			
weaken_deadlystrike_damage_p	24	9500	5400000	18			
weaken_deadlystrike_damage_p	25	10000	6000000	19			
weaken_deadlystrike_damage_p	26	10500	6600000	20			
weaken_deadlystrike_damage_p	27	11000	7200000	20			
weaken_deadlystrike_damage_p	28	11500	7800000	21			
weaken_deadlystrike_damage_p	29	12000	8400000	22			
weaken_deadlystrike_damage_p	30	12500	9000000	23			
add_seriesstate_rate_v	1	5	5000	1			
add_seriesstate_rate_v	2	7	7500	2			
add_seriesstate_rate_v	3	10	10000	3			
add_seriesstate_rate_v	4	15	15000	4			
add_seriesstate_rate_v	5	20	20000	5			
add_seriesstate_rate_v	6	30	30000	6			
add_seriesstate_rate_v	7	40	40000	7			
add_seriesstate_rate_v	8	60	60000	8			
add_seriesstate_rate_v	9	100	100000	9			
add_seriesstate_rate_v	10	160	160000	10			
add_seriesstate_rate_v	11	250	240000	12			
add_seriesstate_rate_v	12	400	360000	13			
add_seriesstate_rate_v	13	600	500000	15			
add_seriesstate_rate_v	14	1000	800000	16			
add_seriesstate_rate_v	15	1600	1000000	18			
add_seriesstate_rate_v	16	2400	1200000	19			
add_seriesstate_rate_v	17	3500	1500000	21			
add_seriesstate_rate_v	18	5000	1800000	22			
add_seriesstate_rate_v	19	6000	2400000	24			
add_seriesstate_rate_v	20	7500	3000000	25			
add_seriesstate_rate_v	21	8000	3600000	26			
add_seriesstate_rate_v	22	8500	4200000	28			
add_seriesstate_rate_v	23	9000	4800000	29			
add_seriesstate_rate_v	24	9500	5400000	30			
add_seriesstate_rate_v	25	10000	6000000	31			
add_seriesstate_rate_v	26	10500	6600000	33			
add_seriesstate_rate_v	27	11000	7200000	34			
add_seriesstate_rate_v	28	11500	7800000	35			
add_seriesstate_rate_v	29	12000	8400000	36			
add_seriesstate_rate_v	30	12500	9000000	38			
add_seriesstate_time_v	1	5	5000	1			
add_seriesstate_time_v	2	7	7500	2			
add_seriesstate_time_v	3	10	10000	3			
add_seriesstate_time_v	4	15	15000	4			
add_seriesstate_time_v	5	20	20000	5			
add_seriesstate_time_v	6	30	30000	6			
add_seriesstate_time_v	7	40	40000	7			
