AttribType	Level	FightPower	AttribValue	Value1	Value2	Value3	SpecialDesc
strength_v	27	22000	14400000	135			
strength_v	28	23000	15600000	140			
strength_v	29	24000	16800000	145			
strength_v	30	25000	18000000	150			
dexterity_v	1	10	10000	5			
dexterity_v	2	15	15000	10			
dexterity_v	3	20	20000	15			
dexterity_v	4	30	30000	20			
dexterity_v	5	40	40000	25			
dexterity_v	6	60	60000	30			
dexterity_v	7	80	80000	35			
dexterity_v	8	120	120000	40			
dexterity_v	9	200	200000	45			
dexterity_v	10	320	320000	50			
dexterity_v	11	500	480000	55			
dexterity_v	12	800	720000	60			
dexterity_v	13	1200	1000000	65			
dexterity_v	14	2000	1600000	70			
dexterity_v	15	3200	2000000	75			
dexterity_v	16	4800	2400000	80			
dexterity_v	17	7000	3000000	85			
dexterity_v	18	10000	3600000	90			
dexterity_v	19	12000	4800000	95			
dexterity_v	20	15000	6000000	100			
dexterity_v	21	16000	7200000	105			
dexterity_v	22	17000	8400000	110			
dexterity_v	23	18000	9600000	115			
dexterity_v	24	19000	10800000	120			
dexterity_v	25	20000	12000000	125			
dexterity_v	26	21000	13200000	130			
dexterity_v	27	22000	14400000	135			
dexterity_v	28	23000	15600000	140			
dexterity_v	29	24000	16800000	145			
dexterity_v	30	25000	18000000	150			
lifemax_v	1	10	10000	100			
lifemax_v	2	15	15000	200			
lifemax_v	3	20	20000	300			
lifemax_v	4	30	30000	400			
lifemax_v	5	40	40000	500			
lifemax_v	6	60	60000	600			
lifemax_v	7	80	80000	700			
lifemax_v	8	120	120000	800			
lifemax_v	9	200	200000	900			
lifemax_v	10	320	320000	1000			
lifemax_v	11	500	480000	1100			
lifemax_v	12	800	720000	1200			
lifemax_v	13	1200	1000000	1300			
lifemax_v	14	2000	1600000	1400			
lifemax_v	15	3200	2000000	1500			
lifemax_v	16	4800	2400000	1600			
lifemax_v	17	7000	3000000	1700			
lifemax_v	18	10000	3600000	1800			
lifemax_v	19	12000	4800000	1900			
lifemax_v	20	15000	6000000	2000			
lifemax_v	21	16000	7200000	2100			
lifemax_v	22	17000	8400000	2200			
lifemax_v	23	18000	9600000	2300			
lifemax_v	24	19000	10800000	2400			
lifemax_v	25	20000	12000000	2500			
lifemax_v	26	21000	13200000	2600			
lifemax_v	27	22000	14400000	2700			
lifemax_v	28	23000	15600000	2800			
lifemax_v	29	24000	16800000	2900			
lifemax_v	30	25000	18000000	3000			
lifemax_p	1	10	10000	2			
lifemax_p	2	15	15000	4			
lifemax_p	3	20	20000	6			
lifemax_p	4	30	30000	8			
lifemax_p	5	40	40000	10			
lifemax_p	6	60	60000	12			
lifemax_p	7	80	80000	14			
lifemax_p	8	120	120000	16			
lifemax_p	9	200	200000	18			
lifemax_p	10	320	320000	20			
lifemax_p	11	500	480000	22			
lifemax_p	12	800	720000	24			
lifemax_p	13	1200	1000000	26			
lifemax_p	14	2000	1600000	28			
lifemax_p	15	3200	2000000	30			
lifemax_p	16	4800	2400000	32			
lifemax_p	17	7000	3000000	34			
lifemax_p	18	10000	3600000	36			
lifemax_p	19	12000	4800000	38			
lifemax_p	20	15000	6000000	40			
lifemax_p	21	16000	7200000	42			
lifemax_p	22	17000	8400000	44			
lifemax_p	23	18000	9600000	46			
lifemax_p	24	19000	10800000	48			
lifemax_p	25	20000	12000000	50			
lifemax_p	26	21000	13200000	52			
lifemax_p	27	22000	14400000	54			
lifemax_p	28	23000	15600000	56			
lifemax_p	29	24000	16800000	58			
lifemax_p	30	25000	18000000	60			
basic_damage_v	1	10	10000	5		5	
basic_damage_v	2	15	15000	10		10	
basic_damage_v	3	20	20000	15		15	
basic_damage_v	4	30	30000	20		20	
basic_damage_v	5	40	40000	25		25	
basic_damage_v	6	60	60000	30		30	
basic_damage_v	7	80	80000	35		35	
basic_damage_v	8	120	120000	40		40	
basic_damage_v	9	200	200000	45		45	
basic_damage_v	10	320	320000	50		50	
basic_damage_v	11	500	480000	55		55	
basic_damage_v	12	800	720000	60		60	
basic_damage_v	13	1200	1000000	65		65	
basic_damage_v	14	2000	1600000	70		70	
basic_damage_v	15	3200	2000000	75		75	
basic_damage_v	16	4800	2400000	80		80	
basic_damage_v	17	7000	3000000	85		85	
basic_damage_v	18	10000	3600000	90		90	
basic_damage_v	19	12000	4800000	95		95	
basic_damage_v	20	15000	6000000	100		100	
basic_damage_v	21	16000	7200000	105		105	
basic_damage_v	22	17000	8400000	110		110	
basic_damage_v	23	18000	9600000	115		115	
basic_damage_v	24	19000	10800000	120		120	
basic_damage_v	25	20000	12000000	125		125	
basic_damage_v	26	21000	13200000	130		130	
basic_damage_v	27	22000	14400000	135		135	
basic_damage_v	28	23000	15600000	140		140	
basic_damage_v	29	24000	16800000	145		145	
basic_damage_v	30	25000	18000000	150		150	
physical_damage_v	1	10	10000	5		5	
physical_damage_v	2	15	15000	10		10	
physical_damage_v	3	20	20000	15		15	
physical_damage_v	4	30	30000	20		20	
physical_damage_v	5	40	40000	25		25	
physical_damage_v	6	60	60000	30		30	
physical_damage_v	7	80	80000	35		35	
physical_damage_v	8	120	120000	40		40	
physical_damage_v	9	200	200000	45		45	
physical_damage_v	10	320	320000	50		50	
physical_damage_v	11	500	480000	55		55	
physical_damage_v	12	800	720000	60		60	
physical_damage_v	13	1200	1000000	65		65	
physical_damage_v	14	2000	1600000	70		70	
physical_damage_v	15	3200	2000000	75		75	
physical_damage_v	16	4800	2400000	80		80	
physical_damage_v	17	7000	3000000	85		85	
physical_damage_v	18	10000	3600000	90		90	
physical_damage_v	19	12000	4800000	95		95	
physical_damage_v	20	15000	6000000	100		100	
physical_damage_v	21	16000	7200000	105		105	
physical_damage_v	22	17000	8400000	110		110	
physical_damage_v	23	18000	9600000	115		115	
physical_damage_v	24	19000	10800000	120		120	
physical_damage_v	25	20000	12000000	125		125	
physical_damage_v	26	21000	13200000	130		130	
physical_damage_v	27	22000	14400000	135		135	
physical_damage_v	28	23000	15600000	140		140	
physical_damage_v	29	24000	16800000	145		145	
physical_damage_v	30	25000	18000000	150		150	
physical_metaldamage_v	1	10	10000	5		5	
physical_metaldamage_v	2	15	15000	10		10	
physical_metaldamage_v	3	20	20000	15		15	
physical_metaldamage_v	4	30	30000	20		20	
physical_metaldamage_v	5	40	40000	25		25	
physical_metaldamage_v	6	60	60000	30		30	
physical_metaldamage_v	7	80	80000	35		35	
physical_metaldamage_v	8	120	120000	40		40	
physical_metaldamage_v	9	200	200000	45		45	
physical_metaldamage_v	10	320	320000	50		50	
physical_metaldamage_v	11	500	480000	55		55	
physical_metaldamage_v	12	800	720000	60		60	
physical_metaldamage_v	13	1200	1000000	65		65	
physical_metaldamage_v	14	2000	1600000	70		70	
physical_metaldamage_v	15	3200	2000000	75		75	
physical_metaldamage_v	16	4800	2400000	80		80	
physical_metaldamage_v	17	7000	3000000	85		85	
physical_metaldamage_v	18	10000	3600000	90		90	
physical_metaldamage_v	19	12000	4800000	95		95	
physical_metaldamage_v	20	15000	6000000	100		100	
physical_metaldamage_v	21	16000	7200000	105		105	
physical_metaldamage_v	22	17000	8400000	110		110	
physical_metaldamage_v	23	18000	9600000	115		115	
physical_metaldamage_v	24	19000	10800000	120		120	
physical_metaldamage_v	25	20000	12000000	125		125	
physical_metaldamage_v	26	21000	13200000	130		130	
physical_metaldamage_v	27	22000	14400000	135		135	
physical_metaldamage_v	28	23000	15600000	140		140	
physical_metaldamage_v	29	24000	16800000	145		145	
physical_metaldamage_v	30	25000	18000000	150		150	
physical_earthdamage_v	1	10	10000	5		5	
physical_earthdamage_v	2	15	15000	10		10	
physical_earthdamage_v	3	20	20000	15		15	
physical_earthdamage_v	4	30	30000	20		20	
physical_earthdamage_v	5	40	40000	25		25	
physical_earthdamage_v	6	60	60000	30		30	
physical_earthdamage_v	7	80	80000	35		35	
physical_earthdamage_v	8	120	120000	40		40	
physical_earthdamage_v	9	200	200000	45		45	
physical_earthdamage_v	10	320	320000	50		50	
physical_earthdamage_v	11	500	480000	55		55	
physical_earthdamage_v	12	800	720000	60		60	
physical_earthdamage_v	13	1200	1000000	65		65	
physical_earthdamage_v	14	2000	1600000	70		70	
physical_earthdamage_v	15	3200	2000000	75		75	
physical_earthdamage_v	16	4800	2400000	80		80	
physical_earthdamage_v	17	7000	3000000	85		85	
physical_earthdamage_v	18	10000	3600000	90		90	
physical_earthdamage_v	19	12000	4800000	95		95	
physical_earthdamage_v	20	15000	6000000	100		100	
physical_earthdamage_v	21	16000	7200000	105		105	
physical_earthdamage_v	22	17000	8400000	110		110	
physical_earthdamage_v	23	18000	9600000	115		115	
physical_earthdamage_v	24	19000	10800000	120		120	
physical_earthdamage_v	25	20000	12000000	125		125	
physical_earthdamage_v	26	21000	13200000	130		130	
physical_earthdamage_v	27	22000	14400000	135		135	
physical_earthdamage_v	28	23000	15600000	140		140	
physical_earthdamage_v	29	24000	16800000	145		145	
physical_earthdamage_v	30	25000	18000000	150		150	
physical_waterdamage_v	1	10	10000	5		5	
physical_waterdamage_v	2	15	15000	10		10	
physical_waterdamage_v	3	20	20000	15		15	
physical_waterdamage_v	4	30	30000	20		20	
physical_waterdamage_v	5	40	40000	25		25	
physical_waterdamage_v	6	60	60000	30		30	
physical_waterdamage_v	7	80	80000	35		35	
physical_waterdamage_v	8	120	120000	40		40	
physical_waterdamage_v	9	200	200000	45		45	
physical_waterdamage_v	10	320	320000	50		50	
physical_waterdamage_v	11	500	480000	55		55	
physical_waterdamage_v	12	800	720000	60		60	
physical_waterdamage_v	13	1200	1000000	65		65	
physical_waterdamage_v	14	2000	1600000	70		70	
physical_waterdamage_v	15	3200	2000000	75		75	
physical_waterdamage_v	16	4800	2400000	80		80	
physical_waterdamage_v	17	7000	3000000	85		85	
physical_waterdamage_v	18	10000	3600000	90		90	
physical_waterdamage_v	19	12000	4800000	95		95	
physical_waterdamage_v	20	15000	6000000	100		100	
physical_waterdamage_v	21	16000	7200000	105		105	
physical_waterdamage_v	22	17000	8400000	110		110	
physical_waterdamage_v	23	18000	9600000	115		115	
physical_waterdamage_v	24	19000	10800000	120		120	
physical_waterdamage_v	25	20000	12000000	125		125	
physical_waterdamage_v	26	21000	13200000	130		130	
physical_waterdamage_v	27	22000	14400000	135		135	
physical_waterdamage_v	28	23000	15600000	140		140	
physical_waterdamage_v	29	24000	16800000	145		145	
physical_waterdamage_v	30	25000	18000000	150		150	
physical_firedamage_v	1	10	10000	5		5	
physical_firedamage_v	2	15	15000	10		10	
physical_firedamage_v	3	20	20000	15		15	
physical_firedamage_v	4	30	30000	20		20	
physical_firedamage_v	5	40	40000	25		25	
physical_firedamage_v	6	60	60000	30		30	
physical_firedamage_v	7	80	80000	35		35	
physical_firedamage_v	8	120	120000	40		40	
physical_firedamage_v	9	200	200000	45		45	
physical_firedamage_v	10	320	320000	50		50	
physical_firedamage_v	11	500	480000	55		55	
physical_firedamage_v	12	800	720000	60		60	
physical_firedamage_v	13	1200	1000000	65		65	
physical_firedamage_v	14	2000	1600000	70		70	
physical_firedamage_v	15	3200	2000000	75		75	
physical_firedamage_v	16	4800	2400000	80		80	
physical_firedamage_v	17	7000	3000000	85		85	
physical_firedamage_v	18	10000	3600000	90		90	
physical_firedamage_v	19	12000	4800000	95		95	
physical_firedamage_v	20	15000	6000000	100		100	
physical_firedamage_v	21	16000	7200000	105		105	
physical_firedamage_v	22	17000	8400000	110		110	
physical_firedamage_v	23	18000	9600000	115		115	
physical_firedamage_v	24	19000	10800000	120		120	
physical_firedamage_v	25	20000	12000000	125		125	
physical_firedamage_v	26	21000	13200000	130		130	
physical_firedamage_v	27	22000	14400000	135		135	
physical_firedamage_v	28	23000	15600000	140		140	
physical_firedamage_v	29	24000	16800000	145		145	
physical_firedamage_v	30	25000	18000000	150		150	
physical_wooddamage_v	1	10	10000	5		5	
physical_wooddamage_v	2	15	15000	10		10	
physical_wooddamage_v	3	20	20000	15		15	
physical_wooddamage_v	4	30	30000	20		20	
physical_wooddamage_v	5	40	40000	25		25	
physical_wooddamage_v	6	60	60000	30		30	
physical_wooddamage_v	7	80	80000	35		35	
physical_wooddamage_v	8	120	120000	40		40	
physical_wooddamage_v	9	200	200000	45		45	
physical_wooddamage_v	10	320	320000	50		50	
physical_wooddamage_v	11	500	480000	55		55	
physical_wooddamage_v	12	800	720000	60		60	
physical_wooddamage_v	13	1200	1000000	65		65	
physical_wooddamage_v	14	2000	1600000	70		70	
physical_wooddamage_v	15	3200	2000000	75		75	
physical_wooddamage_v	16	4800	2400000	80		80	
physical_wooddamage_v	17	7000	3000000	85		85	
physical_wooddamage_v	18	10000	3600000	90		90	
physical_wooddamage_v	19	12000	4800000	95		95	
physical_wooddamage_v	20	15000	6000000	100		100	
physical_wooddamage_v	21	16000	7200000	105		105	
physical_wooddamage_v	22	17000	8400000	110		110	
physical_wooddamage_v	23	18000	9600000	115		115	
physical_wooddamage_v	24	19000	10800000	120		120	
physical_wooddamage_v	25	20000	12000000	125		125	
physical_wooddamage_v	26	21000	13200000	130		130	
physical_wooddamage_v	27	22000	14400000	135		135	
physical_wooddamage_v	28	23000	15600000	140		140	
physical_wooddamage_v	29	24000	16800000	145		145	
physical_wooddamage_v	30	25000	18000000	150		150	
all_series_resist_v	1	10	10000	2			
all_series_resist_v	2	15	15000	4			
all_series_resist_v	3	20	20000	6			
all_series_resist_v	4	30	30000	8			
all_series_resist_v	5	40	40000	10			
all_series_resist_v	6	60	60000	12			
all_series_resist_v	7	80	80000	14			
all_series_resist_v	8	120	120000	16			
all_series_resist_v	9	200	200000	18			
all_series_resist_v	10	320	320000	20			
all_series_resist_v	11	500	480000	23			
all_series_resist_v	12	800	720000	26			
all_series_resist_v	13	1200	1000000	29			
all_series_resist_v	14	2000	1600000	32			
all_series_resist_v	15	3200	2000000	35			
all_series_resist_v	16	4800	2400000	38			
all_series_resist_v	17	7000	3000000	41			
all_series_resist_v	18	10000	3600000	44			
all_series_resist_v	19	12000	4800000	47			
all_series_resist_v	20	15000	6000000	50			
all_series_resist_v	21	16000	7200000	52			
all_series_resist_v	22	17000	8400000	56			
all_series_resist_v	23	18000	9600000	58			
all_series_resist_v	24	19000	10800000	60			
all_series_resist_v	25	20000	12000000	62			
all_series_resist_v	26	21000	13200000	66			
all_series_resist_v	27	22000	14400000	68			
all_series_resist_v	28	23000	15600000	70			
all_series_resist_v	29	24000	16800000	72			
all_series_resist_v	30	25000	18000000	76			
attackrate_v	1	10	10000	20			
attackrate_v	2	15	15000	40			
attackrate_v	3	20	20000	60			
attackrate_v	4	30	30000	80			
attackrate_v	5	40	40000	100			
attackrate_v	6	60	60000	120			
attackrate_v	7	80	80000	140			
attackrate_v	8	120	120000	160			
attackrate_v	9	200	200000	180			
attackrate_v	10	320	320000	200			
attackrate_v	11	500	480000	220			
attackrate_v	12	800	720000	240			
attackrate_v	13	1200	1000000	260			
attackrate_v	14	2000	1600000	280			
attackrate_v	15	3200	2000000	300			
attackrate_v	16	4800	2400000	320			
attackrate_v	17	7000	3000000	340			
attackrate_v	18	10000	3600000	360			
attackrate_v	19	12000	4800000	380			
attackrate_v	20	15000	6000000	400			
attackrate_v	21	16000	7200000	420			
attackrate_v	22	17000	8400000	440			
attackrate_v	23	18000	9600000	460			
attackrate_v	24	19000	10800000	480			
attackrate_v	25	20000	12000000	500			
attackrate_v	26	21000	13200000	520			
attackrate_v	27	22000	14400000	540			
attackrate_v	28	23000	15600000	560			
attackrate_v	29	24000	16800000	580			
attackrate_v	30	25000	18000000	600			
defense_v	1	10	10000	10			
defense_v	2	15	15000	20			
defense_v	3	20	20000	30			
defense_v	4	30	30000	40			
defense_v	5	40	40000	50			
defense_v	6	60	60000	60			
defense_v	7	80	80000	70			
defense_v	8	120	120000	80			
defense_v	9	200	200000	90			
defense_v	10	320	320000	100			
defense_v	11	500	480000	110			
defense_v	12	800	720000	120			
defense_v	13	1200	1000000	130			
defense_v	14	2000	1600000	140			
defense_v	15	3200	2000000	150			
defense_v	16	4800	2400000	160			
defense_v	17	7000	3000000	170			
defense_v	18	10000	3600000	180			
defense_v	19	12000	4800000	190			
defense_v	20	15000	6000000	200			
defense_v	21	16000	7200000	210			
defense_v	22	17000	8400000	220			
defense_v	23	18000	9600000	230			
defense_v	24	19000	10800000	240			
defense_v	25	20000	12000000	250			
defense_v	26	21000	13200000	260			
defense_v	27	22000	14400000	270			
defense_v	28	23000	15600000	280			
defense_v	29	24000	16800000	290			
defense_v	30	25000	18000000	300			
deadlystrike_v	1	10	10000	5			
deadlystrike_v	2	15	15000	10			
deadlystrike_v	3	20	20000	15			
deadlystrike_v	4	30	30000	20			
deadlystrike_v	5	40	40000	25			
deadlystrike_v	6	60	60000	30			
deadlystrike_v	7	80	80000	35			
deadlystrike_v	8	120	120000	40			
deadlystrike_v	9	200	200000	45			
deadlystrike_v	10	320	320000	50			
deadlystrike_v	11	500	480000	55			
deadlystrike_v	12	800	720000	60			
deadlystrike_v	13	1200	1000000	65			
deadlystrike_v	14	2000	1600000	70			
deadlystrike_v	15	3200	2000000	75			
deadlystrike_v	16	4800	2400000	80			
deadlystrike_v	17	7000	3000000	85			
deadlystrike_v	18	10000	3600000	90			
deadlystrike_v	19	12000	4800000	95			
deadlystrike_v	20	15000	6000000	100			
deadlystrike_v	21	16000	7200000	105			
deadlystrike_v	22	17000	8400000	110			
deadlystrike_v	23	18000	9600000	115			
deadlystrike_v	24	19000	10800000	120			
deadlystrike_v	25	20000	12000000	125			
deadlystrike_v	26	21000	13200000	130			
deadlystrike_v	27	22000	14400000	135			
deadlystrike_v	28	23000	15600000	140			
deadlystrike_v	29	24000	16800000	145			
deadlystrike_v	30	25000	18000000	150			
ignore_defense_v	1	10	10000	10			
ignore_defense_v	2	15	15000	20			
ignore_defense_v	3	20	20000	30			
ignore_defense_v	4	30	30000	40			
ignore_defense_v	5	40	40000	50			
ignore_defense_v	6	60	60000	60			
ignore_defense_v	7	80	80000	70			
ignore_defense_v	8	120	120000	80			
ignore_defense_v	9	200	200000	90			
ignore_defense_v	10	320	320000	100			
ignore_defense_v	11	500	480000	110			
ignore_defense_v	12	800	720000	120			
ignore_defense_v	13	1200	1000000	130			
ignore_defense_v	14	2000	1600000	140			
ignore_defense_v	15	3200	2000000	150			
ignore_defense_v	16	4800	2400000	160			
ignore_defense_v	17	7000	3000000	170			
ignore_defense_v	18	10000	3600000	180			
ignore_defense_v	19	12000	4800000	190			
ignore_defense_v	20	15000	6000000	200			
ignore_defense_v	21	16000	7200000	210			
ignore_defense_v	22	17000	8400000	220			
ignore_defense_v	23	18000	9600000	230			
ignore_defense_v	24	19000	10800000	240			
ignore_defense_v	25	20000	12000000	250			
ignore_defense_v	26	21000	13200000	260			
ignore_defense_v	27	22000	14400000	270			
ignore_defense_v	28	23000	15600000	280			
ignore_defense_v	29	24000	16800000	290			
ignore_defense_v	30	25000	18000000	300			
deadlystrike_damage_p	1	10	10000	2			
deadlystrike_damage_p	2	15	15000	3			
deadlystrike_damage_p	3	20	20000	5			
deadlystrike_damage_p	4	30	30000	6			
deadlystrike_damage_p	5	40	40000	8			
deadlystrike_damage_p	6	60	60000	9			
deadlystrike_damage_p	7	80	80000	11			
deadlystrike_damage_p	8	120	120000	12			
deadlystrike_damage_p	9	200	200000	14			
deadlystrike_damage_p	10	320	320000	15			
deadlystrike_damage_p	11	500	480000	17			
deadlystrike_damage_p	12	800	720000	18			
deadlystrike_damage_p	13	1200	1000000	20			
deadlystrike_damage_p	14	2000	1600000	21			
deadlystrike_damage_p	15	3200	2000000	23			
deadlystrike_damage_p	16	4800	2400000	24			
deadlystrike_damage_p	17	7000	3000000	26			
deadlystrike_damage_p	18	10000	3600000	27			
deadlystrike_damage_p	19	12000	4800000	29			
deadlystrike_damage_p	20	15000	6000000	30			
deadlystrike_damage_p	21	16000	7200000	32			
deadlystrike_damage_p	22	17000	8400000	33			
deadlystrike_damage_p	23	18000	9600000	34			
deadlystrike_damage_p	24	19000	10800000	36			
deadlystrike_damage_p	25	20000	12000000	38			
deadlystrike_damage_p	26	21000	13200000	40			
deadlystrike_damage_p	27	22000	14400000	41			
deadlystrike_damage_p	28	23000	15600000	42			
deadlystrike_damage_p	29	24000	16800000	44			
deadlystrike_damage_p	30	25000	18000000	46			
weaken_deadlystrike_v	1	10	10000	5			
weaken_deadlystrike_v	2	15	15000	10			
weaken_deadlystrike_v	3	20	20000	15			
weaken_deadlystrike_v	4	30	30000	20			
weaken_deadlystrike_v	5	40	40000	25			
weaken_deadlystrike_v	6	60	60000	30			
weaken_deadlystrike_v	7	80	80000	35			
weaken_deadlystrike_v	8	120	120000	40			
weaken_deadlystrike_v	9	200	200000	45			
weaken_deadlystrike_v	10	320	320000	50			
weaken_deadlystrike_v	11	500	480000	55			
weaken_deadlystrike_v	12	800	720000	60			
weaken_deadlystrike_v	13	1200	1000000	65			
weaken_deadlystrike_v	14	2000	1600000	70			
weaken_deadlystrike_v	15	3200	2000000	75			
weaken_deadlystrike_v	16	4800	2400000	80			
weaken_deadlystrike_v	17	7000	3000000	85			
weaken_deadlystrike_v	18	10000	3600000	90			
weaken_deadlystrike_v	19	12000	4800000	95			
weaken_deadlystrike_v	20	15000	6000000	100			
weaken_deadlystrike_v	21	16000	7200000	105			
weaken_deadlystrike_v	22	17000	8400000	110			
weaken_deadlystrike_v	23	18000	9600000	115			
weaken_deadlystrike_v	24	19000	10800000	120			
weaken_deadlystrike_v	25	20000	12000000	125			
weaken_deadlystrike_v	26	21000	13200000	130			
weaken_deadlystrike_v	27	22000	14400000	135			
weaken_deadlystrike_v	28	23000	15600000	140			
weaken_deadlystrike_v	29	24000	16800000	145			
weaken_deadlystrike_v	30	25000	18000000	150			
weaken_deadlystrike_damage_p	1	10	10000	2			
weaken_deadlystrike_damage_p	2	15	15000	3			
weaken_deadlystrike_damage_p	3	20	20000	5			
weaken_deadlystrike_damage_p	4	30	30000	6			
weaken_deadlystrike_damage_p	5	40	40000	8			
weaken_deadlystrike_damage_p	6	60	60000	9			
weaken_deadlystrike_damage_p	7	80	80000	11			
weaken_deadlystrike_damage_p	8	120	120000	12			
weaken_deadlystrike_damage_p	9	200	200000	14			
weaken_deadlystrike_damage_p	10	320	320000	15			
weaken_deadlystrike_damage_p	11	500	480000	17			
weaken_deadlystrike_damage_p	12	800	720000	18			
weaken_deadlystrike_damage_p	13	1200	1000000	20			
weaken_deadlystrike_damage_p	14	2000	1600000	21			
weaken_deadlystrike_damage_p	15	3200	2000000	23			
weaken_deadlystrike_damage_p	16	4800	2400000	24			
weaken_deadlystrike_damage_p	17	7000	3000000	26			
weaken_deadlystrike_damage_p	18	10000	3600000	27			
weaken_deadlystrike_damage_p	19	12000	4800000	29			
weaken_deadlystrike_damage_p	20	15000	6000000	30			
weaken_deadlystrike_damage_p	21	16000	7200000	32			
weaken_deadlystrike_damage_p	22	17000	8400000	33			
weaken_deadlystrike_damage_p	23	18000	9600000	34			
weaken_deadlystrike_damage_p	24	19000	10800000	36			
weaken_deadlystrike_damage_p	25	20000	12000000	38			
weaken_deadlystrike_damage_p	26	21000	13200000	40			
weaken_deadlystrike_damage_p	27	22000	14400000	41			
weaken_deadlystrike_damage_p	28	23000	15600000	42			
weaken_deadlystrike_damage_p	29	24000	16800000	44			
weaken_deadlystrike_damage_p	30	25000	18000000	46			
add_seriesstate_rate_v	1	10	10000	2			
add_seriesstate_rate_v	2	15	15000	4			
add_seriesstate_rate_v	3	20	20000	6			
add_seriesstate_rate_v	4	30	30000	8			
add_seriesstate_rate_v	5	40	40000	10			
add_seriesstate_rate_v	6	60	60000	12			
add_seriesstate_rate_v	7	80	80000	14			
add_seriesstate_rate_v	8	120	120000	16			
add_seriesstate_rate_v	9	200	200000	18			
add_seriesstate_rate_v	10	320	320000	20			
add_seriesstate_rate_v	11	500	480000	23			
add_seriesstate_rate_v	12	800	720000	26			
add_seriesstate_rate_v	13	1200	1000000	29			
add_seriesstate_rate_v	14	2000	1600000	32			
add_seriesstate_rate_v	15	3200	2000000	35			
add_seriesstate_rate_v	16	4800	2400000	38			
add_seriesstate_rate_v	17	7000	3000000	41			
add_seriesstate_rate_v	18	10000	3600000	44			
add_seriesstate_rate_v	19	12000	4800000	47			
add_seriesstate_rate_v	20	15000	6000000	50			
add_seriesstate_rate_v	21	16000	7200000	52			
add_seriesstate_rate_v	22	17000	8400000	56			
add_seriesstate_rate_v	23	18000	9600000	58			
add_seriesstate_rate_v	24	19000	10800000	60			
add_seriesstate_rate_v	25	20000	12000000	62			
add_seriesstate_rate_v	26	21000	13200000	66			
add_seriesstate_rate_v	27	22000	14400000	68			
add_seriesstate_rate_v	28	23000	15600000	70			
add_seriesstate_rate_v	29	24000	16800000	72			
add_seriesstate_rate_v	30	25000	18000000	76			
add_seriesstate_time_v	1	10	10000	2			
add_seriesstate_time_v	2	15	15000	4			
add_seriesstate_time_v	3	20	20000	6			
add_seriesstate_time_v	4	30	30000	8			
